id,station_id,day,capacity
3637,36,2012-01-02,17
3638,37,2012-01-02,15
3639,38,2012-01-02,47
3640,39,2012-01-02,19
3641,40,2012-01-02,15
3642,41,2012-01-02,3
3643,42,2012-01-02,19
3644,43,2012-01-02,3
3645,44,2012-01-02,3
3646,45,2012-01-02,19
3647,46,2012-01-02,19
3648,47,2012-01-02,11
3649,48,2012-01-02,15
3650,49,2012-01-02,15
3651,50,2012-01-02,15
3652,51,2012-01-02,15
3653,52,2012-01-02,15
3654,53,2012-01-02,15
3655,54,2012-01-02,11
3656,55,2012-01-02,14
3657,56,2012-01-02,15
3658,57,2012-01-02,11
3659,58,2012-01-02,27
3660,59,2012-01-02,15
3661,60,2012-01-02,15
3662,61,2012-01-02,25
3663,62,2012-01-02,3
3664,63,2012-01-02,15
3665,64,2012-01-02,3
3666,1,2012-01-03,0
3667,3,2012-01-03,3
3668,4,2012-01-03,15
3669,5,2012-01-03,15
3670,6,2012-01-03,11
3671,7,2012-01-03,15
3672,8,2012-01-03,15
3673,9,2012-01-03,19
3674,10,2012-01-03,19
3675,11,2012-01-03,15
3676,12,2012-01-03,15
3677,13,2012-01-03,3
3678,14,2012-01-03,3
3679,15,2012-01-03,15
3680,16,2012-01-03,19
3681,17,2012-01-03,15
3682,18,2012-01-03,15
3683,20,2012-01-03,19
3684,21,2012-01-03,3
3685,22,2012-01-03,3
3686,23,2012-01-03,19
3687,24,2012-01-03,15
3688,25,2012-01-03,15
3689,26,2012-01-03,15
3690,27,2012-01-03,3
3691,28,2012-01-03,0
3692,29,2012-01-03,15
3693,30,2012-01-03,15
3694,31,2012-01-03,11
3695,32,2012-01-03,11
3696,33,2012-01-03,19
3697,34,2012-01-03,3
3698,35,2012-01-03,11
3699,36,2012-01-03,17
3700,37,2012-01-03,15
3701,38,2012-01-03,47
3702,39,2012-01-03,19
3703,40,2012-01-03,15
3704,41,2012-01-03,3
3705,42,2012-01-03,19
3706,43,2012-01-03,3
3707,44,2012-01-03,3
3708,45,2012-01-03,19
3709,46,2012-01-03,19
3710,47,2012-01-03,11
3711,48,2012-01-03,15
3712,49,2012-01-03,15
3713,50,2012-01-03,15
3714,51,2012-01-03,15
3715,52,2012-01-03,15
3716,53,2012-01-03,15
3717,54,2012-01-03,11
3718,55,2012-01-03,14
3719,56,2012-01-03,15
3720,57,2012-01-03,11
3721,58,2012-01-03,27
3722,59,2012-01-03,15
3723,60,2012-01-03,15
3724,61,2012-01-03,25
3725,62,2012-01-03,3
3726,63,2012-01-03,15
3727,64,2012-01-03,3
3728,1,2012-01-04,0
3729,3,2012-01-04,3
3730,4,2012-01-04,15
3731,5,2012-01-04,15
3732,6,2012-01-04,11
3733,7,2012-01-04,15
3734,8,2012-01-04,15
3735,9,2012-01-04,19
3736,10,2012-01-04,19
3737,11,2012-01-04,15
3738,12,2012-01-04,15
3739,13,2012-01-04,3
3740,14,2012-01-04,3
3741,15,2012-01-04,15
3742,16,2012-01-04,19
3743,17,2012-01-04,15
3744,18,2012-01-04,15
3745,20,2012-01-04,19
3746,21,2012-01-04,3
3747,22,2012-01-04,3
3748,23,2012-01-04,19
3749,24,2012-01-04,15
3750,25,2012-01-04,15
3751,26,2012-01-04,15
3752,27,2012-01-04,3
3753,28,2012-01-04,0
3754,29,2012-01-04,15
3755,30,2012-01-04,15
3756,31,2012-01-04,11
3757,32,2012-01-04,11
3758,33,2012-01-04,19
3759,34,2012-01-04,3
3760,35,2012-01-04,11
3761,36,2012-01-04,17
3762,37,2012-01-04,15
3763,38,2012-01-04,47
3764,39,2012-01-04,19
3765,40,2012-01-04,15
3766,41,2012-01-04,3
3767,42,2012-01-04,19
3768,43,2012-01-04,3
3769,44,2012-01-04,3
3770,45,2012-01-04,19
3771,46,2012-01-04,19
3772,47,2012-01-04,11
3773,48,2012-01-04,15
3774,49,2012-01-04,15
3775,50,2012-01-04,15
3776,51,2012-01-04,15
3777,52,2012-01-04,15
3778,53,2012-01-04,15
3779,54,2012-01-04,11
3780,55,2012-01-04,14
3781,56,2012-01-04,15
3782,57,2012-01-04,11
3783,58,2012-01-04,27
3784,59,2012-01-04,15
3785,60,2012-01-04,15
3786,61,2012-01-04,25
3787,62,2012-01-04,3
3788,63,2012-01-04,15
3789,64,2012-01-04,3
3790,1,2012-01-05,0
3791,3,2012-01-05,3
3792,4,2012-01-05,15
3793,5,2012-01-05,15
3794,6,2012-01-05,11
3795,7,2012-01-05,15
3796,8,2012-01-05,15
3797,9,2012-01-05,19
3798,10,2012-01-05,19
3799,11,2012-01-05,15
3800,12,2012-01-05,15
3801,13,2012-01-05,3
3802,14,2012-01-05,3
3803,15,2012-01-05,15
3804,16,2012-01-05,19
3805,17,2012-01-05,15
3806,18,2012-01-05,15
3807,20,2012-01-05,19
3808,21,2012-01-05,3
3809,22,2012-01-05,3
3810,23,2012-01-05,19
3811,24,2012-01-05,15
3812,25,2012-01-05,15
3813,26,2012-01-05,15
3814,27,2012-01-05,3
3815,28,2012-01-05,0
3816,29,2012-01-05,15
3817,30,2012-01-05,15
3818,31,2012-01-05,11
3819,32,2012-01-05,11
3820,33,2012-01-05,19
3821,34,2012-01-05,1
3822,35,2012-01-05,11
3823,36,2012-01-05,17
3824,37,2012-01-05,15
3825,38,2012-01-05,47
3826,39,2012-01-05,19
3827,40,2012-01-05,15
3828,41,2012-01-05,3
3829,42,2012-01-05,19
3830,43,2012-01-05,3
3831,44,2012-01-05,3
3832,45,2012-01-05,19
3833,46,2012-01-05,19
3834,47,2012-01-05,11
3835,48,2012-01-05,15
3836,49,2012-01-05,15
3837,50,2012-01-05,15
3838,51,2012-01-05,15
3839,52,2012-01-05,15
3840,53,2012-01-05,15
3841,54,2012-01-05,11
3842,55,2012-01-05,14
3843,56,2012-01-05,15
3844,57,2012-01-05,11
3845,58,2012-01-05,27
3846,59,2012-01-05,15
3847,60,2012-01-05,15
3848,61,2012-01-05,25
3849,62,2012-01-05,3
3850,63,2012-01-05,15
3851,64,2012-01-05,3
3852,1,2012-01-06,0
3853,3,2012-01-06,3
3854,4,2012-01-06,15
3855,5,2012-01-06,15
3856,6,2012-01-06,11
3857,7,2012-01-06,15
3858,8,2012-01-06,15
3859,9,2012-01-06,19
3860,10,2012-01-06,19
3861,11,2012-01-06,15
3862,12,2012-01-06,15
3863,13,2012-01-06,3
3864,14,2012-01-06,3
3865,15,2012-01-06,15
3866,16,2012-01-06,19
3867,17,2012-01-06,15
3868,18,2012-01-06,15
3869,20,2012-01-06,19
3870,21,2012-01-06,3
3871,22,2012-01-06,3
3872,23,2012-01-06,19
3873,24,2012-01-06,15
3874,25,2012-01-06,15
3875,26,2012-01-06,15
3876,27,2012-01-06,3
3877,28,2012-01-06,0
3878,29,2012-01-06,15
3879,30,2012-01-06,15
3880,31,2012-01-06,11
3881,32,2012-01-06,11
3882,33,2012-01-06,19
3883,35,2012-01-06,11
3884,36,2012-01-06,17
3885,37,2012-01-06,15
3886,38,2012-01-06,47
3887,39,2012-01-06,19
3888,40,2012-01-06,15
3889,41,2012-01-06,3
3890,42,2012-01-06,19
3891,43,2012-01-06,3
3892,44,2012-01-06,3
3893,45,2012-01-06,19
3894,46,2012-01-06,19
3895,47,2012-01-06,11
3896,48,2012-01-06,15
3897,49,2012-01-06,15
3898,50,2012-01-06,15
3899,51,2012-01-06,15
3900,52,2012-01-06,15
3901,53,2012-01-06,15
3902,54,2012-01-06,11
3903,55,2012-01-06,14
3904,56,2012-01-06,15
3905,57,2012-01-06,11
3906,58,2012-01-06,27
3907,59,2012-01-06,15
3908,60,2012-01-06,15
3909,61,2012-01-06,25
3910,62,2012-01-06,3
3911,63,2012-01-06,15
3912,64,2012-01-06,3
3913,1,2012-01-07,0
3914,3,2012-01-07,3
3915,4,2012-01-07,15
3916,5,2012-01-07,15
3917,6,2012-01-07,11
3918,7,2012-01-07,15
3919,8,2012-01-07,15
3920,9,2012-01-07,19
3921,10,2012-01-07,19
3922,11,2012-01-07,15
3923,12,2012-01-07,15
3924,13,2012-01-07,3
3925,14,2012-01-07,3
3926,15,2012-01-07,15
3927,16,2012-01-07,19
3928,17,2012-01-07,15
3929,18,2012-01-07,15
3930,20,2012-01-07,19
3931,21,2012-01-07,3
3932,22,2012-01-07,3
3933,23,2012-01-07,19
3934,24,2012-01-07,15
3935,25,2012-01-07,15
3936,26,2012-01-07,15
3937,27,2012-01-07,3
3938,28,2012-01-07,0
3939,29,2012-01-07,15
3940,30,2012-01-07,15
3941,31,2012-01-07,11
3942,32,2012-01-07,11
3943,33,2012-01-07,19
3944,35,2012-01-07,11
3945,36,2012-01-07,17
3946,37,2012-01-07,15
3947,38,2012-01-07,47
3948,39,2012-01-07,19
3949,40,2012-01-07,15
3950,41,2012-01-07,3
3951,42,2012-01-07,19
3952,43,2012-01-07,3
3953,44,2012-01-07,3
3954,45,2012-01-07,19
3955,46,2012-01-07,19
3956,47,2012-01-07,11
3957,48,2012-01-07,15
3958,49,2012-01-07,15
3959,50,2012-01-07,15
3960,51,2012-01-07,15
3961,52,2012-01-07,15
3962,53,2012-01-07,15
3963,54,2012-01-07,11
3964,55,2012-01-07,14
3965,56,2012-01-07,15
3966,57,2012-01-07,11
3967,58,2012-01-07,27
3968,59,2012-01-07,15
3969,60,2012-01-07,15
3970,61,2012-01-07,25
3971,62,2012-01-07,3
3972,63,2012-01-07,15
3973,64,2012-01-07,3
3974,1,2012-01-08,0
3975,3,2012-01-08,3
3976,4,2012-01-08,15
3977,5,2012-01-08,15
3978,6,2012-01-08,11
3979,7,2012-01-08,15
3980,8,2012-01-08,15
3981,9,2012-01-08,19
3982,10,2012-01-08,19
3983,11,2012-01-08,15
3984,12,2012-01-08,15
3985,13,2012-01-08,3
3986,14,2012-01-08,3
3987,15,2012-01-08,15
3988,16,2012-01-08,19
3989,17,2012-01-08,15
3990,18,2012-01-08,15
3991,20,2012-01-08,19
3992,21,2012-01-08,3
3993,22,2012-01-08,3
3994,23,2012-01-08,19
3995,24,2012-01-08,15
3996,25,2012-01-08,15
3997,26,2012-01-08,15
3998,27,2012-01-08,3
3999,28,2012-01-08,0
4000,29,2012-01-08,15
4001,30,2012-01-08,15
4002,31,2012-01-08,11
4003,32,2012-01-08,11
4004,33,2012-01-08,19
4005,35,2012-01-08,11
4006,36,2012-01-08,17
4007,37,2012-01-08,15
4008,38,2012-01-08,47
4009,39,2012-01-08,19
4010,40,2012-01-08,15
4011,41,2012-01-08,3
4012,42,2012-01-08,19
4013,43,2012-01-08,3
4014,44,2012-01-08,3
4015,45,2012-01-08,19
4016,46,2012-01-08,19
4017,47,2012-01-08,11
4018,48,2012-01-08,15
4019,49,2012-01-08,15
4020,50,2012-01-08,15
4021,51,2012-01-08,15
4022,52,2012-01-08,15
4023,53,2012-01-08,15
4024,54,2012-01-08,11
4025,55,2012-01-08,14
4026,56,2012-01-08,15
4027,57,2012-01-08,11
4028,58,2012-01-08,27
4029,59,2012-01-08,15
4030,60,2012-01-08,15
4031,61,2012-01-08,25
4032,62,2012-01-08,3
4033,63,2012-01-08,15
4034,64,2012-01-08,3
4035,1,2012-01-09,0
4036,3,2012-01-09,3
4037,4,2012-01-09,15
4038,5,2012-01-09,15
4039,6,2012-01-09,11
4040,7,2012-01-09,15
4041,8,2012-01-09,15
4042,9,2012-01-09,19
4043,10,2012-01-09,19
4044,11,2012-01-09,15
4045,12,2012-01-09,15
4046,13,2012-01-09,3
4047,14,2012-01-09,3
4048,15,2012-01-09,15
4049,16,2012-01-09,19
4050,17,2012-01-09,15
4051,18,2012-01-09,15
4052,20,2012-01-09,19
4053,21,2012-01-09,3
4054,22,2012-01-09,3
4055,23,2012-01-09,19
4056,24,2012-01-09,15
4057,25,2012-01-09,15
4058,26,2012-01-09,15
4059,27,2012-01-09,3
4060,28,2012-01-09,0
4061,29,2012-01-09,15
4062,30,2012-01-09,15
4063,31,2012-01-09,11
4064,32,2012-01-09,11
4065,33,2012-01-09,19
4066,35,2012-01-09,11
4067,36,2012-01-09,17
4068,37,2012-01-09,15
4069,38,2012-01-09,47
4070,39,2012-01-09,19
4071,40,2012-01-09,15
4072,41,2012-01-09,3
4073,42,2012-01-09,19
4074,43,2012-01-09,3
4075,44,2012-01-09,3
4076,45,2012-01-09,19
4077,46,2012-01-09,19
4078,47,2012-01-09,11
4079,48,2012-01-09,15
4080,49,2012-01-09,15
4081,50,2012-01-09,15
4082,51,2012-01-09,15
4083,52,2012-01-09,15
4084,53,2012-01-09,15
4085,54,2012-01-09,11
4086,55,2012-01-09,14
4087,56,2012-01-09,15
4088,57,2012-01-09,11
4089,58,2012-01-09,27
4090,59,2012-01-09,15
4091,60,2012-01-09,15
4092,61,2012-01-09,25
4093,62,2012-01-09,3
4094,63,2012-01-09,15
4095,64,2012-01-09,3
4096,1,2012-01-10,0
4097,3,2012-01-10,3
4098,4,2012-01-10,15
4099,5,2012-01-10,15
4100,6,2012-01-10,11
4101,7,2012-01-10,15
4102,8,2012-01-10,15
4103,9,2012-01-10,19
4104,10,2012-01-10,19
4105,11,2012-01-10,15
4106,12,2012-01-10,15
4107,13,2012-01-10,3
4108,14,2012-01-10,3
4109,15,2012-01-10,15
4110,16,2012-01-10,19
4111,17,2012-01-10,15
4112,18,2012-01-10,15
4113,20,2012-01-10,19
4114,21,2012-01-10,3
4115,22,2012-01-10,3
4116,23,2012-01-10,19
4117,24,2012-01-10,15
4118,25,2012-01-10,15
4119,26,2012-01-10,15
4120,27,2012-01-10,3
4121,28,2012-01-10,0
4122,29,2012-01-10,15
4123,30,2012-01-10,15
4124,31,2012-01-10,11
4125,32,2012-01-10,11
4126,33,2012-01-10,19
4127,35,2012-01-10,11
4128,36,2012-01-10,17
4129,37,2012-01-10,15
4130,38,2012-01-10,47
4131,39,2012-01-10,19
4132,40,2012-01-10,15
4133,41,2012-01-10,3
4134,42,2012-01-10,19
4135,43,2012-01-10,3
4136,44,2012-01-10,3
4137,45,2012-01-10,19
4138,46,2012-01-10,19
4139,47,2012-01-10,11
4140,48,2012-01-10,15
4141,49,2012-01-10,15
4142,50,2012-01-10,15
4143,51,2012-01-10,15
4144,52,2012-01-10,15
4145,53,2012-01-10,15
4146,54,2012-01-10,11
4147,55,2012-01-10,14
4148,56,2012-01-10,15
4149,57,2012-01-10,11
4150,58,2012-01-10,27
4151,59,2012-01-10,15
4152,60,2012-01-10,15
4153,61,2012-01-10,25
4154,62,2012-01-10,3
4155,63,2012-01-10,15
4156,64,2012-01-10,3
4157,1,2012-01-11,0
4158,3,2012-01-11,3
4159,4,2012-01-11,15
4160,5,2012-01-11,15
4161,6,2012-01-11,11
4162,7,2012-01-11,15
4163,8,2012-01-11,15
4164,9,2012-01-11,19
4165,10,2012-01-11,19
4166,11,2012-01-11,15
4167,12,2012-01-11,15
4168,13,2012-01-11,3
4169,14,2012-01-11,3
4170,15,2012-01-11,15
4171,16,2012-01-11,19
4172,17,2012-01-11,15
4173,18,2012-01-11,15
4174,20,2012-01-11,19
4175,21,2012-01-11,3
4176,22,2012-01-11,3
4177,23,2012-01-11,19
4178,24,2012-01-11,15
4179,25,2012-01-11,15
4180,26,2012-01-11,15
4181,27,2012-01-11,3
4182,28,2012-01-11,0
4183,29,2012-01-11,15
4184,30,2012-01-11,15
4185,31,2012-01-11,11
4186,32,2012-01-11,11
4187,33,2012-01-11,19
4188,35,2012-01-11,11
4189,36,2012-01-11,17
4190,37,2012-01-11,15
4191,38,2012-01-11,47
4192,39,2012-01-11,19
4193,40,2012-01-11,15
4194,41,2012-01-11,3
4195,42,2012-01-11,19
4196,43,2012-01-11,3
4197,44,2012-01-11,3
4198,45,2012-01-11,19
4199,46,2012-01-11,19
4200,47,2012-01-11,11
4201,48,2012-01-11,15
4202,49,2012-01-11,15
4203,50,2012-01-11,15
4204,51,2012-01-11,15
4205,52,2012-01-11,15
4206,53,2012-01-11,15
4207,54,2012-01-11,11
4208,55,2012-01-11,14
4209,56,2012-01-11,15
4210,57,2012-01-11,11
4211,58,2012-01-11,27
4212,59,2012-01-11,15
4213,60,2012-01-11,15
4214,61,2012-01-11,25
4215,62,2012-01-11,3
4216,63,2012-01-11,15
4217,64,2012-01-11,3
4218,1,2012-01-12,0
4219,3,2012-01-12,3
4220,4,2012-01-12,15
4221,5,2012-01-12,15
4222,6,2012-01-12,11
4223,7,2012-01-12,15
4224,8,2012-01-12,15
4225,9,2012-01-12,19
4226,10,2012-01-12,19
4227,11,2012-01-12,15
4228,12,2012-01-12,15
4229,13,2012-01-12,3
4230,14,2012-01-12,3
4231,15,2012-01-12,15
4232,16,2012-01-12,19
4233,17,2012-01-12,15
4234,18,2012-01-12,15
4235,20,2012-01-12,19
4236,21,2012-01-12,3
4237,22,2012-01-12,3
4238,23,2012-01-12,19
4239,24,2012-01-12,15
4240,25,2012-01-12,15
4241,26,2012-01-12,15
4242,27,2012-01-12,3
4243,28,2012-01-12,0
4244,29,2012-01-12,15
4245,30,2012-01-12,15
4246,31,2012-01-12,11
4247,32,2012-01-12,11
4248,33,2012-01-12,19
4249,35,2012-01-12,11
4250,36,2012-01-12,17
4251,37,2012-01-12,15
4252,38,2012-01-12,47
4253,39,2012-01-12,19
4254,40,2012-01-12,15
4255,41,2012-01-12,3
4256,42,2012-01-12,19
4257,43,2012-01-12,3
4258,44,2012-01-12,3
4259,45,2012-01-12,19
4260,46,2012-01-12,19
4261,47,2012-01-12,11
4262,48,2012-01-12,15
4263,49,2012-01-12,15
4264,50,2012-01-12,15
4265,51,2012-01-12,15
4266,52,2012-01-12,15
4267,53,2012-01-12,15
4268,54,2012-01-12,11
4269,55,2012-01-12,14
4270,56,2012-01-12,15
4271,57,2012-01-12,11
4272,58,2012-01-12,27
4273,59,2012-01-12,15
4274,60,2012-01-12,15
4275,61,2012-01-12,25
4276,62,2012-01-12,3
4277,63,2012-01-12,15
4278,64,2012-01-12,3
4279,1,2012-01-13,0
4280,3,2012-01-13,3
4281,4,2012-01-13,15
4282,5,2012-01-13,15
4283,6,2012-01-13,11
4284,7,2012-01-13,15
4285,8,2012-01-13,15
4286,9,2012-01-13,19
4287,10,2012-01-13,19
4288,11,2012-01-13,15
4289,12,2012-01-13,15
4290,13,2012-01-13,3
4291,14,2012-01-13,3
4292,15,2012-01-13,15
4293,16,2012-01-13,19
4294,17,2012-01-13,15
4295,18,2012-01-13,15
4296,20,2012-01-13,19
4297,21,2012-01-13,3
4298,22,2012-01-13,3
4299,23,2012-01-13,19
4300,24,2012-01-13,15
4301,25,2012-01-13,15
4302,26,2012-01-13,15
4303,27,2012-01-13,3
4304,28,2012-01-13,0
4305,29,2012-01-13,15
4306,30,2012-01-13,15
4307,31,2012-01-13,11
4308,32,2012-01-13,11
4309,33,2012-01-13,19
4310,35,2012-01-13,11
4311,36,2012-01-13,17
4312,37,2012-01-13,15
4313,38,2012-01-13,47
4314,39,2012-01-13,19
4315,40,2012-01-13,15
4316,41,2012-01-13,3
4317,42,2012-01-13,19
4318,43,2012-01-13,3
4319,44,2012-01-13,3
4320,45,2012-01-13,19
4321,46,2012-01-13,19
4322,47,2012-01-13,11
4323,48,2012-01-13,15
4324,49,2012-01-13,15
4325,50,2012-01-13,15
4326,51,2012-01-13,15
4327,52,2012-01-13,15
4328,53,2012-01-13,15
4329,54,2012-01-13,11
4330,55,2012-01-13,14
4331,56,2012-01-13,15
4332,57,2012-01-13,11
4333,58,2012-01-13,27
4334,59,2012-01-13,15
4335,60,2012-01-13,15
4336,61,2012-01-13,25
4337,62,2012-01-13,3
4338,63,2012-01-13,15
4339,64,2012-01-13,3
4340,1,2012-01-14,0
4341,3,2012-01-14,3
4342,4,2012-01-14,15
4343,5,2012-01-14,15
4344,6,2012-01-14,11
4345,7,2012-01-14,15
4346,8,2012-01-14,15
4347,9,2012-01-14,19
4348,10,2012-01-14,19
4349,11,2012-01-14,15
4350,12,2012-01-14,15
4351,13,2012-01-14,3
4352,14,2012-01-14,3
4353,15,2012-01-14,15
4354,16,2012-01-14,19
4355,17,2012-01-14,15
4356,18,2012-01-14,15
4357,20,2012-01-14,19
4358,21,2012-01-14,3
4359,22,2012-01-14,3
4360,23,2012-01-14,19
4361,24,2012-01-14,15
4362,25,2012-01-14,15
4363,26,2012-01-14,15
4364,27,2012-01-14,3
4365,28,2012-01-14,0
4366,29,2012-01-14,15
4367,30,2012-01-14,15
4368,31,2012-01-14,11
4369,32,2012-01-14,11
4370,33,2012-01-14,19
4371,35,2012-01-14,11
4372,36,2012-01-14,17
4373,37,2012-01-14,15
4374,38,2012-01-14,47
4375,39,2012-01-14,19
4376,40,2012-01-14,15
4377,41,2012-01-14,3
4378,42,2012-01-14,19
4379,43,2012-01-14,3
4380,44,2012-01-14,3
4381,45,2012-01-14,19
4382,46,2012-01-14,19
4383,47,2012-01-14,11
4384,48,2012-01-14,15
4385,49,2012-01-14,15
4386,50,2012-01-14,15
4387,51,2012-01-14,15
4388,52,2012-01-14,15
4389,53,2012-01-14,15
4390,54,2012-01-14,11
4391,55,2012-01-14,14
4392,56,2012-01-14,15
4393,57,2012-01-14,11
4394,58,2012-01-14,27
4395,59,2012-01-14,15
4396,60,2012-01-14,15
4397,61,2012-01-14,25
4398,62,2012-01-14,3
4399,63,2012-01-14,15
4400,64,2012-01-14,3
4401,1,2012-01-15,0
4402,3,2012-01-15,3
4403,4,2012-01-15,15
4404,5,2012-01-15,15
4405,6,2012-01-15,11
4406,7,2012-01-15,15
4407,8,2012-01-15,15
4408,9,2012-01-15,19
4409,10,2012-01-15,19
4410,11,2012-01-15,15
4411,12,2012-01-15,15
4412,13,2012-01-15,3
4413,14,2012-01-15,3
4414,15,2012-01-15,15
4415,16,2012-01-15,19
4416,17,2012-01-15,15
4417,18,2012-01-15,15
4418,20,2012-01-15,19
4419,21,2012-01-15,3
4420,22,2012-01-15,3
4421,23,2012-01-15,19
4422,24,2012-01-15,15
4423,25,2012-01-15,15
4424,26,2012-01-15,15
4425,27,2012-01-15,3
4426,28,2012-01-15,0
4427,29,2012-01-15,15
4428,30,2012-01-15,15
4429,31,2012-01-15,11
4430,32,2012-01-15,11
4431,33,2012-01-15,19
4432,35,2012-01-15,11
4433,36,2012-01-15,17
4434,37,2012-01-15,15
4435,38,2012-01-15,47
4436,39,2012-01-15,19
4437,40,2012-01-15,15
4438,41,2012-01-15,3
4439,42,2012-01-15,19
4440,43,2012-01-15,3
4441,44,2012-01-15,3
4442,45,2012-01-15,19
4443,46,2012-01-15,19
4444,47,2012-01-15,11
4445,48,2012-01-15,15
4446,49,2012-01-15,15
4447,50,2012-01-15,15
4448,51,2012-01-15,15
4449,52,2012-01-15,15
4450,53,2012-01-15,15
4451,54,2012-01-15,11
4452,55,2012-01-15,14
4453,56,2012-01-15,15
4454,57,2012-01-15,11
4455,58,2012-01-15,27
4456,59,2012-01-15,15
4457,60,2012-01-15,15
4458,61,2012-01-15,25
4459,62,2012-01-15,3
4460,63,2012-01-15,15
4461,64,2012-01-15,3
4462,1,2012-01-16,0
4463,3,2012-01-16,3
4464,4,2012-01-16,15
4465,5,2012-01-16,15
4466,6,2012-01-16,11
4467,7,2012-01-16,15
4468,8,2012-01-16,15
4469,9,2012-01-16,19
4470,10,2012-01-16,19
4471,11,2012-01-16,15
4472,12,2012-01-16,15
4473,13,2012-01-16,3
4474,14,2012-01-16,3
4475,15,2012-01-16,15
4476,16,2012-01-16,19
4477,17,2012-01-16,15
4478,18,2012-01-16,15
4479,20,2012-01-16,19
4480,21,2012-01-16,3
4481,22,2012-01-16,3
4482,23,2012-01-16,19
4483,24,2012-01-16,15
4484,25,2012-01-16,15
4485,26,2012-01-16,15
4486,27,2012-01-16,3
4487,28,2012-01-16,0
4488,29,2012-01-16,15
4489,30,2012-01-16,15
4490,31,2012-01-16,11
4491,32,2012-01-16,11
4492,33,2012-01-16,19
4493,35,2012-01-16,11
4494,36,2012-01-16,17
4495,37,2012-01-16,15
4496,38,2012-01-16,47
4497,39,2012-01-16,19
4498,40,2012-01-16,15
4499,41,2012-01-16,3
4500,42,2012-01-16,19
4501,43,2012-01-16,3
4502,44,2012-01-16,3
4503,45,2012-01-16,19
4504,46,2012-01-16,19
4505,47,2012-01-16,11
4506,48,2012-01-16,15
4507,49,2012-01-16,15
4508,50,2012-01-16,15
4509,51,2012-01-16,15
4510,52,2012-01-16,15
4511,53,2012-01-16,15
4512,54,2012-01-16,11
4513,55,2012-01-16,14
4514,56,2012-01-16,15
4515,57,2012-01-16,11
4516,58,2012-01-16,27
4517,59,2012-01-16,15
4518,60,2012-01-16,15
4519,61,2012-01-16,25
4520,62,2012-01-16,3
4521,63,2012-01-16,15
4522,64,2012-01-16,3
4523,1,2012-01-17,0
4524,3,2012-01-17,3
4525,4,2012-01-17,15
4526,5,2012-01-17,15
4527,6,2012-01-17,11
4528,7,2012-01-17,15
4529,8,2012-01-17,15
4530,9,2012-01-17,19
4531,10,2012-01-17,19
4532,11,2012-01-17,15
4533,12,2012-01-17,15
4534,13,2012-01-17,3
4535,14,2012-01-17,3
4536,15,2012-01-17,15
4537,16,2012-01-17,19
4538,17,2012-01-17,15
4539,18,2012-01-17,15
4540,20,2012-01-17,19
4541,21,2012-01-17,3
4542,22,2012-01-17,3
4543,23,2012-01-17,19
4544,24,2012-01-17,15
4545,25,2012-01-17,15
4546,26,2012-01-17,15
4547,27,2012-01-17,3
4548,28,2012-01-17,0
4549,29,2012-01-17,15
4550,30,2012-01-17,15
4551,31,2012-01-17,11
4552,32,2012-01-17,11
4553,33,2012-01-17,19
4554,35,2012-01-17,11
4555,36,2012-01-17,17
4556,37,2012-01-17,15
4557,38,2012-01-17,47
4558,39,2012-01-17,19
4559,40,2012-01-17,15
4560,41,2012-01-17,3
4561,42,2012-01-17,19
4562,43,2012-01-17,3
4563,44,2012-01-17,3
4564,45,2012-01-17,19
4565,46,2012-01-17,19
4566,47,2012-01-17,11
4567,48,2012-01-17,15
4568,49,2012-01-17,15
4569,50,2012-01-17,15
4570,51,2012-01-17,15
4571,52,2012-01-17,15
4572,53,2012-01-17,15
4573,54,2012-01-17,11
4574,55,2012-01-17,14
4575,56,2012-01-17,15
4576,57,2012-01-17,11
4577,58,2012-01-17,27
4578,59,2012-01-17,15
4579,60,2012-01-17,15
4580,61,2012-01-17,25
4581,62,2012-01-17,3
4582,63,2012-01-17,15
4583,64,2012-01-17,3
4584,1,2012-01-18,0
4585,3,2012-01-18,3
4586,4,2012-01-18,15
4587,5,2012-01-18,15
4588,6,2012-01-18,11
4589,7,2012-01-18,15
4590,8,2012-01-18,15
4591,9,2012-01-18,19
4592,10,2012-01-18,19
4593,11,2012-01-18,15
4594,12,2012-01-18,15
4595,13,2012-01-18,3
4596,14,2012-01-18,3
4597,15,2012-01-18,15
4598,16,2012-01-18,19
4599,17,2012-01-18,15
4600,18,2012-01-18,15
4601,20,2012-01-18,19
4602,21,2012-01-18,3
4603,22,2012-01-18,3
4604,23,2012-01-18,19
4605,24,2012-01-18,15
4606,25,2012-01-18,15
4607,26,2012-01-18,15
4608,27,2012-01-18,3
4609,28,2012-01-18,0
4610,29,2012-01-18,15
4611,30,2012-01-18,15
4612,31,2012-01-18,11
4613,32,2012-01-18,11
4614,33,2012-01-18,19
4615,35,2012-01-18,11
4616,36,2012-01-18,17
4617,37,2012-01-18,15
4618,38,2012-01-18,47
4619,39,2012-01-18,19
4620,40,2012-01-18,15
4621,41,2012-01-18,3
4622,42,2012-01-18,19
4623,43,2012-01-18,3
4624,44,2012-01-18,3
4625,45,2012-01-18,19
4626,46,2012-01-18,19
4627,47,2012-01-18,11
4628,48,2012-01-18,15
4629,49,2012-01-18,15
4630,50,2012-01-18,15
4631,51,2012-01-18,15
4632,52,2012-01-18,15
4633,53,2012-01-18,15
4634,54,2012-01-18,11
4635,55,2012-01-18,14
