2011/09/01,3,9,16
2011/09/01,4,3,15
2011/09/01,5,4,13
2011/09/01,6,15,15
2011/09/01,8,13,15
2011/09/01,9,10,19
2011/09/01,10,6,19
2011/09/01,11,6,15
2011/09/01,12,11,15
2011/09/01,13,2,15
2011/09/01,14,8,17
2011/09/01,15,11,15
2011/09/01,16,18,19
2011/09/01,17,13,15
2011/09/01,18,10,15
2011/09/01,20,8,19
2011/09/01,21,2,25
2011/09/01,22,22,45
2011/09/01,23,3,19
2011/09/01,24,1,15
2011/09/01,25,14,15
2011/09/01,26,11,15
2011/09/01,27,9,15
2011/09/01,29,1,15
2011/09/01,30,10,15
2011/09/01,31,2,11
2011/09/01,32,7,11
2011/09/01,33,19,19
2011/09/01,34,3,14
2011/09/01,35,1,11
2011/09/01,36,11,16
2011/09/01,37,11,15
2011/09/01,38,35,35
2011/09/01,39,19,19
2011/09/01,40,9,12
2011/09/01,41,14,19
2011/09/01,42,5,19
2011/09/01,43,1,15
2011/09/01,44,7,19
2011/09/01,45,6,18
2011/09/01,46,2,19
2011/09/01,47,11,11
2011/09/01,48,1,14
2011/09/01,49,5,15
2011/09/01,50,1,14
2011/09/01,51,8,14
2011/09/01,52,3,14
2011/09/01,53,11,13
2011/09/01,54,0,0
2011/09/01,55,3,15
2011/09/01,56,15,15
2011/09/01,57,11,11
2011/09/01,59,7,14
2011/09/02,3,11,16
2011/09/02,4,13,15
2011/09/02,5,3,13
2011/09/02,6,12,15
2011/09/02,8,11,15
2011/09/02,9,19,19
2011/09/02,10,0,19
2011/09/02,11,1,15
2011/09/02,12,10,15
2011/09/02,13,4,15
2011/09/02,14,1,17
2011/09/02,15,11,15
2011/09/02,16,6,19
2011/09/02,17,9,15
2011/09/02,18,12,15
2011/09/02,20,5,19
2011/09/02,21,16,25
2011/09/02,22,10,45
2011/09/02,23,0,19
2011/09/02,24,1,15
2011/09/02,25,15,15
2011/09/02,26,8,15
2011/09/02,27,13,15
2011/09/02,29,3,15
2011/09/02,30,14,15
2011/09/02,31,3,11
2011/09/02,32,10,11
2011/09/02,33,2,19
2011/09/02,34,10,14
2011/09/02,35,4,10
2011/09/02,36,13,15
2011/09/02,37,11,15
2011/09/02,38,18,35
2011/09/02,39,18,19
2011/09/02,40,10,11
2011/09/02,41,19,19
2011/09/02,42,2,19
2011/09/02,43,7,15
2011/09/02,44,0,18
2011/09/02,45,0,17
2011/09/02,46,7,19
2011/09/02,47,5,11
2011/09/02,48,7,15
2011/09/02,49,2,15
2011/09/02,50,0,15
2011/09/02,51,6,14
2011/09/02,52,5,12
2011/09/02,53,5,15
2011/09/02,54,6,11
2011/09/02,55,3,14
2011/09/02,56,15,15
2011/09/02,57,11,11
2011/09/02,59,5,15
2011/09/03,3,4,17
2011/09/03,4,13,15
2011/09/03,5,5,13
2011/09/03,6,14,15
2011/09/03,8,9,15
2011/09/03,9,13,19
2011/09/03,10,3,19
2011/09/03,11,1,15
2011/09/03,12,6,15
2011/09/03,13,3,15
2011/09/03,14,3,17
2011/09/03,15,8,15
2011/09/03,16,9,19
2011/09/03,17,7,15
2011/09/03,18,10,15
2011/09/03,20,4,19
2011/09/03,21,11,25
2011/09/03,22,1,46
2011/09/03,23,1,19
2011/09/03,24,1,15
2011/09/03,25,14,14
2011/09/03,26,5,15
2011/09/03,27,8,15
2011/09/03,29,4,15
2011/09/03,30,15,15
2011/09/03,31,2,11
2011/09/03,32,7,11
2011/09/03,33,16,19
2011/09/03,34,8,14
2011/09/03,35,1,11
2011/09/03,36,2,15
2011/09/03,37,11,15
2011/09/03,38,35,35
2011/09/03,39,11,19
2011/09/03,40,13,14
2011/09/03,41,10,19
2011/09/03,42,8,19
2011/09/03,43,5,15
2011/09/03,44,4,18
2011/09/03,45,1,18
2011/09/03,46,13,19
2011/09/03,47,10,11
2011/09/03,48,3,15
2011/09/03,49,3,15
2011/09/03,50,6,15
2011/09/03,51,6,15
2011/09/03,52,12,15
2011/09/03,53,12,15
2011/09/03,54,3,11
2011/09/03,55,6,15
2011/09/03,56,9,15
2011/09/03,57,8,11
2011/09/03,59,1,15
2011/09/04,3,6,17
2011/09/04,4,6,15
2011/09/04,5,4,12
2011/09/04,6,9,14
2011/09/04,8,10,15
2011/09/04,9,6,19
2011/09/04,10,11,18
2011/09/04,11,7,15
2011/09/04,12,12,15
