2011/12/01,4,5,15
2011/12/01,5,1,15
2011/12/01,6,7,11
2011/12/01,7,1,15
2011/12/01,8,3,15
2011/12/01,11,2,15
2011/12/01,15,12,15
2011/12/01,16,13,19
2011/12/01,17,10,15
2011/12/01,20,14,19
2011/12/01,21,19,25
2011/12/01,22,19,47
2011/12/01,23,6,19
2011/12/01,24,5,14
2011/12/01,25,10,14
2011/12/01,29,5,15
2011/12/01,36,10,17
2011/12/01,37,8,15
2011/12/01,38,31,47
2011/12/01,40,8,15
2011/12/01,46,6,19
2011/12/01,49,5,15
2011/12/01,54,5,11
2011/12/01,58,10,27
2011/12/01,60,5,15
2011/12/01,61,13,16
2011/12/01,63,13,15
2011/12/01,44,3,19
2011/12/01,41,19,19
2011/12/15,64,1,19
2011/12/15,44,0,19
2011/12/16,44,0,3
2011/12/16,64,0,3
2011/12/17,44,0,3
2011/12/17,64,0,3
2011/12/18,44,0,3
2011/12/18,64,0,3
2011/12/19,44,0,3
2011/12/19,64,0,3
2011/12/20,44,0,3
2011/12/20,64,0,3
2011/12/20,7,3,15
2011/12/20,30,7,14
2011/12/21,7,0,15
2011/12/21,30,0,15
2011/12/21,44,0,3
2011/12/21,64,0,3
2011/12/21,10,14,19
2011/12/21,8,2,15
2011/12/21,9,10,19
2011/12/21,15,7,15
2011/12/21,11,1,15
2011/12/21,17,8,15
2011/12/21,18,4,15
2011/12/21,22,0,47
2011/12/21,25,9,14
2011/12/21,29,7,15
2011/12/21,41,0,19
2011/12/21,12,2,15
2011/12/21,52,14,15
2011/12/21,14,0,17
2011/12/21,20,14,19
2011/12/21,3,0,15
2011/12/21,46,16,19
2011/12/21,24,10,14
2011/12/21,23,9,19
2011/12/21,5,6,15
2011/12/21,33,7,18
2011/12/21,34,3,15
2011/12/21,45,11,18
2011/12/21,31,0,11
2011/12/21,32,8,11
2011/12/21,53,6,14
2011/12/21,56,12,15
2011/12/21,55,4,15
2011/12/21,4,8,15
2011/12/21,27,0,15
2011/12/21,62,6,14
2011/12/21,13,0,15
2011/12/21,6,7,11
2011/12/21,16,0,19
2011/12/21,21,11,24
2011/12/21,39,14,19
2011/12/21,51,7,15
2011/12/21,57,2,11
2011/12/21,37,7,15
2011/12/21,61,10,16
2011/12/21,63,9,15
2011/12/21,26,9,15
2011/12/21,35,0,11
2011/12/21,36,1,17
2011/12/21,38,5,47
2011/12/21,40,11,15
2011/12/21,42,1,18
2011/12/21,43,3,15
2011/12/21,47,5,11
2011/12/21,48,0,15
2011/12/21,49,9,15
2011/12/21,50,3,15
2011/12/21,54,8,11
2011/12/21,59,11,15
2011/12/21,58,11,27
2011/12/21,60,4,15
2011/12/22,3,0,3
2011/12/22,4,0,15
2011/12/22,5,0,15
2011/12/22,6,0,11
2011/12/22,7,0,15
2011/12/22,8,0,15
