2012/02/01,3,0,3
2012/02/01,4,0,15
2012/02/01,5,0,15
2012/02/01,6,0,11
2012/02/01,7,0,15
2012/02/01,8,0,15
2012/02/01,9,0,19
2012/02/01,10,0,19
2012/02/01,11,0,15
2012/02/01,12,0,15
2012/02/01,13,0,3
2012/02/01,14,0,3
2012/02/01,15,0,15
2012/02/01,16,0,19
2012/02/01,17,0,15
2012/02/01,18,0,15
2012/02/01,20,0,19
2012/02/01,21,2,3
2012/02/01,22,0,3
2012/02/01,23,0,19
2012/02/01,24,0,15
2012/02/01,25,0,15
2012/02/01,26,0,15
2012/02/01,27,0,3
2012/02/01,29,0,15
2012/02/01,30,0,15
2012/02/01,31,0,11
2012/02/01,32,0,11
2012/02/01,33,0,19
2012/02/01,35,0,11
2012/02/01,36,0,17
2012/02/01,37,0,15
2012/02/01,38,1,47
2012/02/01,39,0,19
2012/02/01,40,0,15
2012/02/01,41,0,3
2012/02/01,42,1,19
2012/02/01,43,0,3
2012/02/01,44,0,3
2012/02/01,45,0,19
2012/02/01,46,0,19
2012/02/01,47,0,11
2012/02/01,48,0,15
2012/02/01,49,0,15
2012/02/01,50,0,15
2012/02/01,51,0,15
2012/02/01,52,0,15
2012/02/01,53,0,15
2012/02/01,54,0,11
2012/02/01,55,0,14
2012/02/01,56,0,15
2012/02/01,57,0,11
2012/02/01,58,0,27
2012/02/01,59,0,15
2012/02/01,60,0,15
2012/02/01,61,0,25
2012/02/01,62,0,3
2012/02/01,63,0,15
2012/02/01,64,0,3
2012/02/02,3,0,3
2012/02/02,4,0,15
2012/02/02,5,0,15
2012/02/02,6,0,11
2012/02/02,7,0,15
2012/02/02,8,0,15
2012/02/02,9,0,19
2012/02/02,10,0,19
2012/02/02,11,0,15
2012/02/02,12,0,15
2012/02/02,13,0,3
2012/02/02,14,0,3
2012/02/02,15,0,15
2012/02/02,16,0,19
2012/02/02,17,0,15
2012/02/02,18,0,15
2012/02/02,20,0,19
2012/02/02,21,2,3
2012/02/02,22,0,3
2012/02/02,23,0,19
2012/02/02,24,0,15
2012/02/02,25,0,15
2012/02/02,26,0,15
2012/02/02,27,0,3
2012/02/02,29,0,15
2012/02/02,30,0,15
2012/02/02,31,0,11
2012/02/02,32,0,11
2012/02/02,33,0,19
2012/02/02,35,0,11
2012/02/02,36,0,17
2012/02/02,37,0,15
2012/02/02,38,1,47
2012/02/02,39,0,19
2012/02/02,40,0,15
2012/02/02,41,0,3
2012/02/02,42,1,19
2012/02/02,43,0,3
2012/02/02,44,0,3
2012/02/02,45,0,19
2012/02/02,46,0,19
2012/02/02,47,0,11
2012/02/02,48,0,15
2012/02/02,49,0,15
2012/02/02,50,0,15
2012/02/02,51,0,15
2012/02/02,52,0,15
2012/02/02,53,0,15
2012/02/02,54,0,11
2012/02/02,55,0,14
2012/02/02,56,0,15
2012/02/02,57,0,11
2012/02/02,58,0,27
2012/02/02,59,0,15
2012/02/02,60,0,15
2012/02/02,61,0,25
2012/02/02,62,0,3
2012/02/02,63,0,15
2012/02/02,64,0,3
2012/02/03,3,0,3
2012/02/03,4,0,15
2012/02/03,5,0,15
2012/02/03,6,0,11
2012/02/03,7,0,15
2012/02/03,8,0,15
2012/02/03,9,0,19
2012/02/03,10,0,19
2012/02/03,11,0,15
2012/02/03,12,0,15
2012/02/03,13,0,3
2012/02/03,14,0,3
2012/02/03,15,0,15
2012/02/03,16,0,19
2012/02/03,17,0,15
2012/02/03,18,0,15
2012/02/03,20,0,19
2012/02/03,21,2,3
2012/02/03,22,0,3
2012/02/03,23,0,19
2012/02/03,24,0,15
2012/02/03,25,0,15
2012/02/03,26,0,15
2012/02/03,27,0,3
2012/02/03,29,0,15
2012/02/03,30,0,15
2012/02/03,31,0,11
2012/02/03,32,0,11
2012/02/03,33,0,19
2012/02/03,35,0,11
2012/02/03,36,0,17
2012/02/03,37,0,15
2012/02/03,38,1,47
2012/02/03,39,0,19
2012/02/03,40,0,15
2012/02/03,41,0,3
2012/02/03,42,1,19
2012/02/03,43,0,3
2012/02/03,44,0,3
2012/02/03,45,0,19
2012/02/03,46,0,19
2012/02/03,47,0,11
2012/02/03,48,0,15
2012/02/03,49,0,15
2012/02/03,50,0,15
2012/02/03,51,0,15
2012/02/03,52,0,15
2012/02/03,53,0,15
2012/02/03,54,0,11
2012/02/03,55,0,14
2012/02/03,56,0,15
2012/02/03,57,0,11
2012/02/03,58,0,27
