2011/08/23,3,12,17
2011/08/23,5,4,15
2011/08/23,6,8,15
2011/08/23,8,2,15
2011/08/23,9,6,19
2011/08/23,10,6,19
2011/08/23,11,9,15
2011/08/23,12,5,15
2011/08/23,13,4,15
2011/08/23,14,6,17
2011/08/23,15,2,15
2011/08/23,16,12,19
2011/08/23,17,11,15
2011/08/23,18,5,15
2011/08/23,20,13,19
2011/08/23,21,6,23
2011/08/23,22,22,47
2011/08/23,23,16,18
2011/08/23,24,10,15
2011/08/23,25,6,15
2011/08/23,27,5,14
2011/08/23,30,5,15
2011/08/23,31,6,11
2011/08/23,32,6,11
2011/08/23,33,8,19
2011/08/23,34,9,15
2011/08/23,35,0,11
2011/08/23,36,7,16
2011/08/23,38,15,35
2011/08/23,39,6,19
2011/08/23,40,4,13
2011/08/23,41,11,19
2011/08/23,42,10,19
2011/08/23,43,7,15
2011/08/23,44,18,19
2011/08/23,45,11,19
2011/08/23,47,9,11
2011/08/23,48,7,15
2011/08/23,49,4,15
2011/08/23,50,1,15
2011/08/23,51,7,15
2011/08/23,52,5,14
2011/08/23,53,7,15
2011/08/23,55,4,15
2011/08/23,56,4,15
2011/08/23,57,9,11
2011/08/24,3,9,17
2011/08/24,5,9,15
2011/08/24,6,15,15
2011/08/24,8,8,15
2011/08/24,9,8,18
2011/08/24,10,9,19
2011/08/24,11,7,15
2011/08/24,13,12,15
2011/08/24,14,2,17
2011/08/24,15,4,15
2011/08/24,16,8,19
2011/08/24,17,4,15
2011/08/24,18,11,15
2011/08/24,21,8,23
2011/08/24,22,19,47
2011/08/24,23,1,18
2011/08/24,25,12,15
2011/08/24,26,8,15
2011/08/24,27,8,15
2011/08/24,30,12,15
2011/08/24,31,3,11
2011/08/24,32,1,11
2011/08/24,33,9,19
2011/08/24,34,8,15
2011/08/24,35,3,11
2011/08/24,36,10,17
2011/08/24,38,35,35
2011/08/24,39,19,19
2011/08/24,40,13,13
2011/08/24,41,9,19
2011/08/24,42,5,19
2011/08/24,44,16,19
