2012/03/01,3,0,14
2012/03/01,4,0,3
2012/03/01,5,0,3
2012/03/01,6,0,3
2012/03/01,7,0,15
2012/03/01,8,0,13
2012/03/01,9,0,3
2012/03/01,10,0,16
2012/03/01,11,0,15
2012/03/01,12,0,3
2012/03/01,13,0,3
2012/03/01,14,0,3
2012/03/01,15,0,1
2012/03/01,16,0,14
2012/03/01,17,0,15
2012/03/01,18,0,0
2012/03/01,20,0,3
2012/03/01,21,0,25
2012/03/01,22,0,3
2012/03/01,23,0,11
2012/03/01,24,0,3
2012/03/01,25,0,3
2012/03/01,26,0,6
2012/03/01,27,0,3
2012/03/01,29,0,15
2012/03/01,30,0,3
2012/03/01,31,0,3
2012/03/01,32,0,3
2012/03/01,33,0,3
2012/03/01,35,0,3
2012/03/01,36,0,3
2012/03/01,37,0,15
2012/03/01,38,0,2
2012/03/01,39,0,3
2012/03/01,40,0,3
2012/03/01,41,0,3
2012/03/01,42,1,19
2012/03/01,43,0,3
2012/03/01,44,0,2
2012/03/01,45,0,19
2012/03/01,46,0,19
2012/03/01,47,0,3
2012/03/01,48,0,3
2012/03/01,49,0,9
2012/03/01,50,0,3
2012/03/01,51,0,3
2012/03/01,52,0,3
2012/03/01,53,0,3
2012/03/01,54,0,3
2012/03/01,55,0,14
2012/03/01,56,0,3
2012/03/01,57,0,11
2012/03/01,58,0,3
2012/03/01,59,0,3
2012/03/01,60,0,15
2012/03/01,61,0,3
2012/03/01,62,0,3
2012/03/01,63,0,15
2012/03/01,64,0,3
2012/03/02,3,0,14
2012/03/02,4,0,3
2012/03/02,5,0,3
2012/03/02,6,0,3
2012/03/02,7,0,15
2012/03/02,8,0,13
2012/03/02,9,0,3
2012/03/02,10,0,16
2012/03/02,11,0,15
2012/03/02,12,0,3
2012/03/02,13,0,3
2012/03/02,14,0,3
2012/03/02,15,0,15
2012/03/02,16,0,14
2012/03/02,17,0,15
2012/03/02,18,0,15
2012/03/02,20,0,3
2012/03/02,21,0,25
2012/03/02,22,0,3
2012/03/02,23,0,11
2012/03/02,24,0,3
2012/03/02,25,0,3
2012/03/02,26,0,6
2012/03/02,27,0,3
2012/03/02,29,0,15
2012/03/02,30,0,3
2012/03/02,31,0,3
2012/03/02,32,0,3
2012/03/02,33,0,3
2012/03/02,35,0,3
2012/03/02,36,0,3
2012/03/02,37,0,15
2012/03/02,38,0,2
2012/03/02,39,0,3
2012/03/02,40,0,3
2012/03/02,41,0,3
2012/03/02,42,1,19
2012/03/02,43,0,3
2012/03/02,44,0,2
2012/03/02,45,0,19
2012/03/02,46,0,19
2012/03/02,47,0,3
2012/03/02,48,0,3
2012/03/02,49,0,9
2012/03/02,50,0,3
2012/03/02,51,0,3
2012/03/02,52,0,3
2012/03/02,53,0,3
2012/03/02,54,0,3
2012/03/02,55,0,14
2012/03/02,56,0,3
2012/03/02,57,0,11
2012/03/02,58,0,3
2012/03/02,59,0,3
2012/03/02,60,0,15
2012/03/02,61,0,3
2012/03/02,62,0,3
2012/03/02,63,0,15
2012/03/02,64,0,3
2012/03/03,3,0,14
2012/03/03,4,0,3
2012/03/03,5,0,3
2012/03/03,6,0,3
2012/03/03,7,0,15
2012/03/03,8,0,13
2012/03/03,9,0,3
2012/03/03,10,0,16
2012/03/03,11,0,15
2012/03/03,12,0,3
2012/03/03,13,0,3
2012/03/03,14,0,3
2012/03/03,15,0,15
2012/03/03,16,0,14
2012/03/03,17,0,15
2012/03/03,18,0,15
2012/03/03,20,0,3
2012/03/03,21,0,25
2012/03/03,22,0,3
2012/03/03,23,0,11
2012/03/03,24,0,3
2012/03/03,25,0,3
2012/03/03,26,0,6
2012/03/03,27,0,3
2012/03/03,29,0,15
2012/03/03,30,0,3
2012/03/03,31,0,3
2012/03/03,32,0,3
2012/03/03,33,0,3
2012/03/03,35,0,3
2012/03/03,36,0,3
2012/03/03,37,0,15
2012/03/03,38,0,2
2012/03/03,39,0,3
2012/03/03,40,0,3
2012/03/03,41,0,3
2012/03/03,42,1,19
2012/03/03,43,0,3
2012/03/03,44,0,2
2012/03/03,45,0,19
2012/03/03,46,0,19
2012/03/03,47,0,3
2012/03/03,48,0,3
2012/03/03,49,0,9
2012/03/03,50,0,3
2012/03/03,51,0,3
2012/03/03,52,0,3
2012/03/03,53,0,3
2012/03/03,54,0,3
2012/03/03,55,0,14
2012/03/03,56,0,3
2012/03/03,57,0,11
2012/03/03,58,0,3
2012/03/03,59,0,3
2012/03/03,60,0,15
2012/03/03,61,0,3
2012/03/03,62,0,3
2012/03/03,63,0,15
2012/03/03,64,0,3
2012/03/04,3,0,14
2012/03/04,4,0,3
2012/03/04,5,0,3
2012/03/04,6,0,3
2012/03/04,7,0,15
2012/03/04,8,0,13
2012/03/04,9,0,3
2012/03/04,10,0,3
2012/03/04,11,0,15
2012/03/04,12,0,3
2012/03/04,13,0,3
2012/03/04,14,0,3
2012/03/04,15,0,0
2012/03/04,16,0,14
2012/03/04,17,0,15
2012/03/04,18,0,15
2012/03/04,20,0,3
2012/03/04,21,0,25
2012/03/04,22,0,3
2012/03/04,23,0,9
2012/03/04,24,0,3
2012/03/04,25,0,2
2012/03/04,26,0,3
2012/03/04,27,0,3
2012/03/04,29,0,0
2012/03/04,30,0,3
2012/03/04,31,0,3
2012/03/04,32,0,3
2012/03/04,33,0,3
2012/03/04,35,0,3
2012/03/04,36,0,3
2012/03/04,37,0,15
2012/03/04,38,0,3
2012/03/04,39,0,3
2012/03/04,40,0,3
2012/03/04,41,0,3
2012/03/04,42,1,19
2012/03/04,43,0,3
2012/03/04,44,0,2
2012/03/04,45,0,19
2012/03/04,46,0,19
2012/03/04,47,0,3
2012/03/04,48,0,3
2012/03/04,49,0,3
2012/03/04,50,0,3
2012/03/04,51,0,3
2012/03/04,52,0,3
2012/03/04,53,0,3
2012/03/04,54,0,3
2012/03/04,55,0,3
2012/03/04,56,0,3
2012/03/04,57,0,3
2012/03/04,58,0,3
2012/03/04,59,0,3
2012/03/04,60,0,15
2012/03/04,61,0,3
2012/03/04,62,0,3
2012/03/04,63,0,15
2012/03/04,64,0,3
2012/03/05,3,0,14
2012/03/05,4,0,3
2012/03/05,5,0,3
2012/03/05,6,0,3
2012/03/05,7,0,15
2012/03/05,8,0,13
2012/03/05,9,0,3
2012/03/05,10,0,3
2012/03/05,11,0,15
2012/03/05,12,0,3
2012/03/05,13,0,3
2012/03/05,14,0,3
2012/03/05,15,0,0
2012/03/05,16,0,14
2012/03/05,17,0,15
2012/03/05,18,0,15
2012/03/05,20,0,3
2012/03/05,21,0,25
2012/03/05,22,0,3
2012/03/05,23,0,9
2012/03/05,24,0,3
2012/03/05,25,0,2
2012/03/05,26,0,3
2012/03/05,27,0,3
2012/03/05,29,0,0
2012/03/05,30,0,3
2012/03/05,31,0,3
2012/03/05,32,0,3
2012/03/05,33,0,3
2012/03/05,35,0,3
2012/03/05,36,0,3
2012/03/05,37,0,14
2012/03/05,38,0,3
2012/03/05,39,0,3
2012/03/05,40,0,3
2012/03/05,41,0,3
2012/03/05,42,1,19
2012/03/05,43,0,3
2012/03/05,44,0,2
2012/03/05,45,0,19
2012/03/05,46,0,19
2012/03/05,47,0,3
2012/03/05,48,0,3
2012/03/05,49,0,3
2012/03/05,50,0,3
2012/03/05,51,0,3
2012/03/05,52,0,3
2012/03/05,53,0,3
2012/03/05,54,0,3
2012/03/05,55,0,3
2012/03/05,56,0,3
