id,status,duration,start_date,start_station,end_date,end_station
473503,Closed,217191,2012-08-15 23:40:00-04,57,2012-08-18 12:00:00-04,4,T01339,Casual,,,
476971,Closed,46422,2012-08-17 00:43:00-04,54,2012-08-17 13:37:00-04,45
476972,Closed,593,2012-08-17 00:43:00-04,4,2012-08-17 00:53:00-04,47,T01352,Registered,02113,1978,Male
476973,Closed,292,2012-08-17 00:44:00-04,41,2012-08-17 00:49:00-04,66,T01351,Registered,02134,1983,Male
476974,Closed,825,2012-08-17 00:44:00-04,21,2012-08-17 00:58:00-04,9
476975,Closed,777,2012-08-17 00:50:00-04,7,2012-08-17 01:03:00-04,60
476976,Closed,787,2012-08-17 00:56:00-04,76,2012-08-17 01:09:00-04,6,T01130,Registered,02114,1983,Female
476977,Closed,484,2012-08-17 00:58:00-04,45,2012-08-17 01:06:00-04,46
476978,Closed,943,2012-08-17 01:03:00-04,58,2012-08-17 01:19:00-04,52,T01334,Casual,,,
476979,Closed,963,2012-08-17 01:03:00-04,58,2012-08-17 01:19:00-04,52
476980,Closed,542,2012-08-17 01:03:00-04,16,2012-08-17 01:12:00-04,39
476981,Closed,689,2012-08-17 01:03:00-04,16,2012-08-17 01:15:00-04,39,T01147,Registered,02118,1983,Female
476982,Closed,856,2012-08-17 01:06:00-04,5,2012-08-17 01:21:00-04,16,T01152,Registered,02116,1984,Female
476983,Closed,593,2012-08-17 01:15:00-04,42,2012-08-17 01:25:00-04,33,T01211,Casual,,,
476984,Closed,633,2012-08-17 01:14:00-04,39,2012-08-17 01:25:00-04,4
476985,Closed,1260,2012-08-17 01:16:00-04,22,2012-08-17 01:37:00-04,6
476986,Closed,574,2012-08-17 01:16:00-04,72,2012-08-17 01:26:00-04,20,T01190,Registered,02110,1988,Male
476987,Closed,346,2012-08-17 01:17:00-04,20,2012-08-17 01:23:00-04,6
476988,Closed,1053,2012-08-17 01:19:00-04,61,2012-08-17 01:36:00-04,74
476989,Closed,565,2012-08-17 01:22:00-04,53,2012-08-17 01:31:00-04,74,T01132,Registered,02140,1972,Male
476990,Closed,780,2012-08-17 01:23:00-04,52,2012-08-17 01:36:00-04,41,T01334,Casual,,,
476991,Closed,491,2012-08-17 01:25:00-04,52,2012-08-17 01:33:00-04,58
476992,Closed,224,2012-08-17 01:29:00-04,36,2012-08-17 01:33:00-04,52,T01367,Casual,,,
476993,Closed,4354,2012-08-17 01:30:00-04,19,2012-08-17 02:43:00-04,19
476994,Closed,1009,2012-08-17 01:33:00-04,61,2012-08-17 01:50:00-04,42
476996,Closed,275,2012-08-17 01:33:00-04,44,2012-08-17 01:37:00-04,54,T01332,Casual,,,
476998,Closed,1526,2012-08-17 01:36:00-04,22,2012-08-17 02:01:00-04,81
476999,Closed,1537,2012-08-17 01:36:00-04,22,2012-08-17 02:01:00-04,81
477000,Closed,1578,2012-08-17 01:35:00-04,8,2012-08-17 02:02:00-04,60
477002,Closed,571,2012-08-17 01:36:00-04,60,2012-08-17 01:46:00-04,75,T01328,Casual,,,
477003,Closed,4015,2012-08-17 01:38:00-04,19,2012-08-17 02:45:00-04,19
477004,Closed,1425,2012-08-17 01:38:00-04,6,2012-08-17 02:02:00-04,18,T01151,Registered,02134,1984,Male
477005,Closed,535,2012-08-17 01:41:00-04,36,2012-08-17 01:50:00-04,42
477006,Closed,791,2012-08-17 01:40:00-04,53,2012-08-17 01:54:00-04,47
477007,Closed,274,2012-08-17 01:45:00-04,47,2012-08-17 01:50:00-04,54,T01085,Registered,02111,1988,Male
477008,Closed,719,2012-08-17 01:46:00-04,22,2012-08-17 01:58:00-04,36
477009,Closed,625,2012-08-17 01:46:00-04,60,2012-08-17 01:57:00-04,54
477010,Closed,805,2012-08-17 01:48:00-04,53,2012-08-17 02:02:00-04,74
477011,Closed,810,2012-08-17 01:54:00-04,79,2012-08-17 02:08:00-04,53
477013,Closed,349,2012-08-17 02:08:00-04,70,2012-08-17 02:14:00-04,74
477014,Closed,907,2012-08-17 02:13:00-04,68,2012-08-17 02:28:00-04,54,T01099,Casual,,,
477015,Closed,471,2012-08-17 02:18:00-04,74,2012-08-17 02:26:00-04,76
477016,Closed,1219,2012-08-17 02:19:00-04,33,2012-08-17 02:40:00-04,47
477017,Closed,509,2012-08-17 02:21:00-04,42,2012-08-17 02:29:00-04,47
477018,Closed,397,2012-08-17 02:22:00-04,69,2012-08-17 02:28:00-04,3,T01212,Registered,02215,1983,Male
477020,Closed,680,2012-08-17 02:26:00-04,54,2012-08-17 02:38:00-04,85,T01332,Casual,,,
477021,Closed,399,2012-08-17 02:37:00-04,53,2012-08-17 02:44:00-04,75,T01276,Registered,02139,1981,Male
477022,Closed,280,2012-08-17 02:38:00-04,76,2012-08-17 02:43:00-04,75
477024,Closed,794,2012-08-17 02:47:00-04,75,2012-08-17 03:00:00-04,6
477025,Closed,424,2012-08-17 03:02:00-04,10,2012-08-17 03:10:00-04,41
477026,Closed,384,2012-08-17 03:03:00-04,6,2012-08-17 03:10:00-04,20
477027,Closed,220,2012-08-17 03:04:00-04,67,2012-08-17 03:08:00-04,75
477028,Closed,235,2012-08-17 03:08:00-04,52,2012-08-17 03:12:00-04,45
477031,Closed,687,2012-08-17 03:09:00-04,55,2012-08-17 03:21:00-04,6
477032,Closed,849,2012-08-17 03:11:00-04,75,2012-08-17 03:25:00-04,67
477033,Closed,551,2012-08-17 03:22:00-04,74,2012-08-17 03:31:00-04,76
477034,Closed,348,2012-08-17 03:26:00-04,41,2012-08-17 03:32:00-04,8,T01360,Casual,,,
477035,Closed,1000,2012-08-17 03:30:00-04,11,2012-08-17 03:47:00-04,68
477036,Closed,568,2012-08-17 03:37:00-04,76,2012-08-17 03:47:00-04,79
477038,Closed,1353,2012-08-17 04:03:00-04,66,2012-08-17 04:26:00-04,23,T01351,Casual,,,
477039,Closed,641,2012-08-17 04:09:00-04,55,2012-08-17 04:20:00-04,30
477040,Closed,622,2012-08-17 04:11:00-04,46,2012-08-17 04:22:00-04,60,T01113,Casual,,,
477041,Closed,392,2012-08-17 04:12:00-04,47,2012-08-17 04:18:00-04,60
477042,Closed,745,2012-08-17 04:48:00-04,57,2012-08-17 05:01:00-04,35
477044,Closed,2071,2012-08-17 05:20:00-04,68,2012-08-17 05:54:00-04,45,T01217,Registered,02215,1946,Male
477045,Closed,492,2012-08-17 05:32:00-04,22,2012-08-17 05:41:00-04,50
477046,Closed,1071,2012-08-17 05:44:00-04,76,2012-08-17 06:02:00-04,51
477047,Closed,26,2012-08-17 05:44:00-04,51,2012-08-17 05:44:00-04,51
477048,Closed,354,2012-08-17 05:44:00-04,51,2012-08-17 05:50:00-04,21,T01448,Registered,02118,1972,Male
477049,Closed,551,2012-08-17 05:48:00-04,16,2012-08-17 05:57:00-04,23,T01152,Registered,02116,1983,Male
477050,Closed,1253,2012-08-17 05:50:00-04,86,2012-08-17 06:10:00-04,35
477051,Closed,592,2012-08-17 05:50:00-04,57,2012-08-17 06:00:00-04,48
477052,Closed,238,2012-08-17 05:50:00-04,58,2012-08-17 05:54:00-04,36,T01114,Registered,02108,1983,Female
477053,Closed,921,2012-08-17 05:53:00-04,25,2012-08-17 06:09:00-04,11,T01343,Registered,02118,1980,Female
477054,Closed,548,2012-08-17 05:56:00-04,39,2012-08-17 06:05:00-04,22
477055,Closed,312,2012-08-17 06:00:00-04,22,2012-08-17 06:05:00-04,6
477056,Closed,458,2012-08-17 06:03:00-04,22,2012-08-17 06:10:00-04,16
477057,Closed,382,2012-08-17 06:06:00-04,58,2012-08-17 06:12:00-04,48,T01175,Registered,02116,1986,Male
477058,Closed,739,2012-08-17 06:09:00-04,12,2012-08-17 06:22:00-04,69
477059,Closed,452,2012-08-17 06:09:00-04,60,2012-08-17 06:17:00-04,48,T01113,Registered,02114,1987,Male
477060,Closed,252,2012-08-17 06:10:00-04,39,2012-08-17 06:15:00-04,16
477061,Closed,946,2012-08-17 06:16:00-04,76,2012-08-17 06:32:00-04,46
477062,Closed,359,2012-08-17 06:17:00-04,58,2012-08-17 06:23:00-04,35,T01445,Registered,02108,1984,Male
477063,Closed,642,2012-08-17 06:18:00-04,47,2012-08-17 06:28:00-04,21
477064,Closed,419,2012-08-17 06:18:00-04,38,2012-08-17 06:25:00-04,48
477065,Closed,308,2012-08-17 06:18:00-04,38,2012-08-17 06:23:00-04,20
477066,Closed,851,2012-08-17 06:19:00-04,25,2012-08-17 06:33:00-04,80
477067,Closed,740,2012-08-17 06:20:00-04,38,2012-08-17 06:32:00-04,64,T01442,Registered,01944,1950,Male
477069,Closed,874,2012-08-17 06:21:00-04,52,2012-08-17 06:36:00-04,38,T01079,Registered,02115,1960,Female
477070,Closed,619,2012-08-17 06:22:00-04,36,2012-08-17 06:32:00-04,48
477071,Closed,1250,2012-08-17 06:22:00-04,75,2012-08-17 06:43:00-04,37,T01279,Registered,02141,1976,Male
477072,Closed,4791,2012-08-17 06:25:00-04,42,2012-08-17 07:45:00-04,69
477073,Closed,1080,2012-08-17 06:27:00-04,6,2012-08-17 06:45:00-04,11,T01130,Registered,02114,1981,Female
477074,Closed,723,2012-08-17 06:27:00-04,36,2012-08-17 06:39:00-04,19
477075,Closed,198,2012-08-17 06:28:00-04,47,2012-08-17 06:31:00-04,48,T01352,Registered,02113,1986,Male
477076,Closed,440,2012-08-17 06:29:00-04,38,2012-08-17 06:37:00-04,64,T01122,Registered,01982,1976,Male
477077,Closed,265,2012-08-17 06:30:00-04,30,2012-08-17 06:34:00-04,62
477078,Closed,583,2012-08-17 06:30:00-04,38,2012-08-17 06:40:00-04,64
477079,Closed,279,2012-08-17 06:33:00-04,45,2012-08-17 06:38:00-04,11
477080,Closed,673,2012-08-17 06:33:00-04,26,2012-08-17 06:45:00-04,6
477081,Closed,1126,2012-08-17 06:34:00-04,17,2012-08-17 06:53:00-04,14,T01325,Casual,,,
477082,Closed,820,2012-08-17 06:35:00-04,22,2012-08-17 06:49:00-04,55,T01067,Registered,02382,1965,Male
477083,Closed,855,2012-08-17 06:36:00-04,75,2012-08-17 06:50:00-04,39,T01281,Registered,02139,1984,Female
477084,Closed,375,2012-08-17 06:37:00-04,60,2012-08-17 06:43:00-04,36
477085,Closed,629,2012-08-17 06:38:00-04,10,2012-08-17 06:48:00-04,50,T01194,Registered,02139,1967,Male
477086,Closed,588,2012-08-17 06:39:00-04,49,2012-08-17 06:48:00-04,60
477088,Closed,359,2012-08-17 06:40:00-04,22,2012-08-17 06:46:00-04,42
477089,Closed,398,2012-08-17 06:40:00-04,22,2012-08-17 06:47:00-04,50
477090,Closed,963,2012-08-17 06:40:00-04,23,2012-08-17 06:56:00-04,34,T01152,Registered,01904,1954,Male
477091,Closed,764,2012-08-17 06:41:00-04,19,2012-08-17 06:54:00-04,35,T01373,Registered,02215,1983,Male
477092,Closed,31,2012-08-17 06:42:00-04,4,2012-08-17 06:43:00-04,4,T01180,Registered,02118,1984,Male
477093,Closed,1407,2012-08-17 06:43:00-04,86,2012-08-17 07:06:00-04,48
477094,Closed,538,2012-08-17 06:43:00-04,4,2012-08-17 06:52:00-04,48,T01180,Registered,02118,1984,Male
477095,Closed,493,2012-08-17 06:45:00-04,36,2012-08-17 06:53:00-04,48,T01114,Registered,02116,1987,Male
477096,Closed,1133,2012-08-17 06:45:00-04,16,2012-08-17 07:04:00-04,72,T01255,Registered,02110,1964,Male
477097,Closed,578,2012-08-17 06:45:00-04,59,2012-08-17 06:55:00-04,13
477098,Closed,1211,2012-08-17 06:47:00-04,46,2012-08-17 07:07:00-04,18,T01233,Registered,02446,1984,Male
477099,Closed,560,2012-08-17 06:48:00-04,39,2012-08-17 06:57:00-04,48
477101,Closed,436,2012-08-17 06:48:00-04,38,2012-08-17 06:55:00-04,43,T01095,Registered,02478,1963,Male
477102,Closed,1120,2012-08-17 06:48:00-04,38,2012-08-17 07:07:00-04,14
477103,Closed,222,2012-08-17 06:48:00-04,22,2012-08-17 06:52:00-04,43,T01316,Registered,01760,1974,Female
477104,Closed,821,2012-08-17 06:49:00-04,36,2012-08-17 07:03:00-04,43
477105,Closed,393,2012-08-17 06:50:00-04,58,2012-08-17 06:56:00-04,61,T01134,Registered,02116,1977,Female
477106,Closed,121,2012-08-17 06:50:00-04,54,2012-08-17 06:52:00-04,81
477107,Closed,607,2012-08-17 06:50:00-04,21,2012-08-17 07:00:00-04,54
477108,Closed,852,2012-08-17 06:50:00-04,13,2012-08-17 07:04:00-04,30,T01188,Registered,02351,1957,Male
477109,Closed,681,2012-08-17 06:50:00-04,4,2012-08-17 07:02:00-04,20
477110,Closed,130,2012-08-17 06:51:00-04,55,2012-08-17 06:53:00-04,61
477111,Closed,416,2012-08-17 06:52:00-04,58,2012-08-17 06:58:00-04,48,T01285,Registered,02116,1986,Male
477112,Closed,232,2012-08-17 06:53:00-04,25,2012-08-17 06:57:00-04,16
477113,Closed,493,2012-08-17 06:53:00-04,47,2012-08-17 07:02:00-04,64
477114,Closed,864,2012-08-17 06:53:00-04,77,2012-08-17 07:08:00-04,80
477115,Closed,516,2012-08-17 06:54:00-04,57,2012-08-17 07:02:00-04,14,T01402,Registered,02118,1981,Male
477116,Closed,93,2012-08-17 06:54:00-04,14,2012-08-17 06:56:00-04,11,T01325,Registered,02115,1989,Male
477117,Closed,370,2012-08-17 06:55:00-04,58,2012-08-17 07:01:00-04,61
477119,Closed,316,2012-08-17 06:57:00-04,45,2012-08-17 07:02:00-04,11,T01217,Registered,02472,1978,Male
477120,Closed,275,2012-08-17 06:57:00-04,21,2012-08-17 07:02:00-04,53,T01448,Registered,02118,1964,Male
477121,Closed,467,2012-08-17 06:58:00-04,22,2012-08-17 07:06:00-04,60
477122,Closed,699,2012-08-17 06:58:00-04,38,2012-08-17 07:10:00-04,61
477123,Closed,503,2012-08-17 06:58:00-04,38,2012-08-17 07:07:00-04,22
477124,Closed,304,2012-08-17 06:59:00-04,25,2012-08-17 07:04:00-04,61,T01270,Registered,02118,1969,Male
477125,Closed,253,2012-08-17 06:59:00-04,46,2012-08-17 07:03:00-04,12
477126,Closed,444,2012-08-17 07:00:00-04,4,2012-08-17 07:07:00-04,22
477127,Closed,693,2012-08-17 07:01:00-04,76,2012-08-17 07:12:00-04,19
477128,Closed,520,2012-08-17 07:02:00-04,43,2012-08-17 07:11:00-04,42,T01316,Registered,02043,1972,Male
477129,Closed,1484,2012-08-17 07:02:00-04,38,2012-08-17 07:27:00-04,14
477130,Closed,298,2012-08-17 07:05:00-04,64,2012-08-17 07:10:00-04,48,T01442,Registered,02465,1953,Male
477131,Closed,536,2012-08-17 07:05:00-04,69,2012-08-17 07:14:00-04,11
477132,Closed,275,2012-08-17 07:05:00-04,45,2012-08-17 07:10:00-04,14
477133,Closed,702,2012-08-17 07:05:00-04,66,2012-08-17 07:17:00-04,14,T01241,Registered,02134,1990,Female
477135,Closed,438,2012-08-17 07:06:00-04,43,2012-08-17 07:14:00-04,6
477136,Closed,554,2012-08-17 07:07:00-04,38,2012-08-17 07:16:00-04,31,T01110,Registered,02421,1966,Male
477137,Closed,426,2012-08-17 07:07:00-04,38,2012-08-17 07:14:00-04,35
477138,Closed,396,2012-08-17 07:08:00-04,38,2012-08-17 07:15:00-04,48
477139,Closed,1356,2012-08-17 07:09:00-04,25,2012-08-17 07:32:00-04,65,T01013,Casual,,,
477140,Closed,391,2012-08-17 07:09:00-04,38,2012-08-17 07:16:00-04,48,T01079,Registered,01801,1960,Male
477141,Closed,414,2012-08-17 07:09:00-04,60,2012-08-17 07:16:00-04,50
477143,Closed,495,2012-08-17 07:10:00-04,36,2012-08-17 07:18:00-04,23
477144,Closed,240,2012-08-17 07:11:00-04,22,2012-08-17 07:15:00-04,43
477145,Closed,557,2012-08-17 07:11:00-04,66,2012-08-17 07:21:00-04,62
477146,Closed,1396,2012-08-17 07:13:00-04,4,2012-08-17 07:36:00-04,43
477147,Closed,611,2012-08-17 07:13:00-04,12,2012-08-17 07:23:00-04,34
477149,Closed,974,2012-08-17 07:15:00-04,69,2012-08-17 07:32:00-04,36
477150,Closed,597,2012-08-17 07:15:00-04,21,2012-08-17 07:25:00-04,54
477151,Closed,998,2012-08-17 07:15:00-04,69,2012-08-17 07:31:00-04,36
477152,Closed,498,2012-08-17 07:15:00-04,43,2012-08-17 07:23:00-04,50,T01095,Registered,02025,1970,Male
477153,Closed,228,2012-08-17 07:15:00-04,35,2012-08-17 07:19:00-04,64,T01408,Registered,02124,1984,Male
477154,Closed,289,2012-08-17 07:15:00-04,60,2012-08-17 07:20:00-04,42
477155,Closed,1081,2012-08-17 07:15:00-04,60,2012-08-17 07:33:00-04,9,T01009,Registered,02114,1984,Male
477156,Closed,465,2012-08-17 07:16:00-04,43,2012-08-17 07:24:00-04,42
477157,Closed,328,2012-08-17 07:16:00-04,50,2012-08-17 07:21:00-04,54
477158,Closed,703,2012-08-17 07:17:00-04,40,2012-08-17 07:29:00-04,31
477159,Closed,1046,2012-08-17 07:17:00-04,54,2012-08-17 07:35:00-04,14,T01295,Registered,02169,1983,Female
477160,Closed,544,2012-08-17 07:18:00-04,58,2012-08-17 07:27:00-04,48,T01347,Registered,02116,1983,Male
477161,Closed,419,2012-08-17 07:18:00-04,12,2012-08-17 07:25:00-04,11
477162,Closed,578,2012-08-17 07:18:00-04,25,2012-08-17 07:28:00-04,48
477163,Closed,333,2012-08-17 07:19:00-04,47,2012-08-17 07:25:00-04,54,T01038,Registered,02113,1990,Male
477164,Closed,343,2012-08-17 07:20:00-04,58,2012-08-17 07:25:00-04,61
477165,Closed,799,2012-08-17 07:20:00-04,54,2012-08-17 07:33:00-04,33
477166,Closed,317,2012-08-17 07:20:00-04,64,2012-08-17 07:25:00-04,43
477167,Closed,709,2012-08-17 07:20:00-04,38,2012-08-17 07:32:00-04,61,T01328,Registered,01944,1961,Male
477168,Closed,404,2012-08-17 07:21:00-04,38,2012-08-17 07:27:00-04,64
477169,Closed,562,2012-08-17 07:21:00-04,22,2012-08-17 07:30:00-04,6
477170,Closed,427,2012-08-17 07:21:00-04,38,2012-08-17 07:28:00-04,64
477171,Closed,877,2012-08-17 07:21:00-04,53,2012-08-17 07:36:00-04,48,T01448,Registered,02115,1980,Female
477172,Closed,1681,2012-08-17 07:21:00-04,16,2012-08-17 07:49:00-04,16,T01216,Registered,02116,1957,Male
477173,Closed,233,2012-08-17 07:21:00-04,22,2012-08-17 07:25:00-04,20
477174,Closed,334,2012-08-17 07:22:00-04,69,2012-08-17 07:27:00-04,11
477175,Closed,918,2012-08-17 07:22:00-04,53,2012-08-17 07:38:00-04,48,T01025,Registered,02215,1983,Male
477176,Closed,740,2012-08-17 07:24:00-04,38,2012-08-17 07:37:00-04,31
477178,Closed,1160,2012-08-17 07:25:00-04,22,2012-08-17 07:45:00-04,3
477179,Closed,730,2012-08-17 07:25:00-04,25,2012-08-17 07:38:00-04,60
477180,Closed,250,2012-08-17 07:26:00-04,25,2012-08-17 07:30:00-04,16
477181,Closed,476,2012-08-17 07:26:00-04,22,2012-08-17 07:34:00-04,60
477183,Closed,1457,2012-08-17 07:27:00-04,56,2012-08-17 07:51:00-04,10
477185,Closed,901,2012-08-17 07:27:00-04,39,2012-08-17 07:42:00-04,11
477186,Closed,966,2012-08-17 07:27:00-04,53,2012-08-17 07:44:00-04,22
477187,Closed,165,2012-08-17 07:28:00-04,22,2012-08-17 07:30:00-04,64
477189,Closed,1222,2012-08-17 07:29:00-04,60,2012-08-17 07:49:00-04,60
477190,Closed,578,2012-08-17 07:28:00-04,44,2012-08-17 07:38:00-04,50
477191,Closed,593,2012-08-17 07:29:00-04,69,2012-08-17 07:39:00-04,33
477192,Closed,1033,2012-08-17 07:30:00-04,69,2012-08-17 07:47:00-04,12
477193,Closed,707,2012-08-17 07:30:00-04,38,2012-08-17 07:42:00-04,65
477194,Closed,724,2012-08-17 07:30:00-04,69,2012-08-17 07:42:00-04,10
477195,Closed,884,2012-08-17 07:31:00-04,16,2012-08-17 07:46:00-04,14
477196,Closed,882,2012-08-17 07:31:00-04,25,2012-08-17 07:46:00-04,60,T01125,Registered,02118,1952,Female
477197,Closed,868,2012-08-17 07:31:00-04,16,2012-08-17 07:46:00-04,14
477198,Closed,295,2012-08-17 07:32:00-04,57,2012-08-17 07:37:00-04,16,T01242,Registered,02118,1989,Male
477199,Closed,507,2012-08-17 07:32:00-04,81,2012-08-17 07:41:00-04,6
477200,Closed,459,2012-08-17 07:32:00-04,60,2012-08-17 07:40:00-04,22
477201,Closed,805,2012-08-17 07:32:00-04,22,2012-08-17 07:46:00-04,21
477202,Closed,511,2012-08-17 07:33:00-04,53,2012-08-17 07:42:00-04,50
477203,Closed,244,2012-08-17 07:33:00-04,43,2012-08-17 07:38:00-04,23
477204,Closed,866,2012-08-17 07:34:00-04,8,2012-08-17 07:48:00-04,14,T01080,Registered,02134,1986,Male
477205,Closed,3904,2012-08-17 07:36:00-04,65,2012-08-17 08:41:00-04,65
477206,Closed,780,2012-08-17 07:34:00-04,36,2012-08-17 07:47:00-04,72
477207,Closed,548,2012-08-17 07:34:00-04,36,2012-08-17 07:43:00-04,34
477208,Closed,468,2012-08-17 07:37:00-04,45,2012-08-17 07:44:00-04,36
477209,Closed,724,2012-08-17 07:37:00-04,45,2012-08-17 07:49:00-04,35,T01344,Registered,02215,1978,Female
477210,Closed,366,2012-08-17 07:37:00-04,38,2012-08-17 07:43:00-04,48
477211,Closed,171,2012-08-17 07:37:00-04,22,2012-08-17 07:40:00-04,64
477212,Closed,1013,2012-08-17 07:37:00-04,13,2012-08-17 07:54:00-04,9
477213,Closed,340,2012-08-17 07:38:00-04,22,2012-08-17 07:43:00-04,40
477214,Closed,440,2012-08-17 07:38:00-04,36,2012-08-17 07:45:00-04,22
477215,Closed,449,2012-08-17 07:39:00-04,27,2012-08-17 07:47:00-04,11
477216,Closed,630,2012-08-17 07:39:00-04,38,2012-08-17 07:50:00-04,31
477217,Closed,1371,2012-08-17 07:39:00-04,6,2012-08-17 08:02:00-04,11
477218,Closed,1000,2012-08-17 07:40:00-04,20,2012-08-17 07:56:00-04,57
477219,Closed,490,2012-08-17 07:40:00-04,38,2012-08-17 07:49:00-04,22
477220,Closed,996,2012-08-17 07:40:00-04,38,2012-08-17 07:57:00-04,49,T01431,Registered,02129,1964,Male
477221,Closed,1115,2012-08-17 07:41:00-04,74,2012-08-17 08:00:00-04,72
477222,Closed,1706,2012-08-17 07:41:00-04,38,2012-08-17 08:10:00-04,12,T01445,Registered,01902,1968,Female
477223,Closed,300,2012-08-17 07:41:00-04,6,2012-08-17 07:46:00-04,48
477224,Closed,1048,2012-08-17 07:42:00-04,38,2012-08-17 08:00:00-04,20
477225,Closed,1308,2012-08-17 07:42:00-04,41,2012-08-17 08:04:00-04,50,T01144,Registered,01845,1964,Male
477226,Closed,641,2012-08-17 07:42:00-04,36,2012-08-17 07:53:00-04,48
477227,Closed,1503,2012-08-17 07:43:00-04,66,2012-08-17 08:08:00-04,64,T01261,Registered,02135,1989,Male
477228,Closed,364,2012-08-17 07:43:00-04,47,2012-08-17 07:49:00-04,6,T01257,Registered,02113,1985,Male
477230,Closed,464,2012-08-17 07:43:00-04,22,2012-08-17 07:51:00-04,58
477231,Closed,811,2012-08-17 07:43:00-04,22,2012-08-17 07:57:00-04,12
477232,Closed,536,2012-08-17 07:43:00-04,39,2012-08-17 07:52:00-04,59,T01271,Registered,02118,1974,Male
