id,status,duration,start_date,start_station,end_date,end_station
495267,Closed,78551,2012-08-22 18:08:00-04,41,2012-08-23 15:57:00-04,69
496056,Closed,9139,2012-08-22 22:06:00-04,42,2012-08-23 00:38:00-04,10
496057,Closed,9125,2012-08-22 22:06:00-04,42,2012-08-23 00:38:00-04,10,T01405,Casual,,,
496140,Closed,32460,2012-08-22 22:47:00-04,80,2012-08-23 07:48:00-04,66,T01074,Registered,02134,1990,Male
496162,Closed,39048,2012-08-22 23:01:00-04,76,2012-08-23 09:52:00-04,54
496183,Closed,7250,2012-08-22 23:16:00-04,6,2012-08-23 01:17:00-04,44
496184,Closed,7219,2012-08-22 23:17:00-04,6,2012-08-23 01:17:00-04,44
496200,Closed,1974,2012-08-22 23:37:00-04,16,2012-08-23 00:10:00-04,40
496205,Closed,1768,2012-08-22 23:40:00-04,16,2012-08-23 00:10:00-04,40
496206,Closed,1724,2012-08-22 23:44:00-04,55,2012-08-23 00:13:00-04,55
496207,Closed,1725,2012-08-22 23:45:00-04,55,2012-08-23 00:13:00-04,55
496208,Closed,1109,2012-08-22 23:44:00-04,52,2012-08-23 00:02:00-04,56
496209,Closed,1056,2012-08-22 23:46:00-04,33,2012-08-23 00:03:00-04,22,T01316,Casual,,,
496213,Closed,1295,2012-08-22 23:55:00-04,52,2012-08-23 00:17:00-04,23
496214,Closed,931,2012-08-22 23:55:00-04,53,2012-08-23 00:11:00-04,51,T01254,Registered,02118,1987,Male
496215,Closed,919,2012-08-22 23:55:00-04,53,2012-08-23 00:11:00-04,51,T01007,Registered,02118,1987,Male
496216,Closed,2179,2012-08-22 23:59:00-04,38,2012-08-23 00:36:00-04,8
496217,Closed,146,2012-08-23 00:00:00-04,11,2012-08-23 00:03:00-04,14
496218,Closed,557,2012-08-23 00:02:00-04,40,2012-08-23 00:11:00-04,65
496219,Closed,1079,2012-08-23 00:05:00-04,5,2012-08-23 00:23:00-04,68
496220,Closed,1195,2012-08-23 00:05:00-04,53,2012-08-23 00:25:00-04,75
