id,status,duration,start_date,start_station,end_date,end_station
589644,Closed,351152,2012-09-20 14:28:00-04,22,2012-09-24 16:01:00-04,
595135,Closed,841,2012-09-22 01:32:00-04,22,2012-09-22 01:46:00-04,72
595136,Closed,602,2012-09-22 01:34:00-04,34,2012-09-22 01:44:00-04,30
595137,Closed,376,2012-09-22 01:35:00-04,46,2012-09-22 01:41:00-04,4
595138,Closed,871,2012-09-22 01:35:00-04,11,2012-09-22 01:50:00-04,52
595139,Closed,37,2012-09-22 01:36:00-04,53,2012-09-22 01:36:00-04,53
595140,Closed,233,2012-09-22 01:36:00-04,74,2012-09-22 01:40:00-04,87
595141,Closed,40137,2012-09-22 01:40:00-04,8,2012-09-22 12:49:00-04,33
595142,Closed,433,2012-09-22 01:39:00-04,55,2012-09-22 01:46:00-04,58
595143,Closed,416,2012-09-22 01:39:00-04,55,2012-09-22 01:46:00-04,58,T01091,Registered,02116,1984,Male
595144,Closed,242,2012-09-22 01:40:00-04,53,2012-09-22 01:44:00-04,67
595145,Closed,964,2012-09-22 01:45:00-04,44,2012-09-22 02:01:00-04,21
595146,Closed,951,2012-09-22 01:45:00-04,44,2012-09-22 02:01:00-04,21
595148,Closed,907,2012-09-22 01:45:00-04,42,2012-09-22 02:00:00-04,33
595149,Closed,1260,2012-09-22 01:45:00-04,6,2012-09-22 02:06:00-04,78,T01233,Casual,,,
595150,Closed,694,2012-09-22 01:48:00-04,42,2012-09-22 02:00:00-04,33
595151,Closed,954,2012-09-22 01:48:00-04,23,2012-09-22 02:04:00-04,94,T01273,Casual,,,
595152,Closed,968,2012-09-22 01:47:00-04,23,2012-09-22 02:04:00-04,94
595153,Closed,796,2012-09-22 01:48:00-04,72,2012-09-22 02:01:00-04,79
595154,Closed,1135,2012-09-22 01:49:00-04,65,2012-09-22 02:08:00-04,85
595155,Closed,112,2012-09-22 01:49:00-04,74,2012-09-22 01:51:00-04,74
595158,Closed,287,2012-09-22 01:55:00-04,4,2012-09-22 02:00:00-04,36,T01242,Registered,02215,1957,Male
595159,Closed,324,2012-09-22 01:56:00-04,75,2012-09-22 02:01:00-04,72
595160,Closed,466,2012-09-22 02:01:00-04,74,2012-09-22 02:09:00-04,75
595161,Closed,535,2012-09-22 02:02:00-04,79,2012-09-22 02:11:00-04,79
595163,Closed,1685,2012-09-22 02:07:00-04,34,2012-09-22 02:35:00-04,78
595164,Closed,1193,2012-09-22 02:08:00-04,55,2012-09-22 02:28:00-04,31
595166,Closed,21915,2012-09-22 02:09:00-04,66,2012-09-22 08:14:00-04,69
595167,Closed,1118,2012-09-22 02:11:00-04,44,2012-09-22 02:30:00-04,19,T01214,Registered,02215,1983,Male
595169,Closed,3322,2012-09-22 02:15:00-04,66,2012-09-22 03:10:00-04,46
595170,Closed,506,2012-09-22 02:15:00-04,36,2012-09-22 02:23:00-04,53,T01398,Registered,02215,1957,Male
595171,Closed,782,2012-09-22 02:15:00-04,68,2012-09-22 02:29:00-04,79,T01108,Casual,,,
595172,Closed,769,2012-09-22 02:18:00-04,67,2012-09-22 02:31:00-04,53
595173,Closed,1077,2012-09-22 02:24:00-04,66,2012-09-22 02:42:00-04,55,T01251,Casual,,,
595174,Closed,1140,2012-09-22 02:23:00-04,66,2012-09-22 02:42:00-04,55
595175,Closed,328,2012-09-22 02:23:00-04,36,2012-09-22 02:28:00-04,58
595176,Closed,510,2012-09-22 02:23:00-04,55,2012-09-22 02:32:00-04,80,T01182,Registered,02130,1985,Male
595177,Closed,1395,2012-09-22 02:26:00-04,58,2012-09-22 02:49:00-04,41
595178,Closed,754,2012-09-22 02:25:00-04,53,2012-09-22 02:38:00-04,60
595179,Closed,906,2012-09-22 02:27:00-04,66,2012-09-22 02:42:00-04,55
595180,Closed,367,2012-09-22 02:28:00-04,57,2012-09-22 02:34:00-04,53,T01184,Registered,02215,1993,Male
595181,Closed,366,2012-09-22 02:28:00-04,57,2012-09-22 02:34:00-04,53
595182,Closed,3221,2012-09-22 02:29:00-04,55,2012-09-22 03:23:00-04,53
595183,Closed,1024,2012-09-22 02:30:00-04,4,2012-09-22 02:47:00-04,39
595184,Closed,922,2012-09-22 02:31:00-04,4,2012-09-22 02:46:00-04,39
595185,Closed,1671,2012-09-22 02:32:00-04,50,2012-09-22 03:00:00-04,41
595186,Closed,853,2012-09-22 02:39:00-04,50,2012-09-22 02:54:00-04,10,T01311,Casual,,,
595188,Closed,1264,2012-09-22 02:40:00-04,72,2012-09-22 03:01:00-04,13
595191,Closed,711,2012-09-22 02:40:00-04,71,2012-09-22 02:52:00-04,75
595192,Closed,28957,2012-09-22 02:41:00-04,4,2012-09-22 10:44:00-04,68,T01371,Registered,02139,1987,Male
595195,Closed,279,2012-09-22 02:46:00-04,6,2012-09-22 02:51:00-04,38
595196,Closed,2083,2012-09-22 02:49:00-04,50,2012-09-22 03:24:00-04,90
595198,Closed,275,2012-09-22 02:51:00-04,10,2012-09-22 02:56:00-04,9
595199,Closed,796,2012-09-22 02:52:00-04,6,2012-09-22 03:05:00-04,33,T01325,Casual,,,
595200,Closed,1792,2012-09-22 02:54:00-04,50,2012-09-22 03:24:00-04,90
595202,Closed,1127,2012-09-22 02:59:00-04,96,2012-09-22 03:18:00-04,36
595204,Closed,400,2012-09-22 03:04:00-04,36,2012-09-22 03:11:00-04,45,T01205,Casual,,,
595205,Closed,432,2012-09-22 03:05:00-04,30,2012-09-22 03:13:00-04,5
595206,Closed,650,2012-09-22 03:06:00-04,55,2012-09-22 03:17:00-04,72
595207,Closed,217,2012-09-22 03:18:00-04,75,2012-09-22 03:22:00-04,80
595208,Closed,517,2012-09-22 03:21:00-04,80,2012-09-22 03:30:00-04,76
595209,Closed,1063,2012-09-22 03:23:00-04,59,2012-09-22 03:40:00-04,56,T01122,Casual,,,
595210,Closed,1352,2012-09-22 03:27:00-04,13,2012-09-22 03:50:00-04,72
595211,Closed,542,2012-09-22 03:28:00-04,36,2012-09-22 03:37:00-04,53,T01136,Registered,02067,1989,Male
595212,Closed,555,2012-09-22 03:45:00-04,36,2012-09-22 03:54:00-04,60
595213,Closed,930,2012-09-22 03:58:00-04,33,2012-09-22 04:13:00-04,81,T01243,Registered,02116,1993,Male
595214,Closed,870,2012-09-22 03:59:00-04,33,2012-09-22 04:13:00-04,81,T01075,Casual,,,
595215,Closed,742,2012-09-22 03:59:00-04,22,2012-09-22 04:12:00-04,55,T01405,Registered,02199,1987,Male
595216,Closed,668,2012-09-22 04:11:00-04,52,2012-09-22 04:22:00-04,67
595217,Closed,707,2012-09-22 04:12:00-04,68,2012-09-22 04:24:00-04,5
595218,Closed,713,2012-09-22 04:12:00-04,68,2012-09-22 04:24:00-04,5,T01328,Casual,,,
595219,Closed,1765,2012-09-22 04:53:00-04,89,2012-09-22 05:23:00-04,71
595220,Closed,1467,2012-09-22 05:19:00-04,23,2012-09-22 05:43:00-04,30,T01137,Registered,02109,1985,Male
595222,Closed,475,2012-09-22 05:21:00-04,57,2012-09-22 05:29:00-04,30
595224,Closed,377,2012-09-22 05:46:00-04,60,2012-09-22 05:52:00-04,72
595225,Closed,1361,2012-09-22 06:24:00-04,47,2012-09-22 06:47:00-04,74
595226,Closed,1652,2012-09-22 06:33:00-04,21,2012-09-22 07:01:00-04,21
595227,Closed,464,2012-09-22 06:35:00-04,86,2012-09-22 06:43:00-04,32
595228,Closed,2823,2012-09-22 06:39:00-04,16,2012-09-22 07:26:00-04,26
595229,Closed,178,2012-09-22 06:38:00-04,25,2012-09-22 06:41:00-04,16
595230,Closed,2611,2012-09-22 06:43:00-04,16,2012-09-22 07:26:00-04,26
595231,Closed,1316,2012-09-22 06:55:00-04,12,2012-09-22 07:16:00-04,12
595232,Closed,919,2012-09-22 06:55:00-04,19,2012-09-22 07:10:00-04,65,T01214,Registered,02215,1983,Male
595233,Closed,1240,2012-09-22 06:56:00-04,12,2012-09-22 07:17:00-04,12
595234,Closed,5020,2012-09-22 07:02:00-04,19,2012-09-22 08:25:00-04,32
595235,Closed,322,2012-09-22 07:10:00-04,38,2012-09-22 07:15:00-04,43
595238,Closed,270,2012-09-22 07:11:00-04,38,2012-09-22 07:15:00-04,43,T01256,Registered,02114,1978,Female
595239,Closed,777,2012-09-22 07:13:00-04,76,2012-09-22 07:26:00-04,42,T01326,Registered,02139,1983,Male
595240,Closed,490,2012-09-22 07:18:00-04,95,2012-09-22 07:26:00-04,80
595241,Closed,294,2012-09-22 07:19:00-04,36,2012-09-22 07:24:00-04,54,T01255,Registered,02116,1975,Male
595242,Closed,1828,2012-09-22 07:21:00-04,67,2012-09-22 07:52:00-04,74
595244,Closed,3833,2012-09-22 07:21:00-04,60,2012-09-22 08:25:00-04,58
595245,Closed,258,2012-09-22 07:24:00-04,62,2012-09-22 07:28:00-04,14,T01143,Registered,02462,1981,Male
595246,Closed,16734,2012-09-22 07:28:00-04,13,2012-09-22 12:07:00-04,12
595247,Closed,175,2012-09-22 07:29:00-04,67,2012-09-22 07:32:00-04,80,T01138,Registered,02139,1992,Male
595248,Closed,500,2012-09-22 07:29:00-04,3,2012-09-22 07:37:00-04,25,T01254,Registered,02215,1986,Male
595249,Closed,3014,2012-09-22 07:31:00-04,21,2012-09-22 08:21:00-04,21
595250,Closed,596,2012-09-22 07:32:00-04,93,2012-09-22 07:42:00-04,92
595251,Closed,839,2012-09-22 07:30:00-04,39,2012-09-22 07:44:00-04,50
595252,Closed,1144,2012-09-22 07:33:00-04,78,2012-09-22 07:52:00-04,46
595253,Closed,742,2012-09-22 07:37:00-04,39,2012-09-22 07:50:00-04,6
595254,Closed,493,2012-09-22 07:38:00-04,36,2012-09-22 07:47:00-04,49
595255,Closed,846,2012-09-22 07:41:00-04,95,2012-09-22 07:55:00-04,34,T01103,Registered,02141,1987,Male
595256,Closed,349,2012-09-22 07:43:00-04,25,2012-09-22 07:49:00-04,42
595257,Closed,270,2012-09-22 07:49:00-04,60,2012-09-22 07:53:00-04,50
595258,Closed,486,2012-09-22 07:53:00-04,19,2012-09-22 08:01:00-04,61
595259,Closed,651,2012-09-22 07:56:00-04,94,2012-09-22 08:07:00-04,60
595260,Closed,808,2012-09-22 07:57:00-04,58,2012-09-22 08:10:00-04,40,T01167,Registered,02116,1985,Male
595261,Closed,1093,2012-09-22 08:01:00-04,74,2012-09-22 08:19:00-04,52
595262,Closed,189,2012-09-22 08:01:00-04,33,2012-09-22 08:04:00-04,32
595263,Closed,447,2012-09-22 08:04:00-04,60,2012-09-22 08:11:00-04,36
595264,Closed,795,2012-09-22 08:05:00-04,40,2012-09-22 08:18:00-04,50
595265,Closed,257,2012-09-22 08:07:00-04,49,2012-09-22 08:11:00-04,49
595266,Closed,602,2012-09-22 08:08:00-04,16,2012-09-22 08:18:00-04,14
595267,Closed,1105,2012-09-22 08:11:00-04,62,2012-09-22 08:30:00-04,60
595268,Closed,790,2012-09-22 08:12:00-04,61,2012-09-22 08:25:00-04,43
595269,Closed,10223,2012-09-22 08:13:00-04,49,2012-09-22 11:03:00-04,49
595270,Closed,373,2012-09-22 08:13:00-04,43,2012-09-22 08:19:00-04,38
595271,Closed,443,2012-09-22 08:15:00-04,68,2012-09-22 08:22:00-04,96
595272,Closed,341,2012-09-22 08:16:00-04,38,2012-09-22 08:21:00-04,43
595273,Closed,495,2012-09-22 08:16:00-04,8,2012-09-22 08:24:00-04,69,T01026,Registered,02134,1976,Male
595274,Closed,219,2012-09-22 08:17:00-04,43,2012-09-22 08:20:00-04,40,T01256,Registered,02110,1963,Female
595275,Closed,943,2012-09-22 08:19:00-04,60,2012-09-22 08:34:00-04,11
595276,Closed,724,2012-09-22 08:19:00-04,88,2012-09-22 08:31:00-04,60,T01377,Registered,02114,1983,Male
595277,Closed,411,2012-09-22 08:23:00-04,90,2012-09-22 08:29:00-04,98
595278,Closed,498,2012-09-22 08:23:00-04,53,2012-09-22 08:31:00-04,60
595279,Closed,408,2012-09-22 08:23:00-04,56,2012-09-22 08:30:00-04,57
595280,Closed,1620,2012-09-22 08:24:00-04,21,2012-09-22 08:51:00-04,40
595281,Closed,678,2012-09-22 08:26:00-04,88,2012-09-22 08:38:00-04,72
595282,Closed,223,2012-09-22 08:26:00-04,32,2012-09-22 08:30:00-04,14
595283,Closed,381,2012-09-22 08:27:00-04,59,2012-09-22 08:33:00-04,26
595284,Closed,356,2012-09-22 08:27:00-04,59,2012-09-22 08:33:00-04,26
595285,Closed,765,2012-09-22 08:29:00-04,52,2012-09-22 08:42:00-04,22,T01436,Casual,,,
595286,Closed,805,2012-09-22 08:30:00-04,36,2012-09-22 08:44:00-04,22,T01360,Registered,02116,1956,Female
595287,Closed,339,2012-09-22 08:31:00-04,42,2012-09-22 08:37:00-04,36,T01326,Registered,02116,1956,Male
595288,Closed,1351,2012-09-22 08:33:00-04,77,2012-09-22 08:56:00-04,23
595289,Closed,232,2012-09-22 08:34:00-04,91,2012-09-22 08:38:00-04,72,T01147,Registered,02141,1985,Female
595290,Closed,1988,2012-09-22 08:36:00-04,57,2012-09-22 09:09:00-04,
595291,Closed,547,2012-09-22 08:37:00-04,12,2012-09-22 08:46:00-04,53
595295,Closed,408,2012-09-22 08:38:00-04,52,2012-09-22 08:45:00-04,50
595296,Closed,1179,2012-09-22 08:38:00-04,14,2012-09-22 08:58:00-04,60
595297,Closed,869,2012-09-22 08:40:00-04,12,2012-09-22 08:54:00-04,42
595298,Closed,669,2012-09-22 08:40:00-04,72,2012-09-22 08:51:00-04,55
595299,Closed,258,2012-09-22 08:41:00-04,53,2012-09-22 08:45:00-04,67
595300,Closed,532,2012-09-22 08:43:00-04,58,2012-09-22 08:52:00-04,26
595301,Closed,535,2012-09-22 08:43:00-04,60,2012-09-22 08:52:00-04,36,T01377,Registered,02114,1988,Female
595302,Closed,575,2012-09-22 08:44:00-04,41,2012-09-22 08:53:00-04,19
595303,Closed,917,2012-09-22 08:47:00-04,76,2012-09-22 09:02:00-04,90
595304,Closed,2774,2012-09-22 08:47:00-04,40,2012-09-22 09:33:00-04,61
595305,Closed,379,2012-09-22 08:50:00-04,57,2012-09-22 08:56:00-04,52
595306,Closed,1172,2012-09-22 08:50:00-04,88,2012-09-22 09:10:00-04,46
595307,Closed,4272,2012-09-22 08:54:00-04,60,2012-09-22 10:05:00-04,60
595308,Closed,1432,2012-09-22 08:55:00-04,14,2012-09-22 09:19:00-04,78
595309,Closed,329,2012-09-22 08:55:00-04,22,2012-09-22 09:01:00-04,40,T01445,Registered,02111,1961,Male
595310,Closed,705,2012-09-22 08:58:00-04,23,2012-09-22 09:09:00-04,58
595311,Closed,2185,2012-09-22 08:59:00-04,52,2012-09-22 09:36:00-04,19
595312,Closed,792,2012-09-22 09:00:00-04,51,2012-09-22 09:13:00-04,58
595313,Closed,244,2012-09-22 09:00:00-04,23,2012-09-22 09:04:00-04,6
595314,Closed,551,2012-09-22 09:01:00-04,71,2012-09-22 09:11:00-04,74
595315,Closed,972,2012-09-22 09:01:00-04,60,2012-09-22 09:18:00-04,9,T01248,Registered,02114,1986,Male
595316,Closed,357,2012-09-22 09:02:00-04,95,2012-09-22 09:08:00-04,79,T01040,Registered,02139,1979,Male
595317,Closed,1447,2012-09-22 09:03:00-04,4,2012-09-22 09:27:00-04,32
595318,Closed,429,2012-09-22 09:07:00-04,4,2012-09-22 09:14:00-04,57
595319,Closed,251,2012-09-22 09:07:00-04,22,2012-09-22 09:11:00-04,43,T01436,Registered,01760,1974,Female
595320,Closed,376,2012-09-22 09:07:00-04,57,2012-09-22 09:14:00-04,26
595321,Closed,355,2012-09-22 09:10:00-04,33,2012-09-22 09:16:00-04,61
595322,Closed,1156,2012-09-22 09:11:00-04,95,2012-09-22 09:30:00-04,20
595323,Closed,582,2012-09-22 09:11:00-04,63,2012-09-22 09:21:00-04,16
595324,Closed,422,2012-09-22 09:11:00-04,63,2012-09-22 09:18:00-04,50,T01141,Registered,02324,1986,Male
595325,Closed,1065,2012-09-22 09:12:00-04,88,2012-09-22 09:30:00-04,33,T01178,Casual,,,
595326,Closed,800,2012-09-22 09:12:00-04,59,2012-09-22 09:26:00-04,52
595327,Closed,558,2012-09-22 09:12:00-04,26,2012-09-22 09:21:00-04,59
595328,Closed,251,2012-09-22 09:13:00-04,25,2012-09-22 09:17:00-04,36,T01133,Registered,02116,1986,Male
595329,Closed,450,2012-09-22 09:13:00-04,86,2012-09-22 09:20:00-04,19,T01381,Registered,02134,1983,Male
595330,Closed,487,2012-09-22 09:13:00-04,88,2012-09-22 09:22:00-04,80
595331,Closed,790,2012-09-22 09:14:00-04,42,2012-09-22 09:27:00-04,30
595332,Closed,250,2012-09-22 09:14:00-04,46,2012-09-22 09:19:00-04,53,T01352,Registered,02115,1990,Male
595333,Closed,253,2012-09-22 09:14:00-04,46,2012-09-22 09:19:00-04,53
595335,Closed,512,2012-09-22 09:17:00-04,33,2012-09-22 09:25:00-04,16
595336,Closed,2746,2012-09-22 09:19:00-04,58,2012-09-22 10:05:00-04,60
595337,Closed,409,2012-09-22 09:19:00-04,76,2012-09-22 09:26:00-04,89,T01224,Registered,02139,1987,Male
595338,Closed,736,2012-09-22 09:20:00-04,69,2012-09-22 09:32:00-04,5
595339,Closed,508,2012-09-22 09:20:00-04,58,2012-09-22 09:29:00-04,61
595340,Closed,241,2012-09-22 09:22:00-04,19,2012-09-22 09:26:00-04,45
595341,Closed,461,2012-09-22 09:22:00-04,25,2012-09-22 09:29:00-04,45,T01050,Registered,02215,1986,Male
595342,Closed,742,2012-09-22 09:25:00-04,67,2012-09-22 09:38:00-04,42
595343,Closed,438,2012-09-22 09:28:00-04,98,2012-09-22 09:35:00-04,6
595344,Closed,686,2012-09-22 09:27:00-04,98,2012-09-22 09:39:00-04,22
595345,Closed,389,2012-09-22 09:27:00-04,53,2012-09-22 09:34:00-04,80
595346,Closed,824,2012-09-22 09:28:00-04,83,2012-09-22 09:42:00-04,16
595347,Closed,873,2012-09-22 09:29:00-04,80,2012-09-22 09:43:00-04,20
595348,Closed,4273,2012-09-22 09:30:00-04,85,2012-09-22 10:42:00-04,85
595349,Closed,574,2012-09-22 09:30:00-04,81,2012-09-22 09:40:00-04,43,T01075,Casual,,,
595350,Closed,978,2012-09-22 09:29:00-04,34,2012-09-22 09:46:00-04,95
595351,Closed,307,2012-09-22 09:30:00-04,38,2012-09-22 09:36:00-04,98
595352,Closed,554,2012-09-22 09:31:00-04,81,2012-09-22 09:40:00-04,43,T01243,Casual,,,
595353,Closed,220,2012-09-22 09:33:00-04,6,2012-09-22 09:37:00-04,23
595354,Closed,1273,2012-09-22 09:37:00-04,31,2012-09-22 09:58:00-04,72
595355,Closed,549,2012-09-22 09:34:00-04,59,2012-09-22 09:43:00-04,26
595356,Closed,300,2012-09-22 09:35:00-04,67,2012-09-22 09:40:00-04,52
595357,Closed,534,2012-09-22 09:37:00-04,90,2012-09-22 09:46:00-04,94
