id,status,duration,start_date,start_station,end_date,end_station
522737,Closed,125412,2012-08-31 04:12:00-04,39,2012-09-01 15:02:00-04,22
525937,Closed,252,2012-09-01 00:50:00-04,40,2012-09-01 00:54:00-04,43,T01040,Registered,02110,1982,Male
525938,Closed,962,2012-09-01 00:52:00-04,78,2012-09-01 01:08:00-04,74
525939,Closed,897,2012-09-01 00:52:00-04,78,2012-09-01 01:07:00-04,74,T01234,Casual,,,
525940,Closed,317,2012-09-01 00:56:00-04,23,2012-09-01 01:01:00-04,54
525941,Closed,5376,2012-09-01 00:55:00-04,66,2012-09-01 02:25:00-04,19
525942,Closed,5358,2012-09-01 00:55:00-04,66,2012-09-01 02:25:00-04,19
525944,Closed,1219,2012-09-01 01:00:00-04,50,2012-09-01 01:20:00-04,55,T01007,Casual,,,
525945,Closed,383,2012-09-01 01:00:00-04,73,2012-09-01 01:07:00-04,18
525947,Closed,973,2012-09-01 01:04:00-04,50,2012-09-01 01:20:00-04,55
525948,Closed,634,2012-09-01 01:05:00-04,64,2012-09-01 01:15:00-04,20,T01147,Casual,,,
525949,Closed,773,2012-09-01 01:08:00-04,50,2012-09-01 01:20:00-04,55
525951,Closed,3,2012-09-01 01:09:00-04,69,2012-09-01 01:09:00-04,69
525952,Closed,193,2012-09-01 01:09:00-04,57,2012-09-01 01:12:00-04,46
525953,Closed,1782,2012-09-01 01:10:00-04,74,2012-09-01 01:39:00-04,83,T01098,Casual,,,
525954,Closed,567,2012-09-01 01:10:00-04,54,2012-09-01 01:19:00-04,25
525956,Closed,1776,2012-09-01 01:10:00-04,74,2012-09-01 01:39:00-04,83
525957,Closed,1754,2012-09-01 01:10:00-04,74,2012-09-01 01:39:00-04,83,T01234,Casual,,,
525958,Closed,591,2012-09-01 01:11:00-04,50,2012-09-01 01:20:00-04,55,T01244,Casual,,,
525959,Closed,599,2012-09-01 01:12:00-04,33,2012-09-01 01:21:00-04,58,T01026,Registered,02116,1985,Male
525960,Closed,378,2012-09-01 01:16:00-04,36,2012-09-01 01:22:00-04,46,T01013,Registered,02115,1993,Male
525961,Closed,647,2012-09-01 01:18:00-04,68,2012-09-01 01:29:00-04,53
525962,Closed,1308,2012-09-01 01:19:00-04,42,2012-09-01 01:41:00-04,44,T01323,Casual,,,
525963,Closed,1289,2012-09-01 01:20:00-04,42,2012-09-01 01:41:00-04,44
525964,Closed,328,2012-09-01 01:19:00-04,57,2012-09-01 01:24:00-04,57
525965,Closed,998,2012-09-01 01:20:00-04,41,2012-09-01 01:37:00-04,79
525966,Closed,1075,2012-09-01 01:25:00-04,44,2012-09-01 01:43:00-04,84,T01343,Casual,,,
525967,Closed,1040,2012-09-01 01:26:00-04,44,2012-09-01 01:43:00-04,84
525968,Closed,584,2012-09-01 01:28:00-04,53,2012-09-01 01:37:00-04,9
525969,Closed,815,2012-09-01 01:30:00-04,83,2012-09-01 01:43:00-04,52
525970,Closed,1427,2012-09-01 01:32:00-04,44,2012-09-01 01:56:00-04,31,T01228,Casual,,,
525971,Closed,816,2012-09-01 01:30:00-04,83,2012-09-01 01:43:00-04,52,T01340,Registered,02116,1982,Male
525973,Closed,1332,2012-09-01 01:33:00-04,44,2012-09-01 01:56:00-04,31
525974,Closed,1434,2012-09-01 01:34:00-04,49,2012-09-01 01:58:00-04,69
525975,Closed,860,2012-09-01 01:35:00-04,61,2012-09-01 01:49:00-04,68
525976,Closed,970,2012-09-01 01:37:00-04,46,2012-09-01 01:53:00-04,68
525977,Closed,283,2012-09-01 01:37:00-04,20,2012-09-01 01:42:00-04,22,T01190,Registered,02111,1986,Male
525978,Closed,370,2012-09-01 01:46:00-04,11,2012-09-01 01:52:00-04,86
525979,Closed,361,2012-09-01 01:46:00-04,11,2012-09-01 01:52:00-04,86
525980,Closed,1809,2012-09-01 01:49:00-04,35,2012-09-01 02:19:00-04,68
525981,Closed,1698,2012-09-01 01:50:00-04,35,2012-09-01 02:18:00-04,68
525982,Closed,317,2012-09-01 01:53:00-04,36,2012-09-01 01:58:00-04,46
525983,Closed,2240,2012-09-01 01:54:00-04,31,2012-09-01 02:31:00-04,8
525984,Closed,2787,2012-09-01 02:01:00-04,36,2012-09-01 02:47:00-04,21
525985,Closed,2748,2012-09-01 02:01:00-04,36,2012-09-01 02:47:00-04,21,T01351,Casual,,,
525986,Closed,2431,2012-09-01 02:07:00-04,36,2012-09-01 02:47:00-04,21
525987,Closed,2403,2012-09-01 02:07:00-04,36,2012-09-01 02:47:00-04,21
525988,Closed,894,2012-09-01 02:14:00-04,36,2012-09-01 02:29:00-04,32
525989,Closed,1030,2012-09-01 02:11:00-04,36,2012-09-01 02:29:00-04,32,T01298,Casual,,,
525990,Closed,560,2012-09-01 02:13:00-04,7,2012-09-01 02:22:00-04,49
525991,Closed,1462,2012-09-01 02:21:00-04,75,2012-09-01 02:46:00-04,47
525993,Closed,1582,2012-09-01 02:23:00-04,36,2012-09-01 02:50:00-04,16
525996,Closed,673,2012-09-01 02:27:00-04,35,2012-09-01 02:38:00-04,58
525997,Closed,359,2012-09-01 02:33:00-04,42,2012-09-01 02:39:00-04,55,T01022,Casual,,,
525999,Closed,113,2012-09-01 02:36:00-04,14,2012-09-01 02:37:00-04,3,T01311,Registered,02215,1982,Male
526000,Closed,28905,2012-09-01 02:38:00-04,91,2012-09-01 10:40:00-04,71
526001,Closed,963,2012-09-01 02:41:00-04,88,2012-09-01 02:57:00-04,23
526002,Closed,5,2012-09-01 02:43:00-04,55,2012-09-01 02:43:00-04,55,T01007,Registered,02115,1993,Male
526004,Closed,1370,2012-09-01 02:51:00-04,36,2012-09-01 03:14:00-04,36
526005,Closed,1404,2012-09-01 02:51:00-04,36,2012-09-01 03:14:00-04,36
526006,Closed,433,2012-09-01 02:50:00-04,63,2012-09-01 02:57:00-04,39,T01078,Registered,02646,1988,Male
526007,Closed,1104,2012-09-01 02:52:00-04,16,2012-09-01 03:10:00-04,69
526008,Closed,408,2012-09-01 02:52:00-04,27,2012-09-01 02:59:00-04,57
526009,Closed,947,2012-09-01 02:53:00-04,16,2012-09-01 03:09:00-04,6
526010,Closed,1149,2012-09-01 02:54:00-04,54,2012-09-01 03:13:00-04,56,T01212,Casual,,,
526011,Closed,1121,2012-09-01 02:58:00-04,53,2012-09-01 03:16:00-04,66,T01328,Registered,02134,1979,Male
526012,Closed,504,2012-09-01 03:18:00-04,55,2012-09-01 03:26:00-04,55
526013,Closed,325,2012-09-01 03:24:00-04,45,2012-09-01 03:30:00-04,5,T01151,Registered,02115,1981,Male
526014,Closed,364,2012-09-01 03:28:00-04,45,2012-09-01 03:34:00-04,53
526015,Closed,887,2012-09-01 03:30:00-04,8,2012-09-01 03:44:00-04,86,T01332,Casual,,,
526016,Closed,1693,2012-09-01 03:50:00-04,76,2012-09-01 04:19:00-04,54
526017,Closed,193,2012-09-01 04:03:00-04,11,2012-09-01 04:07:00-04,3
526018,Closed,1331,2012-09-01 04:09:00-04,45,2012-09-01 04:31:00-04,6,T01360,Casual,,,
526019,Closed,900,2012-09-01 04:18:00-04,46,2012-09-01 04:33:00-04,41,T01013,Casual,,,
526020,Closed,469,2012-09-01 04:20:00-04,54,2012-09-01 04:28:00-04,43
526021,Closed,902,2012-09-01 05:08:00-04,55,2012-09-01 05:23:00-04,88,T01244,Casual,,,
526022,Closed,154,2012-09-01 05:21:00-04,47,2012-09-01 05:24:00-04,44
526023,Closed,541,2012-09-01 05:32:00-04,47,2012-09-01 05:41:00-04,72
526024,Closed,356,2012-09-01 05:59:00-04,58,2012-09-01 06:05:00-04,53,T01314,Casual,,,
526027,Closed,1362,2012-09-01 06:03:00-04,36,2012-09-01 06:26:00-04,7
526028,Closed,1154,2012-09-01 06:08:00-04,72,2012-09-01 06:27:00-04,81
526029,Closed,1188,2012-09-01 06:17:00-04,69,2012-09-01 06:37:00-04,22
526031,Closed,976,2012-09-01 06:27:00-04,74,2012-09-01 06:43:00-04,74,T01169,Casual,,,
526032,Closed,834,2012-09-01 06:29:00-04,74,2012-09-01 06:43:00-04,74
526033,Closed,756,2012-09-01 06:30:00-04,74,2012-09-01 06:43:00-04,74,T01445,Casual,,,
526034,Closed,609,2012-09-01 06:32:00-04,19,2012-09-01 06:43:00-04,30
526035,Closed,411,2012-09-01 06:37:00-04,53,2012-09-01 06:44:00-04,36
526036,Closed,1304,2012-09-01 06:43:00-04,69,2012-09-01 07:05:00-04,13
526037,Closed,324,2012-09-01 06:44:00-04,27,2012-09-01 06:49:00-04,11
526038,Closed,1280,2012-09-01 06:47:00-04,53,2012-09-01 07:09:00-04,22
526040,Closed,1568,2012-09-01 06:53:00-04,74,2012-09-01 07:20:00-04,74,T01169,Casual,,,
526041,Closed,1519,2012-09-01 06:54:00-04,74,2012-09-01 07:19:00-04,74
526042,Closed,1542,2012-09-01 06:54:00-04,74,2012-09-01 07:19:00-04,74,T01251,Casual,,,
526043,Closed,1370,2012-09-01 07:00:00-04,7,2012-09-01 07:23:00-04,61
526044,Closed,363,2012-09-01 07:01:00-04,64,2012-09-01 07:07:00-04,6
526045,Closed,415,2012-09-01 07:02:00-04,61,2012-09-01 07:09:00-04,54
526046,Closed,112,2012-09-01 07:03:00-04,40,2012-09-01 07:05:00-04,20,T01352,Registered,02113,1978,Male
526047,Closed,1563,2012-09-01 07:06:00-04,76,2012-09-01 07:32:00-04,88
526048,Closed,579,2012-09-01 07:07:00-04,53,2012-09-01 07:16:00-04,67,T01194,Registered,02215,1993,Male
526049,Closed,588,2012-09-01 07:15:00-04,27,2012-09-01 07:25:00-04,21,T01310,Registered,02119,1982,Male
526050,Closed,9,2012-09-01 07:20:00-04,41,2012-09-01 07:20:00-04,41,T01013,Registered,02134,1987,Male
526051,Closed,81,2012-09-01 07:20:00-04,68,2012-09-01 07:22:00-04,75
526052,Closed,560,2012-09-01 07:21:00-04,39,2012-09-01 07:31:00-04,39
526053,Closed,779,2012-09-01 07:21:00-04,76,2012-09-01 07:34:00-04,12,T01067,Registered,02138,1987,Male
526054,Closed,201,2012-09-01 07:23:00-04,44,2012-09-01 07:26:00-04,35
526055,Closed,1195,2012-09-01 07:23:00-04,55,2012-09-01 07:43:00-04,5,T01022,Casual,,,
526056,Closed,821,2012-09-01 07:23:00-04,61,2012-09-01 07:37:00-04,43,T01315,Registered,02116,1946,Male
526057,Closed,590,2012-09-01 07:26:00-04,60,2012-09-01 07:36:00-04,53
526058,Closed,369,2012-09-01 07:29:00-04,69,2012-09-01 07:35:00-04,11
526060,Closed,812,2012-09-01 07:28:00-04,76,2012-09-01 07:42:00-04,52,T01136,Casual,,,
526061,Closed,1773,2012-09-01 07:30:00-04,74,2012-09-01 07:59:00-04,74,T01251,Casual,,,
526062,Closed,1787,2012-09-01 07:30:00-04,74,2012-09-01 07:59:00-04,74
526063,Closed,1792,2012-09-01 07:29:00-04,74,2012-09-01 07:59:00-04,74,T01169,Casual,,,
526064,Closed,596,2012-09-01 07:30:00-04,39,2012-09-01 07:40:00-04,14
526065,Closed,934,2012-09-01 07:31:00-04,76,2012-09-01 07:46:00-04,42
526066,Closed,752,2012-09-01 07:31:00-04,75,2012-09-01 07:44:00-04,36,T01183,Registered,02116,1980,Male
526067,Closed,613,2012-09-01 07:35:00-04,78,2012-09-01 07:45:00-04,74,T01401,Casual,,,
526068,Closed,367,2012-09-01 07:34:00-04,22,2012-09-01 07:40:00-04,31
526069,Closed,974,2012-09-01 07:34:00-04,54,2012-09-01 07:50:00-04,11
526070,Closed,198,2012-09-01 07:34:00-04,53,2012-09-01 07:37:00-04,52,T01314,Registered,02134,1984,Male
526071,Closed,776,2012-09-01 07:36:00-04,23,2012-09-01 07:49:00-04,68,T01420,Registered,02128,1985,Male
526072,Closed,361,2012-09-01 07:37:00-04,60,2012-09-01 07:43:00-04,23,T01110,Registered,02114,1970,Male
526073,Closed,766,2012-09-01 07:38:00-04,54,2012-09-01 07:51:00-04,33
526074,Closed,1088,2012-09-01 07:42:00-04,76,2012-09-01 08:00:00-04,35
526075,Closed,627,2012-09-01 07:44:00-04,16,2012-09-01 07:54:00-04,67,T01331,Registered,02067,1950,Male
526076,Closed,892,2012-09-01 07:44:00-04,52,2012-09-01 07:59:00-04,52
526077,Closed,466,2012-09-01 07:44:00-04,22,2012-09-01 07:52:00-04,60,T01190,Registered,02111,1971,Male
526078,Closed,284,2012-09-01 07:49:00-04,60,2012-09-01 07:54:00-04,50,T01104,Registered,02134,1972,Male
526079,Closed,546,2012-09-01 07:50:00-04,34,2012-09-01 07:59:00-04,16
526080,Closed,231,2012-09-01 07:53:00-04,58,2012-09-01 07:57:00-04,36,T01026,Registered,02115,1986,Male
526081,Closed,1331,2012-09-01 07:54:00-04,69,2012-09-01 08:16:00-04,42,T01447,Registered,02446,1986,Male
526082,Closed,19684,2012-09-01 07:57:00-04,11,2012-09-01 13:25:00-04,11
526083,Closed,291,2012-09-01 07:57:00-04,62,2012-09-01 08:01:00-04,32
526084,Closed,717,2012-09-01 07:59:00-04,58,2012-09-01 08:11:00-04,40
526085,Closed,713,2012-09-01 07:59:00-04,58,2012-09-01 08:11:00-04,40
526086,Closed,280,2012-09-01 08:00:00-04,33,2012-09-01 08:05:00-04,34
526087,Closed,703,2012-09-01 08:01:00-04,81,2012-09-01 08:13:00-04,20
526088,Closed,349,2012-09-01 08:02:00-04,3,2012-09-01 08:08:00-04,3,T01045,Registered,02215,1986,Male
526089,Closed,743,2012-09-01 08:03:00-04,41,2012-09-01 08:16:00-04,55
526090,Closed,260,2012-09-01 08:04:00-04,38,2012-09-01 08:08:00-04,6
526093,Closed,572,2012-09-01 08:07:00-04,5,2012-09-01 08:17:00-04,25,T01151,Registered,02118,1991,Male
526094,Closed,105,2012-09-01 08:07:00-04,36,2012-09-01 08:09:00-04,61,T01026,Registered,02115,1986,Male
526095,Closed,1110,2012-09-01 08:09:00-04,33,2012-09-01 08:27:00-04,63,T01442,Casual,,,
526096,Closed,456,2012-09-01 08:11:00-04,67,2012-09-01 08:19:00-04,53
526097,Closed,1098,2012-09-01 08:12:00-04,36,2012-09-01 08:30:00-04,17,T01183,Registered,02163,1986,Male
526098,Closed,1071,2012-09-01 08:12:00-04,36,2012-09-01 08:30:00-04,17
526099,Closed,4247,2012-09-01 08:17:00-04,73,2012-09-01 09:28:00-04,73,T01192,Casual,,,
526100,Closed,196,2012-09-01 08:16:00-04,43,2012-09-01 08:19:00-04,40
526101,Closed,4267,2012-09-01 08:17:00-04,73,2012-09-01 09:28:00-04,73,T01132,Casual,,,
526102,Closed,364,2012-09-01 08:18:00-04,57,2012-09-01 08:24:00-04,26
526103,Closed,513,2012-09-01 08:18:00-04,42,2012-09-01 08:27:00-04,6,T01447,Registered,02446,1986,Male
526104,Closed,1094,2012-09-01 08:21:00-04,76,2012-09-01 08:39:00-04,22
526105,Closed,446,2012-09-01 08:22:00-04,66,2012-09-01 08:29:00-04,41
526106,Closed,380,2012-09-01 08:22:00-04,66,2012-09-01 08:28:00-04,41
526107,Closed,429,2012-09-01 08:22:00-04,66,2012-09-01 08:29:00-04,41,T01328,Registered,02134,1984,Male
526108,Closed,1358,2012-09-01 08:26:00-04,60,2012-09-01 08:49:00-04,29
526109,Closed,467,2012-09-01 08:26:00-04,60,2012-09-01 08:34:00-04,35,T01190,Registered,02114,1987,Male
526110,Closed,360,2012-09-01 08:27:00-04,6,2012-09-01 08:33:00-04,47
526111,Closed,39885,2012-09-01 08:33:00-04,52,2012-09-01 19:37:00-04,52
526112,Closed,5286,2012-09-01 08:30:00-04,49,2012-09-01 09:58:00-04,49
526113,Closed,1167,2012-09-01 08:30:00-04,45,2012-09-01 08:49:00-04,45
526114,Closed,1193,2012-09-01 08:30:00-04,45,2012-09-01 08:50:00-04,45,T01325,Casual,,,
526115,Closed,329,2012-09-01 08:30:00-04,51,2012-09-01 08:36:00-04,56
526116,Closed,803,2012-09-01 08:31:00-04,22,2012-09-01 08:44:00-04,47
526117,Closed,502,2012-09-01 08:31:00-04,45,2012-09-01 08:39:00-04,41,T01432,Registered,02215,1989,Male
526118,Closed,821,2012-09-01 08:31:00-04,32,2012-09-01 08:45:00-04,16
526119,Closed,815,2012-09-01 08:32:00-04,32,2012-09-01 08:46:00-04,16
526120,Closed,584,2012-09-01 08:34:00-04,55,2012-09-01 08:44:00-04,13
526121,Closed,909,2012-09-01 08:35:00-04,30,2012-09-01 08:50:00-04,10,T01176,Casual,,,
526122,Closed,641,2012-09-01 08:35:00-04,76,2012-09-01 08:46:00-04,53
526123,Closed,675,2012-09-01 08:35:00-04,4,2012-09-01 08:46:00-04,43,T01400,Registered,02118,1967,Male
526124,Closed,20620,2012-09-01 08:35:00-04,39,2012-09-01 14:19:00-04,53,T01078,Registered,02118,1970,Male
526125,Closed,742,2012-09-01 08:35:00-04,85,2012-09-01 08:48:00-04,16
526126,Closed,1197,2012-09-01 08:38:00-04,35,2012-09-01 08:58:00-04,5
526127,Closed,371,2012-09-01 08:39:00-04,46,2012-09-01 08:45:00-04,3
526128,Closed,566,2012-09-01 08:40:00-04,61,2012-09-01 08:49:00-04,6,T01026,Registered,02115,1986,Male
526129,Closed,292,2012-09-01 08:41:00-04,84,2012-09-01 08:46:00-04,90,T01343,Casual,,,
526130,Closed,454,2012-09-01 08:41:00-04,12,2012-09-01 08:49:00-04,30
526131,Closed,783,2012-09-01 08:43:00-04,6,2012-09-01 08:56:00-04,52
526132,Closed,7778,2012-09-01 08:47:00-04,21,2012-09-01 10:57:00-04,21,T01310,Casual,,,
526133,Closed,7812,2012-09-01 08:47:00-04,21,2012-09-01 10:57:00-04,21,T01014,Casual,,,
526134,Closed,1338,2012-09-01 08:49:00-04,61,2012-09-01 09:11:00-04,20
526135,Closed,1397,2012-09-01 08:48:00-04,90,2012-09-01 09:11:00-04,84
526136,Closed,386,2012-09-01 08:49:00-04,86,2012-09-01 08:55:00-04,11,T01056,Casual,,,
526137,Closed,2105,2012-09-01 08:48:00-04,58,2012-09-01 09:23:00-04,18
526138,Closed,2080,2012-09-01 08:49:00-04,58,2012-09-01 09:23:00-04,18
526139,Closed,555,2012-09-01 08:49:00-04,42,2012-09-01 08:58:00-04,33
526140,Closed,1555,2012-09-01 08:51:00-04,61,2012-09-01 09:17:00-04,44
526141,Closed,739,2012-09-01 08:49:00-04,61,2012-09-01 09:02:00-04,22
526142,Closed,508,2012-09-01 08:54:00-04,19,2012-09-01 09:03:00-04,9
526143,Closed,1945,2012-09-01 08:50:00-04,49,2012-09-01 09:23:00-04,9
526144,Closed,1641,2012-09-01 08:56:00-04,66,2012-09-01 09:24:00-04,66
526145,Closed,85,2012-09-01 08:52:00-04,16,2012-09-01 08:53:00-04,36
526146,Closed,1868,2012-09-01 08:53:00-04,66,2012-09-01 09:24:00-04,66
526147,Closed,1019,2012-09-01 08:53:00-04,10,2012-09-01 09:10:00-04,18,T01176,Casual,,,
526149,Closed,1014,2012-09-01 08:55:00-04,42,2012-09-01 09:12:00-04,44
526150,Closed,652,2012-09-01 08:55:00-04,69,2012-09-01 09:06:00-04,14
526151,Closed,2749,2012-09-01 08:56:00-04,72,2012-09-01 09:42:00-04,74,T01248,Casual,,,
