id,status,duration,start_date,start_station,end_date,end_station
589644,Closed,351152,2012-09-20 14:28:00-04,22,2012-09-24 16:01:00-04,
598423,Closed,1323,2012-09-23 01:17:00-04,36,2012-09-23 01:39:00-04,62
598424,Closed,1275,2012-09-23 01:17:00-04,5,2012-09-23 01:38:00-04,31,T01157,Registered,02210,1984,Male
598425,Closed,1125,2012-09-23 01:17:00-04,72,2012-09-23 01:36:00-04,46
598426,Closed,864,2012-09-23 01:20:00-04,69,2012-09-23 01:34:00-04,68
598427,Closed,516,2012-09-23 01:20:00-04,53,2012-09-23 01:29:00-04,53
598428,Closed,514,2012-09-23 01:20:00-04,53,2012-09-23 01:29:00-04,53,T01200,Registered,02215,1993,Male
598429,Closed,376,2012-09-23 01:21:00-04,53,2012-09-23 01:27:00-04,53
598430,Closed,1826,2012-09-23 01:22:00-04,6,2012-09-23 01:52:00-04,71
598431,Closed,1085,2012-09-23 01:23:00-04,42,2012-09-23 01:41:00-04,98,T01022,Casual,,,
598432,Closed,600,2012-09-23 01:24:00-04,53,2012-09-23 01:34:00-04,52
598433,Closed,580,2012-09-23 01:24:00-04,53,2012-09-23 01:33:00-04,52,T01040,Registered,02127,1988,Male
598434,Closed,2608,2012-09-23 01:25:00-04,68,2012-09-23 02:08:00-04,74,T01206,Casual,,,
598436,Closed,426,2012-09-23 01:26:00-04,9,2012-09-23 01:33:00-04,33
598437,Closed,2630,2012-09-23 01:27:00-04,20,2012-09-23 02:11:00-04,33
598438,Closed,2585,2012-09-23 01:28:00-04,20,2012-09-23 02:11:00-04,33
598439,Closed,1511,2012-09-23 01:28:00-04,43,2012-09-23 01:53:00-04,85
598440,Closed,1216,2012-09-23 01:28:00-04,43,2012-09-23 01:48:00-04,53,T01141,Registered,02115,1986,Male
598441,Closed,570,2012-09-23 01:30:00-04,61,2012-09-23 01:39:00-04,75,T01047,Casual,,,
598442,Closed,672,2012-09-23 01:29:00-04,5,2012-09-23 01:40:00-04,30
598443,Closed,291,2012-09-23 01:29:00-04,52,2012-09-23 01:34:00-04,5
598444,Closed,973,2012-09-23 01:31:00-04,38,2012-09-23 01:47:00-04,80
598445,Closed,970,2012-09-23 01:31:00-04,38,2012-09-23 01:47:00-04,80
598447,Closed,372,2012-09-23 01:32:00-04,76,2012-09-23 01:38:00-04,67,T01278,Casual,,,
598450,Closed,414,2012-09-23 01:34:00-04,42,2012-09-23 01:41:00-04,49
598451,Closed,467,2012-09-23 01:33:00-04,47,2012-09-23 01:41:00-04,6
598452,Closed,515,2012-09-23 01:33:00-04,47,2012-09-23 01:41:00-04,6
598453,Closed,3842,2012-09-23 01:35:00-04,53,2012-09-23 02:39:00-04,43,T01200,Casual,,,
598454,Closed,3865,2012-09-23 01:34:00-04,53,2012-09-23 02:39:00-04,43
598455,Closed,539,2012-09-23 01:35:00-04,61,2012-09-23 01:44:00-04,81
598456,Closed,343,2012-09-23 01:35:00-04,42,2012-09-23 01:41:00-04,49
598457,Closed,3622,2012-09-23 01:38:00-04,48,2012-09-23 02:38:00-04,70
598458,Closed,388,2012-09-23 01:37:00-04,61,2012-09-23 01:43:00-04,81,T01106,Casual,,,
598459,Closed,2196,2012-09-23 01:35:00-04,80,2012-09-23 02:12:00-04,79
598460,Closed,3636,2012-09-23 01:38:00-04,48,2012-09-23 02:38:00-04,70
598464,Closed,290,2012-09-23 01:44:00-04,60,2012-09-23 01:49:00-04,42
598465,Closed,232,2012-09-23 01:45:00-04,74,2012-09-23 01:49:00-04,87
598466,Closed,776,2012-09-23 01:49:00-04,60,2012-09-23 02:02:00-04,16
598467,Closed,467,2012-09-23 01:48:00-04,19,2012-09-23 01:56:00-04,41
598470,Closed,499,2012-09-23 01:51:00-04,81,2012-09-23 01:59:00-04,25
598471,Closed,105,2012-09-23 01:51:00-04,80,2012-09-23 01:53:00-04,80
598472,Closed,475,2012-09-23 01:53:00-04,23,2012-09-23 02:01:00-04,94,T01328,Casual,,,
598474,Closed,419,2012-09-23 01:57:00-04,43,2012-09-23 02:04:00-04,47
598475,Closed,1129,2012-09-23 01:56:00-04,9,2012-09-23 02:15:00-04,60
598476,Closed,353,2012-09-23 01:58:00-04,43,2012-09-23 02:04:00-04,47,T01103,Casual,,,
598477,Closed,929,2012-09-23 01:57:00-04,67,2012-09-23 02:12:00-04,27
598478,Closed,1273,2012-09-23 01:58:00-04,23,2012-09-23 02:19:00-04,79,T01251,Casual,,,
598482,Closed,439,2012-09-23 01:59:00-04,9,2012-09-23 02:06:00-04,33
598484,Closed,912,2012-09-23 02:02:00-04,42,2012-09-23 02:17:00-04,45
598485,Closed,1650,2012-09-23 02:03:00-04,8,2012-09-23 02:30:00-04,9,T01255,Casual,,,
598486,Closed,1025,2012-09-23 02:03:00-04,76,2012-09-23 02:20:00-04,48,T01272,Registered,02110,1984,Male
598487,Closed,215,2012-09-23 02:04:00-04,20,2012-09-23 02:08:00-04,40,T01165,Registered,02111,1988,Male
598488,Closed,158,2012-09-23 02:05:00-04,22,2012-09-23 02:07:00-04,64
598489,Closed,817,2012-09-23 02:05:00-04,74,2012-09-23 02:18:00-04,79
598490,Closed,336,2012-09-23 02:05:00-04,57,2012-09-23 02:11:00-04,26
598491,Closed,756,2012-09-23 02:06:00-04,74,2012-09-23 02:18:00-04,79,T01025,Casual,,,
598492,Closed,677,2012-09-23 02:06:00-04,4,2012-09-23 02:17:00-04,53,T01365,Registered,02215,1957,Male
598493,Closed,1161,2012-09-23 02:09:00-04,88,2012-09-23 02:29:00-04,80,T01228,Casual,,,
598494,Closed,1165,2012-09-23 02:09:00-04,88,2012-09-23 02:29:00-04,80
598495,Closed,1663,2012-09-23 02:09:00-04,20,2012-09-23 02:36:00-04,93
598497,Closed,1167,2012-09-23 02:09:00-04,88,2012-09-23 02:29:00-04,80
598498,Closed,1150,2012-09-23 02:09:00-04,88,2012-09-23 02:29:00-04,80,T01343,Casual,,,
598499,Closed,1008,2012-09-23 02:09:00-04,6,2012-09-23 02:26:00-04,33
598500,Closed,973,2012-09-23 02:09:00-04,6,2012-09-23 02:26:00-04,33
598501,Closed,1089,2012-09-23 02:10:00-04,88,2012-09-23 02:29:00-04,80,T01091,Casual,,,
598502,Closed,950,2012-09-23 02:10:00-04,6,2012-09-23 02:26:00-04,33
598504,Closed,916,2012-09-23 02:12:00-04,55,2012-09-23 02:28:00-04,17,T01163,Registered,02163,1986,Male
598505,Closed,1789,2012-09-23 02:14:00-04,38,2012-09-23 02:43:00-04,36
598506,Closed,471,2012-09-23 02:14:00-04,21,2012-09-23 02:21:00-04,39
598507,Closed,1757,2012-09-23 02:14:00-04,38,2012-09-23 02:43:00-04,36
598508,Closed,1059,2012-09-23 02:14:00-04,43,2012-09-23 02:32:00-04,72,T01398,Registered,02142,1984,Male
598509,Closed,353,2012-09-23 02:15:00-04,46,2012-09-23 02:20:00-04,45,T01216,Registered,02215,1978,Male
598510,Closed,449,2012-09-23 02:14:00-04,21,2012-09-23 02:22:00-04,39
598511,Closed,1857,2012-09-23 02:15:00-04,76,2012-09-23 02:46:00-04,71
598512,Closed,395,2012-09-23 02:16:00-04,49,2012-09-23 02:23:00-04,58
598513,Closed,443,2012-09-23 02:16:00-04,49,2012-09-23 02:23:00-04,58
598514,Closed,1195,2012-09-23 02:17:00-04,6,2012-09-23 02:37:00-04,71,T01015,Casual,,,
598517,Closed,474,2012-09-23 02:19:00-04,81,2012-09-23 02:27:00-04,26
598518,Closed,472,2012-09-23 02:19:00-04,81,2012-09-23 02:27:00-04,26
598519,Closed,1137,2012-09-23 02:23:00-04,36,2012-09-23 02:42:00-04,98
598520,Closed,37955,2012-09-23 02:25:00-04,58,2012-09-23 12:57:00-04,47
598521,Closed,578,2012-09-23 02:24:00-04,46,2012-09-23 02:34:00-04,53,T01306,Registered,02215,1986,Male
598522,Closed,345,2012-09-23 02:25:00-04,36,2012-09-23 02:31:00-04,25,T01296,Registered,02127,1988,Male
598523,Closed,514,2012-09-23 02:30:00-04,81,2012-09-23 02:39:00-04,21,T01248,Casual,,,
598524,Closed,498,2012-09-23 02:29:00-04,33,2012-09-23 02:37:00-04,41
598525,Closed,366,2012-09-23 02:29:00-04,33,2012-09-23 02:35:00-04,67,T01316,Registered,02139,1993,Male
598526,Closed,501,2012-09-23 02:30:00-04,81,2012-09-23 02:39:00-04,21
598527,Closed,26983,2012-09-23 02:32:00-04,58,2012-09-23 10:02:00-04,76
598528,Closed,740,2012-09-23 02:33:00-04,67,2012-09-23 02:46:00-04,5
598529,Closed,853,2012-09-23 02:35:00-04,80,2012-09-23 02:49:00-04,36,T01091,Casual,,,
598530,Closed,922,2012-09-23 02:34:00-04,80,2012-09-23 02:50:00-04,36
598531,Closed,5,2012-09-23 02:32:00-04,25,2012-09-23 02:32:00-04,25,T01296,Registered,02127,1988,Male
598532,Closed,759,2012-09-23 02:33:00-04,67,2012-09-23 02:45:00-04,5,T01101,Casual,,,
598533,Closed,1572,2012-09-23 02:34:00-04,39,2012-09-23 03:00:00-04,18,T01277,Registered,02134,1985,Male
598534,Closed,848,2012-09-23 02:36:00-04,80,2012-09-23 02:50:00-04,36
598535,Closed,647,2012-09-23 02:35:00-04,67,2012-09-23 02:45:00-04,5
598536,Closed,846,2012-09-23 02:35:00-04,80,2012-09-23 02:50:00-04,36,T01343,Casual,,,
598537,Closed,792,2012-09-23 02:36:00-04,80,2012-09-23 02:50:00-04,36
598538,Closed,944,2012-09-23 02:38:00-04,33,2012-09-23 02:54:00-04,17
598539,Closed,902,2012-09-23 02:38:00-04,33,2012-09-23 02:53:00-04,17
598540,Closed,2102,2012-09-23 02:39:00-04,88,2012-09-23 03:14:00-04,71,T01011,Casual,,,
598541,Closed,2071,2012-09-23 02:40:00-04,88,2012-09-23 03:14:00-04,71
598543,Closed,298,2012-09-23 02:42:00-04,57,2012-09-23 02:47:00-04,27,T01147,Registered,02113,1959,Female
598544,Closed,336,2012-09-23 02:43:00-04,53,2012-09-23 02:49:00-04,58
598545,Closed,389,2012-09-23 02:44:00-04,89,2012-09-23 02:51:00-04,88,T01224,Registered,02139,1985,Male
598546,Closed,573,2012-09-23 02:45:00-04,75,2012-09-23 02:55:00-04,46
598547,Closed,1247,2012-09-23 02:46:00-04,47,2012-09-23 03:07:00-04,33,T01103,Registered,02215,1987,Male
598548,Closed,507,2012-09-23 02:49:00-04,32,2012-09-23 02:57:00-04,41
598549,Closed,438,2012-09-23 02:49:00-04,14,2012-09-23 02:56:00-04,5,T01295,Registered,02368,1991,Male
598550,Closed,1323,2012-09-23 02:53:00-04,49,2012-09-23 03:15:00-04,56
598551,Closed,456,2012-09-23 03:02:00-04,12,2012-09-23 03:09:00-04,30
598552,Closed,1838,2012-09-23 03:03:00-04,43,2012-09-23 03:33:00-04,29,T01200,Registered,02134,1991,Male
598553,Closed,341,2012-09-23 03:15:00-04,75,2012-09-23 03:21:00-04,95,T01050,Registered,02130,1985,Male
598555,Closed,868,2012-09-23 03:22:00-04,53,2012-09-23 03:36:00-04,53,T01306,Registered,02215,1993,Male
598556,Closed,368,2012-09-23 03:24:00-04,58,2012-09-23 03:30:00-04,61
598557,Closed,1538,2012-09-23 03:31:00-04,71,2012-09-23 03:57:00-04,66,T01015,Registered,02134,1985,Male
598559,Closed,1025,2012-09-23 03:36:00-04,33,2012-09-23 03:53:00-04,88
598560,Closed,618,2012-09-23 03:42:00-04,36,2012-09-23 03:53:00-04,59
598561,Closed,620,2012-09-23 03:42:00-04,36,2012-09-23 03:53:00-04,59,T01091,Casual,,,
598562,Closed,14470,2012-09-23 03:45:00-04,41,2012-09-23 07:46:00-04,10
598563,Closed,14448,2012-09-23 03:45:00-04,41,2012-09-23 07:46:00-04,10
598564,Closed,492,2012-09-23 03:45:00-04,5,2012-09-23 03:53:00-04,14
598565,Closed,634,2012-09-23 03:56:00-04,14,2012-09-23 04:06:00-04,5
598566,Closed,1182,2012-09-23 04:00:00-04,8,2012-09-23 04:19:00-04,54
598567,Closed,154,2012-09-23 04:00:00-04,47,2012-09-23 04:03:00-04,47
598568,Closed,4960,2012-09-23 04:28:00-04,10,2012-09-23 05:51:00-04,41
598569,Closed,4880,2012-09-23 04:30:00-04,10,2012-09-23 05:51:00-04,41
598570,Closed,673,2012-09-23 04:33:00-04,75,2012-09-23 04:44:00-04,19,T01047,Registered,02215,1983,Male
598571,Closed,1337,2012-09-23 04:38:00-04,66,2012-09-23 05:00:00-04,23,T01095,Casual,,,
598572,Closed,156,2012-09-23 04:40:00-04,57,2012-09-23 04:43:00-04,46
598573,Closed,467,2012-09-23 04:47:00-04,71,2012-09-23 04:55:00-04,74,T01291,Casual,,,
598574,Closed,1405,2012-09-23 05:22:00-04,48,2012-09-23 05:46:00-04,30
598575,Closed,495,2012-09-23 05:24:00-04,57,2012-09-23 05:32:00-04,30
598576,Closed,531,2012-09-23 05:39:00-04,38,2012-09-23 05:48:00-04,49,T01281,Casual,,,
598577,Closed,1059,2012-09-23 05:40:00-04,30,2012-09-23 05:58:00-04,23
598578,Closed,1221,2012-09-23 05:45:00-04,5,2012-09-23 06:05:00-04,23,T01295,Casual,,,
598579,Closed,1225,2012-09-23 05:45:00-04,5,2012-09-23 06:05:00-04,23
598580,Closed,1082,2012-09-23 05:47:00-04,5,2012-09-23 06:05:00-04,23
598581,Closed,970,2012-09-23 06:01:00-04,62,2012-09-23 06:17:00-04,60
598582,Closed,215,2012-09-23 06:06:00-04,40,2012-09-23 06:10:00-04,20,T01165,Registered,02113,1975,Female
598583,Closed,1157,2012-09-23 06:22:00-04,60,2012-09-23 06:41:00-04,11
598584,Closed,461,2012-09-23 06:28:00-04,54,2012-09-23 06:36:00-04,36
598585,Closed,750,2012-09-23 06:29:00-04,85,2012-09-23 06:42:00-04,54
598586,Closed,1320,2012-09-23 06:32:00-04,78,2012-09-23 06:54:00-04,22
598587,Closed,1317,2012-09-23 06:32:00-04,78,2012-09-23 06:54:00-04,22
598588,Closed,450,2012-09-23 06:40:00-04,53,2012-09-23 06:48:00-04,36,T01306,Registered,02115,1986,Female
598589,Closed,427,2012-09-23 06:46:00-04,26,2012-09-23 06:53:00-04,35
598590,Closed,190,2012-09-23 06:49:00-04,21,2012-09-23 06:52:00-04,61,T01248,Casual,,,
598591,Closed,7631,2012-09-23 06:51:00-04,4,2012-09-23 08:58:00-04,32
598592,Closed,1486,2012-09-23 06:55:00-04,61,2012-09-23 07:20:00-04,54
598593,Closed,1273,2012-09-23 06:58:00-04,95,2012-09-23 07:19:00-04,20,T01050,Registered,02139,1985,Male
598594,Closed,18318,2012-09-23 07:00:00-04,96,2012-09-23 12:05:00-04,23
598595,Closed,887,2012-09-23 07:02:00-04,48,2012-09-23 07:17:00-04,20,T01272,Casual,,,
598597,Closed,9245,2012-09-23 07:06:00-04,31,2012-09-23 09:40:00-04,23
598598,Closed,485,2012-09-23 07:09:00-04,93,2012-09-23 07:17:00-04,92
598599,Closed,1523,2012-09-23 07:09:00-04,18,2012-09-23 07:35:00-04,26,T01277,Registered,02134,1976,Male
598600,Closed,9031,2012-09-23 07:10:00-04,31,2012-09-23 09:40:00-04,23,T01432,Casual,,,
598601,Closed,15823,2012-09-23 07:10:00-04,49,2012-09-23 11:34:00-04,66
598602,Closed,481,2012-09-23 07:14:00-04,47,2012-09-23 07:23:00-04,90
598603,Closed,299,2012-09-23 07:16:00-04,21,2012-09-23 07:21:00-04,39
598604,Closed,6398,2012-09-23 07:17:00-04,16,2012-09-23 09:04:00-04,23
598605,Closed,1598,2012-09-23 07:22:00-04,20,2012-09-23 07:48:00-04,48,T01272,Casual,,,
598606,Closed,1560,2012-09-23 07:22:00-04,20,2012-09-23 07:48:00-04,48
598608,Closed,7616,2012-09-23 07:31:00-04,23,2012-09-23 09:38:00-04,23
598609,Closed,706,2012-09-23 07:33:00-04,35,2012-09-23 07:45:00-04,4
598610,Closed,4645,2012-09-23 07:37:00-04,66,2012-09-23 08:55:00-04,58
598611,Closed,366,2012-09-23 07:39:00-04,46,2012-09-23 07:45:00-04,50
598612,Closed,1003,2012-09-23 07:42:00-04,54,2012-09-23 07:59:00-04,13
598613,Closed,95,2012-09-23 07:43:00-04,44,2012-09-23 07:44:00-04,47
598614,Closed,17551,2012-09-23 07:44:00-04,36,2012-09-23 12:36:00-04,7
598615,Closed,324,2012-09-23 07:44:00-04,44,2012-09-23 07:49:00-04,23
598616,Closed,282,2012-09-23 07:45:00-04,44,2012-09-23 07:49:00-04,23,T01037,Registered,20912,1988,Male
598617,Closed,188,2012-09-23 07:46:00-04,62,2012-09-23 07:49:00-04,14,T01308,Registered,02462,1981,Male
598618,Closed,604,2012-09-23 07:47:00-04,32,2012-09-23 07:57:00-04,75
598620,Closed,727,2012-09-23 07:49:00-04,54,2012-09-23 08:01:00-04,85
598621,Closed,4470,2012-09-23 07:49:00-04,60,2012-09-23 09:03:00-04,23
598622,Closed,1114,2012-09-23 07:52:00-04,48,2012-09-23 08:11:00-04,48
598623,Closed,630,2012-09-23 07:52:00-04,41,2012-09-23 08:03:00-04,33,T01108,Casual,,,
598624,Closed,1111,2012-09-23 07:52:00-04,48,2012-09-23 08:11:00-04,48,T01272,Casual,,,
598626,Closed,1188,2012-09-23 07:52:00-04,77,2012-09-23 08:12:00-04,61,T01113,Registered,02143,1966,Male
598627,Closed,235,2012-09-23 07:52:00-04,53,2012-09-23 07:56:00-04,46
598628,Closed,2199,2012-09-23 07:56:00-04,60,2012-09-23 08:33:00-04,60
598629,Closed,2184,2012-09-23 07:56:00-04,60,2012-09-23 08:32:00-04,60,T01377,Casual,,,
598630,Closed,707,2012-09-23 07:55:00-04,16,2012-09-23 08:07:00-04,14
