id,status,duration,start_date,start_station,end_date,end_station
602278,Closed,91584,2012-09-24 09:17:00-04,9,2012-09-25 10:43:00-04,41,T01106,Casual,,,
604924,Closed,638,2012-09-25 05:26:00-04,98,2012-09-25 05:37:00-04,43,T01322,Registered,02129,1990,Male
604925,Closed,181,2012-09-25 05:31:00-04,25,2012-09-25 05:34:00-04,16
604928,Closed,488,2012-09-25 05:33:00-04,22,2012-09-25 05:41:00-04,50
604929,Closed,444,2012-09-25 05:33:00-04,46,2012-09-25 05:40:00-04,13
604930,Closed,683,2012-09-25 05:33:00-04,16,2012-09-25 05:44:00-04,75
604931,Closed,610,2012-09-25 05:35:00-04,53,2012-09-25 05:45:00-04,48
604932,Closed,404,2012-09-25 05:51:00-04,39,2012-09-25 05:58:00-04,16,T01233,Registered,02118,1982,Male
604933,Closed,760,2012-09-25 05:52:00-04,25,2012-09-25 06:05:00-04,11,T01006,Registered,02118,1980,Female
604934,Closed,827,2012-09-25 05:52:00-04,76,2012-09-25 06:06:00-04,5
604935,Closed,487,2012-09-25 05:54:00-04,36,2012-09-25 06:02:00-04,22,T01151,Registered,02116,1959,Male
604936,Closed,330,2012-09-25 06:00:00-04,4,2012-09-25 06:06:00-04,22
604937,Closed,312,2012-09-25 06:01:00-04,55,2012-09-25 06:06:00-04,19
604939,Closed,249,2012-09-25 06:02:00-04,58,2012-09-25 06:06:00-04,36
604940,Closed,594,2012-09-25 06:03:00-04,33,2012-09-25 06:13:00-04,41,T01450,Registered,02121,1972,Male
604941,Closed,393,2012-09-25 06:06:00-04,4,2012-09-25 06:13:00-04,48,T01150,Registered,02116,1982,Female
604942,Closed,498,2012-09-25 06:07:00-04,45,2012-09-25 06:15:00-04,25
604943,Closed,168,2012-09-25 06:08:00-04,47,2012-09-25 06:11:00-04,48
604944,Closed,281,2012-09-25 06:15:00-04,12,2012-09-25 06:20:00-04,3
604945,Closed,436,2012-09-25 06:15:00-04,60,2012-09-25 06:23:00-04,36,T01091,Registered,02114,1988,Female
604946,Closed,361,2012-09-25 06:16:00-04,46,2012-09-25 06:22:00-04,13
604947,Closed,365,2012-09-25 06:16:00-04,58,2012-09-25 06:22:00-04,48
604948,Closed,751,2012-09-25 06:17:00-04,25,2012-09-25 06:29:00-04,14
604949,Closed,222,2012-09-25 06:18:00-04,22,2012-09-25 06:21:00-04,20
604950,Closed,294,2012-09-25 06:19:00-04,95,2012-09-25 06:24:00-04,75,T01024,Registered,02143,1985,Male
604951,Closed,578,2012-09-25 06:21:00-04,38,2012-09-25 06:31:00-04,61
604952,Closed,259,2012-09-25 06:21:00-04,6,2012-09-25 06:25:00-04,48
604953,Closed,901,2012-09-25 06:22:00-04,38,2012-09-25 06:37:00-04,64,T01306,Registered,01944,1950,Male
604954,Closed,491,2012-09-25 06:22:00-04,38,2012-09-25 06:30:00-04,42
604955,Closed,933,2012-09-25 06:25:00-04,88,2012-09-25 06:40:00-04,46
604956,Closed,227,2012-09-25 06:26:00-04,16,2012-09-25 06:30:00-04,49,T01233,Registered,02465,1961,Male
604957,Closed,204,2012-09-25 06:27:00-04,22,2012-09-25 06:30:00-04,43,T01224,Registered,02111,1962,Male
604958,Closed,430,2012-09-25 06:27:00-04,38,2012-09-25 06:34:00-04,64
604959,Closed,306,2012-09-25 06:27:00-04,38,2012-09-25 06:33:00-04,43,T01291,Registered,01852,1978,Male
604960,Closed,280,2012-09-25 06:29:00-04,50,2012-09-25 06:34:00-04,52
604962,Closed,376,2012-09-25 06:30:00-04,22,2012-09-25 06:37:00-04,50,T01398,Registered,02338,1969,Male
604963,Closed,954,2012-09-25 06:32:00-04,38,2012-09-25 06:48:00-04,72
604964,Closed,2787,2012-09-25 06:31:00-04,95,2012-09-25 07:18:00-04,37,T01345,Registered,02141,1976,Male
604965,Closed,367,2012-09-25 06:32:00-04,38,2012-09-25 06:38:00-04,48,T01425,Registered,01938,1969,Male
604966,Closed,920,2012-09-25 06:32:00-04,25,2012-09-25 06:47:00-04,98
604967,Closed,425,2012-09-25 06:32:00-04,38,2012-09-25 06:39:00-04,22,T01323,Registered,01915,1985,Male
604968,Closed,437,2012-09-25 06:32:00-04,38,2012-09-25 06:40:00-04,64
604969,Closed,202,2012-09-25 06:33:00-04,43,2012-09-25 06:36:00-04,22,T01224,Registered,02043,1968,Male
604970,Closed,343,2012-09-25 06:33:00-04,58,2012-09-25 06:39:00-04,35
604971,Closed,295,2012-09-25 06:33:00-04,58,2012-09-25 06:38:00-04,35,T01219,Registered,02116,1989,Female
604972,Closed,469,2012-09-25 06:34:00-04,54,2012-09-25 06:42:00-04,65
604973,Closed,377,2012-09-25 06:36:00-04,54,2012-09-25 06:43:00-04,50
604974,Closed,671,2012-09-25 06:39:00-04,20,2012-09-25 06:51:00-04,84,T01332,Registered,02045,1966,Male
604975,Closed,1454,2012-09-25 06:40:00-04,86,2012-09-25 07:04:00-04,48,T01139,Registered,02445,1968,Male
604976,Closed,415,2012-09-25 06:40:00-04,60,2012-09-25 06:47:00-04,98,T01147,Registered,02129,1963,Male
604977,Closed,510,2012-09-25 06:40:00-04,53,2012-09-25 06:49:00-04,14,T01110,Registered,02115,1983,Male
604978,Closed,1011,2012-09-25 06:42:00-04,60,2012-09-25 06:59:00-04,9,T01099,Registered,02114,1984,Male
604979,Closed,141,2012-09-25 06:43:00-04,3,2012-09-25 06:45:00-04,11
604980,Closed,389,2012-09-25 06:43:00-04,22,2012-09-25 06:50:00-04,50,T01369,Registered,02043,1970,Male
604981,Closed,360,2012-09-25 06:44:00-04,58,2012-09-25 06:50:00-04,61,T01228,Registered,02116,1977,Female
604982,Closed,340,2012-09-25 06:45:00-04,58,2012-09-25 06:50:00-04,61,T01104,Registered,02116,1977,Male
604983,Closed,374,2012-09-25 06:45:00-04,53,2012-09-25 06:51:00-04,5,T01113,Registered,02215,1962,Male
604984,Closed,206,2012-09-25 06:47:00-04,47,2012-09-25 06:50:00-04,48
604985,Closed,449,2012-09-25 06:47:00-04,38,2012-09-25 06:55:00-04,64,T01371,Registered,02478,1990,Male
604986,Closed,268,2012-09-25 06:47:00-04,22,2012-09-25 06:52:00-04,43,T01224,Registered,01760,1974,Female
604987,Closed,1128,2012-09-25 06:48:00-04,38,2012-09-25 07:07:00-04,3,T01433,Registered,01460,1966,Male
604988,Closed,1153,2012-09-25 06:49:00-04,38,2012-09-25 07:08:00-04,5
604989,Closed,421,2012-09-25 06:50:00-04,4,2012-09-25 06:57:00-04,22,T01330,Registered,02116,1974,Male
604990,Closed,1085,2012-09-25 06:52:00-04,76,2012-09-25 07:10:00-04,13,T01298,Casual,,,
604991,Closed,914,2012-09-25 06:52:00-04,4,2012-09-25 07:07:00-04,47
604992,Closed,1472,2012-09-25 06:52:00-04,96,2012-09-25 07:17:00-04,35
604993,Closed,361,2012-09-25 06:53:00-04,4,2012-09-25 06:59:00-04,22,T01235,Registered,02118,1967,Male
604994,Closed,925,2012-09-25 06:54:00-04,46,2012-09-25 07:09:00-04,84
604995,Closed,280,2012-09-25 06:55:00-04,6,2012-09-25 06:59:00-04,48,T01160,Registered,02114,1983,Male
604996,Closed,393,2012-09-25 06:55:00-04,52,2012-09-25 07:01:00-04,50
604997,Closed,259,2012-09-25 06:56:00-04,16,2012-09-25 07:01:00-04,57
604998,Closed,238,2012-09-25 06:57:00-04,50,2012-09-25 07:00:00-04,16,T01398,Registered,03037,1953,Male
604999,Closed,336,2012-09-25 06:57:00-04,68,2012-09-25 07:02:00-04,67
605000,Closed,205,2012-09-25 06:58:00-04,26,2012-09-25 07:01:00-04,16
605001,Closed,348,2012-09-25 07:00:00-04,22,2012-09-25 07:06:00-04,31,T01323,Registered,02169,1961,Male
605002,Closed,478,2012-09-25 07:00:00-04,22,2012-09-25 07:08:00-04,42
605003,Closed,225,2012-09-25 07:00:00-04,38,2012-09-25 07:04:00-04,44
605004,Closed,766,2012-09-25 07:01:00-04,13,2012-09-25 07:14:00-04,30
605005,Closed,328,2012-09-25 07:02:00-04,38,2012-09-25 07:08:00-04,43
605006,Closed,1080,2012-09-25 07:03:00-04,38,2012-09-25 07:21:00-04,91,T01272,Registered,01915,1953,Male
605007,Closed,743,2012-09-25 07:03:00-04,38,2012-09-25 07:16:00-04,7
605008,Closed,676,2012-09-25 07:03:00-04,60,2012-09-25 07:15:00-04,36
605009,Closed,336,2012-09-25 07:04:00-04,60,2012-09-25 07:10:00-04,42
605010,Closed,349,2012-09-25 07:04:00-04,98,2012-09-25 07:10:00-04,38
605011,Closed,566,2012-09-25 07:06:00-04,47,2012-09-25 07:15:00-04,22
605012,Closed,286,2012-09-25 07:06:00-04,7,2012-09-25 07:11:00-04,43
605013,Closed,493,2012-09-25 07:07:00-04,45,2012-09-25 07:15:00-04,36
605014,Closed,249,2012-09-25 07:07:00-04,15,2012-09-25 07:11:00-04,29
605015,Closed,377,2012-09-25 07:07:00-04,39,2012-09-25 07:13:00-04,50,T01269,Registered,02118,1975,Male
605016,Closed,326,2012-09-25 07:07:00-04,40,2012-09-25 07:13:00-04,48
605017,Closed,842,2012-09-25 07:08:00-04,16,2012-09-25 07:22:00-04,80,T01329,Registered,02056,1961,Male
605018,Closed,1324,2012-09-25 07:09:00-04,86,2012-09-25 07:31:00-04,42
605019,Closed,335,2012-09-25 07:09:00-04,38,2012-09-25 07:14:00-04,43
605021,Closed,326,2012-09-25 07:10:00-04,38,2012-09-25 07:15:00-04,35
605022,Closed,629,2012-09-25 07:10:00-04,66,2012-09-25 07:21:00-04,10
605023,Closed,276,2012-09-25 07:10:00-04,57,2012-09-25 07:15:00-04,16
605024,Closed,712,2012-09-25 07:10:00-04,4,2012-09-25 07:22:00-04,64
605025,Closed,241,2012-09-25 07:12:00-04,40,2012-09-25 07:16:00-04,43,T01295,Registered,02109,1974,Male
605026,Closed,214,2012-09-25 07:13:00-04,87,2012-09-25 07:16:00-04,74
605027,Closed,825,2012-09-25 07:13:00-04,8,2012-09-25 07:27:00-04,11
605028,Closed,542,2012-09-25 07:14:00-04,66,2012-09-25 07:23:00-04,62
605029,Closed,328,2012-09-25 07:14:00-04,88,2012-09-25 07:20:00-04,68
605030,Closed,443,2012-09-25 07:14:00-04,26,2012-09-25 07:21:00-04,35
605031,Closed,277,2012-09-25 07:14:00-04,6,2012-09-25 07:19:00-04,48
605032,Closed,1474,2012-09-25 07:15:00-04,88,2012-09-25 07:39:00-04,11
605033,Closed,332,2012-09-25 07:15:00-04,50,2012-09-25 07:20:00-04,48
605034,Closed,1093,2012-09-25 07:15:00-04,53,2012-09-25 07:33:00-04,38
605035,Closed,238,2012-09-25 07:15:00-04,22,2012-09-25 07:19:00-04,43
605036,Closed,368,2012-09-25 07:16:00-04,36,2012-09-25 07:22:00-04,48
605037,Closed,132,2012-09-25 07:16:00-04,21,2012-09-25 07:18:00-04,52
605038,Closed,585,2012-09-25 07:16:00-04,25,2012-09-25 07:26:00-04,3
605039,Closed,1206,2012-09-25 07:17:00-04,46,2012-09-25 07:37:00-04,22,T01144,Registered,02169,1988,Female
605040,Closed,564,2012-09-25 07:17:00-04,38,2012-09-25 07:26:00-04,90
605041,Closed,669,2012-09-25 07:17:00-04,12,2012-09-25 07:28:00-04,80,T01192,Registered,02067,1957,Male
605042,Closed,869,2012-09-25 07:17:00-04,82,2012-09-25 07:32:00-04,37
605043,Closed,1161,2012-09-25 07:18:00-04,13,2012-09-25 07:37:00-04,92,T01298,Casual,,,
605044,Closed,362,2012-09-25 07:17:00-04,40,2012-09-25 07:24:00-04,22
605045,Closed,381,2012-09-25 07:18:00-04,57,2012-09-25 07:24:00-04,26
605046,Closed,181,2012-09-25 07:19:00-04,16,2012-09-25 07:22:00-04,25
605047,Closed,1103,2012-09-25 07:20:00-04,36,2012-09-25 07:38:00-04,17
605048,Closed,271,2012-09-25 07:21:00-04,22,2012-09-25 07:25:00-04,20
605049,Closed,857,2012-09-25 07:21:00-04,60,2012-09-25 07:35:00-04,10
605050,Closed,195,2012-09-25 07:21:00-04,38,2012-09-25 07:25:00-04,44
605051,Closed,553,2012-09-25 07:23:00-04,88,2012-09-25 07:32:00-04,90
605052,Closed,308,2012-09-25 07:22:00-04,19,2012-09-25 07:27:00-04,55,T01276,Registered,02215,1983,Male
605053,Closed,102,2012-09-25 07:23:00-04,35,2012-09-25 07:25:00-04,48,T01219,Registered,02205,1983,Male
605054,Closed,428,2012-09-25 07:23:00-04,42,2012-09-25 07:30:00-04,48
605055,Closed,451,2012-09-25 07:23:00-04,78,2012-09-25 07:31:00-04,68,T01132,Registered,02143,1991,Male
605056,Closed,688,2012-09-25 07:24:00-04,38,2012-09-25 07:35:00-04,22
605058,Closed,518,2012-09-25 07:24:00-04,38,2012-09-25 07:33:00-04,50
605059,Closed,708,2012-09-25 07:24:00-04,38,2012-09-25 07:36:00-04,22,T01285,Registered,01824,1951,Male
605060,Closed,795,2012-09-25 07:25:00-04,38,2012-09-25 07:38:00-04,31
605061,Closed,592,2012-09-25 07:25:00-04,38,2012-09-25 07:35:00-04,24,T01348,Registered,01930,1963,Male
605062,Closed,713,2012-09-25 07:25:00-04,40,2012-09-25 07:37:00-04,31
605063,Closed,1260,2012-09-25 07:25:00-04,71,2012-09-25 07:47:00-04,6
605064,Closed,948,2012-09-25 07:26:00-04,72,2012-09-25 07:42:00-04,74
605065,Closed,618,2012-09-25 07:26:00-04,38,2012-09-25 07:37:00-04,64
605066,Closed,495,2012-09-25 07:26:00-04,25,2012-09-25 07:35:00-04,45
605067,Closed,1779,2012-09-25 07:27:00-04,86,2012-09-25 07:56:00-04,23
605068,Closed,796,2012-09-25 07:27:00-04,57,2012-09-25 07:40:00-04,22,T01443,Registered,02111,1978,Male
605069,Closed,1429,2012-09-25 07:27:00-04,72,2012-09-25 07:51:00-04,41
605072,Closed,556,2012-09-25 07:28:00-04,94,2012-09-25 07:38:00-04,44
605073,Closed,266,2012-09-25 07:28:00-04,20,2012-09-25 07:33:00-04,22,T01335,Registered,02152,1979,Male
605074,Closed,201,2012-09-25 07:28:00-04,39,2012-09-25 07:32:00-04,13
605075,Closed,1661,2012-09-25 07:29:00-04,18,2012-09-25 07:56:00-04,26
605076,Closed,734,2012-09-25 07:29:00-04,22,2012-09-25 07:41:00-04,39,T01235,Registered,02332,1950,Male
605077,Closed,393,2012-09-25 07:29:00-04,38,2012-09-25 07:35:00-04,48,T01315,Registered,01867,1962,Male
605080,Closed,719,2012-09-25 07:29:00-04,57,2012-09-25 07:41:00-04,22
605081,Closed,775,2012-09-25 07:29:00-04,25,2012-09-25 07:42:00-04,60
605082,Closed,837,2012-09-25 07:29:00-04,76,2012-09-25 07:43:00-04,42,T01075,Registered,02139,1983,Male
605083,Closed,664,2012-09-25 07:29:00-04,75,2012-09-25 07:40:00-04,84
605084,Closed,1491,2012-09-25 07:30:00-04,22,2012-09-25 07:55:00-04,72
605085,Closed,1039,2012-09-25 07:30:00-04,38,2012-09-25 07:47:00-04,75
605087,Closed,677,2012-09-25 07:30:00-04,33,2012-09-25 07:42:00-04,80
605088,Closed,1089,2012-09-25 07:31:00-04,33,2012-09-25 07:49:00-04,48
605090,Closed,762,2012-09-25 07:31:00-04,68,2012-09-25 07:44:00-04,49,T01127,Registered,02139,1984,Male
605091,Closed,1275,2012-09-25 07:32:00-04,6,2012-09-25 07:53:00-04,14,T01446,Registered,02114,1978,Male
605092,Closed,1188,2012-09-25 07:32:00-04,41,2012-09-25 07:52:00-04,74,T01326,Registered,02138,1975,Male
605093,Closed,843,2012-09-25 07:32:00-04,16,2012-09-25 07:46:00-04,43
605094,Closed,616,2012-09-25 07:32:00-04,52,2012-09-25 07:42:00-04,35
605095,Closed,947,2012-09-25 07:33:00-04,16,2012-09-25 07:49:00-04,67
605096,Closed,517,2012-09-25 07:33:00-04,54,2012-09-25 07:41:00-04,21
605097,Closed,541,2012-09-25 07:33:00-04,42,2012-09-25 07:42:00-04,23
605098,Closed,1243,2012-09-25 07:33:00-04,47,2012-09-25 07:54:00-04,36
605099,Closed,172,2012-09-25 07:34:00-04,22,2012-09-25 07:37:00-04,64,T01151,Registered,02144,1984,Male
605101,Closed,386,2012-09-25 07:34:00-04,58,2012-09-25 07:41:00-04,35
605102,Closed,662,2012-09-25 07:34:00-04,53,2012-09-25 07:45:00-04,23
605103,Closed,121,2012-09-25 07:34:00-04,22,2012-09-25 07:36:00-04,64,T01335,Registered,02138,1974,Male
605104,Closed,601,2012-09-25 07:34:00-04,43,2012-09-25 07:44:00-04,50
605105,Closed,734,2012-09-25 07:34:00-04,94,2012-09-25 07:47:00-04,64
605106,Closed,206,2012-09-25 07:34:00-04,40,2012-09-25 07:38:00-04,20
605107,Closed,377,2012-09-25 07:35:00-04,46,2012-09-25 07:42:00-04,39
605108,Closed,258,2012-09-25 07:35:00-04,43,2012-09-25 07:40:00-04,23,T01224,Registered,02043,1970,Male
605109,Closed,606,2012-09-25 07:36:00-04,86,2012-09-25 07:46:00-04,33
605110,Closed,587,2012-09-25 07:36:00-04,46,2012-09-25 07:46:00-04,30
605111,Closed,590,2012-09-25 07:36:00-04,36,2012-09-25 07:46:00-04,45,T01091,Registered,02215,1977,Female
605112,Closed,935,2012-09-25 07:37:00-04,84,2012-09-25 07:52:00-04,5,T01332,Casual,,,
605113,Closed,459,2012-09-25 07:37:00-04,47,2012-09-25 07:44:00-04,60
605114,Closed,984,2012-09-25 07:37:00-04,26,2012-09-25 07:53:00-04,30,T01405,Registered,02118,1968,Male
605115,Closed,741,2012-09-25 07:37:00-04,45,2012-09-25 07:49:00-04,35
605116,Closed,173,2012-09-25 07:37:00-04,33,2012-09-25 07:40:00-04,10,T01175,Registered,02215,1987,Male
605118,Closed,803,2012-09-25 07:38:00-04,38,2012-09-25 07:51:00-04,42,T01071,Registered,01720,1966,Male
605119,Closed,256,2012-09-25 07:38:00-04,47,2012-09-25 07:42:00-04,35
605120,Closed,291,2012-09-25 07:38:00-04,40,2012-09-25 07:43:00-04,48,T01279,Registered,02109,1985,Female
605122,Closed,630,2012-09-25 07:38:00-04,36,2012-09-25 07:49:00-04,80
605123,Closed,544,2012-09-25 07:38:00-04,38,2012-09-25 07:48:00-04,43,T01342,Registered,02478,1963,Male
605124,Closed,319,2012-09-25 07:39:00-04,22,2012-09-25 07:44:00-04,49
605125,Closed,314,2012-09-25 07:39:00-04,38,2012-09-25 07:44:00-04,98
605126,Closed,653,2012-09-25 07:39:00-04,38,2012-09-25 07:50:00-04,42,T01138,Registered,02748,1976,Male
605127,Closed,899,2012-09-25 07:39:00-04,60,2012-09-25 07:54:00-04,63
605128,Closed,893,2012-09-25 07:40:00-04,22,2012-09-25 07:54:00-04,84
605129,Closed,480,2012-09-25 07:40:00-04,25,2012-09-25 07:48:00-04,22
605130,Closed,108,2012-09-25 07:40:00-04,24,2012-09-25 07:42:00-04,64,T01348,Registered,01890,1978,Male
605131,Closed,624,2012-09-25 07:41:00-04,6,2012-09-25 07:51:00-04,91
605132,Closed,332,2012-09-25 07:41:00-04,55,2012-09-25 07:47:00-04,67,T01276,Registered,02215,1991,Male
605133,Closed,600,2012-09-25 07:42:00-04,50,2012-09-25 07:52:00-04,31,T01369,Registered,02210,1982,Male
605134,Closed,277,2012-09-25 07:42:00-04,40,2012-09-25 07:47:00-04,48
605135,Closed,637,2012-09-25 07:43:00-04,16,2012-09-25 07:53:00-04,11
605136,Closed,1045,2012-09-25 07:43:00-04,16,2012-09-25 08:00:00-04,62
605137,Closed,1250,2012-09-25 07:43:00-04,66,2012-09-25 08:04:00-04,22,T01146,Registered,02135,1989,Male
605138,Closed,899,2012-09-25 07:43:00-04,40,2012-09-25 07:58:00-04,50
605140,Closed,573,2012-09-25 07:43:00-04,40,2012-09-25 07:53:00-04,31
605141,Closed,841,2012-09-25 07:43:00-04,16,2012-09-25 07:57:00-04,38
605142,Closed,468,2012-09-25 07:44:00-04,22,2012-09-25 07:51:00-04,50,T01443,Registered,02025,1970,Male
605143,Closed,208,2012-09-25 07:44:00-04,16,2012-09-25 07:48:00-04,26
605144,Closed,646,2012-09-25 07:44:00-04,39,2012-09-25 07:55:00-04,48
605145,Closed,443,2012-09-25 07:44:00-04,26,2012-09-25 07:52:00-04,35,T01231,Registered,01950,1978,Male
605146,Closed,415,2012-09-25 07:45:00-04,40,2012-09-25 07:52:00-04,64
605147,Closed,428,2012-09-25 07:45:00-04,22,2012-09-25 07:52:00-04,58
605148,Closed,297,2012-09-25 07:45:00-04,44,2012-09-25 07:50:00-04,22
605149,Closed,724,2012-09-25 07:45:00-04,46,2012-09-25 07:58:00-04,9,T01038,Registered,02132,1949,Male
605150,Closed,662,2012-09-25 07:46:00-04,22,2012-09-25 07:57:00-04,4
605151,Closed,544,2012-09-25 07:46:00-04,68,2012-09-25 07:55:00-04,72,T01165,Registered,02139,1981,Male
605152,Closed,695,2012-09-25 07:46:00-04,39,2012-09-25 07:58:00-04,35
605153,Closed,867,2012-09-25 07:46:00-04,21,2012-09-25 08:01:00-04,64
605154,Closed,580,2012-09-25 07:46:00-04,46,2012-09-25 07:56:00-04,91
605155,Closed,539,2012-09-25 07:47:00-04,40,2012-09-25 07:56:00-04,64
605156,Closed,372,2012-09-25 07:47:00-04,16,2012-09-25 07:53:00-04,54
605157,Closed,491,2012-09-25 07:47:00-04,48,2012-09-25 07:55:00-04,31
605158,Closed,1026,2012-09-25 07:47:00-04,26,2012-09-25 08:04:00-04,72
605159,Closed,373,2012-09-25 07:47:00-04,38,2012-09-25 07:53:00-04,54,T01431,Registered,02112,1976,Male
605160,Closed,483,2012-09-25 07:47:00-04,4,2012-09-25 07:55:00-04,23
605161,Closed,916,2012-09-25 07:47:00-04,20,2012-09-25 08:03:00-04,36,T01007,Registered,02045,1972,Female
605162,Closed,867,2012-09-25 07:48:00-04,16,2012-09-25 08:02:00-04,14,T01131,Registered,02116,1980,Male
605163,Closed,840,2012-09-25 07:48:00-04,16,2012-09-25 08:02:00-04,14
605164,Closed,986,2012-09-25 07:48:00-04,20,2012-09-25 08:04:00-04,57
605165,Closed,314,2012-09-25 07:48:00-04,57,2012-09-25 07:53:00-04,13
605166,Closed,1083,2012-09-25 07:49:00-04,6,2012-09-25 08:07:00-04,74,T01069,Registered,02128,1985,Male
605167,Closed,325,2012-09-25 07:49:00-04,87,2012-09-25 07:54:00-04,17,T01163,Registered,02138,1986,Female
605168,Closed,256,2012-09-25 07:49:00-04,40,2012-09-25 07:53:00-04,43,T01347,Registered,02109,1970,Male
605169,Closed,882,2012-09-25 07:50:00-04,19,2012-09-25 08:04:00-04,80
605171,Closed,268,2012-09-25 07:50:00-04,40,2012-09-25 07:54:00-04,44,T01308,Registered,02109,1966,Male
605172,Closed,385,2012-09-25 07:50:00-04,20,2012-09-25 07:56:00-04,31
605174,Closed,348,2012-09-25 07:50:00-04,61,2012-09-25 07:55:00-04,33,T01104,Registered,02762,1970,Male
605175,Closed,258,2012-09-25 07:50:00-04,39,2012-09-25 07:54:00-04,21
605176,Closed,903,2012-09-25 07:50:00-04,38,2012-09-25 08:05:00-04,42,T01047,Registered,03051,1956,Male
605177,Closed,421,2012-09-25 07:50:00-04,38,2012-09-25 07:57:00-04,43
605178,Closed,1006,2012-09-25 07:50:00-04,38,2012-09-25 08:07:00-04,55
605179,Closed,638,2012-09-25 07:50:00-04,25,2012-09-25 08:01:00-04,46,T01408,Registered,02118,1972,Male
605180,Closed,442,2012-09-25 07:50:00-04,38,2012-09-25 07:58:00-04,48
605181,Closed,396,2012-09-25 07:50:00-04,25,2012-09-25 07:57:00-04,46
605182,Closed,254,2012-09-25 07:51:00-04,7,2012-09-25 07:55:00-04,43
605183,Closed,1033,2012-09-25 07:51:00-04,38,2012-09-25 08:08:00-04,80
605184,Closed,713,2012-09-25 07:51:00-04,16,2012-09-25 08:03:00-04,68
605185,Closed,402,2012-09-25 07:51:00-04,76,2012-09-25 07:58:00-04,17
605186,Closed,816,2012-09-25 07:51:00-04,16,2012-09-25 08:05:00-04,34,T01167,Registered,02806,1962,Male
