id,status,duration,start_date,start_station,end_date,end_station
552948,Closed,327,2012-09-10 08:51:00-04,44,2012-09-10 08:57:00-04,22
552949,Closed,216,2012-09-10 08:52:00-04,64,2012-09-10 08:56:00-04,31,T01432,Registered,02038,1958,Male
552950,Closed,867,2012-09-10 08:52:00-04,74,2012-09-10 09:07:00-04,9
552951,Closed,759,2012-09-10 08:52:00-04,22,2012-09-10 09:05:00-04,38
552952,Closed,1832,2012-09-10 08:52:00-04,69,2012-09-10 09:23:00-04,22
552953,Closed,2014,2012-09-10 08:52:00-04,69,2012-09-10 09:26:00-04,20
552954,Closed,480,2012-09-10 08:52:00-04,44,2012-09-10 09:00:00-04,22
552955,Closed,448,2012-09-10 08:53:00-04,44,2012-09-10 09:00:00-04,60
552957,Closed,693,2012-09-10 08:53:00-04,51,2012-09-10 09:05:00-04,11,T01352,Registered,02118,1968,Male
552962,Closed,202,2012-09-10 08:53:00-04,31,2012-09-10 08:57:00-04,64
552963,Closed,390,2012-09-10 08:54:00-04,20,2012-09-10 09:00:00-04,64
552965,Closed,386,2012-09-10 08:54:00-04,22,2012-09-10 09:00:00-04,44
552966,Closed,515,2012-09-10 08:54:00-04,6,2012-09-10 09:02:00-04,64
552967,Closed,768,2012-09-10 08:54:00-04,75,2012-09-10 09:07:00-04,49,T01360,Registered,02139,1967,Male
552968,Closed,484,2012-09-10 08:54:00-04,69,2012-09-10 09:02:00-04,9,T01244,Registered,02446,1983,Male
552970,Closed,303,2012-09-10 08:54:00-04,43,2012-09-10 08:59:00-04,31
552971,Closed,685,2012-09-10 08:55:00-04,22,2012-09-10 09:06:00-04,42,T01097,Registered,02025,1962,Male
552972,Closed,7,2012-09-10 08:55:00-04,81,2012-09-10 08:55:00-04,81
552973,Closed,519,2012-09-10 08:55:00-04,22,2012-09-10 09:03:00-04,23,T01141,Registered,02062,1961,Female
552974,Closed,259,2012-09-10 08:55:00-04,81,2012-09-10 09:00:00-04,23,T01137,Registered,02445,1977,Male
552975,Closed,607,2012-09-10 08:55:00-04,22,2012-09-10 09:06:00-04,38,T01334,Registered,02061,1978,Male
552976,Closed,759,2012-09-10 08:56:00-04,52,2012-09-10 09:09:00-04,11
552977,Closed,379,2012-09-10 08:56:00-04,50,2012-09-10 09:03:00-04,48
552978,Closed,1062,2012-09-10 08:57:00-04,75,2012-09-10 09:15:00-04,89
552979,Closed,451,2012-09-10 08:57:00-04,59,2012-09-10 09:05:00-04,38
552980,Closed,271,2012-09-10 08:57:00-04,48,2012-09-10 09:02:00-04,24
552981,Closed,661,2012-09-10 08:58:00-04,62,2012-09-10 09:09:00-04,12
552982,Closed,194,2012-09-10 08:58:00-04,62,2012-09-10 09:01:00-04,11,T01200,Registered,02459,1954,Male
552983,Closed,2224,2012-09-10 08:58:00-04,60,2012-09-10 09:35:00-04,68
552984,Closed,723,2012-09-10 08:59:00-04,23,2012-09-10 09:11:00-04,21
552987,Closed,558,2012-09-10 08:59:00-04,41,2012-09-10 09:08:00-04,33,T01269,Registered,02446,1986,Male
552988,Closed,186,2012-09-10 08:59:00-04,16,2012-09-10 09:02:00-04,21,T01190,Registered,02364,1978,Male
552989,Closed,776,2012-09-10 09:00:00-04,45,2012-09-10 09:13:00-04,54
552990,Closed,1395,2012-09-10 09:00:00-04,86,2012-09-10 09:23:00-04,91,T01281,Registered,02466,1964,Male
552991,Closed,25698,2012-09-10 09:01:00-04,75,2012-09-10 16:10:00-04,88
552992,Closed,716,2012-09-10 09:00:00-04,75,2012-09-10 09:12:00-04,84
552993,Closed,181,2012-09-10 09:01:00-04,27,2012-09-10 09:04:00-04,12,T01249,Registered,02120,1991,Male
552994,Closed,1028,2012-09-10 09:01:00-04,16,2012-09-10 09:18:00-04,86
552995,Closed,551,2012-09-10 09:01:00-04,32,2012-09-10 09:10:00-04,9
552996,Closed,1099,2012-09-10 09:01:00-04,60,2012-09-10 09:19:00-04,9
552997,Closed,275,2012-09-10 09:01:00-04,68,2012-09-10 09:06:00-04,67,T01242,Registered,02139,1981,Male
552998,Closed,1487,2012-09-10 09:03:00-04,79,2012-09-10 09:28:00-04,91
553000,Closed,531,2012-09-10 09:02:00-04,88,2012-09-10 09:11:00-04,73
553001,Closed,924,2012-09-10 09:02:00-04,6,2012-09-10 09:17:00-04,67
553003,Closed,19,2012-09-10 09:03:00-04,81,2012-09-10 09:03:00-04,81
553005,Closed,308,2012-09-10 09:03:00-04,44,2012-09-10 09:08:00-04,64,T01009,Registered,02155,1973,Male
553006,Closed,84,2012-09-10 09:03:00-04,20,2012-09-10 09:04:00-04,43
553007,Closed,644,2012-09-10 09:03:00-04,81,2012-09-10 09:14:00-04,31
553008,Closed,306,2012-09-10 09:03:00-04,43,2012-09-10 09:09:00-04,59,T01121,Registered,02109,1987,Male
553009,Closed,657,2012-09-10 09:03:00-04,91,2012-09-10 09:14:00-04,46,T01433,Registered,02115,1952,Male
553010,Closed,747,2012-09-10 09:04:00-04,65,2012-09-10 09:17:00-04,44,T01079,Casual,,,
553011,Closed,988,2012-09-10 09:04:00-04,75,2012-09-10 09:20:00-04,50
553012,Closed,377,2012-09-10 09:04:00-04,18,2012-09-10 09:10:00-04,73
553013,Closed,896,2012-09-10 09:04:00-04,67,2012-09-10 09:19:00-04,49
553014,Closed,745,2012-09-10 09:05:00-04,63,2012-09-10 09:17:00-04,44
553015,Closed,597,2012-09-10 09:06:00-04,12,2012-09-10 09:16:00-04,19,T01249,Registered,02494,1975,Male
553017,Closed,603,2012-09-10 09:07:00-04,74,2012-09-10 09:17:00-04,17,T01095,Casual,,,
553019,Closed,371,2012-09-10 09:07:00-04,23,2012-09-10 09:13:00-04,42,T01388,Registered,01810,1978,Male
553020,Closed,535,2012-09-10 09:07:00-04,22,2012-09-10 09:16:00-04,40
553021,Closed,793,2012-09-10 09:07:00-04,38,2012-09-10 09:20:00-04,50
553022,Closed,722,2012-09-10 09:07:00-04,6,2012-09-10 09:19:00-04,61
553023,Closed,1384,2012-09-10 09:07:00-04,59,2012-09-10 09:30:00-04,10
553024,Closed,884,2012-09-10 09:08:00-04,85,2012-09-10 09:22:00-04,13
553025,Closed,930,2012-09-10 09:08:00-04,34,2012-09-10 09:23:00-04,44,T01099,Registered,02118,1987,Male
553026,Closed,642,2012-09-10 09:08:00-04,66,2012-09-10 09:19:00-04,10
553027,Closed,370,2012-09-10 09:08:00-04,6,2012-09-10 09:14:00-04,43,T01429,Registered,02114,1978,Male
553028,Closed,1399,2012-09-10 09:09:00-04,71,2012-09-10 09:32:00-04,60,T01408,Casual,,,
553030,Closed,1347,2012-09-10 09:10:00-04,71,2012-09-10 09:32:00-04,60,T01143,Casual,,,
553031,Closed,489,2012-09-10 09:09:00-04,59,2012-09-10 09:17:00-04,4
553032,Closed,372,2012-09-10 09:09:00-04,44,2012-09-10 09:15:00-04,22
553034,Closed,1465,2012-09-10 09:09:00-04,6,2012-09-10 09:34:00-04,74,T01091,Registered,02114,1982,Male
553035,Closed,228,2012-09-10 09:10:00-04,43,2012-09-10 09:14:00-04,22
553038,Closed,225,2012-09-10 09:10:00-04,8,2012-09-10 09:14:00-04,37
553039,Closed,517,2012-09-10 09:11:00-04,45,2012-09-10 09:20:00-04,62,T01295,Registered,02215,1976,Female
553040,Closed,509,2012-09-10 09:11:00-04,69,2012-09-10 09:20:00-04,11
553041,Closed,465,2012-09-10 09:11:00-04,45,2012-09-10 09:19:00-04,21,T01248,Registered,02199,1988,Male
553044,Closed,241,2012-09-10 09:12:00-04,24,2012-09-10 09:16:00-04,43
553045,Closed,366,2012-09-10 09:12:00-04,22,2012-09-10 09:18:00-04,40
553046,Closed,884,2012-09-10 09:13:00-04,52,2012-09-10 09:27:00-04,84
553047,Closed,422,2012-09-10 09:13:00-04,61,2012-09-10 09:20:00-04,49,T01233,Registered,02116,1983,Male
553049,Closed,332,2012-09-10 09:13:00-04,22,2012-09-10 09:19:00-04,42,T01350,Registered,02111,1975,Male
553051,Closed,652,2012-09-10 09:13:00-04,75,2012-09-10 09:24:00-04,21
553053,Closed,316,2012-09-10 09:14:00-04,7,2012-09-10 09:19:00-04,43,T01012,Registered,01908,1958,Female
553054,Closed,256,2012-09-10 09:14:00-04,12,2012-09-10 09:18:00-04,27
553055,Closed,381,2012-09-10 09:14:00-04,26,2012-09-10 09:20:00-04,59,T01316,Registered,02118,1984,Male
553056,Closed,182,2012-09-10 09:14:00-04,43,2012-09-10 09:17:00-04,64,T01448,Registered,02110,1982,Male
553058,Closed,503,2012-09-10 09:14:00-04,38,2012-09-10 09:23:00-04,72,T01334,Registered,01824,1977,Male
553059,Closed,642,2012-09-10 09:14:00-04,63,2012-09-10 09:25:00-04,43
553060,Closed,504,2012-09-10 09:15:00-04,44,2012-09-10 09:23:00-04,31
553061,Closed,1173,2012-09-10 09:15:00-04,90,2012-09-10 09:34:00-04,16
553062,Closed,266,2012-09-10 09:15:00-04,44,2012-09-10 09:19:00-04,59
553063,Closed,848,2012-09-10 09:15:00-04,6,2012-09-10 09:29:00-04,24
553064,Closed,351,2012-09-10 09:15:00-04,91,2012-09-10 09:21:00-04,90,T01273,Registered,02139,1986,Male
553065,Closed,1053,2012-09-10 09:16:00-04,23,2012-09-10 09:33:00-04,25
553066,Closed,1356,2012-09-10 09:16:00-04,34,2012-09-10 09:39:00-04,72
553067,Closed,150,2012-09-10 09:16:00-04,22,2012-09-10 09:19:00-04,64
553068,Closed,566,2012-09-10 09:17:00-04,12,2012-09-10 09:27:00-04,14
553069,Closed,330,2012-09-10 09:18:00-04,72,2012-09-10 09:23:00-04,67
553070,Closed,1570,2012-09-10 09:18:00-04,73,2012-09-10 09:44:00-04,14
553071,Closed,347,2012-09-10 09:18:00-04,55,2012-09-10 09:24:00-04,45,T01344,Registered,02139,1967,Female
553072,Closed,424,2012-09-10 09:18:00-04,46,2012-09-10 09:25:00-04,16
553073,Closed,1400,2012-09-10 09:19:00-04,69,2012-09-10 09:43:00-04,88
553074,Closed,401,2012-09-10 09:20:00-04,15,2012-09-10 09:26:00-04,17
553075,Closed,1289,2012-09-10 09:20:00-04,91,2012-09-10 09:42:00-04,89,T01036,Casual,,,
553076,Closed,7,2012-09-10 09:21:00-04,63,2012-09-10 09:21:00-04,63
553077,Closed,687,2012-09-10 09:21:00-04,46,2012-09-10 09:33:00-04,42
553078,Closed,320,2012-09-10 09:21:00-04,35,2012-09-10 09:26:00-04,64,T01331,Registered,03062,1988,Male
553079,Closed,698,2012-09-10 09:22:00-04,59,2012-09-10 09:34:00-04,61,T01316,Registered,02111,1976,Male
553080,Closed,1089,2012-09-10 09:23:00-04,23,2012-09-10 09:41:00-04,74
553083,Closed,567,2012-09-10 09:24:00-04,75,2012-09-10 09:33:00-04,67
553084,Closed,369,2012-09-10 09:24:00-04,4,2012-09-10 09:30:00-04,59
553085,Closed,330,2012-09-10 09:24:00-04,43,2012-09-10 09:30:00-04,22
553086,Closed,285,2012-09-10 09:24:00-04,43,2012-09-10 09:29:00-04,23
553087,Closed,1219,2012-09-10 09:24:00-04,78,2012-09-10 09:45:00-04,22
553088,Closed,817,2012-09-10 09:25:00-04,66,2012-09-10 09:39:00-04,14,T01234,Casual,,,
553089,Closed,494,2012-09-10 09:25:00-04,35,2012-09-10 09:33:00-04,40
553090,Closed,124,2012-09-10 09:25:00-04,46,2012-09-10 09:27:00-04,21,T01161,Registered,02301,1977,Male
553091,Closed,800,2012-09-10 09:25:00-04,50,2012-09-10 09:38:00-04,68
553092,Closed,754,2012-09-10 09:25:00-04,33,2012-09-10 09:38:00-04,35,T01437,Registered,02118,1973,Male
553093,Closed,170,2012-09-10 09:26:00-04,62,2012-09-10 09:29:00-04,14
553095,Closed,712,2012-09-10 09:26:00-04,86,2012-09-10 09:38:00-04,9
553096,Closed,857,2012-09-10 09:26:00-04,38,2012-09-10 09:40:00-04,35
553097,Closed,413,2012-09-10 09:27:00-04,70,2012-09-10 09:34:00-04,75,T01050,Registered,02446,1978,Male
553098,Closed,565,2012-09-10 09:27:00-04,22,2012-09-10 09:36:00-04,16
553099,Closed,611,2012-09-10 09:28:00-04,55,2012-09-10 09:38:00-04,75
553100,Closed,721,2012-09-10 09:32:00-04,49,2012-09-10 09:44:00-04,61,T01233,Casual,,,
553101,Closed,399,2012-09-10 09:29:00-04,75,2012-09-10 09:36:00-04,53
553102,Closed,894,2012-09-10 09:29:00-04,51,2012-09-10 09:44:00-04,14
553103,Closed,760,2012-09-10 09:29:00-04,35,2012-09-10 09:42:00-04,13
553104,Closed,1281,2012-09-10 09:30:00-04,49,2012-09-10 09:52:00-04,14,T01330,Registered,02130,1981,Male
553105,Closed,800,2012-09-10 09:31:00-04,33,2012-09-10 09:44:00-04,22,T01269,Registered,02118,1982,Female
553107,Closed,342,2012-09-10 09:32:00-04,40,2012-09-10 09:38:00-04,22
553108,Closed,850,2012-09-10 09:32:00-04,75,2012-09-10 09:46:00-04,51,T01159,Registered,01776,1987,Male
553109,Closed,702,2012-09-10 09:32:00-04,16,2012-09-10 09:44:00-04,10
553110,Closed,1168,2012-09-10 09:33:00-04,40,2012-09-10 09:53:00-04,40
553111,Closed,1529,2012-09-10 09:37:00-04,41,2012-09-10 10:02:00-04,74
553112,Closed,219,2012-09-10 09:35:00-04,59,2012-09-10 09:39:00-04,49
553113,Closed,1557,2012-09-10 09:37:00-04,41,2012-09-10 10:03:00-04,74
553114,Closed,711,2012-09-10 09:36:00-04,16,2012-09-10 09:47:00-04,60
553115,Closed,1582,2012-09-10 09:37:00-04,41,2012-09-10 10:03:00-04,74,T01104,Casual,,,
553116,Closed,823,2012-09-10 09:37:00-04,68,2012-09-10 09:51:00-04,17
553117,Closed,849,2012-09-10 09:38:00-04,38,2012-09-10 09:52:00-04,22
553118,Closed,257,2012-09-10 09:38:00-04,25,2012-09-10 09:42:00-04,16
553119,Closed,348,2012-09-10 09:38:00-04,14,2012-09-10 09:44:00-04,62
553120,Closed,1439,2012-09-10 09:39:00-04,66,2012-09-10 10:03:00-04,7
553122,Closed,424,2012-09-10 09:40:00-04,22,2012-09-10 09:47:00-04,50
553123,Closed,206,2012-09-10 09:29:00-04,24,2012-09-10 09:33:00-04,43,T01192,Registered,02453,1976,Male
553124,Closed,1128,2012-09-10 09:40:00-04,35,2012-09-10 09:59:00-04,50
553125,Closed,266,2012-09-10 09:40:00-04,20,2012-09-10 09:45:00-04,24
553126,Closed,295,2012-09-10 09:41:00-04,9,2012-09-10 09:46:00-04,10,T01067,Registered,02215,1994,Male
553127,Closed,506,2012-09-10 09:42:00-04,64,2012-09-10 09:50:00-04,40,T01331,Registered,02140,1967,Female
553128,Closed,365,2012-09-10 09:43:00-04,31,2012-09-10 09:49:00-04,35,T01069,Registered,02210,1988,Male
553130,Closed,342,2012-09-10 09:43:00-04,31,2012-09-10 09:49:00-04,35,T01128,Registered,02110,1988,Male
553131,Closed,1140,2012-09-10 09:44:00-04,50,2012-09-10 10:03:00-04,75
553132,Closed,1149,2012-09-10 09:44:00-04,50,2012-09-10 10:03:00-04,75,T01228,Casual,,,
553133,Closed,364,2012-09-10 09:44:00-04,81,2012-09-10 09:50:00-04,6
553134,Closed,458,2012-09-10 09:44:00-04,41,2012-09-10 09:52:00-04,10,T01256,Registered,02215,1991,Male
553135,Closed,642,2012-09-10 09:45:00-04,85,2012-09-10 09:55:00-04,31
553136,Closed,472,2012-09-10 09:46:00-04,5,2012-09-10 09:53:00-04,10,T01291,Registered,02115,1994,Male
553137,Closed,1734,2012-09-10 09:46:00-04,9,2012-09-10 10:15:00-04,26
553138,Closed,5405,2012-09-10 09:47:00-04,13,2012-09-10 11:17:00-04,57,T01180,Registered,02118,1954,Female
553139,Closed,633,2012-09-10 09:47:00-04,40,2012-09-10 09:58:00-04,43
553140,Closed,817,2012-09-10 09:47:00-04,41,2012-09-10 10:01:00-04,5
553141,Closed,568,2012-09-10 09:48:00-04,46,2012-09-10 09:57:00-04,14
553142,Closed,649,2012-09-10 09:49:00-04,58,2012-09-10 10:00:00-04,43
553143,Closed,567,2012-09-10 09:49:00-04,89,2012-09-10 09:59:00-04,74,T01036,Casual,,,
553144,Closed,1010,2012-09-10 09:49:00-04,90,2012-09-10 10:06:00-04,70
553145,Closed,322,2012-09-10 09:50:00-04,22,2012-09-10 09:55:00-04,20
553146,Closed,490,2012-09-10 09:50:00-04,49,2012-09-10 09:58:00-04,43
553147,Closed,680,2012-09-10 09:51:00-04,19,2012-09-10 10:02:00-04,67,T01312,Casual,,,
553148,Closed,1004,2012-09-10 09:50:00-04,19,2012-09-10 10:07:00-04,70,T01446,Registered,02215,1975,Female
553149,Closed,672,2012-09-10 09:51:00-04,44,2012-09-10 10:02:00-04,39
553150,Closed,1458,2012-09-10 09:51:00-04,8,2012-09-10 10:15:00-04,16,T01006,Registered,02134,1983,Male
553151,Closed,258,2012-09-10 09:51:00-04,7,2012-09-10 09:55:00-04,43
553152,Closed,813,2012-09-10 09:51:00-04,52,2012-09-10 10:05:00-04,54
553153,Closed,514,2012-09-10 09:51:00-04,46,2012-09-10 10:00:00-04,3
553154,Closed,732,2012-09-10 09:52:00-04,72,2012-09-10 10:04:00-04,59,T01127,Registered,02141,1971,Male
553155,Closed,400,2012-09-10 09:52:00-04,22,2012-09-10 09:59:00-04,49,T01144,Registered,02050,1972,Female
553156,Closed,385,2012-09-10 09:54:00-04,60,2012-09-10 10:00:00-04,50,T01408,Registered,02474,1972,Male
553157,Closed,593,2012-09-10 09:54:00-04,7,2012-09-10 10:04:00-04,22,T01022,Registered,02453,1975,Male
553158,Closed,1453,2012-09-10 09:56:00-04,78,2012-09-10 10:20:00-04,74,T01332,Casual,,,
553159,Closed,331,2012-09-10 09:55:00-04,43,2012-09-10 10:00:00-04,22,T01429,Registered,02127,1976,Male
553160,Closed,754,2012-09-10 09:55:00-04,85,2012-09-10 10:08:00-04,50,T01373,Registered,02127,1984,Female
553161,Closed,313,2012-09-10 09:55:00-04,17,2012-09-10 10:01:00-04,70,T01095,Registered,02163,1984,Male
553162,Closed,981,2012-09-10 09:56:00-04,11,2012-09-10 10:12:00-04,11,T01352,Registered,02139,1982,Male
553163,Closed,141,2012-09-10 09:56:00-04,62,2012-09-10 09:58:00-04,14,T01295,Registered,02468,1966,Male
553164,Closed,584,2012-09-10 09:56:00-04,22,2012-09-10 10:06:00-04,38
553165,Closed,282,2012-09-10 09:56:00-04,10,2012-09-10 10:01:00-04,9,T01067,Registered,02169,1990,Female
553166,Closed,200,2012-09-10 09:57:00-04,6,2012-09-10 10:00:00-04,38,T01057,Registered,02108,1984,Female
553167,Closed,352,2012-09-10 09:57:00-04,55,2012-09-10 10:03:00-04,3,T01212,Registered,02115,1976,Male
553168,Closed,353,2012-09-10 09:58:00-04,34,2012-09-10 10:04:00-04,55
553170,Closed,488,2012-09-10 09:58:00-04,38,2012-09-10 10:06:00-04,24,T01328,Registered,01907,1970,Male
553172,Closed,381,2012-09-10 09:59:00-04,81,2012-09-10 10:05:00-04,50
553174,Closed,963,2012-09-10 09:59:00-04,38,2012-09-10 10:15:00-04,55
553175,Closed,1412,2012-09-10 09:59:00-04,43,2012-09-10 10:23:00-04,68
553176,Closed,212,2012-09-10 09:59:00-04,50,2012-09-10 10:03:00-04,49
553177,Closed,864,2012-09-10 10:00:00-04,29,2012-09-10 10:15:00-04,10
553178,Closed,8999,2012-09-10 10:02:00-04,22,2012-09-10 12:32:00-04,39
553179,Closed,166,2012-09-10 10:02:00-04,67,2012-09-10 10:04:00-04,53
553180,Closed,563,2012-09-10 10:03:00-04,46,2012-09-10 10:12:00-04,80
553181,Closed,166,2012-09-10 10:05:00-04,81,2012-09-10 10:08:00-04,35
553182,Closed,319,2012-09-10 10:06:00-04,89,2012-09-10 10:11:00-04,73
553183,Closed,702,2012-09-10 10:06:00-04,45,2012-09-10 10:18:00-04,49,T01344,Casual,,,
553184,Closed,149,2012-09-10 10:06:00-04,27,2012-09-10 10:09:00-04,12
553185,Closed,805,2012-09-10 10:06:00-04,17,2012-09-10 10:20:00-04,32
553186,Closed,925,2012-09-10 10:07:00-04,35,2012-09-10 10:23:00-04,59
553187,Closed,939,2012-09-10 10:07:00-04,17,2012-09-10 10:22:00-04,72
553188,Closed,320,2012-09-10 10:09:00-04,22,2012-09-10 10:14:00-04,47
553189,Closed,525,2012-09-10 10:10:00-04,88,2012-09-10 10:19:00-04,80
553190,Closed,937,2012-09-10 10:11:00-04,38,2012-09-10 10:27:00-04,33,T01057,Registered,02113,1984,Female
553191,Closed,527,2012-09-10 10:11:00-04,46,2012-09-10 10:20:00-04,14,T01400,Registered,02215,1979,Male
553192,Closed,290,2012-09-10 10:12:00-04,45,2012-09-10 10:16:00-04,55
553193,Closed,301,2012-09-10 10:12:00-04,16,2012-09-10 10:17:00-04,26
553194,Closed,294,2012-09-10 10:13:00-04,16,2012-09-10 10:18:00-04,26
553195,Closed,214,2012-09-10 10:13:00-04,27,2012-09-10 10:16:00-04,12
553196,Closed,1418,2012-09-10 10:14:00-04,10,2012-09-10 10:38:00-04,10
553197,Closed,377,2012-09-10 10:15:00-04,86,2012-09-10 10:21:00-04,30
553198,Closed,243,2012-09-10 10:16:00-04,11,2012-09-10 10:20:00-04,3,T01352,Registered,02135,1969,Female
553199,Closed,550,2012-09-10 10:17:00-04,26,2012-09-10 10:27:00-04,12
553200,Closed,821,2012-09-10 10:18:00-04,10,2012-09-10 10:31:00-04,54,T01445,Registered,02134,1983,Female
553201,Closed,520,2012-09-10 10:18:00-04,60,2012-09-10 10:26:00-04,35
553202,Closed,830,2012-09-10 10:18:00-04,78,2012-09-10 10:32:00-04,38
553203,Closed,732,2012-09-10 10:19:00-04,16,2012-09-10 10:31:00-04,10,T01006,Registered,02118,1988,Male
553204,Closed,224,2012-09-10 10:19:00-04,59,2012-09-10 10:22:00-04,64
553205,Closed,191,2012-09-10 10:19:00-04,35,2012-09-10 10:23:00-04,54
553206,Closed,378,2012-09-10 10:20:00-04,21,2012-09-10 10:27:00-04,45
553207,Closed,288,2012-09-10 10:20:00-04,55,2012-09-10 10:25:00-04,57
553208,Closed,555,2012-09-10 10:21:00-04,75,2012-09-10 10:31:00-04,46,T01050,Registered,02139,1982,Male
553209,Closed,698,2012-09-10 10:22:00-04,45,2012-09-10 10:33:00-04,80
553210,Closed,303,2012-09-10 10:22:00-04,22,2012-09-10 10:27:00-04,43,T01339,Casual,,,
553211,Closed,717,2012-09-10 10:22:00-04,22,2012-09-10 10:34:00-04,40
553213,Closed,1228,2012-09-10 10:22:00-04,38,2012-09-10 10:43:00-04,69,T01431,Registered,01944,1972,Male
553214,Closed,884,2012-09-10 10:23:00-04,38,2012-09-10 10:37:00-04,25
553215,Closed,707,2012-09-10 10:25:00-04,14,2012-09-10 10:37:00-04,80
553216,Closed,996,2012-09-10 10:26:00-04,59,2012-09-10 10:43:00-04,57
553217,Closed,545,2012-09-10 10:27:00-04,22,2012-09-10 10:36:00-04,44
553219,Closed,4222,2012-09-10 10:33:00-04,38,2012-09-10 11:44:00-04,38
553220,Closed,366,2012-09-10 10:29:00-04,47,2012-09-10 10:35:00-04,22,T01232,Registered,02113,1986,Male
553221,Closed,463,2012-09-10 10:29:00-04,17,2012-09-10 10:37:00-04,70
553222,Closed,192,2012-09-10 10:30:00-04,14,2012-09-10 10:33:00-04,32,T01330,Registered,02215,1979,Male
553223,Closed,680,2012-09-10 10:30:00-04,33,2012-09-10 10:41:00-04,80,T01057,Registered,02215,1991,Male
553224,Closed,663,2012-09-10 10:30:00-04,10,2012-09-10 10:41:00-04,66,T01256,Registered,02215,1991,Male
553225,Closed,4193,2012-09-10 10:33:00-04,38,2012-09-10 11:43:00-04,38
553226,Closed,4159,2012-09-10 10:33:00-04,38,2012-09-10 11:43:00-04,38,T01094,Casual,,,
553227,Closed,367,2012-09-10 10:36:00-04,22,2012-09-10 10:42:00-04,26
553228,Closed,329,2012-09-10 10:36:00-04,53,2012-09-10 10:42:00-04,80
553231,Closed,229,2012-09-10 10:38:00-04,5,2012-09-10 10:41:00-04,21,T01311,Registered,02215,1982,Male
553232,Closed,402,2012-09-10 10:38:00-04,27,2012-09-10 10:45:00-04,32,T01285,Registered,02379,1985,Male
553233,Closed,970,2012-09-10 10:39:00-04,40,2012-09-10 10:55:00-04,42
553234,Closed,940,2012-09-10 10:40:00-04,18,2012-09-10 10:55:00-04,55
553235,Closed,342,2012-09-10 10:40:00-04,33,2012-09-10 10:46:00-04,9,T01184,Registered,02215,1987,Male
553236,Closed,417,2012-09-10 10:41:00-04,33,2012-09-10 10:48:00-04,62,T01323,Registered,02113,1984,Female
553237,Closed,932,2012-09-10 10:43:00-04,65,2012-09-10 10:58:00-04,54,T01310,Casual,,,
553238,Closed,2701,2012-09-10 10:47:00-04,49,2012-09-10 11:32:00-04,74,T01144,Casual,,,
553239,Closed,443,2012-09-10 10:45:00-04,38,2012-09-10 10:53:00-04,40
553240,Closed,704,2012-09-10 10:46:00-04,59,2012-09-10 10:58:00-04,40,T01127,Registered,02171,,Male
553242,Closed,666,2012-09-10 10:46:00-04,42,2012-09-10 10:57:00-04,33
553243,Closed,586,2012-09-10 10:50:00-04,42,2012-09-10 11:00:00-04,61
553244,Closed,1462,2012-09-10 10:48:00-04,60,2012-09-10 11:12:00-04,21,T01110,Casual,,,
553245,Closed,513,2012-09-10 10:50:00-04,42,2012-09-10 10:58:00-04,61,T01450,Casual,,,
553246,Closed,454,2012-09-10 10:48:00-04,53,2012-09-10 10:55:00-04,80
553247,Closed,443,2012-09-10 10:49:00-04,22,2012-09-10 10:57:00-04,40,T01429,Casual,,,
553248,Closed,527,2012-09-10 10:49:00-04,63,2012-09-10 10:58:00-04,20,T01266,Registered,02205,1965,Female
553250,Closed,1073,2012-09-10 10:51:00-04,38,2012-09-10 11:09:00-04,20
553254,Closed,566,2012-09-10 10:51:00-04,75,2012-09-10 11:00:00-04,74
553255,Closed,2055,2012-09-10 10:51:00-04,38,2012-09-10 11:26:00-04,21
553257,Closed,3701,2012-09-10 10:52:00-04,85,2012-09-10 11:54:00-04,76
553258,Closed,300,2012-09-10 10:54:00-04,50,2012-09-10 10:59:00-04,81
553259,Closed,1145,2012-09-10 10:53:00-04,8,2012-09-10 11:13:00-04,14
553260,Closed,606,2012-09-10 10:54:00-04,80,2012-09-10 11:04:00-04,53
553262,Closed,902,2012-09-10 10:54:00-04,33,2012-09-10 11:09:00-04,48
553263,Closed,895,2012-09-10 10:55:00-04,67,2012-09-10 11:09:00-04,74,T01122,Casual,,,
553264,Closed,165,2012-09-10 10:54:00-04,22,2012-09-10 10:57:00-04,64
553265,Closed,503,2012-09-10 10:55:00-04,46,2012-09-10 11:03:00-04,10,T01050,Registered,02135,1991,Male
553266,Closed,1510,2012-09-10 10:56:00-04,21,2012-09-10 11:21:00-04,60
553267,Closed,1455,2012-09-10 10:56:00-04,87,2012-09-10 11:21:00-04,84
553268,Closed,1484,2012-09-10 10:57:00-04,21,2012-09-10 11:21:00-04,60,T01278,Casual,,,
553269,Closed,264,2012-09-10 10:57:00-04,10,2012-09-10 11:01:00-04,33
553270,Closed,348,2012-09-10 10:57:00-04,80,2012-09-10 11:03:00-04,76
553271,Closed,3108,2012-09-10 10:59:00-04,6,2012-09-10 11:50:00-04,49
553273,Closed,333,2012-09-10 10:57:00-04,50,2012-09-10 11:03:00-04,61
553274,Closed,702,2012-09-10 10:58:00-04,49,2012-09-10 11:09:00-04,5,T01344,Casual,,,
553275,Closed,588,2012-09-10 10:58:00-04,21,2012-09-10 11:08:00-04,30,T01161,Registered,02215,1982,Male
553276,Closed,944,2012-09-10 10:58:00-04,74,2012-09-10 11:14:00-04,90,T01306,Registered,02138,1990,Male
553277,Closed,1715,2012-09-10 10:59:00-04,65,2012-09-10 11:28:00-04,61
