id,status,duration,start_date,start_station,end_date,end_station
558336,Closed,49118,2012-09-11 18:12:00-04,59,2012-09-12 07:50:00-04,4,T01388,Registered,02118,1976,Male
558583,Closed,334397,2012-09-11 18:52:00-04,12,2012-09-15 15:45:00-04,84,T01223,Casual,,,
558941,Closed,43604,2012-09-11 20:27:00-04,22,2012-09-12 08:34:00-04,22
559206,Closed,38081,2012-09-11 22:35:00-04,34,2012-09-12 09:09:00-04,13
559232,Closed,123847,2012-09-11 22:43:00-04,91,2012-09-13 09:07:00-04,
559272,Closed,48144,2012-09-11 23:16:00-04,46,2012-09-12 12:38:00-04,39
559273,Closed,48106,2012-09-11 23:16:00-04,46,2012-09-12 12:38:00-04,39,T01176,Casual,,,
559286,Closed,34853,2012-09-11 23:26:00-04,44,2012-09-12 09:07:00-04,39
559295,Closed,1156,2012-09-11 23:41:00-04,40,2012-09-12 00:01:00-04,4
559299,Closed,2245,2012-09-11 23:48:00-04,34,2012-09-12 00:25:00-04,16,T01143,Casual,,,
559300,Closed,1656,2012-09-11 23:48:00-04,34,2012-09-12 00:16:00-04,4
559301,Closed,973,2012-09-11 23:50:00-04,4,2012-09-12 00:06:00-04,75
559304,Closed,1422,2012-09-11 23:53:00-04,34,2012-09-12 00:17:00-04,6,T01159,Casual,,,
559305,Closed,1258,2012-09-11 23:56:00-04,34,2012-09-12 00:17:00-04,6,T01271,Casual,,,
559306,Closed,1721,2012-09-11 23:54:00-04,44,2012-09-12 00:22:00-04,66
559307,Closed,1238,2012-09-11 23:57:00-04,34,2012-09-12 00:17:00-04,6
559308,Closed,1193,2012-09-11 23:57:00-04,34,2012-09-12 00:17:00-04,6
559309,Closed,667,2012-09-11 23:57:00-04,60,2012-09-12 00:09:00-04,40,T01078,Registered,02109,1984,Male
559311,Closed,462,2012-09-12 00:02:00-04,73,2012-09-12 00:10:00-04,15
559312,Closed,358,2012-09-12 00:13:00-04,47,2012-09-12 00:19:00-04,98,T01324,Registered,02129,1960,Male
559313,Closed,1164,2012-09-12 00:13:00-04,19,2012-09-12 00:33:00-04,79
559314,Closed,368,2012-09-12 00:15:00-04,46,2012-09-12 00:21:00-04,16
559315,Closed,359,2012-09-12 00:15:00-04,46,2012-09-12 00:21:00-04,16,T01009,Casual,,,
559316,Closed,1263,2012-09-12 00:17:00-04,29,2012-09-12 00:38:00-04,6
559317,Closed,226,2012-09-12 00:19:00-04,6,2012-09-12 00:23:00-04,20,T01228,Casual,,,
559318,Closed,457,2012-09-12 00:19:00-04,22,2012-09-12 00:27:00-04,47
559319,Closed,321,2012-09-12 00:21:00-04,45,2012-09-12 00:26:00-04,5
559321,Closed,924,2012-09-12 00:28:00-04,97,2012-09-12 00:43:00-04,53
559322,Closed,919,2012-09-12 00:28:00-04,97,2012-09-12 00:43:00-04,53
559323,Closed,777,2012-09-12 00:28:00-04,97,2012-09-12 00:41:00-04,67
559326,Closed,816,2012-09-12 00:32:00-04,75,2012-09-12 00:45:00-04,74
559327,Closed,754,2012-09-12 00:33:00-04,68,2012-09-12 00:46:00-04,41
559328,Closed,539,2012-09-12 00:41:00-04,22,2012-09-12 00:50:00-04,16
559329,Closed,722,2012-09-12 00:42:00-04,85,2012-09-12 00:54:00-04,36
559330,Closed,1416,2012-09-12 00:43:00-04,26,2012-09-12 01:07:00-04,18
559331,Closed,360,2012-09-12 00:45:00-04,80,2012-09-12 00:51:00-04,53
559332,Closed,439,2012-09-12 00:50:00-04,32,2012-09-12 00:57:00-04,27
559333,Closed,710,2012-09-12 00:53:00-04,16,2012-09-12 01:05:00-04,56
559334,Closed,992,2012-09-12 00:53:00-04,9,2012-09-12 01:09:00-04,97
559336,Closed,260,2012-09-12 01:01:00-04,67,2012-09-12 01:06:00-04,53
559337,Closed,528,2012-09-12 01:06:00-04,75,2012-09-12 01:15:00-04,78
559338,Closed,511,2012-09-12 01:07:00-04,75,2012-09-12 01:15:00-04,78
559339,Closed,441,2012-09-12 01:07:00-04,14,2012-09-12 01:14:00-04,46,T01037,Registered,02115,1985,Female
559340,Closed,865,2012-09-12 01:11:00-04,6,2012-09-12 01:26:00-04,76
559341,Closed,543,2012-09-12 01:11:00-04,9,2012-09-12 01:20:00-04,5,T01121,Registered,02115,1989,Male
559342,Closed,693,2012-09-12 01:28:00-04,57,2012-09-12 01:40:00-04,68
559343,Closed,6810,2012-09-12 01:35:00-04,71,2012-09-12 03:28:00-04,73
559344,Closed,194,2012-09-12 01:43:00-04,11,2012-09-12 01:46:00-04,45,T01045,Registered,02215,1988,Male
559345,Closed,605,2012-09-12 02:13:00-04,45,2012-09-12 02:23:00-04,86,T01045,Registered,02215,1990,Male
559346,Closed,1694,2012-09-12 02:28:00-04,43,2012-09-12 02:56:00-04,29,T01049,Registered,02134,1991,Male
559347,Closed,1294,2012-09-12 03:10:00-04,59,2012-09-12 03:32:00-04,16
559348,Closed,477,2012-09-12 03:51:00-04,85,2012-09-12 03:59:00-04,26
559349,Closed,1012,2012-09-12 03:53:00-04,74,2012-09-12 04:09:00-04,36
559350,Closed,716,2012-09-12 04:16:00-04,39,2012-09-12 04:28:00-04,31,T01254,Registered,02118,1976,Male
559351,Closed,116,2012-09-12 04:51:00-04,36,2012-09-12 04:52:00-04,16
