id,status,duration,start_date,start_station,end_date,end_station
501278,Closed,35681,2012-08-24 14:58:00-04,61,2012-08-25 00:53:00-04,6
503109,Closed,741,2012-08-25 00:27:00-04,13,2012-08-25 00:39:00-04,32,T01124,Registered,02115,1986,Female
503110,Closed,503,2012-08-25 00:27:00-04,74,2012-08-25 00:35:00-04,75
503111,Closed,1244,2012-08-25 00:29:00-04,33,2012-08-25 00:50:00-04,26,T01224,Casual,,,
503112,Closed,1205,2012-08-25 00:29:00-04,33,2012-08-25 00:49:00-04,26
503114,Closed,187,2012-08-25 00:30:00-04,32,2012-08-25 00:33:00-04,45,T01258,Registered,02111,1972,Male
503115,Closed,1057,2012-08-25 00:31:00-04,6,2012-08-25 00:49:00-04,76
503116,Closed,326,2012-08-25 00:32:00-04,42,2012-08-25 00:37:00-04,60
503117,Closed,1034,2012-08-25 00:32:00-04,6,2012-08-25 00:49:00-04,76
503118,Closed,811,2012-08-25 00:35:00-04,39,2012-08-25 00:48:00-04,75,T01128,Casual,,,
503119,Closed,471,2012-08-25 00:35:00-04,23,2012-08-25 00:43:00-04,24
503122,Closed,801,2012-08-25 00:41:00-04,46,2012-08-25 00:54:00-04,22
503123,Closed,994,2012-08-25 00:42:00-04,21,2012-08-25 00:59:00-04,41,T01364,Registered,02446,1977,Female
503124,Closed,280,2012-08-25 00:43:00-04,55,2012-08-25 00:48:00-04,67
503125,Closed,250,2012-08-25 00:44:00-04,21,2012-08-25 00:49:00-04,5
503126,Closed,1044,2012-08-25 00:44:00-04,23,2012-08-25 01:02:00-04,19,T01009,Registered,02215,1987,Male
503127,Closed,1158,2012-08-25 00:49:00-04,33,2012-08-25 01:08:00-04,47,T01322,Registered,02113,1983,Male
503128,Closed,2332,2012-08-25 00:51:00-04,38,2012-08-25 01:30:00-04,38,T01036,Casual,,,
503129,Closed,1691,2012-08-25 00:51:00-04,45,2012-08-25 01:20:00-04,45,T01122,Registered,02111,1972,Male
503130,Closed,1037,2012-08-25 00:54:00-04,53,2012-08-25 01:11:00-04,40,T01130,Casual,,,
503132,Closed,611,2012-08-25 00:52:00-04,39,2012-08-25 01:02:00-04,81
503133,Closed,1061,2012-08-25 00:53:00-04,53,2012-08-25 01:11:00-04,40
503134,Closed,2228,2012-08-25 00:53:00-04,38,2012-08-25 01:30:00-04,38,T01433,Casual,,,
503135,Closed,490,2012-08-25 00:53:00-04,69,2012-08-25 01:01:00-04,82,T01327,Casual,,,
503136,Closed,1065,2012-08-25 00:53:00-04,53,2012-08-25 01:11:00-04,40,T01021,Registered,02116,1989,Male
503137,Closed,2748,2012-08-25 00:57:00-04,47,2012-08-25 01:43:00-04,31
503138,Closed,450,2012-08-25 00:53:00-04,6,2012-08-25 01:01:00-04,72
503139,Closed,2747,2012-08-25 00:57:00-04,47,2012-08-25 01:43:00-04,31
503140,Closed,7508,2012-08-25 00:55:00-04,23,2012-08-25 03:00:00-04,23,T01305,Registered,02072,1961,Male
503141,Closed,319,2012-08-25 00:56:00-04,30,2012-08-25 01:01:00-04,32,T01106,Registered,02215,1991,Male
503142,Closed,1063,2012-08-25 00:56:00-04,80,2012-08-25 01:14:00-04,18
503143,Closed,889,2012-08-25 00:58:00-04,42,2012-08-25 01:13:00-04,36
503144,Closed,830,2012-08-25 00:59:00-04,78,2012-08-25 01:13:00-04,6
503146,Closed,38,2012-08-25 01:03:00-04,9,2012-08-25 01:04:00-04,9
503147,Closed,989,2012-08-25 01:05:00-04,20,2012-08-25 01:22:00-04,31
503148,Closed,415,2012-08-25 01:04:00-04,9,2012-08-25 01:11:00-04,33
503149,Closed,958,2012-08-25 01:06:00-04,20,2012-08-25 01:22:00-04,31
503150,Closed,908,2012-08-25 01:07:00-04,30,2012-08-25 01:22:00-04,51
503151,Closed,918,2012-08-25 01:07:00-04,20,2012-08-25 01:22:00-04,31
503153,Closed,962,2012-08-25 01:06:00-04,30,2012-08-25 01:22:00-04,51,T01200,Casual,,,
503155,Closed,734,2012-08-25 01:08:00-04,75,2012-08-25 01:21:00-04,6
503156,Closed,811,2012-08-25 01:07:00-04,24,2012-08-25 01:21:00-04,49
503157,Closed,1204,2012-08-25 01:10:00-04,24,2012-08-25 01:30:00-04,74,T01059,Casual,,,
503159,Closed,511,2012-08-25 01:12:00-04,49,2012-08-25 01:21:00-04,61,T01218,Casual,,,
503160,Closed,1013,2012-08-25 01:12:00-04,79,2012-08-25 01:29:00-04,8
503162,Closed,2589,2012-08-25 01:15:00-04,59,2012-08-25 01:58:00-04,24
503163,Closed,2594,2012-08-25 01:15:00-04,59,2012-08-25 01:58:00-04,24
503164,Closed,578,2012-08-25 01:15:00-04,49,2012-08-25 01:24:00-04,33
503165,Closed,1463,2012-08-25 01:19:00-04,42,2012-08-25 01:43:00-04,41
503166,Closed,2342,2012-08-25 01:20:00-04,59,2012-08-25 01:59:00-04,24
503167,Closed,2370,2012-08-25 01:19:00-04,59,2012-08-25 01:59:00-04,24
503168,Closed,621,2012-08-25 01:20:00-04,81,2012-08-25 01:31:00-04,39
503169,Closed,1357,2012-08-25 01:19:00-04,41,2012-08-25 01:42:00-04,54
503170,Closed,1315,2012-08-25 01:21:00-04,42,2012-08-25 01:43:00-04,41
503171,Closed,631,2012-08-25 01:24:00-04,32,2012-08-25 01:35:00-04,30,T01079,Casual,,,
503172,Closed,3765,2012-08-25 01:28:00-04,73,2012-08-25 02:31:00-04,55,T01276,Casual,,,
503173,Closed,548,2012-08-25 01:33:00-04,4,2012-08-25 01:42:00-04,59,T01194,Registered,02111,1977,Male
503174,Closed,545,2012-08-25 01:33:00-04,4,2012-08-25 01:42:00-04,59
503175,Closed,560,2012-08-25 01:38:00-04,68,2012-08-25 01:47:00-04,46
503177,Closed,1279,2012-08-25 01:45:00-04,68,2012-08-25 02:06:00-04,64
503178,Closed,519,2012-08-25 01:46:00-04,40,2012-08-25 01:55:00-04,6,T01130,Registered,02468,1988,Male
503179,Closed,896,2012-08-25 01:51:00-04,57,2012-08-25 02:06:00-04,21,T01114,Casual,,,
503180,Closed,1658,2012-08-25 01:51:00-04,57,2012-08-25 02:19:00-04,21
503181,Closed,234,2012-08-25 01:51:00-04,8,2012-08-25 01:54:00-04,37
503182,Closed,428,2012-08-25 01:51:00-04,61,2012-08-25 01:58:00-04,81
503183,Closed,660,2012-08-25 01:52:00-04,61,2012-08-25 02:03:00-04,59,T01143,Casual,,,
503184,Closed,542,2012-08-25 01:54:00-04,61,2012-08-25 02:03:00-04,59
503185,Closed,337,2012-08-25 01:53:00-04,35,2012-08-25 01:59:00-04,64
503186,Closed,487,2012-08-25 01:55:00-04,61,2012-08-25 02:03:00-04,59
503187,Closed,2698,2012-08-25 01:55:00-04,24,2012-08-25 02:40:00-04,79,T01448,Casual,,,
503188,Closed,508,2012-08-25 01:56:00-04,16,2012-08-25 02:05:00-04,61
503189,Closed,1034,2012-08-25 01:58:00-04,53,2012-08-25 02:15:00-04,38,T01149,Registered,02113,1986,Male
503190,Closed,1030,2012-08-25 01:58:00-04,53,2012-08-25 02:15:00-04,38,T01255,Registered,02113,1982,Male
503191,Closed,398,2012-08-25 01:58:00-04,36,2012-08-25 02:05:00-04,45,T01216,Registered,02215,1982,Male
503192,Closed,1481,2012-08-25 02:00:00-04,68,2012-08-25 02:24:00-04,36
503195,Closed,1446,2012-08-25 02:00:00-04,68,2012-08-25 02:24:00-04,36
503196,Closed,1487,2012-08-25 02:00:00-04,38,2012-08-25 02:25:00-04,76
503197,Closed,951,2012-08-25 02:02:00-04,36,2012-08-25 02:18:00-04,68,T01121,Registered,02110,1987,Female
503198,Closed,491,2012-08-25 02:05:00-04,60,2012-08-25 02:13:00-04,36
503199,Closed,1981,2012-08-25 02:05:00-04,43,2012-08-25 02:38:00-04,58
503201,Closed,915,2012-08-25 02:09:00-04,52,2012-08-25 02:24:00-04,66
503203,Closed,496,2012-08-25 02:12:00-04,45,2012-08-25 02:20:00-04,30,T01216,Casual,,,
503204,Closed,31121,2012-08-25 02:11:00-04,8,2012-08-25 10:50:00-04,45,T01219,Registered,02141,1985,Male
503205,Closed,718,2012-08-25 02:17:00-04,48,2012-08-25 02:29:00-04,39
503206,Closed,97,2012-08-25 02:15:00-04,20,2012-08-25 02:16:00-04,43
503207,Closed,688,2012-08-25 02:15:00-04,54,2012-08-25 02:27:00-04,63
503208,Closed,1340,2012-08-25 02:16:00-04,43,2012-08-25 02:38:00-04,58
503209,Closed,506,2012-08-25 02:20:00-04,31,2012-08-25 02:28:00-04,43,T01350,Casual,,,
503210,Closed,547,2012-08-25 02:19:00-04,31,2012-08-25 02:28:00-04,43
503211,Closed,1977,2012-08-25 02:20:00-04,41,2012-08-25 02:53:00-04,27,T01449,Registered,02116,1980,Male
503212,Closed,949,2012-08-25 02:21:00-04,58,2012-08-25 02:37:00-04,41,T01371,Casual,,,
503214,Closed,291,2012-08-25 02:23:00-04,30,2012-08-25 02:27:00-04,86,T01311,Casual,,,
503215,Closed,1541,2012-08-25 02:23:00-04,58,2012-08-25 02:49:00-04,53
503216,Closed,1165,2012-08-25 02:23:00-04,58,2012-08-25 02:43:00-04,53
503217,Closed,1202,2012-08-25 02:24:00-04,48,2012-08-25 02:44:00-04,10,T01248,Casual,,,
503218,Closed,1201,2012-08-25 02:24:00-04,48,2012-08-25 02:44:00-04,10
503219,Closed,621,2012-08-25 02:26:00-04,43,2012-08-25 02:36:00-04,16
503221,Closed,821,2012-08-25 02:27:00-04,80,2012-08-25 02:41:00-04,68
503222,Closed,923,2012-08-25 02:28:00-04,67,2012-08-25 02:43:00-04,23
503223,Closed,956,2012-08-25 02:29:00-04,10,2012-08-25 02:45:00-04,41
503224,Closed,904,2012-08-25 02:29:00-04,10,2012-08-25 02:44:00-04,41
503225,Closed,200,2012-08-25 02:33:00-04,12,2012-08-25 02:36:00-04,27
503227,Closed,414,2012-08-25 02:35:00-04,80,2012-08-25 02:42:00-04,75
503228,Closed,773,2012-08-25 02:35:00-04,36,2012-08-25 02:48:00-04,30
503229,Closed,1705,2012-08-25 02:36:00-04,69,2012-08-25 03:05:00-04,39,T01110,Registered,02118,1981,Female
503230,Closed,653,2012-08-25 02:38:00-04,65,2012-08-25 02:49:00-04,81
503231,Closed,752,2012-08-25 02:37:00-04,55,2012-08-25 02:49:00-04,6,T01276,Registered,02114,1978,Male
503232,Closed,183,2012-08-25 02:38:00-04,16,2012-08-25 02:41:00-04,25,T01080,Registered,02118,1979,Male
503233,Closed,444,2012-08-25 02:40:00-04,65,2012-08-25 02:48:00-04,81
503235,Closed,721,2012-08-25 02:41:00-04,22,2012-08-25 02:53:00-04,16
503236,Closed,609,2012-08-25 02:45:00-04,49,2012-08-25 02:55:00-04,38
503237,Closed,2018,2012-08-25 02:52:00-04,33,2012-08-25 03:26:00-04,33
503238,Closed,33425,2012-08-25 02:50:00-04,16,2012-08-25 12:08:00-04,73
503239,Closed,36097,2012-08-25 02:51:00-04,16,2012-08-25 12:52:00-04,86
503240,Closed,1963,2012-08-25 02:53:00-04,33,2012-08-25 03:25:00-04,33
503242,Closed,84820,2012-08-25 03:02:00-04,16,2012-08-26 02:35:00-04,38
503243,Closed,84817,2012-08-25 03:02:00-04,16,2012-08-26 02:35:00-04,38
503244,Closed,638,2012-08-25 03:05:00-04,60,2012-08-25 03:15:00-04,57
503245,Closed,2033,2012-08-25 03:07:00-04,14,2012-08-25 03:40:00-04,14
503246,Closed,954,2012-08-25 03:06:00-04,47,2012-08-25 03:22:00-04,85
503247,Closed,84449,2012-08-25 03:07:00-04,16,2012-08-26 02:35:00-04,38
503248,Closed,926,2012-08-25 03:07:00-04,47,2012-08-25 03:23:00-04,85
503249,Closed,674,2012-08-25 03:11:00-04,81,2012-08-25 03:22:00-04,39
503250,Closed,975,2012-08-25 03:12:00-04,81,2012-08-25 03:28:00-04,46
503251,Closed,587,2012-08-25 03:13:00-04,81,2012-08-25 03:22:00-04,39
503252,Closed,1060,2012-08-25 03:15:00-04,73,2012-08-25 03:32:00-04,69,T01332,Casual,,,
503255,Closed,512,2012-08-25 03:20:00-04,12,2012-08-25 03:28:00-04,30
503256,Closed,4761,2012-08-25 03:25:00-04,52,2012-08-25 04:45:00-04,52
503257,Closed,348,2012-08-25 03:30:00-04,74,2012-08-25 03:36:00-04,79
503258,Closed,550,2012-08-25 03:34:00-04,81,2012-08-25 03:43:00-04,65
503259,Closed,440,2012-08-25 03:35:00-04,81,2012-08-25 03:43:00-04,65
503260,Closed,278,2012-08-25 03:34:00-04,45,2012-08-25 03:39:00-04,5
503263,Closed,519,2012-08-25 04:14:00-04,74,2012-08-25 04:22:00-04,76
503264,Closed,20,2012-08-25 04:18:00-04,36,2012-08-25 04:18:00-04,36
503265,Closed,568,2012-08-25 04:47:00-04,46,2012-08-25 04:57:00-04,60
503267,Closed,1254,2012-08-25 05:31:00-04,41,2012-08-25 05:52:00-04,10,T01371,Casual,,,
503268,Closed,477,2012-08-25 05:47:00-04,21,2012-08-25 05:55:00-04,30
503269,Closed,561,2012-08-25 05:58:00-04,52,2012-08-25 06:08:00-04,11
503270,Closed,337,2012-08-25 06:00:00-04,40,2012-08-25 06:05:00-04,43
503271,Closed,487,2012-08-25 06:03:00-04,45,2012-08-25 06:11:00-04,13
503272,Closed,614,2012-08-25 06:07:00-04,36,2012-08-25 06:17:00-04,4
503273,Closed,7146,2012-08-25 06:08:00-04,60,2012-08-25 08:07:00-04,60
503274,Closed,8160,2012-08-25 06:11:00-04,60,2012-08-25 08:27:00-04,60
503275,Closed,8068,2012-08-25 06:13:00-04,60,2012-08-25 08:27:00-04,60
503276,Closed,6846,2012-08-25 06:13:00-04,60,2012-08-25 08:07:00-04,60
503277,Closed,7221,2012-08-25 06:15:00-04,60,2012-08-25 08:15:00-04,60
503278,Closed,7044,2012-08-25 06:17:00-04,60,2012-08-25 08:15:00-04,60,T01013,Casual,,,
503279,Closed,2490,2012-08-25 06:21:00-04,22,2012-08-25 07:02:00-04,22
503280,Closed,275,2012-08-25 06:23:00-04,57,2012-08-25 06:28:00-04,16,T01335,Registered,02118,1979,Male
503281,Closed,620,2012-08-25 06:29:00-04,65,2012-08-25 06:40:00-04,40
503282,Closed,3279,2012-08-25 06:31:00-04,36,2012-08-25 07:26:00-04,36,T01405,Casual,,,
503283,Closed,627,2012-08-25 06:30:00-04,47,2012-08-25 06:41:00-04,31,T01322,Registered,02113,1986,Male
503284,Closed,1498,2012-08-25 06:33:00-04,33,2012-08-25 06:58:00-04,40
503286,Closed,658,2012-08-25 06:40:00-04,61,2012-08-25 06:51:00-04,11,T01218,Casual,,,
503287,Closed,562,2012-08-25 06:42:00-04,39,2012-08-25 06:51:00-04,22,T01331,Casual,,,
503288,Closed,538,2012-08-25 06:41:00-04,39,2012-08-25 06:50:00-04,35
503289,Closed,7454,2012-08-25 06:42:00-04,47,2012-08-25 08:46:00-04,47
503291,Closed,535,2012-08-25 06:51:00-04,72,2012-08-25 07:00:00-04,42
503292,Closed,12647,2012-08-25 06:54:00-04,24,2012-08-25 10:25:00-04,9
503294,Closed,1368,2012-08-25 07:06:00-04,33,2012-08-25 07:29:00-04,58
503295,Closed,1369,2012-08-25 07:06:00-04,33,2012-08-25 07:29:00-04,58
503297,Closed,1368,2012-08-25 07:18:00-04,25,2012-08-25 07:41:00-04,74
503298,Closed,332,2012-08-25 07:23:00-04,45,2012-08-25 07:28:00-04,14,T01122,Registered,02118,1984,Male
503299,Closed,1284,2012-08-25 07:27:00-04,75,2012-08-25 07:48:00-04,32,T01128,Registered,02141,1987,Male
503300,Closed,655,2012-08-25 07:27:00-04,78,2012-08-25 07:38:00-04,80,T01088,Registered,02139,1984,Male
503301,Closed,587,2012-08-25 07:28:00-04,40,2012-08-25 07:38:00-04,31
503302,Closed,765,2012-08-25 07:31:00-04,61,2012-08-25 07:44:00-04,43
503303,Closed,1800,2012-08-25 07:37:00-04,36,2012-08-25 08:07:00-04,36
503304,Closed,529,2012-08-25 07:35:00-04,45,2012-08-25 07:44:00-04,16,T01258,Casual,,,
503305,Closed,491,2012-08-25 07:40:00-04,30,2012-08-25 07:48:00-04,69
503306,Closed,1595,2012-08-25 07:43:00-04,26,2012-08-25 08:10:00-04,68,T01224,Casual,,,
503307,Closed,420,2012-08-25 07:43:00-04,27,2012-08-25 07:50:00-04,21,T01449,Registered,02119,1982,Male
503308,Closed,248,2012-08-25 07:43:00-04,47,2012-08-25 07:48:00-04,43
503309,Closed,719,2012-08-25 07:45:00-04,47,2012-08-25 07:57:00-04,42
503310,Closed,1363,2012-08-25 07:48:00-04,77,2012-08-25 08:11:00-04,20
503311,Closed,895,2012-08-25 07:48:00-04,76,2012-08-25 08:03:00-04,42
503312,Closed,325,2012-08-25 07:53:00-04,53,2012-08-25 07:58:00-04,5
503313,Closed,11428,2012-08-25 07:53:00-04,84,2012-08-25 11:04:00-04,84,T01085,Casual,,,
503314,Closed,467,2012-08-25 07:53:00-04,58,2012-08-25 08:01:00-04,25
503315,Closed,473,2012-08-25 07:54:00-04,39,2012-08-25 08:02:00-04,16,T01445,Registered,02118,1973,Male
503317,Closed,772,2012-08-25 07:56:00-04,20,2012-08-25 08:09:00-04,63
503319,Closed,744,2012-08-25 07:56:00-04,20,2012-08-25 08:09:00-04,63
503320,Closed,735,2012-08-25 07:57:00-04,60,2012-08-25 08:09:00-04,47
503321,Closed,266,2012-08-25 07:58:00-04,60,2012-08-25 08:02:00-04,50
503322,Closed,1269,2012-08-25 08:01:00-04,67,2012-08-25 08:22:00-04,67,T01074,Casual,,,
503323,Closed,659,2012-08-25 08:05:00-04,4,2012-08-25 08:16:00-04,23
503324,Closed,353,2012-08-25 08:08:00-04,60,2012-08-25 08:14:00-04,23,T01002,Registered,02108,1963,Male
503325,Closed,3135,2012-08-25 08:14:00-04,33,2012-08-25 09:06:00-04,33
503326,Closed,351,2012-08-25 08:13:00-04,57,2012-08-25 08:19:00-04,26
503327,Closed,1384,2012-08-25 08:14:00-04,8,2012-08-25 08:37:00-04,26
503328,Closed,250,2012-08-25 08:14:00-04,53,2012-08-25 08:19:00-04,67
503329,Closed,298,2012-08-25 08:16:00-04,39,2012-08-25 08:21:00-04,16
503330,Closed,316,2012-08-25 08:16:00-04,43,2012-08-25 08:22:00-04,40
503331,Closed,440,2012-08-25 08:18:00-04,60,2012-08-25 08:26:00-04,38,T01013,Casual,,,
503332,Closed,460,2012-08-25 08:18:00-04,60,2012-08-25 08:26:00-04,38
503333,Closed,122,2012-08-25 08:19:00-04,25,2012-08-25 08:21:00-04,39
503334,Closed,603,2012-08-25 08:20:00-04,44,2012-08-25 08:30:00-04,50
503335,Closed,1293,2012-08-25 08:20:00-04,83,2012-08-25 08:42:00-04,57
503336,Closed,1465,2012-08-25 08:21:00-04,76,2012-08-25 08:46:00-04,26
503337,Closed,529,2012-08-25 08:21:00-04,60,2012-08-25 08:30:00-04,40
503338,Closed,293,2012-08-25 08:23:00-04,66,2012-08-25 08:28:00-04,41
503339,Closed,1116,2012-08-25 08:24:00-04,69,2012-08-25 08:43:00-04,13,T01040,Casual,,,
503340,Closed,609,2012-08-25 08:25:00-04,36,2012-08-25 08:36:00-04,48
503341,Closed,5548,2012-08-25 08:26:00-04,58,2012-08-25 09:59:00-04,58
503342,Closed,437,2012-08-25 08:28:00-04,6,2012-08-25 08:35:00-04,44,T01156,Casual,,,
503343,Closed,2012,2012-08-25 08:28:00-04,55,2012-08-25 09:01:00-04,55
503344,Closed,1525,2012-08-25 08:29:00-04,21,2012-08-25 08:54:00-04,18
503345,Closed,643,2012-08-25 08:31:00-04,6,2012-08-25 08:42:00-04,6
503346,Closed,178,2012-08-25 08:32:00-04,67,2012-08-25 08:35:00-04,75,T01074,Registered,02139,1993,Male
503347,Closed,2332,2012-08-25 08:34:00-04,36,2012-08-25 09:13:00-04,74,T01160,Casual,,,
503348,Closed,860,2012-08-25 08:34:00-04,85,2012-08-25 08:48:00-04,16
503349,Closed,502,2012-08-25 08:34:00-04,45,2012-08-25 08:42:00-04,21,T01183,Registered,02215,1977,Male
503350,Closed,2260,2012-08-25 08:35:00-04,36,2012-08-25 09:13:00-04,74,T01405,Casual,,,
503351,Closed,1083,2012-08-25 08:37:00-04,38,2012-08-25 08:55:00-04,5
503353,Closed,1411,2012-08-25 08:40:00-04,64,2012-08-25 09:04:00-04,42
503354,Closed,318,2012-08-25 08:40:00-04,39,2012-08-25 08:46:00-04,16,T01110,Registered,02118,1985,Female
503355,Closed,279,2012-08-25 08:40:00-04,39,2012-08-25 08:45:00-04,16,T01367,Registered,02118,1990,Female
503356,Closed,1368,2012-08-25 08:41:00-04,64,2012-08-25 09:04:00-04,42,T01217,Casual,,,
503357,Closed,312,2012-08-25 08:41:00-04,50,2012-08-25 08:47:00-04,16
503358,Closed,2955,2012-08-25 08:42:00-04,65,2012-08-25 09:31:00-04,35,T01446,Casual,,,
503359,Closed,2955,2012-08-25 08:42:00-04,65,2012-08-25 09:32:00-04,35
503360,Closed,891,2012-08-25 08:42:00-04,19,2012-08-25 08:57:00-04,22
503361,Closed,506,2012-08-25 08:43:00-04,40,2012-08-25 08:52:00-04,22
503362,Closed,600,2012-08-25 08:45:00-04,53,2012-08-25 08:55:00-04,68
503363,Closed,3947,2012-08-25 08:45:00-04,78,2012-08-25 09:51:00-04,78
503365,Closed,600,2012-08-25 08:45:00-04,53,2012-08-25 08:55:00-04,68
503369,Closed,3893,2012-08-25 08:46:00-04,78,2012-08-25 09:51:00-04,78
503370,Closed,3,2012-08-25 08:47:00-04,16,2012-08-25 08:47:00-04,16,T01367,Registered,02118,1990,Female
503371,Closed,294,2012-08-25 08:47:00-04,10,2012-08-25 08:52:00-04,41
503372,Closed,426,2012-08-25 08:50:00-04,26,2012-08-25 08:57:00-04,36,T01360,Registered,02118,1945,Male
503373,Closed,692,2012-08-25 08:52:00-04,44,2012-08-25 09:03:00-04,42
503374,Closed,962,2012-08-25 08:52:00-04,48,2012-08-25 09:08:00-04,36,T01188,Registered,02110,1964,Male
503375,Closed,557,2012-08-25 08:52:00-04,57,2012-08-25 09:02:00-04,56
503376,Closed,9,2012-08-25 08:50:00-04,67,2012-08-25 08:50:00-04,67
503377,Closed,1123,2012-08-25 08:53:00-04,71,2012-08-25 09:12:00-04,53,T01342,Registered,01930,1976,Female
503378,Closed,766,2012-08-25 08:54:00-04,45,2012-08-25 09:06:00-04,68,T01067,Registered,02215,1958,Male
503379,Closed,977,2012-08-25 08:55:00-04,46,2012-08-25 09:11:00-04,44,T01176,Registered,02115,1985,Female
503380,Closed,153,2012-08-25 08:55:00-04,46,2012-08-25 08:57:00-04,57
503381,Closed,969,2012-08-25 08:55:00-04,46,2012-08-25 09:11:00-04,44
503382,Closed,457,2012-08-25 08:56:00-04,40,2012-08-25 09:04:00-04,22
503383,Closed,789,2012-08-25 08:57:00-04,4,2012-08-25 09:10:00-04,38
503384,Closed,1008,2012-08-25 08:57:00-04,56,2012-08-25 09:14:00-04,53,T01437,Registered,02119,1979,Male
503385,Closed,271,2012-08-25 08:58:00-04,12,2012-08-25 09:02:00-04,57
503386,Closed,913,2012-08-25 08:58:00-04,75,2012-08-25 09:13:00-04,67,T01074,Registered,02139,1993,Male
503387,Closed,1438,2012-08-25 09:00:00-04,11,2012-08-25 09:24:00-04,25,T01440,Registered,02120,1978,Male
503388,Closed,1135,2012-08-25 09:01:00-04,40,2012-08-25 09:20:00-04,20,T01021,Registered,02110,1989,Female
503389,Closed,872,2012-08-25 09:02:00-04,58,2012-08-25 09:16:00-04,75,T01038,Casual,,,
503390,Closed,846,2012-08-25 09:02:00-04,58,2012-08-25 09:16:00-04,75
503391,Closed,633,2012-08-25 09:05:00-04,65,2012-08-25 09:16:00-04,44
503392,Closed,248,2012-08-25 09:05:00-04,22,2012-08-25 09:09:00-04,43,T01012,Registered,01760,1974,Female
503393,Closed,562,2012-08-25 09:06:00-04,65,2012-08-25 09:15:00-04,44
503394,Closed,275,2012-08-25 09:09:00-04,49,2012-08-25 09:14:00-04,36
503395,Closed,1088,2012-08-25 09:08:00-04,9,2012-08-25 09:26:00-04,54
503396,Closed,196,2012-08-25 09:11:00-04,47,2012-08-25 09:14:00-04,38
503397,Closed,605,2012-08-25 09:15:00-04,37,2012-08-25 09:25:00-04,41,T01192,Casual,,,
503398,Closed,222,2012-08-25 09:12:00-04,53,2012-08-25 09:16:00-04,67
503399,Closed,3134,2012-08-25 09:14:00-04,21,2012-08-25 10:06:00-04,21,T01114,Casual,,,
503400,Closed,1442,2012-08-25 09:12:00-04,60,2012-08-25 09:36:00-04,29
