id,status,duration,start_date,start_station,end_date,end_station
448883,Closed,563800,2012-08-07 20:16:00-04,36,2012-08-14 08:53:00-04,74,T01322,Casual,,,
461012,Closed,179007,2012-08-12 05:20:00-04,23,2012-08-14 07:04:00-04,81,T01243,Casual,,,
461013,Closed,382403,2012-08-12 05:22:00-04,23,2012-08-16 15:35:00-04,74
463017,Closed,143587,2012-08-12 18:07:00-04,47,2012-08-14 10:00:00-04,58
463518,Closed,13930,2012-08-12 21:08:00-04,57,2012-08-13 01:00:00-04,57
463663,Closed,5110,2012-08-12 23:05:00-04,35,2012-08-13 00:30:00-04,54
463665,Closed,5120,2012-08-12 23:05:00-04,35,2012-08-13 00:30:00-04,54,T01188,Casual,,,
463685,Closed,1933,2012-08-12 23:33:00-04,36,2012-08-13 00:05:00-04,37
463686,Closed,1789,2012-08-12 23:35:00-04,49,2012-08-13 00:05:00-04,44
463687,Closed,1812,2012-08-12 23:35:00-04,49,2012-08-13 00:05:00-04,44
463688,Closed,1777,2012-08-12 23:35:00-04,81,2012-08-13 00:05:00-04,46
463689,Closed,1726,2012-08-12 23:36:00-04,81,2012-08-13 00:04:00-04,46
463696,Closed,173,2012-08-12 23:58:00-04,22,2012-08-13 00:01:00-04,43,T01257,Registered,02110,1988,Male
463697,Closed,507,2012-08-13 00:13:00-04,22,2012-08-13 00:21:00-04,47
463698,Closed,450,2012-08-13 00:24:00-04,16,2012-08-13 00:32:00-04,21
463699,Closed,962,2012-08-13 00:36:00-04,75,2012-08-13 00:52:00-04,14
463703,Closed,503,2012-08-13 00:41:00-04,49,2012-08-13 00:49:00-04,57,T01071,Registered,02215,1984,Male
463704,Closed,414,2012-08-13 00:42:00-04,70,2012-08-13 00:49:00-04,15
463705,Closed,825,2012-08-13 00:54:00-04,44,2012-08-13 01:08:00-04,47
463706,Closed,822,2012-08-13 00:54:00-04,44,2012-08-13 01:07:00-04,47
463707,Closed,618,2012-08-13 01:00:00-04,16,2012-08-13 01:11:00-04,6,T01323,Casual,,,
463708,Closed,576,2012-08-13 01:02:00-04,54,2012-08-13 01:12:00-04,52,T01188,Registered,02116,1983,Male
463709,Closed,725,2012-08-13 01:09:00-04,49,2012-08-13 01:21:00-04,85
463710,Closed,710,2012-08-13 01:10:00-04,49,2012-08-13 01:21:00-04,85,T01036,Casual,,,
463711,Closed,1284,2012-08-13 01:11:00-04,22,2012-08-13 01:32:00-04,30,T01234,Casual,,,
463712,Closed,1631,2012-08-13 01:12:00-04,81,2012-08-13 01:39:00-04,58
463713,Closed,1509,2012-08-13 01:13:00-04,47,2012-08-13 01:38:00-04,36
463714,Closed,1488,2012-08-13 01:13:00-04,47,2012-08-13 01:38:00-04,36
463715,Closed,477,2012-08-13 01:13:00-04,6,2012-08-13 01:21:00-04,81
463716,Closed,467,2012-08-13 01:26:00-04,60,2012-08-13 01:33:00-04,22,T01211,Casual,,,
463717,Closed,322,2012-08-13 01:30:00-04,41,2012-08-13 01:36:00-04,10
463718,Closed,1187,2012-08-13 01:34:00-04,38,2012-08-13 01:54:00-04,16,T01437,Registered,02118,1981,Male
463719,Closed,1187,2012-08-13 01:34:00-04,38,2012-08-13 01:54:00-04,16,T01147,Registered,02118,1978,Male
463720,Closed,511,2012-08-13 01:46:00-04,36,2012-08-13 01:55:00-04,49
463721,Closed,463,2012-08-13 01:47:00-04,36,2012-08-13 01:55:00-04,49
463722,Closed,1106,2012-08-13 01:50:00-04,14,2012-08-13 02:08:00-04,75,T01021,Casual,,,
463724,Closed,409,2012-08-13 02:22:00-04,74,2012-08-13 02:28:00-04,79
463725,Closed,1610,2012-08-13 02:32:00-04,22,2012-08-13 02:59:00-04,76,T01255,Casual,,,
463726,Closed,505,2012-08-13 02:45:00-04,74,2012-08-13 02:54:00-04,75
463727,Closed,660,2012-08-13 02:47:00-04,43,2012-08-13 02:58:00-04,38
463728,Closed,578,2012-08-13 02:49:00-04,43,2012-08-13 02:58:00-04,38
463729,Closed,930,2012-08-13 02:58:00-04,76,2012-08-13 03:14:00-04,36,T01242,Casual,,,
463730,Closed,574,2012-08-13 03:00:00-04,22,2012-08-13 03:10:00-04,60,T01211,Registered,02114,1984,Male
463731,Closed,225,2012-08-13 03:20:00-04,38,2012-08-13 03:23:00-04,38
463732,Closed,1352,2012-08-13 03:26:00-04,59,2012-08-13 03:49:00-04,75
463733,Closed,1247,2012-08-13 03:53:00-04,75,2012-08-13 04:14:00-04,73
463735,Closed,3678,2012-08-13 04:03:00-04,22,2012-08-13 05:04:00-04,76
463736,Closed,1257,2012-08-13 04:04:00-04,59,2012-08-13 04:24:00-04,10
463737,Closed,842,2012-08-13 04:28:00-04,10,2012-08-13 04:42:00-04,15
463738,Closed,657,2012-08-13 04:36:00-04,46,2012-08-13 04:47:00-04,60
463739,Closed,615,2012-08-13 05:03:00-04,59,2012-08-13 05:13:00-04,36,T01429,Registered,02111,1958,Male
463740,Closed,275,2012-08-13 05:16:00-04,57,2012-08-13 05:20:00-04,26
463741,Closed,209,2012-08-13 05:27:00-04,4,2012-08-13 05:30:00-04,25,T01125,Registered,02116,1978,Female
463742,Closed,520,2012-08-13 05:34:00-04,22,2012-08-13 05:42:00-04,50,T01449,Registered,02537,1956,Male
463743,Closed,575,2012-08-13 05:37:00-04,57,2012-08-13 05:46:00-04,48
463744,Closed,240,2012-08-13 05:38:00-04,43,2012-08-13 05:42:00-04,22,T01334,Registered,02111,1962,Male
463746,Closed,10,2012-08-13 05:51:00-04,58,2012-08-13 05:51:00-04,58,T01276,Registered,02108,1983,Female
463747,Closed,270,2012-08-13 05:51:00-04,58,2012-08-13 05:56:00-04,36
463748,Closed,416,2012-08-13 05:53:00-04,64,2012-08-13 06:00:00-04,6
463749,Closed,100,2012-08-13 05:55:00-04,61,2012-08-13 05:57:00-04,36
463751,Closed,410,2012-08-13 06:01:00-04,60,2012-08-13 06:08:00-04,48,T01211,Registered,02114,1987,Male
463752,Closed,776,2012-08-13 06:04:00-04,85,2012-08-13 06:17:00-04,21,T01097,Registered,02118,1972,Male
463753,Closed,882,2012-08-13 06:05:00-04,74,2012-08-13 06:20:00-04,55,T01273,Registered,02478,1983,Male
463754,Closed,380,2012-08-13 06:11:00-04,12,2012-08-13 06:18:00-04,11
463755,Closed,509,2012-08-13 06:12:00-04,36,2012-08-13 06:20:00-04,22,T01212,Registered,02116,1959,Male
463756,Closed,698,2012-08-13 06:13:00-04,6,2012-08-13 06:24:00-04,22,T01095,Casual,,,
463757,Closed,700,2012-08-13 06:13:00-04,6,2012-08-13 06:25:00-04,22,T01312,Casual,,,
463758,Closed,440,2012-08-13 06:13:00-04,16,2012-08-13 06:20:00-04,54,T01437,Registered,02116,1986,Male
463759,Closed,597,2012-08-13 06:13:00-04,36,2012-08-13 06:23:00-04,48
463760,Closed,826,2012-08-13 06:15:00-04,41,2012-08-13 06:29:00-04,36
463761,Closed,639,2012-08-13 06:16:00-04,36,2012-08-13 06:27:00-04,20
463762,Closed,418,2012-08-13 06:16:00-04,58,2012-08-13 06:23:00-04,48
463763,Closed,360,2012-08-13 06:17:00-04,26,2012-08-13 06:23:00-04,57
463764,Closed,182,2012-08-13 06:18:00-04,47,2012-08-13 06:21:00-04,48
463765,Closed,1057,2012-08-13 06:18:00-04,33,2012-08-13 06:36:00-04,70,T01127,Registered,02215,1984,Female
463766,Closed,866,2012-08-13 06:18:00-04,61,2012-08-13 06:33:00-04,43
463767,Closed,1067,2012-08-13 06:18:00-04,33,2012-08-13 06:36:00-04,70
463768,Closed,615,2012-08-13 06:19:00-04,38,2012-08-13 06:29:00-04,61,T01050,Registered,01944,1961,Male
463769,Closed,1692,2012-08-13 06:19:00-04,80,2012-08-13 06:47:00-04,37
463770,Closed,425,2012-08-13 06:19:00-04,38,2012-08-13 06:26:00-04,42
463771,Closed,164,2012-08-13 06:19:00-04,22,2012-08-13 06:22:00-04,43,T01334,Registered,02111,1962,Male
463772,Closed,644,2012-08-13 06:19:00-04,38,2012-08-13 06:30:00-04,80
463773,Closed,1057,2012-08-13 06:20:00-04,38,2012-08-13 06:37:00-04,64
463774,Closed,474,2012-08-13 06:20:00-04,22,2012-08-13 06:28:00-04,40
463775,Closed,1331,2012-08-13 06:20:00-04,38,2012-08-13 06:43:00-04,9
463776,Closed,328,2012-08-13 06:21:00-04,49,2012-08-13 06:26:00-04,48
