id,status,duration,start_date,start_station,end_date,end_station
7972,Closed,374597,2011-08-05 17:08:00-04,31,2011-08-10 01:11:00-04,47
8185,Closed,685874,2011-08-05 18:22:00-04,44,2011-08-13 16:53:00-04,33
9726,Closed,10659471,2011-08-06 16:02:00-04,52,2011-12-08 00:00:00-05,
10848,Closed,168017,2011-08-07 19:06:00-04,34,2011-08-09 17:46:00-04,32
10978,Closed,145113,2011-08-07 20:54:00-04,6,2011-08-09 13:13:00-04,6
11085,Closed,125312,2011-08-08 00:37:00-04,45,2011-08-09 11:25:00-04,24
11369,Closed,97308,2011-08-08 11:27:00-04,23,2011-08-09 14:29:00-04,23
11623,Closed,76012,2011-08-08 16:33:00-04,40,2011-08-09 13:40:00-04,40
11642,Closed,75412,2011-08-08 16:44:00-04,40,2011-08-09 13:41:00-04,40
11771,Closed,603454,2011-08-08 18:11:00-04,44,2011-08-15 17:49:00-04,38
11906,Closed,64312,2011-08-08 19:48:00-04,8,2011-08-09 13:40:00-04,30
11924,Closed,15308,2011-08-08 20:00:00-04,36,2011-08-09 00:15:00-04,30
11968,Closed,15105,2011-08-08 20:36:00-04,41,2011-08-09 00:48:00-04,41
11969,Closed,15109,2011-08-08 20:36:00-04,41,2011-08-09 00:48:00-04,41
11977,Closed,15421,2011-08-08 20:40:00-04,47,2011-08-09 00:57:00-04,47
12044,Closed,8511,2011-08-08 22:01:00-04,52,2011-08-09 00:23:00-04,52
12046,Closed,8496,2011-08-08 22:02:00-04,52,2011-08-09 00:23:00-04,52
12086,Closed,6577,2011-08-08 23:07:00-04,36,2011-08-09 00:57:00-04,53
12091,Closed,6444,2011-08-08 23:09:00-04,36,2011-08-09 00:57:00-04,53
12094,Closed,6425,2011-08-08 23:09:00-04,36,2011-08-09 00:57:00-04,53
12103,Closed,3794,2011-08-08 23:18:00-04,39,2011-08-09 00:21:00-04,17
12104,Closed,3635,2011-08-08 23:21:00-04,39,2011-08-09 00:21:00-04,17
12105,Closed,3585,2011-08-08 23:21:00-04,39,2011-08-09 00:21:00-04,17
12106,Closed,7109,2011-08-08 23:26:00-04,47,2011-08-09 01:24:00-04,47
12107,Closed,2319,2011-08-08 23:29:00-04,36,2011-08-09 00:07:00-04,44
12109,Closed,2326,2011-08-08 23:27:00-04,36,2011-08-09 00:06:00-04,44
12114,Closed,6359,2011-08-08 23:38:00-04,38,2011-08-09 01:24:00-04,47
12115,Closed,6382,2011-08-08 23:38:00-04,38,2011-08-09 01:24:00-04,47
12116,Closed,2923,2011-08-08 23:37:00-04,46,2011-08-09 00:26:00-04,6
12121,Closed,1508,2011-08-08 23:44:00-04,42,2011-08-09 00:09:00-04,38
12122,Closed,1358,2011-08-08 23:47:00-04,42,2011-08-09 00:09:00-04,38
12123,Closed,3798,2011-08-08 23:52:00-04,52,2011-08-09 00:55:00-04,52
12124,Closed,3792,2011-08-08 23:52:00-04,52,2011-08-09 00:55:00-04,52
12125,Closed,439,2011-08-08 23:54:00-04,43,2011-08-09 00:01:00-04,43
12127,Closed,335,2011-08-09 00:04:00-04,24,2011-08-09 00:10:00-04,24
12128,Closed,458,2011-08-09 00:06:00-04,41,2011-08-09 00:13:00-04,10
12129,Closed,1021,2011-08-09 00:10:00-04,8,2011-08-09 00:27:00-04,8
12130,Closed,1020,2011-08-09 00:10:00-04,8,2011-08-09 00:27:00-04,8
12131,Closed,321,2011-08-09 00:13:00-04,53,2011-08-09 00:18:00-04,36
12132,Closed,580,2011-08-09 00:14:00-04,44,2011-08-09 00:24:00-04,50
12133,Closed,1170,2011-08-09 00:17:00-04,36,2011-08-09 00:37:00-04,36
12134,Closed,1171,2011-08-09 00:17:00-04,36,2011-08-09 00:37:00-04,36
12135,Closed,641,2011-08-09 00:19:00-04,23,2011-08-09 00:30:00-04,39
12136,Closed,815,2011-08-09 00:21:00-04,24,2011-08-09 00:35:00-04,31
12138,Closed,1081,2011-08-09 00:29:00-04,6,2011-08-09 00:47:00-04,46
12139,Closed,687,2011-08-09 00:32:00-04,52,2011-08-09 00:44:00-04,34
12140,Closed,532,2011-08-09 00:35:00-04,52,2011-08-09 00:44:00-04,34
12141,Closed,609,2011-08-09 00:36:00-04,42,2011-08-09 00:46:00-04,47
12143,Closed,465,2011-08-09 00:46:00-04,21,2011-08-09 00:53:00-04,49
12144,Closed,1540,2011-08-09 00:47:00-04,50,2011-08-09 01:13:00-04,48
12145,Closed,1459,2011-08-09 00:56:00-04,42,2011-08-09 01:21:00-04,41
12147,Closed,898,2011-08-09 01:45:00-04,9,2011-08-09 01:59:00-04,8
12148,Closed,988,2011-08-09 01:44:00-04,9,2011-08-09 02:00:00-04,8
12149,Closed,592,2011-08-09 01:45:00-04,43,2011-08-09 01:55:00-04,44
12150,Closed,1153,2011-08-09 01:48:00-04,24,2011-08-09 02:07:00-04,46
12151,Closed,487,2011-08-09 01:57:00-04,44,2011-08-09 02:05:00-04,40
12152,Closed,179,2011-08-09 02:12:00-04,20,2011-08-09 02:15:00-04,40
12153,Closed,1244,2011-08-09 02:19:00-04,45,2011-08-09 02:39:00-04,47
12154,Closed,509,2011-08-09 02:35:00-04,45,2011-08-09 02:44:00-04,5
12155,Closed,334,2011-08-09 02:40:00-04,46,2011-08-09 02:46:00-04,32
12156,Closed,546,2011-08-09 02:41:00-04,47,2011-08-09 02:50:00-04,42
12158,Closed,275,2011-08-09 03:14:00-04,12,2011-08-09 03:18:00-04,27
