id,status,duration,start_date,start_station,end_date,end_station
530947,Closed,148571,2012-09-02 15:41:00-04,33,2012-09-04 08:57:00-04,33
531026,Closed,147759,2012-09-02 15:55:00-04,33,2012-09-04 08:57:00-04,33,T01405,Casual,,,
532525,Closed,113720,2012-09-03 00:26:00-04,17,2012-09-04 08:01:00-04,17
535647,Closed,1708,2012-09-03 23:35:00-04,22,2012-09-04 00:04:00-04,18
535651,Closed,2707,2012-09-03 23:46:00-04,19,2012-09-04 00:31:00-04,19,T01006,Casual,,,
535652,Closed,403,2012-09-03 23:55:00-04,32,2012-09-04 00:02:00-04,55,T01119,Registered,02115,1992,Female
535653,Closed,542,2012-09-04 00:01:00-04,19,2012-09-04 00:10:00-04,36
535654,Closed,473,2012-09-04 00:03:00-04,75,2012-09-04 00:11:00-04,33
535655,Closed,912,2012-09-04 00:12:00-04,22,2012-09-04 00:27:00-04,90
535656,Closed,842,2012-09-04 00:10:00-04,33,2012-09-04 00:24:00-04,54
535658,Closed,303,2012-09-04 00:16:00-04,25,2012-09-04 00:21:00-04,55
535659,Closed,553,2012-09-04 00:21:00-04,71,2012-09-04 00:31:00-04,74
535660,Closed,648,2012-09-04 00:20:00-04,71,2012-09-04 00:31:00-04,74
535661,Closed,1797,2012-09-04 00:22:00-04,26,2012-09-04 00:52:00-04,50,T01147,Casual,,,
535662,Closed,1773,2012-09-04 00:23:00-04,26,2012-09-04 00:52:00-04,50
535664,Closed,959,2012-09-04 00:42:00-04,8,2012-09-04 00:58:00-04,86
535665,Closed,291,2012-09-04 00:54:00-04,72,2012-09-04 00:58:00-04,75
535666,Closed,1406,2012-09-04 01:00:00-04,36,2012-09-04 01:24:00-04,67
535667,Closed,1423,2012-09-04 01:00:00-04,36,2012-09-04 01:24:00-04,67
535668,Closed,263,2012-09-04 01:01:00-04,67,2012-09-04 01:05:00-04,91
535669,Closed,122,2012-09-04 01:01:00-04,35,2012-09-04 01:03:00-04,54
535670,Closed,5,2012-09-04 01:08:00-04,41,2012-09-04 01:08:00-04,41
535671,Closed,456,2012-09-04 01:09:00-04,9,2012-09-04 01:17:00-04,33
535672,Closed,811,2012-09-04 01:16:00-04,74,2012-09-04 01:30:00-04,53
535673,Closed,439,2012-09-04 01:19:00-04,52,2012-09-04 01:27:00-04,12
535674,Closed,425,2012-09-04 01:19:00-04,52,2012-09-04 01:27:00-04,12
535675,Closed,861,2012-09-04 01:23:00-04,5,2012-09-04 01:37:00-04,12
535676,Closed,24687,2012-09-04 01:25:00-04,16,2012-09-04 08:17:00-04,39
535677,Closed,995,2012-09-04 01:28:00-04,67,2012-09-04 01:45:00-04,74
535678,Closed,1021,2012-09-04 01:29:00-04,67,2012-09-04 01:46:00-04,74
535679,Closed,1104,2012-09-04 01:40:00-04,74,2012-09-04 01:58:00-04,36
535680,Closed,958,2012-09-04 01:42:00-04,74,2012-09-04 01:58:00-04,36
535681,Closed,922,2012-09-04 01:43:00-04,74,2012-09-04 01:58:00-04,36,T01368,Casual,,,
535682,Closed,902,2012-09-04 01:43:00-04,74,2012-09-04 01:58:00-04,36
535685,Closed,849,2012-09-04 01:59:00-04,74,2012-09-04 02:13:00-04,67,T01007,Casual,,,
535686,Closed,880,2012-09-04 01:58:00-04,74,2012-09-04 02:13:00-04,67
535687,Closed,1517,2012-09-04 02:03:00-04,74,2012-09-04 02:28:00-04,74
535691,Closed,1374,2012-09-04 02:16:00-04,67,2012-09-04 02:39:00-04,6
535693,Closed,1384,2012-09-04 02:16:00-04,67,2012-09-04 02:39:00-04,6
535694,Closed,618,2012-09-04 02:24:00-04,14,2012-09-04 02:34:00-04,57
535695,Closed,1306,2012-09-04 02:29:00-04,50,2012-09-04 02:51:00-04,43,T01147,Casual,,,
535696,Closed,1319,2012-09-04 02:29:00-04,50,2012-09-04 02:51:00-04,43
535697,Closed,1121,2012-09-04 02:32:00-04,42,2012-09-04 02:51:00-04,43
535698,Closed,1358,2012-09-04 02:33:00-04,42,2012-09-04 02:56:00-04,43
535699,Closed,976,2012-09-04 02:41:00-04,6,2012-09-04 02:58:00-04,26
535700,Closed,952,2012-09-04 02:42:00-04,6,2012-09-04 02:58:00-04,26
535701,Closed,433,2012-09-04 02:43:00-04,33,2012-09-04 02:50:00-04,67
535702,Closed,841,2012-09-04 02:48:00-04,76,2012-09-04 03:02:00-04,36
535703,Closed,1708,2012-09-04 02:57:00-04,43,2012-09-04 03:26:00-04,47
535704,Closed,1464,2012-09-04 02:55:00-04,43,2012-09-04 03:20:00-04,47
535705,Closed,1774,2012-09-04 02:57:00-04,43,2012-09-04 03:27:00-04,47
535706,Closed,1284,2012-09-04 02:58:00-04,43,2012-09-04 03:20:00-04,47
535707,Closed,478,2012-09-04 03:10:00-04,47,2012-09-04 03:18:00-04,24,T01443,Casual,,,
535708,Closed,451,2012-09-04 03:10:00-04,47,2012-09-04 03:18:00-04,24
535709,Closed,1111,2012-09-04 03:26:00-04,47,2012-09-04 03:44:00-04,91
535710,Closed,1039,2012-09-04 03:26:00-04,47,2012-09-04 03:44:00-04,91
535711,Closed,778,2012-09-04 03:31:00-04,47,2012-09-04 03:44:00-04,91
535712,Closed,735,2012-09-04 03:32:00-04,47,2012-09-04 03:44:00-04,91
535713,Closed,670,2012-09-04 03:51:00-04,91,2012-09-04 04:02:00-04,71,T01072,Casual,,,
535714,Closed,768,2012-09-04 03:50:00-04,91,2012-09-04 04:03:00-04,74
535715,Closed,733,2012-09-04 03:51:00-04,91,2012-09-04 04:03:00-04,74
535716,Closed,876,2012-09-04 03:51:00-04,91,2012-09-04 04:06:00-04,74
535717,Closed,376,2012-09-04 05:02:00-04,57,2012-09-04 05:08:00-04,26
535718,Closed,395,2012-09-04 05:34:00-04,46,2012-09-04 05:40:00-04,13
535719,Closed,453,2012-09-04 05:48:00-04,20,2012-09-04 05:56:00-04,22,T01011,Casual,,,
535720,Closed,429,2012-09-04 05:58:00-04,26,2012-09-04 06:05:00-04,57
535721,Closed,427,2012-09-04 06:05:00-04,60,2012-09-04 06:12:00-04,36
535722,Closed,645,2012-09-04 06:13:00-04,6,2012-09-04 06:23:00-04,36
535723,Closed,1336,2012-09-04 06:13:00-04,69,2012-09-04 06:35:00-04,13
535724,Closed,1350,2012-09-04 06:18:00-04,56,2012-09-04 06:41:00-04,23
535725,Closed,612,2012-09-04 06:21:00-04,38,2012-09-04 06:31:00-04,42
535726,Closed,182,2012-09-04 06:22:00-04,10,2012-09-04 06:25:00-04,9
535727,Closed,1226,2012-09-04 06:25:00-04,91,2012-09-04 06:45:00-04,29
535728,Closed,458,2012-09-04 06:25:00-04,69,2012-09-04 06:33:00-04,11
535729,Closed,1437,2012-09-04 06:25:00-04,60,2012-09-04 06:49:00-04,29
535730,Closed,571,2012-09-04 06:37:00-04,68,2012-09-04 06:47:00-04,71,T01386,Casual,,,
535731,Closed,328,2012-09-04 06:37:00-04,64,2012-09-04 06:43:00-04,43
535732,Closed,1198,2012-09-04 06:38:00-04,6,2012-09-04 06:58:00-04,11
535733,Closed,1095,2012-09-04 06:39:00-04,60,2012-09-04 06:57:00-04,9,T01248,Registered,02114,1984,Male
535734,Closed,573,2012-09-04 06:39:00-04,41,2012-09-04 06:49:00-04,11
535735,Closed,164,2012-09-04 06:39:00-04,64,2012-09-04 06:42:00-04,22
535736,Closed,332,2012-09-04 06:40:00-04,27,2012-09-04 06:46:00-04,11
535737,Closed,344,2012-09-04 06:43:00-04,42,2012-09-04 06:49:00-04,35,T01449,Registered,02116,1955,Male
535738,Closed,905,2012-09-04 06:46:00-04,85,2012-09-04 07:01:00-04,36
535741,Closed,301,2012-09-04 06:46:00-04,6,2012-09-04 06:51:00-04,72
535743,Closed,558,2012-09-04 06:47:00-04,29,2012-09-04 06:56:00-04,37
535744,Closed,569,2012-09-04 06:48:00-04,75,2012-09-04 06:57:00-04,52
535745,Closed,246,2012-09-04 06:56:00-04,65,2012-09-04 07:00:00-04,64
535746,Closed,258,2012-09-04 06:56:00-04,26,2012-09-04 07:01:00-04,16
535747,Closed,634,2012-09-04 06:56:00-04,47,2012-09-04 07:07:00-04,31,T01159,Registered,02113,1986,Male
535748,Closed,449,2012-09-04 06:56:00-04,40,2012-09-04 07:04:00-04,81
535749,Closed,201,2012-09-04 06:56:00-04,59,2012-09-04 07:00:00-04,49
535750,Closed,490,2012-09-04 06:58:00-04,38,2012-09-04 07:07:00-04,64,T01151,Registered,01982,1976,Male
535751,Closed,544,2012-09-04 06:58:00-04,38,2012-09-04 07:08:00-04,64
535752,Closed,1019,2012-09-04 07:00:00-04,38,2012-09-04 07:17:00-04,84,T01145,Registered,01915,1953,Male
535753,Closed,1223,2012-09-04 07:01:00-04,38,2012-09-04 07:21:00-04,10
535754,Closed,429,2012-09-04 07:01:00-04,58,2012-09-04 07:08:00-04,61
535755,Closed,405,2012-09-04 07:01:00-04,58,2012-09-04 07:08:00-04,61,T01013,Registered,02116,1977,Male
535756,Closed,730,2012-09-04 07:01:00-04,38,2012-09-04 07:13:00-04,7
535757,Closed,423,2012-09-04 07:02:00-04,29,2012-09-04 07:09:00-04,74
535758,Closed,298,2012-09-04 07:03:00-04,40,2012-09-04 07:08:00-04,43
535759,Closed,789,2012-09-04 07:04:00-04,61,2012-09-04 07:17:00-04,11
535760,Closed,309,2012-09-04 07:04:00-04,19,2012-09-04 07:09:00-04,33
535761,Closed,410,2012-09-04 07:03:00-04,60,2012-09-04 07:10:00-04,49
535762,Closed,471,2012-09-04 07:04:00-04,4,2012-09-04 07:12:00-04,48,T01310,Registered,02118,1967,Male
535763,Closed,272,2012-09-04 07:04:00-04,69,2012-09-04 07:09:00-04,62
535764,Closed,376,2012-09-04 07:05:00-04,12,2012-09-04 07:12:00-04,51
535765,Closed,687,2012-09-04 07:05:00-04,26,2012-09-04 07:17:00-04,38
535766,Closed,1360,2012-09-04 07:06:00-04,26,2012-09-04 07:28:00-04,26
535767,Closed,522,2012-09-04 07:07:00-04,22,2012-09-04 07:15:00-04,6,T01342,Registered,02360,1957,Male
535768,Closed,387,2012-09-04 07:08:00-04,42,2012-09-04 07:15:00-04,52
535769,Closed,368,2012-09-04 07:10:00-04,59,2012-09-04 07:16:00-04,50
535770,Closed,832,2012-09-04 07:10:00-04,41,2012-09-04 07:24:00-04,72
535771,Closed,579,2012-09-04 07:11:00-04,26,2012-09-04 07:20:00-04,48
535773,Closed,496,2012-09-04 07:11:00-04,26,2012-09-04 07:20:00-04,35
535774,Closed,481,2012-09-04 07:13:00-04,38,2012-09-04 07:21:00-04,35
