id,status,duration,start_date,start_station,end_date,end_station
522574,Closed,5601,2012-08-30 22:46:00-04,53,2012-08-31 00:19:00-04,55,T01173,Casual,,,
522575,Closed,5543,2012-08-30 22:46:00-04,53,2012-08-31 00:19:00-04,55
522635,Closed,2137,2012-08-30 23:34:00-04,74,2012-08-31 00:10:00-04,46,T01442,Casual,,,
522644,Closed,1110,2012-08-30 23:49:00-04,8,2012-08-31 00:07:00-04,68
522646,Closed,1069,2012-08-30 23:49:00-04,8,2012-08-31 00:07:00-04,68
522647,Closed,376,2012-08-30 23:54:00-04,19,2012-08-31 00:01:00-04,19,T01328,Registered,02446,1987,Male
522649,Closed,1139,2012-08-30 23:56:00-04,34,2012-08-31 00:15:00-04,54
522650,Closed,447,2012-08-30 23:57:00-04,24,2012-08-31 00:04:00-04,47
522651,Closed,447,2012-08-31 00:01:00-04,40,2012-08-31 00:08:00-04,38,T01036,Casual,,,
522652,Closed,394,2012-08-31 00:01:00-04,40,2012-08-31 00:08:00-04,38
522653,Closed,372,2012-08-31 00:02:00-04,40,2012-08-31 00:08:00-04,38
522654,Closed,418,2012-08-31 00:02:00-04,55,2012-08-31 00:09:00-04,45
522655,Closed,612,2012-08-31 00:04:00-04,36,2012-08-31 00:14:00-04,81
522656,Closed,4536,2012-08-31 00:09:00-04,31,2012-08-31 01:24:00-04,30
522657,Closed,4514,2012-08-31 00:09:00-04,31,2012-08-31 01:24:00-04,30
522658,Closed,322,2012-08-31 00:12:00-04,19,2012-08-31 00:18:00-04,53
522660,Closed,7,2012-08-31 00:17:00-04,55,2012-08-31 00:17:00-04,55
522661,Closed,507,2012-08-31 00:18:00-04,8,2012-08-31 00:26:00-04,9
522662,Closed,242,2012-08-31 00:22:00-04,80,2012-08-31 00:26:00-04,75
522663,Closed,479,2012-08-31 00:24:00-04,42,2012-08-31 00:32:00-04,39,T01398,Registered,02118,1990,Female
522664,Closed,1180,2012-08-31 00:26:00-04,35,2012-08-31 00:46:00-04,33
522665,Closed,769,2012-08-31 00:28:00-04,24,2012-08-31 00:40:00-04,81,T01447,Casual,,,
522666,Closed,428,2012-08-31 00:28:00-04,67,2012-08-31 00:35:00-04,33
522668,Closed,615,2012-08-31 00:29:00-04,68,2012-08-31 00:39:00-04,72
522669,Closed,28420,2012-08-31 00:30:00-04,57,2012-08-31 08:24:00-04,26
522670,Closed,391,2012-08-31 00:33:00-04,6,2012-08-31 00:40:00-04,40,T01007,Registered,02109,1984,Male
522672,Closed,661,2012-08-31 00:38:00-04,61,2012-08-31 00:49:00-04,60
522673,Closed,947,2012-08-31 00:39:00-04,40,2012-08-31 00:55:00-04,6
522674,Closed,885,2012-08-31 00:39:00-04,40,2012-08-31 00:54:00-04,6
522675,Closed,1244,2012-08-31 00:45:00-04,35,2012-08-31 01:05:00-04,41
522677,Closed,569,2012-08-31 00:48:00-04,73,2012-08-31 00:58:00-04,15,T01074,Registered,02135,1983,Male
522678,Closed,814,2012-08-31 00:52:00-04,24,2012-08-31 01:06:00-04,57
522679,Closed,805,2012-08-31 00:53:00-04,24,2012-08-31 01:06:00-04,57
522680,Closed,1140,2012-08-31 00:56:00-04,31,2012-08-31 01:15:00-04,10
522681,Closed,787,2012-08-31 01:03:00-04,45,2012-08-31 01:16:00-04,39,T01037,Registered,02118,1987,Male
522682,Closed,777,2012-08-31 01:03:00-04,45,2012-08-31 01:16:00-04,39,T01192,Registered,02118,1987,Male
522683,Closed,993,2012-08-31 01:05:00-04,32,2012-08-31 01:22:00-04,35,T01410,Casual,,,
522684,Closed,872,2012-08-31 01:05:00-04,9,2012-08-31 01:20:00-04,10,T01144,Registered,02215,1986,Male
522685,Closed,318,2012-08-31 01:08:00-04,57,2012-08-31 01:13:00-04,27
522686,Closed,437,2012-08-31 01:08:00-04,32,2012-08-31 01:15:00-04,41,T01241,Registered,02215,1979,Male
522687,Closed,324,2012-08-31 01:08:00-04,57,2012-08-31 01:13:00-04,27
522688,Closed,212,2012-08-31 01:10:00-04,19,2012-08-31 01:13:00-04,33,T01328,Registered,02215,1991,Male
522689,Closed,830,2012-08-31 01:12:00-04,22,2012-08-31 01:25:00-04,58,T01314,Registered,02116,1983,Male
522690,Closed,1154,2012-08-31 01:12:00-04,52,2012-08-31 01:32:00-04,39
522691,Closed,1106,2012-08-31 01:15:00-04,39,2012-08-31 01:34:00-04,41,T01233,Casual,,,
522692,Closed,177,2012-08-31 01:15:00-04,20,2012-08-31 01:18:00-04,40
522693,Closed,593,2012-08-31 01:20:00-04,42,2012-08-31 01:29:00-04,40,T01163,Registered,02109,1987,Male
522694,Closed,619,2012-08-31 01:24:00-04,33,2012-08-31 01:34:00-04,25
522695,Closed,299,2012-08-31 01:25:00-04,35,2012-08-31 01:30:00-04,47,T01410,Casual,,,
522696,Closed,464,2012-08-31 01:27:00-04,12,2012-08-31 01:34:00-04,30,T01161,Registered,02120,1989,Male
522697,Closed,260,2012-08-31 01:27:00-04,58,2012-08-31 01:32:00-04,58,T01314,Registered,02116,1983,Male
522698,Closed,467,2012-08-31 01:30:00-04,10,2012-08-31 01:38:00-04,75
522699,Closed,890,2012-08-31 01:30:00-04,66,2012-08-31 01:45:00-04,30,T01387,Casual,,,
522700,Closed,380,2012-08-31 01:32:00-04,10,2012-08-31 01:38:00-04,41,T01144,Casual,,,
522701,Closed,348,2012-08-31 01:32:00-04,10,2012-08-31 01:38:00-04,41
522702,Closed,1874,2012-08-31 01:34:00-04,54,2012-08-31 02:06:00-04,56,T01128,Casual,,,
522704,Closed,450,2012-08-31 01:39:00-04,16,2012-08-31 01:46:00-04,39,T01448,Registered,02118,1983,Male
522705,Closed,444,2012-08-31 01:39:00-04,16,2012-08-31 01:46:00-04,39,T01443,Registered,02118,1984,Female
522706,Closed,668,2012-08-31 01:41:00-04,49,2012-08-31 01:52:00-04,55,T01014,Registered,02215,1988,Male
522707,Closed,646,2012-08-31 01:44:00-04,45,2012-08-31 01:54:00-04,82
522708,Closed,1621,2012-08-31 01:46:00-04,22,2012-08-31 02:13:00-04,41
522709,Closed,367,2012-08-31 01:49:00-04,54,2012-08-31 01:55:00-04,81
522710,Closed,336,2012-08-31 01:49:00-04,54,2012-08-31 01:55:00-04,81
522711,Closed,729,2012-08-31 01:52:00-04,60,2012-08-31 02:04:00-04,39
522712,Closed,797,2012-08-31 01:56:00-04,11,2012-08-31 02:09:00-04,69
522713,Closed,634,2012-08-31 01:55:00-04,52,2012-08-31 02:05:00-04,75,T01105,Casual,,,
522714,Closed,600,2012-08-31 01:55:00-04,52,2012-08-31 02:05:00-04,75
522715,Closed,186,2012-08-31 01:56:00-04,55,2012-08-31 01:59:00-04,61
522717,Closed,588,2012-08-31 01:56:00-04,58,2012-08-31 02:06:00-04,40,T01314,Registered,02109,1989,Male
522718,Closed,821,2012-08-31 01:57:00-04,81,2012-08-31 02:10:00-04,72
522720,Closed,839,2012-08-31 01:57:00-04,81,2012-08-31 02:11:00-04,72,T01447,Registered,02143,1986,Male
522721,Closed,882,2012-08-31 02:04:00-04,33,2012-08-31 02:19:00-04,37,T01195,Casual,,,
522722,Closed,1086,2012-08-31 02:09:00-04,41,2012-08-31 02:27:00-04,50
522723,Closed,2053,2012-08-31 02:09:00-04,41,2012-08-31 02:43:00-04,40,T01233,Casual,,,
522724,Closed,1424,2012-08-31 02:10:00-04,36,2012-08-31 02:34:00-04,21,T01269,Casual,,,
522725,Closed,426,2012-08-31 02:09:00-04,74,2012-08-31 02:16:00-04,88
522726,Closed,1403,2012-08-31 02:10:00-04,36,2012-08-31 02:34:00-04,21,T01045,Casual,,,
522727,Closed,40,2012-08-31 02:17:00-04,74,2012-08-31 02:18:00-04,74,T01450,Registered,02134,1988,Male
522728,Closed,426,2012-08-31 02:25:00-04,76,2012-08-31 02:32:00-04,74
522729,Closed,315,2012-08-31 02:25:00-04,52,2012-08-31 02:30:00-04,45,T01136,Registered,02215,1989,Male
522730,Closed,783,2012-08-31 02:29:00-04,42,2012-08-31 02:42:00-04,75
522731,Closed,1216,2012-08-31 02:47:00-04,6,2012-08-31 03:07:00-04,41,T01172,Casual,,,
522732,Closed,134,2012-08-31 03:07:00-04,46,2012-08-31 03:09:00-04,21
522733,Closed,604,2012-08-31 03:39:00-04,59,2012-08-31 03:49:00-04,16,T01006,Registered,02116,1976,Male
522735,Closed,236,2012-08-31 03:41:00-04,16,2012-08-31 03:45:00-04,46
522736,Closed,538,2012-08-31 03:42:00-04,74,2012-08-31 03:51:00-04,68,T01315,Registered,02134,1988,Male
522737,Closed,125412,2012-08-31 04:12:00-04,39,2012-09-01 15:02:00-04,22
522739,Closed,380,2012-08-31 04:36:00-04,76,2012-08-31 04:42:00-04,88,T01125,Registered,02145,1974,Male
522740,Closed,1061,2012-08-31 04:45:00-04,19,2012-08-31 05:03:00-04,60,T01208,Casual,,,
522741,Closed,609,2012-08-31 04:47:00-04,67,2012-08-31 04:57:00-04,58,T01079,Registered,02139,1993,Male
522742,Closed,982,2012-08-31 05:07:00-04,84,2012-08-31 05:24:00-04,11
522743,Closed,246,2012-08-31 05:27:00-04,58,2012-08-31 05:31:00-04,50,T01079,Registered,03051,1961,Male
522744,Closed,750,2012-08-31 05:32:00-04,85,2012-08-31 05:45:00-04,21,T01040,Registered,02118,1972,Male
522745,Closed,412,2012-08-31 05:33:00-04,52,2012-08-31 05:40:00-04,67,T01373,Registered,02139,1993,Male
522746,Closed,743,2012-08-31 05:43:00-04,53,2012-08-31 05:56:00-04,23
522747,Closed,743,2012-08-31 05:43:00-04,53,2012-08-31 05:56:00-04,23,T01050,Registered,02026,1986,Female
522748,Closed,582,2012-08-31 05:44:00-04,57,2012-08-31 05:54:00-04,48,T01012,Registered,02118,1989,Male
522749,Closed,851,2012-08-31 05:47:00-04,58,2012-08-31 06:01:00-04,14
522751,Closed,505,2012-08-31 05:50:00-04,53,2012-08-31 05:58:00-04,60
522752,Closed,373,2012-08-31 05:52:00-04,64,2012-08-31 05:58:00-04,6
522753,Closed,677,2012-08-31 05:53:00-04,75,2012-08-31 06:04:00-04,5
522754,Closed,608,2012-08-31 05:53:00-04,6,2012-08-31 06:03:00-04,36
522755,Closed,921,2012-08-31 05:54:00-04,25,2012-08-31 06:09:00-04,11
522756,Closed,210,2012-08-31 05:55:00-04,58,2012-08-31 05:58:00-04,36,T01078,Registered,02108,1983,Female
522757,Closed,772,2012-08-31 05:57:00-04,33,2012-08-31 06:10:00-04,41
522758,Closed,536,2012-08-31 05:58:00-04,45,2012-08-31 06:06:00-04,36
522759,Closed,5197,2012-08-31 05:58:00-04,5,2012-08-31 07:25:00-04,62
522760,Closed,265,2012-08-31 05:58:00-04,4,2012-08-31 06:02:00-04,42,T01072,Registered,02118,1981,Female
522761,Closed,4820,2012-08-31 05:59:00-04,38,2012-08-31 07:20:00-04,41
522762,Closed,5113,2012-08-31 06:00:00-04,5,2012-08-31 07:25:00-04,62
522763,Closed,195,2012-08-31 06:00:00-04,32,2012-08-31 06:04:00-04,11
522764,Closed,4939,2012-08-31 06:02:00-04,12,2012-08-31 07:25:00-04,62
522765,Closed,4788,2012-08-31 06:05:00-04,12,2012-08-31 07:25:00-04,62
522766,Closed,349,2012-08-31 06:07:00-04,60,2012-08-31 06:13:00-04,36,T01208,Registered,02114,1987,Male
522767,Closed,380,2012-08-31 06:08:00-04,4,2012-08-31 06:15:00-04,22
522768,Closed,339,2012-08-31 06:11:00-04,58,2012-08-31 06:17:00-04,48,T01388,Registered,02116,1986,Male
