id,status,duration,start_date,start_station,end_date,end_station
172646,Closed,1328278,2012-03-29 14:19:00-04,27,2012-04-13 23:17:00-04,62
175204,Closed,3428206,2012-03-31 18:47:00-04,42,2012-05-10 11:04:00-04,26
183596,Closed,1447384,2012-04-06 16:47:00-04,63,2012-04-23 10:50:00-04,63
184248,Closed,329275,2012-04-07 02:13:00-04,36,2012-04-10 21:41:00-04,27
187126,Closed,343013,2012-04-09 16:24:00-04,40,2012-04-13 15:41:00-04,64
187241,Closed,2644103,2012-04-09 17:08:00-04,46,2012-05-10 07:36:00-04,36
187804,Closed,1538,2012-04-09 23:39:00-04,9,2012-04-10 00:05:00-04,5
187805,Closed,573,2012-04-09 23:52:00-04,23,2012-04-10 00:02:00-04,23
187806,Closed,704,2012-04-09 23:58:00-04,11,2012-04-10 00:10:00-04,41
187807,Closed,389,2012-04-10 00:00:00-04,11,2012-04-10 00:06:00-04,46
187808,Closed,1466,2012-04-10 00:07:00-04,5,2012-04-10 00:32:00-04,42
187809,Closed,387,2012-04-10 00:08:00-04,55,2012-04-10 00:15:00-04,34
187810,Closed,1105,2012-04-10 00:27:00-04,41,2012-04-10 00:46:00-04,41
187811,Closed,1080,2012-04-10 00:28:00-04,41,2012-04-10 00:46:00-04,41
187812,Closed,1008,2012-04-10 00:29:00-04,41,2012-04-10 00:45:00-04,41
187813,Closed,995,2012-04-10 00:29:00-04,41,2012-04-10 00:46:00-04,41
187814,Closed,858,2012-04-10 00:33:00-04,42,2012-04-10 00:48:00-04,36
187815,Closed,429,2012-04-10 00:52:00-04,36,2012-04-10 00:59:00-04,4
187816,Closed,158,2012-04-10 03:42:00-04,9,2012-04-10 03:44:00-04,41
187817,Closed,879,2012-04-10 04:27:00-04,39,2012-04-10 04:41:00-04,48
187818,Closed,466,2012-04-10 04:40:00-04,36,2012-04-10 04:48:00-04,63
187820,Closed,184,2012-04-10 05:35:00-04,25,2012-04-10 05:38:00-04,16
187821,Closed,430,2012-04-10 05:40:00-04,25,2012-04-10 05:47:00-04,42
187822,Closed,461,2012-04-10 05:43:00-04,30,2012-04-10 05:50:00-04,16
187823,Closed,370,2012-04-10 05:43:00-04,60,2012-04-10 05:49:00-04,36
187825,Closed,285,2012-04-10 05:45:00-04,52,2012-04-10 05:49:00-04,16
187826,Closed,313,2012-04-10 05:47:00-04,25,2012-04-10 05:52:00-04,49
187827,Closed,455,2012-04-10 05:47:00-04,58,2012-04-10 05:55:00-04,48
187828,Closed,279,2012-04-10 05:58:00-04,58,2012-04-10 06:02:00-04,36
187829,Closed,399,2012-04-10 05:58:00-04,12,2012-04-10 06:05:00-04,32
187830,Closed,482,2012-04-10 05:59:00-04,16,2012-04-10 06:07:00-04,50
187831,Closed,176,2012-04-10 06:04:00-04,32,2012-04-10 06:07:00-04,11
187832,Closed,438,2012-04-10 06:09:00-04,47,2012-04-10 06:16:00-04,31
187833,Closed,421,2012-04-10 06:13:00-04,60,2012-04-10 06:20:00-04,36
187834,Closed,376,2012-04-10 06:15:00-04,26,2012-04-10 06:21:00-04,57
187835,Closed,443,2012-04-10 06:16:00-04,22,2012-04-10 06:24:00-04,20
187836,Closed,796,2012-04-10 06:17:00-04,38,2012-04-10 06:30:00-04,21
187837,Closed,555,2012-04-10 06:18:00-04,4,2012-04-10 06:27:00-04,60
187838,Closed,382,2012-04-10 06:18:00-04,38,2012-04-10 06:24:00-04,35
187839,Closed,419,2012-04-10 06:22:00-04,4,2012-04-10 06:29:00-04,22
187841,Closed,1260,2012-04-10 06:24:00-04,46,2012-04-10 06:45:00-04,18
187842,Closed,446,2012-04-10 06:25:00-04,22,2012-04-10 06:33:00-04,50
187843,Closed,269,2012-04-10 06:26:00-04,38,2012-04-10 06:31:00-04,43
187844,Closed,540,2012-04-10 06:26:00-04,36,2012-04-10 06:35:00-04,60
187845,Closed,587,2012-04-10 06:27:00-04,16,2012-04-10 06:37:00-04,13
187846,Closed,368,2012-04-10 06:27:00-04,38,2012-04-10 06:33:00-04,20
187847,Closed,728,2012-04-10 06:29:00-04,62,2012-04-10 06:42:00-04,39
187848,Closed,281,2012-04-10 06:32:00-04,34,2012-04-10 06:37:00-04,14
187849,Closed,815,2012-04-10 06:34:00-04,33,2012-04-10 06:48:00-04,41
187850,Closed,392,2012-04-10 06:35:00-04,43,2012-04-10 06:42:00-04,42
187851,Closed,691,2012-04-10 06:38:00-04,23,2012-04-10 06:50:00-04,33
187852,Closed,1310,2012-04-10 06:39:00-04,20,2012-04-10 07:01:00-04,12
187853,Closed,398,2012-04-10 06:41:00-04,22,2012-04-10 06:48:00-04,50
187854,Closed,630,2012-04-10 06:42:00-04,36,2012-04-10 06:52:00-04,34
187855,Closed,281,2012-04-10 06:44:00-04,58,2012-04-10 06:48:00-04,49
187856,Closed,745,2012-04-10 06:44:00-04,60,2012-04-10 06:56:00-04,20
187857,Closed,309,2012-04-10 06:44:00-04,25,2012-04-10 06:49:00-04,50
187859,Closed,785,2012-04-10 06:47:00-04,16,2012-04-10 07:00:00-04,60
187860,Closed,577,2012-04-10 06:47:00-04,22,2012-04-10 06:57:00-04,6
187861,Closed,453,2012-04-10 06:48:00-04,47,2012-04-10 06:55:00-04,22
187862,Closed,537,2012-04-10 06:48:00-04,57,2012-04-10 06:57:00-04,14
187864,Closed,235,2012-04-10 06:48:00-04,54,2012-04-10 06:52:00-04,50
187866,Closed,535,2012-04-10 06:49:00-04,58,2012-04-10 06:58:00-04,25
187867,Closed,928,2012-04-10 06:49:00-04,53,2012-04-10 07:04:00-04,15
187868,Closed,265,2012-04-10 06:49:00-04,60,2012-04-10 06:53:00-04,42
187869,Closed,458,2012-04-10 06:52:00-04,32,2012-04-10 07:00:00-04,53
187870,Closed,659,2012-04-10 06:54:00-04,16,2012-04-10 07:05:00-04,23
187871,Closed,604,2012-04-10 06:54:00-04,4,2012-04-10 07:04:00-04,43
187872,Closed,295,2012-04-10 06:55:00-04,40,2012-04-10 07:00:00-04,22
187873,Closed,425,2012-04-10 06:56:00-04,39,2012-04-10 07:03:00-04,48
187876,Closed,274,2012-04-10 06:57:00-04,40,2012-04-10 07:02:00-04,43
187877,Closed,442,2012-04-10 06:57:00-04,58,2012-04-10 07:05:00-04,21
187878,Closed,421,2012-04-10 06:57:00-04,58,2012-04-10 07:04:00-04,21
187879,Closed,338,2012-04-10 06:58:00-04,38,2012-04-10 07:04:00-04,48
187880,Closed,659,2012-04-10 06:59:00-04,58,2012-04-10 07:10:00-04,48
187881,Closed,1482,2012-04-10 07:00:00-04,38,2012-04-10 07:25:00-04,9
187882,Closed,305,2012-04-10 07:01:00-04,60,2012-04-10 07:06:00-04,42
187883,Closed,1054,2012-04-10 07:02:00-04,41,2012-04-10 07:20:00-04,42
187884,Closed,1614,2012-04-10 07:03:00-04,36,2012-04-10 07:30:00-04,15
187885,Closed,174,2012-04-10 07:03:00-04,47,2012-04-10 07:06:00-04,43
187886,Closed,372,2012-04-10 07:03:00-04,49,2012-04-10 07:10:00-04,25
187887,Closed,915,2012-04-10 07:05:00-04,8,2012-04-10 07:20:00-04,52
187888,Closed,405,2012-04-10 07:06:00-04,21,2012-04-10 07:13:00-04,42
187889,Closed,317,2012-04-10 07:06:00-04,12,2012-04-10 07:11:00-04,51
187890,Closed,312,2012-04-10 07:06:00-04,54,2012-04-10 07:11:00-04,50
187891,Closed,412,2012-04-10 07:07:00-04,22,2012-04-10 07:13:00-04,38
187893,Closed,538,2012-04-10 07:07:00-04,42,2012-04-10 07:16:00-04,25
187894,Closed,746,2012-04-10 07:08:00-04,59,2012-04-10 07:20:00-04,53
187896,Closed,451,2012-04-10 07:08:00-04,38,2012-04-10 07:16:00-04,35
187898,Closed,272,2012-04-10 07:09:00-04,6,2012-04-10 07:14:00-04,48
187899,Closed,681,2012-04-10 07:09:00-04,22,2012-04-10 07:21:00-04,21
187902,Closed,306,2012-04-10 07:12:00-04,45,2012-04-10 07:17:00-04,11
187904,Closed,815,2012-04-10 07:14:00-04,45,2012-04-10 07:28:00-04,35
187905,Closed,361,2012-04-10 07:15:00-04,39,2012-04-10 07:21:00-04,50
187906,Closed,1066,2012-04-10 07:15:00-04,60,2012-04-10 07:33:00-04,9
187907,Closed,754,2012-04-10 07:17:00-04,16,2012-04-10 07:29:00-04,20
187908,Closed,274,2012-04-10 07:17:00-04,22,2012-04-10 07:22:00-04,65
187909,Closed,862,2012-04-10 07:17:00-04,53,2012-04-10 07:32:00-04,22
187910,Closed,514,2012-04-10 07:18:00-04,5,2012-04-10 07:27:00-04,10
187911,Closed,413,2012-04-10 07:20:00-04,63,2012-04-10 07:26:00-04,22
187912,Closed,574,2012-04-10 07:20:00-04,8,2012-04-10 07:29:00-04,33
187913,Closed,606,2012-04-10 07:22:00-04,22,2012-04-10 07:33:00-04,50
187914,Closed,562,2012-04-10 07:23:00-04,32,2012-04-10 07:32:00-04,12
187915,Closed,872,2012-04-10 07:24:00-04,25,2012-04-10 07:38:00-04,32
187916,Closed,729,2012-04-10 07:24:00-04,42,2012-04-10 07:36:00-04,7
187917,Closed,343,2012-04-10 07:25:00-04,32,2012-04-10 07:30:00-04,62
187918,Closed,1607,2012-04-10 07:26:00-04,38,2012-04-10 07:52:00-04,11
187919,Closed,609,2012-04-10 07:26:00-04,52,2012-04-10 07:36:00-04,35
187920,Closed,821,2012-04-10 07:26:00-04,60,2012-04-10 07:40:00-04,10
187921,Closed,692,2012-04-10 07:28:00-04,38,2012-04-10 07:39:00-04,24
