id,status,duration,start_date,start_station,end_date,end_station
508868,Closed,230371,2012-08-26 15:56:00-04,31,2012-08-29 07:56:00-04,16,T01088,Casual,,,
509508,Closed,167407,2012-08-26 18:08:00-04,60,2012-08-28 16:38:00-04,12
512459,Closed,141456,2012-08-27 17:49:00-04,24,2012-08-29 09:07:00-04,31
512778,Closed,46985,2012-08-27 18:47:00-04,43,2012-08-28 07:50:00-04,40
512798,Closed,84020,2012-08-27 18:53:00-04,37,2012-08-28 18:13:00-04,37,T01173,Casual,,,
512979,Closed,72886,2012-08-27 19:39:00-04,51,2012-08-28 15:53:00-04,51,T01327,Casual,,,
512985,Closed,43008,2012-08-27 19:41:00-04,51,2012-08-28 07:38:00-04,51
513351,Closed,7384,2012-08-27 23:28:00-04,4,2012-08-28 01:31:00-04,48
513354,Closed,7210,2012-08-27 23:31:00-04,4,2012-08-28 01:31:00-04,48
513356,Closed,1192,2012-08-27 23:45:00-04,58,2012-08-28 00:05:00-04,8
513359,Closed,1759,2012-08-27 23:57:00-04,32,2012-08-28 00:26:00-04,61
513360,Closed,623,2012-08-28 00:03:00-04,59,2012-08-28 00:13:00-04,20,T01104,Registered,02113,1982,Female
513361,Closed,602,2012-08-28 00:03:00-04,59,2012-08-28 00:13:00-04,20
513362,Closed,160,2012-08-28 00:04:00-04,22,2012-08-28 00:07:00-04,43
513363,Closed,1202,2012-08-28 00:05:00-04,36,2012-08-28 00:25:00-04,41
513364,Closed,677,2012-08-28 00:06:00-04,36,2012-08-28 00:17:00-04,4
513365,Closed,646,2012-08-28 00:06:00-04,36,2012-08-28 00:17:00-04,4
513366,Closed,836,2012-08-28 00:06:00-04,22,2012-08-28 00:20:00-04,55
513368,Closed,394,2012-08-28 00:09:00-04,67,2012-08-28 00:15:00-04,33
513369,Closed,307,2012-08-28 00:13:00-04,8,2012-08-28 00:18:00-04,37,T01208,Casual,,,
513370,Closed,513,2012-08-28 00:15:00-04,73,2012-08-28 00:23:00-04,15,T01291,Registered,02135,1983,Male
513372,Closed,287,2012-08-28 00:18:00-04,75,2012-08-28 00:23:00-04,80
513373,Closed,244,2012-08-28 00:18:00-04,75,2012-08-28 00:22:00-04,80
513374,Closed,234,2012-08-28 00:19:00-04,57,2012-08-28 00:23:00-04,39
513375,Closed,121,2012-08-28 00:19:00-04,57,2012-08-28 00:21:00-04,25,T01102,Registered,02215,1984,Male
513376,Closed,468,2012-08-28 00:20:00-04,11,2012-08-28 00:28:00-04,21,T01232,Registered,02115,1977,Male
513377,Closed,646,2012-08-28 00:24:00-04,53,2012-08-28 00:35:00-04,12
513378,Closed,557,2012-08-28 00:34:00-04,41,2012-08-28 00:43:00-04,37
513379,Closed,277,2012-08-28 00:50:00-04,76,2012-08-28 00:55:00-04,74,T01013,Casual,,,
513380,Closed,1067,2012-08-28 00:51:00-04,33,2012-08-28 01:08:00-04,41
513381,Closed,119,2012-08-28 00:51:00-04,46,2012-08-28 00:53:00-04,55,T01098,Casual,,,
513382,Closed,1087,2012-08-28 00:51:00-04,55,2012-08-28 01:09:00-04,42
513383,Closed,1493,2012-08-28 00:59:00-04,74,2012-08-28 01:24:00-04,74,T01312,Casual,,,
513384,Closed,1484,2012-08-28 00:59:00-04,74,2012-08-28 01:24:00-04,74,T01332,Casual,,,
513385,Closed,810,2012-08-28 01:00:00-04,61,2012-08-28 01:14:00-04,45
513386,Closed,787,2012-08-28 01:01:00-04,61,2012-08-28 01:14:00-04,45
513387,Closed,1345,2012-08-28 01:02:00-04,74,2012-08-28 01:24:00-04,74,T01013,Casual,,,
513388,Closed,1611,2012-08-28 01:06:00-04,43,2012-08-28 01:33:00-04,33
513389,Closed,394,2012-08-28 01:08:00-04,69,2012-08-28 01:14:00-04,45,T01183,Registered,02215,1985,Male
513390,Closed,2219,2012-08-28 01:09:00-04,43,2012-08-28 01:46:00-04,32
513391,Closed,1043,2012-08-28 01:10:00-04,24,2012-08-28 01:28:00-04,53
513392,Closed,696,2012-08-28 01:11:00-04,41,2012-08-28 01:22:00-04,55,T01244,Registered,02115,1989,Male
513393,Closed,464,2012-08-28 01:12:00-04,25,2012-08-28 01:19:00-04,25
513394,Closed,1197,2012-08-28 01:18:00-04,75,2012-08-28 01:38:00-04,46,T01195,Casual,,,
513395,Closed,944,2012-08-28 01:22:00-04,68,2012-08-28 01:38:00-04,46
513396,Closed,1000,2012-08-28 01:24:00-04,13,2012-08-28 01:41:00-04,32,T01110,Registered,02115,1984,Male
513397,Closed,978,2012-08-28 01:25:00-04,13,2012-08-28 01:41:00-04,32
513399,Closed,609,2012-08-28 01:29:00-04,67,2012-08-28 01:39:00-04,33
513400,Closed,1335,2012-08-28 01:35:00-04,72,2012-08-28 01:57:00-04,18,T01299,Registered,02134,1985,Male
513401,Closed,512,2012-08-28 01:40:00-04,55,2012-08-28 01:48:00-04,76
513402,Closed,1411,2012-08-28 01:40:00-04,74,2012-08-28 02:04:00-04,58,T01312,Casual,,,
513404,Closed,764,2012-08-28 01:54:00-04,67,2012-08-28 02:07:00-04,53
513406,Closed,466,2012-08-28 02:07:00-04,53,2012-08-28 02:14:00-04,46
513407,Closed,301,2012-08-28 02:09:00-04,53,2012-08-28 02:14:00-04,46
513408,Closed,610,2012-08-28 02:11:00-04,22,2012-08-28 02:21:00-04,55
513409,Closed,599,2012-08-28 03:12:00-04,54,2012-08-28 03:22:00-04,72
513410,Closed,975,2012-08-28 03:15:00-04,76,2012-08-28 03:31:00-04,36
513411,Closed,473,2012-08-28 03:25:00-04,72,2012-08-28 03:32:00-04,75
513412,Closed,1026,2012-08-28 03:28:00-04,22,2012-08-28 03:46:00-04,67
513413,Closed,251,2012-08-28 04:05:00-04,45,2012-08-28 04:09:00-04,5,T01183,Registered,02115,1981,Male
513414,Closed,1108,2012-08-28 04:26:00-04,84,2012-08-28 04:45:00-04,11,T01284,Casual,,,
513417,Closed,1062,2012-08-28 04:37:00-04,67,2012-08-28 04:55:00-04,48
513418,Closed,1300,2012-08-28 04:43:00-04,41,2012-08-28 05:05:00-04,23
513419,Closed,393,2012-08-28 05:05:00-04,59,2012-08-28 05:12:00-04,16
513420,Closed,366,2012-08-28 05:08:00-04,21,2012-08-28 05:14:00-04,34,T01232,Registered,02116,1980,Male
513421,Closed,1005,2012-08-28 05:24:00-04,71,2012-08-28 05:41:00-04,61,T01072,Registered,02139,1986,Male
513422,Closed,617,2012-08-28 05:33:00-04,85,2012-08-28 05:44:00-04,21,T01266,Registered,02118,1972,Male
513423,Closed,506,2012-08-28 05:35:00-04,22,2012-08-28 05:43:00-04,50
513424,Closed,240,2012-08-28 05:39:00-04,43,2012-08-28 05:43:00-04,22
513425,Closed,747,2012-08-28 05:39:00-04,69,2012-08-28 05:52:00-04,55
513426,Closed,465,2012-08-28 05:47:00-04,21,2012-08-28 05:55:00-04,30,T01172,Registered,02116,1971,Male
513427,Closed,667,2012-08-28 05:52:00-04,4,2012-08-28 06:03:00-04,40,T01343,Registered,02118,1981,Female
513428,Closed,761,2012-08-28 06:00:00-04,19,2012-08-28 06:13:00-04,58,T01340,Casual,,,
513429,Closed,258,2012-08-28 06:01:00-04,60,2012-08-28 06:05:00-04,72
513430,Closed,2192,2012-08-28 06:03:00-04,21,2012-08-28 06:39:00-04,70
513431,Closed,1190,2012-08-28 06:04:00-04,40,2012-08-28 06:24:00-04,24
513432,Closed,435,2012-08-28 06:04:00-04,60,2012-08-28 06:12:00-04,36
513433,Closed,393,2012-08-28 06:06:00-04,58,2012-08-28 06:13:00-04,48,T01169,Registered,02116,1986,Male
513434,Closed,630,2012-08-28 06:15:00-04,22,2012-08-28 06:25:00-04,25
513435,Closed,437,2012-08-28 06:15:00-04,60,2012-08-28 06:22:00-04,36,T01096,Registered,02114,1988,Female
513436,Closed,389,2012-08-28 06:15:00-04,45,2012-08-28 06:22:00-04,11,T01408,Registered,02050,1957,Male
513437,Closed,176,2012-08-28 06:16:00-04,16,2012-08-28 06:19:00-04,50
513438,Closed,214,2012-08-28 06:17:00-04,22,2012-08-28 06:20:00-04,43
513439,Closed,349,2012-08-28 06:17:00-04,4,2012-08-28 06:23:00-04,22
513440,Closed,605,2012-08-28 06:18:00-04,36,2012-08-28 06:28:00-04,48
513441,Closed,4435,2012-08-28 06:20:00-04,22,2012-08-28 07:34:00-04,22,T01194,Casual,,,
513442,Closed,900,2012-08-28 06:21:00-04,76,2012-08-28 06:36:00-04,42
513443,Closed,389,2012-08-28 06:21:00-04,22,2012-08-28 06:28:00-04,40
513444,Closed,567,2012-08-28 06:22:00-04,4,2012-08-28 06:31:00-04,23,T01190,Registered,02108,1960,Male
513445,Closed,181,2012-08-28 06:23:00-04,47,2012-08-28 06:26:00-04,48
513446,Closed,289,2012-08-28 06:23:00-04,45,2012-08-28 06:28:00-04,11
513447,Closed,714,2012-08-28 06:23:00-04,26,2012-08-28 06:35:00-04,60
513448,Closed,360,2012-08-28 06:25:00-04,55,2012-08-28 06:31:00-04,42,T01098,Registered,02215,1988,Male
513449,Closed,386,2012-08-28 06:25:00-04,38,2012-08-28 06:31:00-04,64,T01025,Registered,01730,1958,Male
513450,Closed,1363,2012-08-28 06:26:00-04,72,2012-08-28 06:48:00-04,29
513451,Closed,354,2012-08-28 06:26:00-04,36,2012-08-28 06:32:00-04,23
513452,Closed,1013,2012-08-28 06:26:00-04,24,2012-08-28 06:43:00-04,40
513453,Closed,470,2012-08-28 06:27:00-04,38,2012-08-28 06:35:00-04,42,T01151,Registered,01915,1957,Male
513454,Closed,82,2012-08-28 06:28:00-04,3,2012-08-28 06:29:00-04,14,T01278,Registered,02120,1982,Male
513455,Closed,354,2012-08-28 06:28:00-04,69,2012-08-28 06:34:00-04,11
513456,Closed,239,2012-08-28 06:28:00-04,58,2012-08-28 06:32:00-04,36,T01338,Registered,02108,1983,Female
513458,Closed,1298,2012-08-28 06:29:00-04,18,2012-08-28 06:51:00-04,58
513459,Closed,284,2012-08-28 06:31:00-04,30,2012-08-28 06:36:00-04,62,T01172,Registered,02115,1989,Female
513460,Closed,586,2012-08-28 06:33:00-04,52,2012-08-28 06:43:00-04,11
513461,Closed,1189,2012-08-28 06:36:00-04,6,2012-08-28 06:56:00-04,11,T01097,Registered,02114,1981,Female
513462,Closed,279,2012-08-28 06:38:00-04,49,2012-08-28 06:43:00-04,60,T01047,Casual,,,
513463,Closed,735,2012-08-28 06:37:00-04,22,2012-08-28 06:49:00-04,39
513464,Closed,236,2012-08-28 06:40:00-04,47,2012-08-28 06:44:00-04,48,T01006,Registered,02113,1981,Male
513465,Closed,382,2012-08-28 06:42:00-04,60,2012-08-28 06:48:00-04,50
513466,Closed,1111,2012-08-28 06:42:00-04,69,2012-08-28 07:00:00-04,13,T01094,Registered,02446,1985,Male
513467,Closed,453,2012-08-28 06:42:00-04,40,2012-08-28 06:49:00-04,81
513468,Closed,1099,2012-08-28 06:42:00-04,69,2012-08-28 07:00:00-04,13
513469,Closed,191,2012-08-28 06:43:00-04,59,2012-08-28 06:46:00-04,49,T01103,Registered,02465,1961,Male
513470,Closed,306,2012-08-28 06:43:00-04,25,2012-08-28 06:48:00-04,50
513471,Closed,305,2012-08-28 06:44:00-04,39,2012-08-28 06:49:00-04,50
513472,Closed,1248,2012-08-28 06:45:00-04,30,2012-08-28 07:06:00-04,35
513473,Closed,377,2012-08-28 06:46:00-04,58,2012-08-28 06:53:00-04,61
513474,Closed,366,2012-08-28 06:47:00-04,58,2012-08-28 06:53:00-04,61,T01340,Registered,02116,1977,Male
513475,Closed,214,2012-08-28 06:47:00-04,22,2012-08-28 06:51:00-04,43,T01111,Registered,01760,1974,Female
513476,Closed,533,2012-08-28 06:47:00-04,47,2012-08-28 06:56:00-04,50
513477,Closed,435,2012-08-28 06:48:00-04,38,2012-08-28 06:56:00-04,64
513478,Closed,341,2012-08-28 06:49:00-04,49,2012-08-28 06:55:00-04,48
513479,Closed,418,2012-08-28 06:50:00-04,58,2012-08-28 06:57:00-04,61
513480,Closed,597,2012-08-28 06:50:00-04,29,2012-08-28 07:00:00-04,37
513481,Closed,266,2012-08-28 06:50:00-04,32,2012-08-28 06:55:00-04,11,T01110,Registered,02215,1982,Male
513482,Closed,582,2012-08-28 06:51:00-04,25,2012-08-28 07:01:00-04,22
513483,Closed,541,2012-08-28 06:52:00-04,22,2012-08-28 07:01:00-04,6,T01024,Registered,02360,1957,Male
513484,Closed,742,2012-08-28 06:53:00-04,76,2012-08-28 07:05:00-04,19
513485,Closed,615,2012-08-28 06:53:00-04,63,2012-08-28 07:03:00-04,64
513486,Closed,341,2012-08-28 06:53:00-04,58,2012-08-28 06:59:00-04,35
513487,Closed,322,2012-08-28 06:56:00-04,69,2012-08-28 07:02:00-04,11
513488,Closed,334,2012-08-28 06:57:00-04,53,2012-08-28 07:03:00-04,36
513489,Closed,49,2012-08-28 06:58:00-04,47,2012-08-28 06:59:00-04,47,T01059,Registered,02113,1986,Male
513490,Closed,514,2012-08-28 06:59:00-04,47,2012-08-28 07:08:00-04,31
513491,Closed,690,2012-08-28 07:01:00-04,66,2012-08-28 07:12:00-04,14
513493,Closed,6854,2012-08-28 07:02:00-04,58,2012-08-28 08:57:00-04,60
513494,Closed,1436,2012-08-28 07:03:00-04,68,2012-08-28 07:27:00-04,68
513495,Closed,210,2012-08-28 07:04:00-04,57,2012-08-28 07:07:00-04,12
513496,Closed,372,2012-08-28 07:05:00-04,12,2012-08-28 07:11:00-04,51,T01074,Registered,02081,1967,Female
513497,Closed,414,2012-08-28 07:05:00-04,16,2012-08-28 07:12:00-04,59
513498,Closed,488,2012-08-28 07:07:00-04,38,2012-08-28 07:15:00-04,64
513499,Closed,385,2012-08-28 07:07:00-04,58,2012-08-28 07:14:00-04,35
513500,Closed,670,2012-08-28 07:09:00-04,40,2012-08-28 07:20:00-04,22
513501,Closed,584,2012-08-28 07:10:00-04,72,2012-08-28 07:20:00-04,42,T01381,Registered,02141,1985,Female
513502,Closed,1051,2012-08-28 07:10:00-04,60,2012-08-28 07:27:00-04,9,T01040,Registered,02114,1984,Male
513503,Closed,836,2012-08-28 07:10:00-04,19,2012-08-28 07:24:00-04,35
513504,Closed,394,2012-08-28 07:11:00-04,40,2012-08-28 07:17:00-04,64
513505,Closed,323,2012-08-28 07:12:00-04,38,2012-08-28 07:17:00-04,43,T01127,Registered,01890,1969,Male
513506,Closed,1654,2012-08-28 07:13:00-04,60,2012-08-28 07:40:00-04,17
513507,Closed,943,2012-08-28 07:13:00-04,53,2012-08-28 07:29:00-04,48,T01038,Registered,02215,1983,Male
513508,Closed,595,2012-08-28 07:13:00-04,22,2012-08-28 07:23:00-04,47
513509,Closed,492,2012-08-28 07:14:00-04,38,2012-08-28 07:22:00-04,35
513510,Closed,236,2012-08-28 07:15:00-04,22,2012-08-28 07:19:00-04,43
513511,Closed,476,2012-08-28 07:15:00-04,40,2012-08-28 07:23:00-04,22,T01343,Registered,02113,1984,Male
513512,Closed,983,2012-08-28 07:15:00-04,39,2012-08-28 07:31:00-04,72
513513,Closed,830,2012-08-28 07:16:00-04,38,2012-08-28 07:30:00-04,7
513514,Closed,287,2012-08-28 07:16:00-04,51,2012-08-28 07:20:00-04,56,T01328,Registered,02118,1960,Male
513515,Closed,504,2012-08-28 07:16:00-04,47,2012-08-28 07:25:00-04,60
513516,Closed,857,2012-08-28 07:17:00-04,13,2012-08-28 07:32:00-04,46
513517,Closed,1051,2012-08-28 07:17:00-04,4,2012-08-28 07:35:00-04,43
513518,Closed,270,2012-08-28 07:17:00-04,60,2012-08-28 07:22:00-04,42
513519,Closed,356,2012-08-28 07:17:00-04,6,2012-08-28 07:23:00-04,72
513520,Closed,243,2012-08-28 07:18:00-04,53,2012-08-28 07:22:00-04,67,T01448,Registered,02215,1993,Male
513521,Closed,603,2012-08-28 07:18:00-04,60,2012-08-28 07:28:00-04,64,T01047,Registered,02114,1987,Female
513522,Closed,201,2012-08-28 07:18:00-04,6,2012-08-28 07:22:00-04,38
513523,Closed,403,2012-08-28 07:19:00-04,40,2012-08-28 07:26:00-04,35,T01124,Registered,02110,1973,Male
513524,Closed,428,2012-08-28 07:19:00-04,26,2012-08-28 07:27:00-04,35
513525,Closed,1285,2012-08-28 07:20:00-04,76,2012-08-28 07:42:00-04,7
513526,Closed,281,2012-08-28 07:21:00-04,64,2012-08-28 07:26:00-04,43
513527,Closed,359,2012-08-28 07:23:00-04,30,2012-08-28 07:29:00-04,5
513528,Closed,724,2012-08-28 07:23:00-04,53,2012-08-28 07:35:00-04,49
513529,Closed,254,2012-08-28 07:25:00-04,41,2012-08-28 07:29:00-04,10
513532,Closed,226,2012-08-28 07:25:00-04,54,2012-08-28 07:29:00-04,42,T01256,Registered,02114,1981,Male
513533,Closed,270,2012-08-28 07:26:00-04,22,2012-08-28 07:30:00-04,49
513534,Closed,486,2012-08-28 07:26:00-04,4,2012-08-28 07:34:00-04,35
513537,Closed,284,2012-08-28 07:26:00-04,25,2012-08-28 07:31:00-04,16
513538,Closed,886,2012-08-28 07:26:00-04,39,2012-08-28 07:41:00-04,11
513539,Closed,992,2012-08-28 07:26:00-04,53,2012-08-28 07:43:00-04,48
513540,Closed,205,2012-08-28 07:26:00-04,35,2012-08-28 07:30:00-04,64
513541,Closed,227,2012-08-28 07:28:00-04,64,2012-08-28 07:32:00-04,35
513544,Closed,132,2012-08-28 07:28:00-04,22,2012-08-28 07:31:00-04,64
513546,Closed,451,2012-08-28 07:29:00-04,53,2012-08-28 07:36:00-04,75,T01161,Registered,02215,1984,Female
513547,Closed,738,2012-08-28 07:29:00-04,21,2012-08-28 07:42:00-04,72,T01266,Casual,,,
513548,Closed,119,2012-08-28 07:30:00-04,33,2012-08-28 07:32:00-04,34
513550,Closed,573,2012-08-28 07:30:00-04,42,2012-08-28 07:40:00-04,31,T01098,Registered,02210,1982,Male
513553,Closed,344,2012-08-28 07:31:00-04,12,2012-08-28 07:37:00-04,39
513554,Closed,575,2012-08-28 07:32:00-04,16,2012-08-28 07:41:00-04,13
513555,Closed,675,2012-08-28 07:32:00-04,39,2012-08-28 07:43:00-04,14
513556,Closed,1114,2012-08-28 07:32:00-04,53,2012-08-28 07:51:00-04,38,T01425,Registered,02115,1968,Female
513557,Closed,1227,2012-08-28 07:32:00-04,38,2012-08-28 07:53:00-04,75,T01036,Registered,02176,1981,Male
513558,Closed,435,2012-08-28 07:33:00-04,61,2012-08-28 07:40:00-04,39
513559,Closed,946,2012-08-28 07:33:00-04,57,2012-08-28 07:48:00-04,65,T01037,Registered,02118,1959,Male
513560,Closed,282,2012-08-28 07:33:00-04,40,2012-08-28 07:37:00-04,48,T01209,Registered,02109,1985,Female
513563,Closed,258,2012-08-28 07:34:00-04,20,2012-08-28 07:38:00-04,22
513564,Closed,667,2012-08-28 07:34:00-04,45,2012-08-28 07:45:00-04,35
513565,Closed,859,2012-08-28 07:34:00-04,38,2012-08-28 07:48:00-04,22
513566,Closed,356,2012-08-28 07:35:00-04,35,2012-08-28 07:41:00-04,58
513567,Closed,909,2012-08-28 07:35:00-04,25,2012-08-28 07:50:00-04,35
513569,Closed,428,2012-08-28 07:37:00-04,79,2012-08-28 07:44:00-04,70
513570,Closed,320,2012-08-28 07:37:00-04,38,2012-08-28 07:43:00-04,48
513571,Closed,544,2012-08-28 07:37:00-04,43,2012-08-28 07:46:00-04,42,T01127,Registered,02043,1974,Male
513572,Closed,366,2012-08-28 07:39:00-04,46,2012-08-28 07:45:00-04,39
513573,Closed,887,2012-08-28 07:39:00-04,39,2012-08-28 07:54:00-04,11,T01071,Registered,02118,1987,Female
513574,Closed,360,2012-08-28 07:39:00-04,34,2012-08-28 07:45:00-04,21,T01232,Registered,02116,1980,Male
513575,Closed,801,2012-08-28 07:40:00-04,40,2012-08-28 07:53:00-04,50
513577,Closed,605,2012-08-28 07:41:00-04,40,2012-08-28 07:51:00-04,31
513578,Closed,520,2012-08-28 07:41:00-04,4,2012-08-28 07:50:00-04,35
