id,status,duration,start_date,start_station,end_date,end_station
6899,Closed,105166,2011-08-05 01:05:00-04,52,2011-08-06 06:17:00-04,22
6912,Closed,244057,2011-08-05 01:49:00-04,21,2011-08-07 21:37:00-04,30
7336,Closed,87896,2011-08-05 11:31:00-04,6,2011-08-06 11:56:00-04,6
7481,Closed,41785,2011-08-05 12:41:00-04,36,2011-08-06 00:18:00-04,36
7659,Closed,65980,2011-08-05 14:24:00-04,32,2011-08-06 08:44:00-04,10
7755,Closed,84678,2011-08-05 15:38:00-04,40,2011-08-06 15:09:00-04,40
7934,Closed,72948,2011-08-05 16:59:00-04,41,2011-08-06 13:15:00-04,41
7936,Closed,73015,2011-08-05 16:59:00-04,41,2011-08-06 13:16:00-04,41
7972,Closed,374597,2011-08-05 17:08:00-04,31,2011-08-10 01:11:00-04,47
7988,Closed,77186,2011-08-05 17:13:00-04,49,2011-08-06 14:40:00-04,49
8185,Closed,685874,2011-08-05 18:22:00-04,44,2011-08-13 16:53:00-04,33
8279,Closed,141348,2011-08-05 19:07:00-04,16,2011-08-07 10:22:00-04,3
8498,Closed,53091,2011-08-05 21:53:00-04,42,2011-08-06 12:38:00-04,49
8499,Closed,53067,2011-08-05 21:53:00-04,42,2011-08-06 12:37:00-04,49
8504,Closed,74108,2011-08-05 21:55:00-04,47,2011-08-06 18:31:00-04,27
8506,Closed,15011,2011-08-05 21:59:00-04,10,2011-08-06 02:09:00-04,10
8507,Closed,24350,2011-08-05 21:59:00-04,10,2011-08-06 04:45:00-04,10
8559,Closed,71006,2011-08-05 22:47:00-04,47,2011-08-06 18:30:00-04,27
8563,Closed,5785,2011-08-05 22:50:00-04,46,2011-08-06 00:27:00-04,46
8565,Closed,5823,2011-08-05 22:50:00-04,46,2011-08-06 00:27:00-04,46
8606,Closed,10109,2011-08-05 23:09:00-04,24,2011-08-06 01:57:00-04,48
8614,Closed,41813,2011-08-05 23:14:00-04,45,2011-08-06 10:51:00-04,42
8620,Closed,4671,2011-08-05 23:21:00-04,21,2011-08-06 00:39:00-04,16
8621,Closed,7499,2011-08-05 23:20:00-04,24,2011-08-06 01:25:00-04,9
8623,Closed,4724,2011-08-05 23:20:00-04,21,2011-08-06 00:39:00-04,16
8624,Closed,7544,2011-08-05 23:20:00-04,24,2011-08-06 01:26:00-04,9
8634,Closed,45055,2011-08-05 23:25:00-04,41,2011-08-06 11:55:00-04,32
8636,Closed,37555,2011-08-05 23:25:00-04,10,2011-08-06 09:51:00-04,33
8644,Closed,10239,2011-08-05 23:33:00-04,40,2011-08-06 02:24:00-04,47
8648,Closed,1781,2011-08-05 23:36:00-04,33,2011-08-06 00:06:00-04,16
8649,Closed,2012,2011-08-05 23:37:00-04,33,2011-08-06 00:11:00-04,44
8650,Closed,1975,2011-08-05 23:38:00-04,33,2011-08-06 00:11:00-04,44
8656,Closed,1090,2011-08-05 23:51:00-04,42,2011-08-06 00:10:00-04,36
8657,Closed,782,2011-08-05 23:53:00-04,44,2011-08-06 00:06:00-04,50
8658,Closed,794,2011-08-05 23:53:00-04,44,2011-08-06 00:06:00-04,50
8659,Closed,978,2011-08-05 23:54:00-04,42,2011-08-06 00:10:00-04,36
8661,Closed,310,2011-08-05 23:55:00-04,39,2011-08-06 00:01:00-04,13
8662,Closed,666,2011-08-05 23:57:00-04,44,2011-08-06 00:08:00-04,49
8663,Closed,278,2011-08-06 00:00:00-04,16,2011-08-06 00:04:00-04,16
8664,Closed,232,2011-08-06 00:02:00-04,42,2011-08-06 00:06:00-04,49
8665,Closed,514,2011-08-06 00:02:00-04,46,2011-08-06 00:11:00-04,49
8667,Closed,1329,2011-08-06 00:04:00-04,35,2011-08-06 00:26:00-04,21
8668,Closed,260,2011-08-06 00:05:00-04,50,2011-08-06 00:09:00-04,16
8670,Closed,1969,2011-08-06 00:06:00-04,46,2011-08-06 00:39:00-04,22
8671,Closed,53295,2011-08-06 00:10:00-04,36,2011-08-06 14:58:00-04,36
8672,Closed,1532,2011-08-06 00:09:00-04,41,2011-08-06 00:35:00-04,38
8673,Closed,1190,2011-08-06 00:09:00-04,41,2011-08-06 00:29:00-04,49
8674,Closed,436,2011-08-06 00:17:00-04,31,2011-08-06 00:24:00-04,23
8675,Closed,1149,2011-08-06 00:21:00-04,32,2011-08-06 00:40:00-04,9
8676,Closed,1010,2011-08-06 00:21:00-04,46,2011-08-06 00:38:00-04,41
8678,Closed,1328,2011-08-06 00:24:00-04,33,2011-08-06 00:46:00-04,33
8679,Closed,288,2011-08-06 00:24:00-04,52,2011-08-06 00:29:00-04,16
8680,Closed,3215,2011-08-06 00:26:00-04,42,2011-08-06 01:20:00-04,20
8681,Closed,3152,2011-08-06 00:26:00-04,42,2011-08-06 01:19:00-04,20
8682,Closed,227555,2011-08-06 00:29:00-04,41,2011-08-08 15:42:00-04,41
8683,Closed,227561,2011-08-06 00:29:00-04,41,2011-08-08 15:42:00-04,41
8684,Closed,717,2011-08-06 00:28:00-04,32,2011-08-06 00:40:00-04,9
8685,Closed,1186,2011-08-06 00:30:00-04,47,2011-08-06 00:49:00-04,42
8686,Closed,1203,2011-08-06 00:29:00-04,47,2011-08-06 00:49:00-04,42
8687,Closed,986,2011-08-06 00:32:00-04,23,2011-08-06 00:49:00-04,47
8688,Closed,1534,2011-08-06 00:45:00-04,36,2011-08-06 01:11:00-04,36
8689,Closed,1196,2011-08-06 00:45:00-04,36,2011-08-06 01:05:00-04,36
8690,Closed,1498,2011-08-06 00:44:00-04,44,2011-08-06 01:09:00-04,44
8691,Closed,1488,2011-08-06 00:45:00-04,44,2011-08-06 01:09:00-04,44
8692,Closed,1227,2011-08-06 00:48:00-04,53,2011-08-06 01:09:00-04,46
8693,Closed,1184,2011-08-06 00:49:00-04,53,2011-08-06 01:09:00-04,46
8694,Closed,1222,2011-08-06 00:48:00-04,53,2011-08-06 01:09:00-04,46
8695,Closed,1273,2011-08-06 00:48:00-04,53,2011-08-06 01:09:00-04,46
8696,Closed,6143,2011-08-06 00:49:00-04,36,2011-08-06 02:32:00-04,49
8697,Closed,64369,2011-08-06 00:49:00-04,27,2011-08-06 18:42:00-04,27
8698,Closed,266,2011-08-06 00:50:00-04,50,2011-08-06 00:54:00-04,49
8699,Closed,1147,2011-08-06 00:49:00-04,36,2011-08-06 01:09:00-04,44
8700,Closed,1710,2011-08-06 00:50:00-04,49,2011-08-06 01:19:00-04,20
8701,Closed,1688,2011-08-06 00:51:00-04,49,2011-08-06 01:19:00-04,20
8702,Closed,1234,2011-08-06 00:50:00-04,36,2011-08-06 01:11:00-04,44
8703,Closed,1166,2011-08-06 00:52:00-04,20,2011-08-06 01:11:00-04,24
8704,Closed,1011,2011-08-06 00:55:00-04,33,2011-08-06 01:12:00-04,8
8705,Closed,1050,2011-08-06 00:52:00-04,20,2011-08-06 01:10:00-04,24
8706,Closed,1047,2011-08-06 00:54:00-04,20,2011-08-06 01:11:00-04,24
8707,Closed,640,2011-08-06 00:53:00-04,39,2011-08-06 01:04:00-04,39
8708,Closed,1326,2011-08-06 00:54:00-04,8,2011-08-06 01:16:00-04,45
8709,Closed,2958,2011-08-06 00:55:00-04,17,2011-08-06 01:44:00-04,44
8710,Closed,2962,2011-08-06 00:55:00-04,17,2011-08-06 01:45:00-04,44
8711,Closed,1039,2011-08-06 00:59:00-04,8,2011-08-06 01:16:00-04,45
8712,Closed,48216,2011-08-06 01:06:00-04,46,2011-08-06 14:30:00-04,23
8713,Closed,4443,2011-08-06 01:07:00-04,47,2011-08-06 02:21:00-04,47
8714,Closed,1262,2011-08-06 01:06:00-04,22,2011-08-06 01:27:00-04,10
8717,Closed,559,2011-08-06 01:16:00-04,49,2011-08-06 01:26:00-04,47
8718,Closed,4797,2011-08-06 01:21:00-04,42,2011-08-06 02:41:00-04,38
8719,Closed,1343,2011-08-06 01:21:00-04,52,2011-08-06 01:44:00-04,32
8720,Closed,1288,2011-08-06 01:22:00-04,52,2011-08-06 01:43:00-04,32
8721,Closed,542,2011-08-06 01:22:00-04,52,2011-08-06 01:31:00-04,49
8722,Closed,514,2011-08-06 01:23:00-04,52,2011-08-06 01:31:00-04,49
8723,Closed,598,2011-08-06 01:26:00-04,44,2011-08-06 01:39:00-04,24
8724,Closed,23721,2011-08-06 01:30:00-04,10,2011-08-06 08:05:00-04,8
8725,Closed,580,2011-08-06 01:33:00-04,41,2011-08-06 01:43:00-04,33
8726,Closed,737,2011-08-06 01:41:00-04,45,2011-08-06 01:53:00-04,27
8727,Closed,1488,2011-08-06 01:42:00-04,16,2011-08-06 02:07:00-04,30
8728,Closed,698,2011-08-06 01:42:00-04,45,2011-08-06 01:53:00-04,27
8729,Closed,1084,2011-08-06 01:44:00-04,24,2011-08-06 02:02:00-04,16
8730,Closed,721,2011-08-06 01:47:00-04,41,2011-08-06 01:59:00-04,33
8731,Closed,617,2011-08-06 01:49:00-04,53,2011-08-06 01:59:00-04,41
8734,Closed,1325,2011-08-06 01:51:00-04,24,2011-08-06 02:13:00-04,47
8735,Closed,1204,2011-08-06 01:57:00-04,47,2011-08-06 02:17:00-04,47
8736,Closed,1649,2011-08-06 01:57:00-04,47,2011-08-06 02:25:00-04,47
8737,Closed,564,2011-08-06 01:56:00-04,45,2011-08-06 02:05:00-04,50
8738,Closed,518,2011-08-06 01:56:00-04,22,2011-08-06 02:05:00-04,49
8741,Closed,335,2011-08-06 01:58:00-04,46,2011-08-06 02:04:00-04,39
8742,Closed,483,2011-08-06 01:57:00-04,22,2011-08-06 02:05:00-04,49
8743,Closed,357,2011-08-06 01:58:00-04,46,2011-08-06 02:04:00-04,39
8744,Closed,662,2011-08-06 01:59:00-04,46,2011-08-06 02:10:00-04,42
8745,Closed,655,2011-08-06 01:59:00-04,46,2011-08-06 02:10:00-04,42
8747,Closed,28895,2011-08-06 02:02:00-04,53,2011-08-06 10:04:00-04,53
8749,Closed,1914,2011-08-06 02:02:00-04,23,2011-08-06 02:34:00-04,15
8750,Closed,44594,2011-08-06 02:05:00-04,53,2011-08-06 14:28:00-04,10
8751,Closed,929,2011-08-06 02:07:00-04,6,2011-08-06 02:22:00-04,36
8752,Closed,28534,2011-08-06 02:08:00-04,53,2011-08-06 10:04:00-04,53
8753,Closed,1815,2011-08-06 02:08:00-04,49,2011-08-06 02:38:00-04,41
8754,Closed,1154,2011-08-06 02:08:00-04,49,2011-08-06 02:27:00-04,50
8755,Closed,936,2011-08-06 02:10:00-04,40,2011-08-06 02:26:00-04,47
8756,Closed,1369,2011-08-06 02:10:00-04,41,2011-08-06 02:33:00-04,5
8757,Closed,739,2011-08-06 02:13:00-04,23,2011-08-06 02:26:00-04,46
8758,Closed,759,2011-08-06 02:13:00-04,23,2011-08-06 02:26:00-04,46
8759,Closed,613,2011-08-06 02:14:00-04,21,2011-08-06 02:24:00-04,30
8760,Closed,41304,2011-08-06 02:15:00-04,40,2011-08-06 13:43:00-04,40
8761,Closed,41290,2011-08-06 02:15:00-04,40,2011-08-06 13:43:00-04,40
8762,Closed,2280,2011-08-06 02:18:00-04,23,2011-08-06 02:56:00-04,21
8763,Closed,2298,2011-08-06 02:18:00-04,23,2011-08-06 02:56:00-04,21
8765,Closed,781,2011-08-06 02:19:00-04,36,2011-08-06 02:32:00-04,49
8766,Closed,913,2011-08-06 02:21:00-04,24,2011-08-06 02:37:00-04,24
