id,status,duration,start_date,start_station,end_date,end_station
558583,Closed,334397,2012-09-11 18:52:00-04,12,2012-09-15 15:45:00-04,84,T01223,Casual,,,
559232,Closed,123847,2012-09-11 22:43:00-04,91,2012-09-13 09:07:00-04,
562050,Closed,52154,2012-09-12 17:55:00-04,13,2012-09-13 08:24:00-04,26
562463,Closed,54627,2012-09-12 19:06:00-04,54,2012-09-13 10:17:00-04,10
562593,Closed,46246,2012-09-12 19:36:00-04,22,2012-09-13 08:27:00-04,22
562909,Closed,11476,2012-09-12 21:34:00-04,9,2012-09-13 00:45:00-04,9,T01125,Casual,,,
562928,Closed,38860,2012-09-12 21:37:00-04,5,2012-09-13 08:25:00-04,20
563047,Closed,35767,2012-09-12 22:33:00-04,21,2012-09-13 08:29:00-04,23,T01011,Registered,02118,1976,Male
563129,Closed,2063,2012-09-12 23:35:00-04,33,2012-09-13 00:10:00-04,58
563138,Closed,975,2012-09-12 23:48:00-04,34,2012-09-13 00:05:00-04,81,T01266,Casual,,,
563142,Closed,1038,2012-09-12 23:52:00-04,34,2012-09-13 00:09:00-04,97
563143,Closed,1019,2012-09-12 23:51:00-04,34,2012-09-13 00:08:00-04,97
563144,Closed,607,2012-09-12 23:53:00-04,19,2012-09-13 00:03:00-04,36
563145,Closed,726,2012-09-12 23:54:00-04,60,2012-09-13 00:06:00-04,53
563146,Closed,742,2012-09-12 23:54:00-04,54,2012-09-13 00:06:00-04,16,T01160,Registered,02127,1988,Male
563147,Closed,503,2012-09-12 23:54:00-04,21,2012-09-13 00:03:00-04,32,T01299,Registered,02215,1981,Male
563148,Closed,445,2012-09-12 23:56:00-04,30,2012-09-13 00:04:00-04,69
563149,Closed,414,2012-09-12 23:57:00-04,22,2012-09-13 00:04:00-04,24
563150,Closed,238,2012-09-12 23:58:00-04,43,2012-09-13 00:02:00-04,43
563151,Closed,1280,2012-09-13 00:01:00-04,34,2012-09-13 00:23:00-04,61
563153,Closed,210,2012-09-13 00:01:00-04,9,2012-09-13 00:04:00-04,41
563154,Closed,732,2012-09-13 00:03:00-04,68,2012-09-13 00:15:00-04,60,T01200,Registered,02114,1982,Male
563155,Closed,900,2012-09-13 00:04:00-04,5,2012-09-13 00:19:00-04,9
563156,Closed,1040,2012-09-13 00:08:00-04,9,2012-09-13 00:25:00-04,97
563157,Closed,387,2012-09-13 00:08:00-04,38,2012-09-13 00:15:00-04,94,T01133,Casual,,,
563158,Closed,1000,2012-09-13 00:09:00-04,9,2012-09-13 00:25:00-04,97,T01339,Casual,,,
563161,Closed,318,2012-09-13 00:12:00-04,97,2012-09-13 00:18:00-04,73
563163,Closed,1036,2012-09-13 00:12:00-04,9,2012-09-13 00:29:00-04,27
563166,Closed,798,2012-09-13 00:19:00-04,21,2012-09-13 00:33:00-04,9,T01172,Registered,02446,1977,Female
563167,Closed,424,2012-09-13 00:23:00-04,41,2012-09-13 00:30:00-04,19
563168,Closed,455,2012-09-13 00:23:00-04,76,2012-09-13 00:31:00-04,53
563169,Closed,813,2012-09-13 00:26:00-04,75,2012-09-13 00:40:00-04,41
