id,status,duration,start_date,start_station,end_date,end_station
461013,Closed,382403,2012-08-12 05:22:00-04,23,2012-08-16 15:35:00-04,74
471416,Closed,69545,2012-08-15 12:47:00-04,42,2012-08-16 08:06:00-04,14,T01248,Registered,02108,1943,Male
473258,Closed,49069,2012-08-15 20:29:00-04,33,2012-08-16 10:07:00-04,33
473259,Closed,49074,2012-08-15 20:29:00-04,33,2012-08-16 10:07:00-04,33,T01335,Registered,02446,1990,Female
473386,Closed,37897,2012-08-15 21:33:00-04,25,2012-08-16 08:04:00-04,40
473469,Closed,32180,2012-08-15 23:12:00-04,45,2012-08-16 08:09:00-04,26
473472,Closed,32189,2012-08-15 23:13:00-04,45,2012-08-16 08:09:00-04,26
473503,Closed,217191,2012-08-15 23:40:00-04,57,2012-08-18 12:00:00-04,4,T01339,Casual,,,
473505,Closed,1265,2012-08-15 23:42:00-04,10,2012-08-16 00:04:00-04,47
473507,Closed,1093,2012-08-15 23:44:00-04,74,2012-08-16 00:02:00-04,67
473508,Closed,1059,2012-08-15 23:45:00-04,74,2012-08-16 00:03:00-04,67
473512,Closed,768,2012-08-15 23:50:00-04,73,2012-08-16 00:03:00-04,67,T01074,Casual,,,
473513,Closed,787,2012-08-15 23:50:00-04,33,2012-08-16 00:03:00-04,13,T01420,Casual,,,
473515,Closed,193,2012-08-15 23:58:00-04,57,2012-08-16 00:01:00-04,16
473516,Closed,723,2012-08-16 00:00:00-04,76,2012-08-16 00:12:00-04,79
473517,Closed,610,2012-08-16 00:04:00-04,33,2012-08-16 00:14:00-04,26
473518,Closed,979,2012-08-16 00:06:00-04,67,2012-08-16 00:22:00-04,36
473519,Closed,915,2012-08-16 00:07:00-04,67,2012-08-16 00:22:00-04,36
473520,Closed,594,2012-08-16 00:07:00-04,55,2012-08-16 00:17:00-04,68
473521,Closed,883,2012-08-16 00:07:00-04,67,2012-08-16 00:22:00-04,36
473522,Closed,170,2012-08-16 00:04:00-04,22,2012-08-16 00:07:00-04,43
473523,Closed,293,2012-08-16 00:01:00-04,26,2012-08-16 00:06:00-04,57
473524,Closed,125,2012-08-16 00:20:00-04,12,2012-08-16 00:22:00-04,57
473525,Closed,860,2012-08-16 00:32:00-04,55,2012-08-16 00:46:00-04,83
473526,Closed,867,2012-08-16 00:32:00-04,55,2012-08-16 00:46:00-04,83
473527,Closed,537,2012-08-16 00:37:00-04,34,2012-08-16 00:46:00-04,16
473528,Closed,272,2012-08-16 00:45:00-04,33,2012-08-16 00:50:00-04,53
473529,Closed,1543,2012-08-16 00:58:00-04,31,2012-08-16 01:24:00-04,73,T01072,Registered,02478,1983,Male
473530,Closed,120,2012-08-16 01:05:00-04,55,2012-08-16 01:07:00-04,53,T01145,Casual,,,
473532,Closed,596,2012-08-16 01:11:00-04,52,2012-08-16 01:20:00-04,60
473533,Closed,743,2012-08-16 01:14:00-04,54,2012-08-16 01:26:00-04,53,T01214,Casual,,,
473534,Closed,591,2012-08-16 01:16:00-04,54,2012-08-16 01:26:00-04,53
473535,Closed,594,2012-08-16 01:16:00-04,54,2012-08-16 01:26:00-04,53
473537,Closed,568,2012-08-16 01:19:00-04,32,2012-08-16 01:29:00-04,82
473538,Closed,379,2012-08-16 01:19:00-04,73,2012-08-16 01:26:00-04,71
473539,Closed,452,2012-08-16 01:25:00-04,22,2012-08-16 01:33:00-04,47
473540,Closed,956,2012-08-16 01:28:00-04,53,2012-08-16 01:44:00-04,74
473541,Closed,867,2012-08-16 01:28:00-04,53,2012-08-16 01:43:00-04,74
473542,Closed,854,2012-08-16 01:28:00-04,53,2012-08-16 01:43:00-04,74,T01214,Casual,,,
473543,Closed,757,2012-08-16 01:30:00-04,9,2012-08-16 01:42:00-04,74
473544,Closed,781,2012-08-16 01:29:00-04,81,2012-08-16 01:42:00-04,45,T01147,Registered,02215,1982,Male
473545,Closed,1040,2012-08-16 01:31:00-04,33,2012-08-16 01:49:00-04,38
473546,Closed,336,2012-08-16 01:32:00-04,33,2012-08-16 01:38:00-04,9
473547,Closed,1876,2012-08-16 01:39:00-04,73,2012-08-16 02:10:00-04,74
473548,Closed,1946,2012-08-16 01:38:00-04,73,2012-08-16 02:10:00-04,74,T01072,Casual,,,
473549,Closed,1947,2012-08-16 01:49:00-04,23,2012-08-16 02:21:00-04,78,T01234,Casual,,,
473550,Closed,706,2012-08-16 01:52:00-04,67,2012-08-16 02:04:00-04,76,T01332,Registered,02139,1992,Male
473551,Closed,429,2012-08-16 01:53:00-04,55,2012-08-16 02:00:00-04,42,T01054,Registered,02116,1991,Male
473553,Closed,376,2012-08-16 01:56:00-04,41,2012-08-16 02:02:00-04,10
473554,Closed,119,2012-08-16 01:58:00-04,10,2012-08-16 02:00:00-04,19
473555,Closed,330,2012-08-16 02:09:00-04,76,2012-08-16 02:15:00-04,67,T01332,Registered,02139,1992,Male
473556,Closed,1551,2012-08-16 02:10:00-04,74,2012-08-16 02:35:00-04,13
473558,Closed,991,2012-08-16 02:20:00-04,74,2012-08-16 02:36:00-04,74,T01072,Casual,,,
473559,Closed,208,2012-08-16 02:52:00-04,25,2012-08-16 02:55:00-04,21
473560,Closed,401,2012-08-16 02:53:00-04,74,2012-08-16 02:59:00-04,79,T01072,Registered,02145,1974,Male
473564,Closed,1217,2012-08-16 03:49:00-04,66,2012-08-16 04:09:00-04,23,T01228,Casual,,,
473565,Closed,605,2012-08-16 04:12:00-04,46,2012-08-16 04:22:00-04,60
473566,Closed,387,2012-08-16 04:33:00-04,58,2012-08-16 04:40:00-04,58
473567,Closed,300,2012-08-16 04:34:00-04,45,2012-08-16 04:39:00-04,5,T01147,Registered,02115,1981,Male
473568,Closed,399,2012-08-16 04:59:00-04,59,2012-08-16 05:06:00-04,36
473569,Closed,1634,2012-08-16 05:11:00-04,52,2012-08-16 05:38:00-04,42,T01343,Registered,02114,1979,Female
473570,Closed,746,2012-08-16 05:29:00-04,85,2012-08-16 05:41:00-04,50
473572,Closed,525,2012-08-16 05:34:00-04,22,2012-08-16 05:43:00-04,50
473574,Closed,5375,2012-08-16 05:36:00-04,53,2012-08-16 07:05:00-04,19,T01145,Casual,,,
473575,Closed,534,2012-08-16 05:37:00-04,50,2012-08-16 05:46:00-04,33
473576,Closed,899,2012-08-16 05:40:00-04,19,2012-08-16 05:55:00-04,35
473577,Closed,469,2012-08-16 05:40:00-04,60,2012-08-16 05:48:00-04,36
473578,Closed,625,2012-08-16 05:41:00-04,36,2012-08-16 05:51:00-04,25
473579,Closed,222,2012-08-16 05:42:00-04,43,2012-08-16 05:45:00-04,22
473580,Closed,196,2012-08-16 05:43:00-04,16,2012-08-16 05:47:00-04,21
473581,Closed,354,2012-08-16 05:46:00-04,51,2012-08-16 05:52:00-04,21
473582,Closed,618,2012-08-16 05:46:00-04,57,2012-08-16 05:57:00-04,48,T01098,Registered,02118,1989,Male
473583,Closed,468,2012-08-16 05:47:00-04,16,2012-08-16 05:54:00-04,23
473584,Closed,479,2012-08-16 05:50:00-04,32,2012-08-16 05:58:00-04,36
473585,Closed,1221,2012-08-16 05:52:00-04,26,2012-08-16 06:12:00-04,82,T01235,Registered,02118,1990,Female
473586,Closed,504,2012-08-16 05:58:00-04,22,2012-08-16 06:06:00-04,60
473587,Closed,4121,2012-08-16 06:01:00-04,41,2012-08-16 07:10:00-04,11
473588,Closed,455,2012-08-16 06:05:00-04,60,2012-08-16 06:12:00-04,36
473589,Closed,496,2012-08-16 06:13:00-04,39,2012-08-16 06:22:00-04,63
473590,Closed,194,2012-08-16 06:14:00-04,22,2012-08-16 06:17:00-04,43
473591,Closed,712,2012-08-16 06:15:00-04,39,2012-08-16 06:27:00-04,48
473592,Closed,793,2012-08-16 06:17:00-04,38,2012-08-16 06:31:00-04,64
473593,Closed,1071,2012-08-16 06:19:00-04,33,2012-08-16 06:36:00-04,70
473594,Closed,1039,2012-08-16 06:19:00-04,33,2012-08-16 06:37:00-04,70
473595,Closed,377,2012-08-16 06:22:00-04,40,2012-08-16 06:28:00-04,22
473596,Closed,286,2012-08-16 06:23:00-04,30,2012-08-16 06:28:00-04,62
473603,Closed,325,2012-08-16 06:25:00-04,40,2012-08-16 06:31:00-04,48
473604,Closed,1253,2012-08-16 06:25:00-04,80,2012-08-16 06:46:00-04,18
473605,Closed,1591,2012-08-16 06:26:00-04,49,2012-08-16 06:53:00-04,70,T01432,Registered,02116,1968,Male
473606,Closed,226,2012-08-16 06:26:00-04,42,2012-08-16 06:30:00-04,16,T01343,Registered,02118,1985,Female
473607,Closed,1105,2012-08-16 06:26:00-04,6,2012-08-16 06:45:00-04,11,T01045,Registered,02114,1981,Female
473608,Closed,427,2012-08-16 06:27:00-04,22,2012-08-16 06:35:00-04,40
473609,Closed,651,2012-08-16 06:29:00-04,25,2012-08-16 06:40:00-04,22,T01195,Registered,02118,1987,Male
473610,Closed,9,2012-08-16 06:29:00-04,38,2012-08-16 06:30:00-04,38,T01007,Registered,01982,1976,Male
473611,Closed,439,2012-08-16 06:30:00-04,38,2012-08-16 06:37:00-04,64,T01007,Registered,01982,1976,Male
473612,Closed,168,2012-08-16 06:30:00-04,47,2012-08-16 06:33:00-04,48
473613,Closed,451,2012-08-16 06:31:00-04,22,2012-08-16 06:38:00-04,50,T01095,Registered,02338,1969,Male
473615,Closed,335,2012-08-16 06:35:00-04,39,2012-08-16 06:40:00-04,50,T01091,Registered,02118,1975,Male
473616,Closed,957,2012-08-16 06:36:00-04,57,2012-08-16 06:52:00-04,29
473617,Closed,1147,2012-08-16 06:37:00-04,58,2012-08-16 06:56:00-04,41
473618,Closed,746,2012-08-16 06:39:00-04,57,2012-08-16 06:52:00-04,14
473619,Closed,1470,2012-08-16 06:40:00-04,86,2012-08-16 07:05:00-04,48
473620,Closed,1081,2012-08-16 06:41:00-04,70,2012-08-16 06:59:00-04,33
473621,Closed,1080,2012-08-16 06:41:00-04,70,2012-08-16 06:59:00-04,33
473622,Closed,345,2012-08-16 06:44:00-04,47,2012-08-16 06:50:00-04,22
473623,Closed,436,2012-08-16 06:46:00-04,22,2012-08-16 06:53:00-04,40,T01224,Registered,02110,1982,Male
473624,Closed,231,2012-08-16 06:46:00-04,22,2012-08-16 06:50:00-04,43,T01182,Registered,01760,1974,Female
473625,Closed,296,2012-08-16 06:46:00-04,49,2012-08-16 06:51:00-04,48,T01242,Registered,02116,1986,Male
473626,Closed,582,2012-08-16 06:48:00-04,18,2012-08-16 06:58:00-04,37
473627,Closed,471,2012-08-16 06:49:00-04,41,2012-08-16 06:57:00-04,32
473628,Closed,464,2012-08-16 06:49:00-04,38,2012-08-16 06:57:00-04,64
473629,Closed,401,2012-08-16 06:49:00-04,58,2012-08-16 06:56:00-04,61
473630,Closed,571,2012-08-16 06:49:00-04,53,2012-08-16 06:59:00-04,60
473631,Closed,392,2012-08-16 06:50:00-04,25,2012-08-16 06:56:00-04,50,T01131,Registered,03051,1961,Male
473632,Closed,317,2012-08-16 06:50:00-04,58,2012-08-16 06:56:00-04,61,T01139,Registered,02116,1977,Male
473633,Closed,451,2012-08-16 06:53:00-04,57,2012-08-16 07:00:00-04,49
473634,Closed,354,2012-08-16 06:53:00-04,26,2012-08-16 06:59:00-04,63,T01144,Registered,02118,1985,Female
473635,Closed,224,2012-08-16 06:55:00-04,25,2012-08-16 06:58:00-04,16
473636,Closed,447,2012-08-16 06:59:00-04,58,2012-08-16 07:06:00-04,61
473637,Closed,489,2012-08-16 06:59:00-04,40,2012-08-16 07:07:00-04,81,T01224,Registered,02113,1989,Female
473638,Closed,638,2012-08-16 06:59:00-04,36,2012-08-16 07:10:00-04,32
473639,Closed,91,2012-08-16 06:59:00-04,14,2012-08-16 07:01:00-04,11
473640,Closed,2188,2012-08-16 07:02:00-04,47,2012-08-16 07:38:00-04,6
473641,Closed,380,2012-08-16 07:00:00-04,25,2012-08-16 07:07:00-04,36
473642,Closed,686,2012-08-16 07:00:00-04,66,2012-08-16 07:12:00-04,14,T01334,Registered,02134,1990,Female
473643,Closed,458,2012-08-16 07:01:00-04,40,2012-08-16 07:09:00-04,22
473644,Closed,513,2012-08-16 07:01:00-04,38,2012-08-16 07:10:00-04,22
473645,Closed,704,2012-08-16 07:04:00-04,38,2012-08-16 07:15:00-04,22
473646,Closed,1434,2012-08-16 07:05:00-04,18,2012-08-16 07:29:00-04,35
473647,Closed,1503,2012-08-16 07:05:00-04,18,2012-08-16 07:30:00-04,22
473648,Closed,493,2012-08-16 07:07:00-04,16,2012-08-16 07:15:00-04,22
473649,Closed,366,2012-08-16 07:08:00-04,38,2012-08-16 07:14:00-04,43,T01176,Registered,01890,1969,Male
473650,Closed,200,2012-08-16 07:08:00-04,32,2012-08-16 07:12:00-04,45
473651,Closed,200,2012-08-16 07:08:00-04,48,2012-08-16 07:12:00-04,22
473652,Closed,469,2012-08-16 07:09:00-04,38,2012-08-16 07:17:00-04,35,T01172,Registered,01826,1966,Male
473653,Closed,888,2012-08-16 07:10:00-04,60,2012-08-16 07:25:00-04,10
473654,Closed,244,2012-08-16 07:10:00-04,58,2012-08-16 07:14:00-04,36
473655,Closed,630,2012-08-16 07:11:00-04,27,2012-08-16 07:21:00-04,50
