id,status,duration,start_date,start_station,end_date,end_station
558583,Closed,334397,2012-09-11 18:52:00-04,12,2012-09-15 15:45:00-04,84,T01223,Casual,,,
571490,Closed,359,2012-09-15 07:38:00-04,4,2012-09-15 07:44:00-04,58
571491,Closed,259,2012-09-15 07:38:00-04,53,2012-09-15 07:42:00-04,67,T01433,Registered,02215,1993,Male
571492,Closed,299,2012-09-15 07:38:00-04,72,2012-09-15 07:43:00-04,67
571493,Closed,454,2012-09-15 07:38:00-04,53,2012-09-15 07:45:00-04,11
571494,Closed,753,2012-09-15 07:39:00-04,19,2012-09-15 07:51:00-04,67,T01106,Registered,02215,1976,Female
571495,Closed,670,2012-09-15 07:40:00-04,45,2012-09-15 07:51:00-04,25
571496,Closed,404,2012-09-15 07:40:00-04,70,2012-09-15 07:47:00-04,87,T01103,Registered,02138,1971,Female
571497,Closed,761,2012-09-15 07:42:00-04,41,2012-09-15 07:55:00-04,14,T01429,Registered,02134,1985,Female
571498,Closed,790,2012-09-15 07:44:00-04,67,2012-09-15 07:57:00-04,55,T01085,Casual,,,
571499,Closed,342,2012-09-15 07:44:00-04,25,2012-09-15 07:50:00-04,42
571500,Closed,418,2012-09-15 07:48:00-04,23,2012-09-15 07:55:00-04,50,T01360,Registered,02109,1985,Male
571501,Closed,449,2012-09-15 07:50:00-04,16,2012-09-15 07:57:00-04,39
571502,Closed,1467,2012-09-15 07:51:00-04,87,2012-09-15 08:15:00-04,87,T01103,Registered,02138,1980,Male
571504,Closed,806,2012-09-15 07:52:00-04,63,2012-09-15 08:06:00-04,31
571505,Closed,543,2012-09-15 07:54:00-04,24,2012-09-15 08:03:00-04,43,T01111,Casual,,,
571506,Closed,898,2012-09-15 07:54:00-04,34,2012-09-15 08:08:00-04,39
571507,Closed,416,2012-09-15 07:54:00-04,24,2012-09-15 08:01:00-04,43
571508,Closed,468,2012-09-15 07:59:00-04,59,2012-09-15 08:07:00-04,26
571510,Closed,401,2012-09-15 08:19:00-04,29,2012-09-15 08:26:00-04,74
571511,Closed,539,2012-09-15 08:20:00-04,26,2012-09-15 08:29:00-04,21
571512,Closed,444,2012-09-15 08:24:00-04,10,2012-09-15 08:32:00-04,41
571513,Closed,152,2012-09-15 08:25:00-04,60,2012-09-15 08:27:00-04,6
571514,Closed,418,2012-09-15 08:33:00-04,53,2012-09-15 08:40:00-04,72
571515,Closed,498,2012-09-15 08:40:00-04,68,2012-09-15 08:48:00-04,53
571516,Closed,198,2012-09-15 08:43:00-04,43,2012-09-15 08:46:00-04,22
571517,Closed,817,2012-09-15 08:48:00-04,66,2012-09-15 09:02:00-04,87
571518,Closed,552,2012-09-15 08:50:00-04,43,2012-09-15 08:59:00-04,35,T01111,Casual,,,
