id,status,duration,start_date,start_station,end_date,end_station
582930,Closed,41728,2012-09-18 14:32:00-04,55,2012-09-19 02:07:00-04,55
584384,Closed,1526,2012-09-18 23:36:00-04,66,2012-09-19 00:01:00-04,42,T01130,Registered,02116,1991,Male
584389,Closed,1171,2012-09-18 23:48:00-04,41,2012-09-19 00:08:00-04,36
584392,Closed,787,2012-09-18 23:53:00-04,73,2012-09-19 00:06:00-04,67
584393,Closed,257,2012-09-19 00:01:00-04,57,2012-09-19 00:05:00-04,21
584394,Closed,262,2012-09-19 00:00:00-04,57,2012-09-19 00:05:00-04,21,T01216,Registered,02115,1987,Female
584395,Closed,1013,2012-09-19 00:06:00-04,5,2012-09-19 00:23:00-04,41
584396,Closed,363,2012-09-19 00:07:00-04,21,2012-09-19 00:13:00-04,4,T01216,Registered,02118,1989,Male
584397,Closed,225,2012-09-19 00:09:00-04,80,2012-09-19 00:13:00-04,67
584398,Closed,175,2012-09-19 00:11:00-04,22,2012-09-19 00:14:00-04,43,T01078,Registered,02110,1988,Male
584399,Closed,245,2012-09-19 00:11:00-04,67,2012-09-19 00:15:00-04,53
584400,Closed,186,2012-09-19 00:12:00-04,95,2012-09-19 00:15:00-04,78
584401,Closed,437,2012-09-19 00:22:00-04,67,2012-09-19 00:30:00-04,33
584402,Closed,118,2012-09-19 00:30:00-04,54,2012-09-19 00:32:00-04,49
584403,Closed,506,2012-09-19 00:49:00-04,29,2012-09-19 00:58:00-04,8
584404,Closed,36,2012-09-19 00:54:00-04,71,2012-09-19 00:54:00-04,71,T01165,Registered,02139,1984,Male
584405,Closed,213,2012-09-19 00:54:00-04,53,2012-09-19 00:58:00-04,67,T01276,Registered,02139,1992,Male
584406,Closed,729,2012-09-19 00:55:00-04,71,2012-09-19 01:07:00-04,75,T01261,Registered,02139,1984,Male
584407,Closed,2293,2012-09-19 01:45:00-04,73,2012-09-19 02:23:00-04,29,T01377,Casual,,,
584408,Closed,2001,2012-09-19 01:44:00-04,73,2012-09-19 02:18:00-04,29
584409,Closed,590,2012-09-19 01:47:00-04,21,2012-09-19 01:57:00-04,12
584410,Closed,480,2012-09-19 01:59:00-04,12,2012-09-19 02:07:00-04,13
584411,Closed,645,2012-09-19 02:08:00-04,4,2012-09-19 02:19:00-04,53,T01216,Registered,02215,1957,Male
584413,Closed,418,2012-09-19 02:10:00-04,74,2012-09-19 02:17:00-04,75
584415,Closed,453,2012-09-19 03:37:00-04,14,2012-09-19 03:44:00-04,46
584416,Closed,473,2012-09-19 03:59:00-04,30,2012-09-19 04:06:00-04,57
584417,Closed,114,2012-09-19 04:12:00-04,57,2012-09-19 04:14:00-04,46
