id,status,duration,start_date,start_station,end_date,end_station
461013,Closed,382403,2012-08-12 05:22:00-04,23,2012-08-16 15:35:00-04,74
470357,Closed,49929,2012-08-14 20:18:00-04,54,2012-08-15 10:10:00-04,33,T01445,Registered,02446,1990,Female
470358,Closed,49978,2012-08-14 20:18:00-04,54,2012-08-15 10:11:00-04,33
470598,Closed,68980,2012-08-14 22:29:00-04,36,2012-08-15 17:39:00-04,4
470609,Closed,45353,2012-08-14 22:38:00-04,45,2012-08-15 11:13:00-04,50
470611,Closed,6108,2012-08-14 22:38:00-04,43,2012-08-15 00:20:00-04,20
470612,Closed,6069,2012-08-14 22:38:00-04,43,2012-08-15 00:20:00-04,20,T01132,Casual,,,
470614,Closed,5992,2012-08-14 22:40:00-04,43,2012-08-15 00:20:00-04,20,T01296,Casual,,,
470620,Closed,53793,2012-08-14 22:42:00-04,12,2012-08-15 13:38:00-04,12
470675,Closed,78819,2012-08-14 23:14:00-04,33,2012-08-15 21:07:00-04,80
470695,Closed,3657,2012-08-14 23:27:00-04,34,2012-08-15 00:28:00-04,10
470697,Closed,3608,2012-08-14 23:27:00-04,34,2012-08-15 00:27:00-04,10
470710,Closed,1223,2012-08-14 23:44:00-04,73,2012-08-15 00:04:00-04,32
470711,Closed,1081,2012-08-14 23:44:00-04,73,2012-08-15 00:02:00-04,45
470712,Closed,959,2012-08-14 23:45:00-04,32,2012-08-15 00:01:00-04,51
470713,Closed,1160,2012-08-14 23:46:00-04,60,2012-08-15 00:05:00-04,33
470714,Closed,1511,2012-08-14 23:47:00-04,10,2012-08-15 00:12:00-04,60
470715,Closed,1412,2012-08-14 23:47:00-04,10,2012-08-15 00:10:00-04,60
470718,Closed,639,2012-08-14 23:55:00-04,38,2012-08-15 00:05:00-04,38
470719,Closed,1340,2012-08-14 23:57:00-04,74,2012-08-15 00:19:00-04,55
470720,Closed,38868,2012-08-14 23:59:00-04,14,2012-08-15 10:47:00-04,14
470721,Closed,1256,2012-08-15 00:00:00-04,74,2012-08-15 00:21:00-04,46
470722,Closed,510,2012-08-15 00:01:00-04,29,2012-08-15 00:09:00-04,68
470724,Closed,40084,2012-08-15 00:04:00-04,68,2012-08-15 11:12:00-04,8
470725,Closed,2615,2012-08-15 00:10:00-04,43,2012-08-15 00:54:00-04,23
470726,Closed,2610,2012-08-15 00:10:00-04,43,2012-08-15 00:54:00-04,23
470727,Closed,1200,2012-08-15 00:11:00-04,59,2012-08-15 00:31:00-04,16
470728,Closed,794,2012-08-15 00:10:00-04,60,2012-08-15 00:24:00-04,16
470729,Closed,1169,2012-08-15 00:11:00-04,59,2012-08-15 00:30:00-04,16
