id,status,duration,start_date,start_station,end_date,end_station
589644,Closed,351152,2012-09-20 14:28:00-04,22,2012-09-24 16:01:00-04,
601506,Closed,860,2012-09-24 05:31:00-04,64,2012-09-24 05:45:00-04,21
601507,Closed,381,2012-09-24 05:32:00-04,46,2012-09-24 05:38:00-04,13,T01021,Registered,02115,1983,Male
601508,Closed,538,2012-09-24 05:43:00-04,60,2012-09-24 05:52:00-04,35
601510,Closed,452,2012-09-24 05:44:00-04,25,2012-09-24 05:51:00-04,42,T01308,Registered,02118,1965,Female
601511,Closed,538,2012-09-24 05:46:00-04,60,2012-09-24 05:55:00-04,22
601512,Closed,4224,2012-09-24 05:56:00-04,40,2012-09-24 07:06:00-04,40
601513,Closed,281,2012-09-24 05:56:00-04,6,2012-09-24 06:01:00-04,48,T01099,Registered,02114,1986,Male
601514,Closed,255,2012-09-24 05:57:00-04,20,2012-09-24 06:01:00-04,22
601515,Closed,115,2012-09-24 05:59:00-04,36,2012-09-24 06:01:00-04,61
601516,Closed,355,2012-09-24 05:59:00-04,81,2012-09-24 06:05:00-04,48,T01069,Registered,10001,1970,Male
601517,Closed,339,2012-09-24 06:05:00-04,4,2012-09-24 06:11:00-04,22
601518,Closed,808,2012-09-24 06:09:00-04,27,2012-09-24 06:23:00-04,22,T01080,Registered,02120,1983,Male
601519,Closed,209,2012-09-24 06:10:00-04,23,2012-09-24 06:14:00-04,48,T01175,Registered,02467,1946,Male
601520,Closed,318,2012-09-24 06:11:00-04,49,2012-09-24 06:16:00-04,22
601521,Closed,452,2012-09-24 06:14:00-04,57,2012-09-24 06:21:00-04,50
601522,Closed,268,2012-09-24 06:18:00-04,6,2012-09-24 06:22:00-04,48,T01347,Registered,02114,1989,Male
601523,Closed,234,2012-09-24 06:19:00-04,81,2012-09-24 06:23:00-04,22,T01038,Registered,02215,1989,Male
601524,Closed,526,2012-09-24 06:20:00-04,36,2012-09-24 06:28:00-04,48
601525,Closed,647,2012-09-24 06:20:00-04,38,2012-09-24 06:31:00-04,61,T01295,Registered,01944,1961,Male
601526,Closed,458,2012-09-24 06:20:00-04,40,2012-09-24 06:28:00-04,98,T01144,Registered,02109,1958,Female
601527,Closed,1218,2012-09-24 06:20:00-04,14,2012-09-24 06:41:00-04,60
601528,Closed,444,2012-09-24 06:20:00-04,26,2012-09-24 06:28:00-04,48
601529,Closed,451,2012-09-24 06:21:00-04,38,2012-09-24 06:28:00-04,42,T01111,Registered,01915,1957,Male
601530,Closed,556,2012-09-24 06:22:00-04,47,2012-09-24 06:31:00-04,22
601531,Closed,414,2012-09-24 06:21:00-04,57,2012-09-24 06:28:00-04,49
601532,Closed,372,2012-09-24 06:22:00-04,68,2012-09-24 06:28:00-04,67,T01231,Registered,02139,1988,Female
601533,Closed,276,2012-09-24 06:22:00-04,45,2012-09-24 06:27:00-04,11,T01137,Registered,02215,1982,Male
601534,Closed,662,2012-09-24 06:23:00-04,39,2012-09-24 06:34:00-04,35,T01348,Registered,02118,1966,Male
601535,Closed,421,2012-09-24 06:24:00-04,98,2012-09-24 06:31:00-04,40,T01331,Casual,,,
601536,Closed,939,2012-09-24 06:26:00-04,32,2012-09-24 06:41:00-04,60
601537,Closed,352,2012-09-24 06:26:00-04,50,2012-09-24 06:32:00-04,22
601538,Closed,949,2012-09-24 06:26:00-04,88,2012-09-24 06:42:00-04,46
601539,Closed,467,2012-09-24 06:27:00-04,55,2012-09-24 06:35:00-04,54,T01322,Registered,02215,1988,Male
601540,Closed,652,2012-09-24 06:28:00-04,52,2012-09-24 06:38:00-04,72,T01335,Registered,02115,1956,Male
601541,Closed,376,2012-09-24 06:28:00-04,38,2012-09-24 06:34:00-04,64
601542,Closed,297,2012-09-24 06:28:00-04,38,2012-09-24 06:33:00-04,43
601543,Closed,370,2012-09-24 06:28:00-04,58,2012-09-24 06:35:00-04,35
601544,Closed,374,2012-09-24 06:31:00-04,40,2012-09-24 06:37:00-04,22
601545,Closed,537,2012-09-24 06:31:00-04,38,2012-09-24 06:40:00-04,49,T01006,Registered,02112,1976,Male
601546,Closed,15,2012-09-24 06:32:00-04,38,2012-09-24 06:32:00-04,38
601547,Closed,585,2012-09-24 06:33:00-04,38,2012-09-24 06:42:00-04,90
601548,Closed,328,2012-09-24 06:34:00-04,58,2012-09-24 06:39:00-04,61,T01436,Registered,02116,1977,Female
601549,Closed,315,2012-09-24 06:34:00-04,58,2012-09-24 06:39:00-04,61
601550,Closed,422,2012-09-24 06:34:00-04,38,2012-09-24 06:41:00-04,64
601551,Closed,756,2012-09-24 06:34:00-04,22,2012-09-24 06:47:00-04,55,T01038,Registered,02382,1965,Male
601552,Closed,416,2012-09-24 06:35:00-04,38,2012-09-24 06:42:00-04,22,T01150,Registered,01915,1985,Male
601553,Closed,469,2012-09-24 06:36:00-04,60,2012-09-24 06:44:00-04,50,T01323,Registered,02114,1987,Female
601554,Closed,182,2012-09-24 06:36:00-04,43,2012-09-24 06:40:00-04,22
601555,Closed,1216,2012-09-24 06:37:00-04,6,2012-09-24 06:57:00-04,11,T01163,Registered,02114,1981,Female
601556,Closed,182,2012-09-24 06:37:00-04,25,2012-09-24 06:40:00-04,16,T01037,Registered,02118,1987,Male
601557,Closed,1060,2012-09-24 06:37:00-04,26,2012-09-24 06:55:00-04,72
601558,Closed,715,2012-09-24 06:40:00-04,13,2012-09-24 06:52:00-04,14
601563,Closed,300,2012-09-24 06:43:00-04,22,2012-09-24 06:48:00-04,42
601564,Closed,899,2012-09-24 06:43:00-04,22,2012-09-24 06:58:00-04,67
601565,Closed,575,2012-09-24 06:43:00-04,47,2012-09-24 06:53:00-04,84
601566,Closed,587,2012-09-24 06:44:00-04,40,2012-09-24 06:53:00-04,35,T01188,Registered,02109,1960,Male
601567,Closed,369,2012-09-24 06:44:00-04,22,2012-09-24 06:50:00-04,50,T01150,Registered,02043,1970,Male
601568,Closed,432,2012-09-24 06:44:00-04,53,2012-09-24 06:51:00-04,36,T01352,Registered,02115,1986,Female
601569,Closed,376,2012-09-24 06:45:00-04,61,2012-09-24 06:51:00-04,22
601570,Closed,319,2012-09-24 06:45:00-04,46,2012-09-24 06:51:00-04,13,T01138,Registered,02115,1984,Male
601571,Closed,836,2012-09-24 06:46:00-04,16,2012-09-24 06:59:00-04,80,T01037,Registered,02110,1964,Male
601572,Closed,729,2012-09-24 06:46:00-04,33,2012-09-24 06:58:00-04,80,T01217,Registered,02215,1983,Male
601573,Closed,607,2012-09-24 06:46:00-04,61,2012-09-24 06:56:00-04,57,T01436,Registered,02118,1981,Female
601574,Closed,880,2012-09-24 06:47:00-04,38,2012-09-24 07:02:00-04,64
601575,Closed,471,2012-09-24 06:48:00-04,38,2012-09-24 06:56:00-04,64,T01127,Registered,02478,1990,Male
601576,Closed,368,2012-09-24 06:49:00-04,68,2012-09-24 06:55:00-04,80
601578,Closed,236,2012-09-24 06:49:00-04,22,2012-09-24 06:53:00-04,43,T01388,Registered,01760,1974,Female
601579,Closed,237,2012-09-24 06:50:00-04,55,2012-09-24 06:54:00-04,45,T01038,Registered,02382,1965,Male
601580,Closed,482,2012-09-24 06:50:00-04,45,2012-09-24 06:58:00-04,25,T01214,Registered,02215,1986,Male
601581,Closed,239,2012-09-24 06:50:00-04,43,2012-09-24 06:54:00-04,22
601582,Closed,315,2012-09-24 06:52:00-04,25,2012-09-24 06:57:00-04,50,T01165,Registered,03051,1961,Male
601583,Closed,456,2012-09-24 06:54:00-04,58,2012-09-24 07:02:00-04,48
601584,Closed,699,2012-09-24 06:55:00-04,4,2012-09-24 07:06:00-04,64,T01406,Registered,02115,1988,Male
601585,Closed,297,2012-09-24 06:55:00-04,16,2012-09-24 07:00:00-04,57
601586,Closed,559,2012-09-24 06:56:00-04,22,2012-09-24 07:05:00-04,6
601587,Closed,428,2012-09-24 06:56:00-04,54,2012-09-24 07:03:00-04,65
601588,Closed,1091,2012-09-24 06:56:00-04,38,2012-09-24 07:15:00-04,3
601589,Closed,1323,2012-09-24 06:58:00-04,48,2012-09-24 07:20:00-04,33
601590,Closed,315,2012-09-24 06:58:00-04,26,2012-09-24 07:03:00-04,50,T01270,Registered,02118,1967,Male
601591,Closed,376,2012-09-24 06:58:00-04,42,2012-09-24 07:05:00-04,52,T01111,Registered,02115,1959,Male
601592,Closed,433,2012-09-24 06:59:00-04,22,2012-09-24 07:06:00-04,42
601593,Closed,354,2012-09-24 06:59:00-04,69,2012-09-24 07:05:00-04,11
601594,Closed,351,2012-09-24 06:59:00-04,60,2012-09-24 07:05:00-04,49
601595,Closed,433,2012-09-24 07:00:00-04,22,2012-09-24 07:07:00-04,47
601596,Closed,1370,2012-09-24 07:01:00-04,69,2012-09-24 07:24:00-04,13
601597,Closed,208,2012-09-24 07:00:00-04,47,2012-09-24 07:04:00-04,48
601599,Closed,887,2012-09-24 07:01:00-04,98,2012-09-24 07:16:00-04,50
601600,Closed,322,2012-09-24 07:02:00-04,58,2012-09-24 07:08:00-04,35
601601,Closed,385,2012-09-24 07:03:00-04,22,2012-09-24 07:10:00-04,40
601602,Closed,812,2012-09-24 07:04:00-04,90,2012-09-24 07:17:00-04,77,T01325,Casual,,,
601603,Closed,687,2012-09-24 07:04:00-04,41,2012-09-24 07:15:00-04,55
601604,Closed,1219,2012-09-24 07:04:00-04,86,2012-09-24 07:24:00-04,50
601605,Closed,323,2012-09-24 07:04:00-04,38,2012-09-24 07:09:00-04,43
601606,Closed,812,2012-09-24 07:05:00-04,38,2012-09-24 07:19:00-04,22,T01139,Registered,01915,1975,Female
601607,Closed,497,2012-09-24 07:05:00-04,42,2012-09-24 07:13:00-04,25
601608,Closed,381,2012-09-24 07:05:00-04,47,2012-09-24 07:12:00-04,22,T01344,Registered,02113,1983,Male
601609,Closed,542,2012-09-24 07:06:00-04,38,2012-09-24 07:15:00-04,72
601610,Closed,1082,2012-09-24 07:06:00-04,38,2012-09-24 07:24:00-04,91
601611,Closed,661,2012-09-24 07:07:00-04,38,2012-09-24 07:18:00-04,7
601612,Closed,236,2012-09-24 07:07:00-04,40,2012-09-24 07:11:00-04,43,T01035,Registered,02109,1974,Male
601614,Closed,1037,2012-09-24 07:08:00-04,22,2012-09-24 07:25:00-04,27
601616,Closed,282,2012-09-24 07:08:00-04,60,2012-09-24 07:13:00-04,42,T01343,Registered,02114,1978,Male
601617,Closed,682,2012-09-24 07:08:00-04,26,2012-09-24 07:20:00-04,38
601618,Closed,795,2012-09-24 07:09:00-04,25,2012-09-24 07:22:00-04,14,T01022,Registered,02118,1985,Female
601619,Closed,402,2012-09-24 07:10:00-04,22,2012-09-24 07:16:00-04,49
601620,Closed,1377,2012-09-24 07:10:00-04,76,2012-09-24 07:33:00-04,7
601621,Closed,271,2012-09-24 07:10:00-04,15,2012-09-24 07:15:00-04,29
601622,Closed,558,2012-09-24 07:13:00-04,66,2012-09-24 07:22:00-04,62
601623,Closed,1062,2012-09-24 07:13:00-04,60,2012-09-24 07:31:00-04,9,T01272,Registered,02114,1984,Male
601624,Closed,420,2012-09-24 07:14:00-04,26,2012-09-24 07:21:00-04,35,T01281,Registered,02118,1962,Male
601625,Closed,315,2012-09-24 07:14:00-04,38,2012-09-24 07:19:00-04,43
601626,Closed,426,2012-09-24 07:15:00-04,16,2012-09-24 07:22:00-04,59
601629,Closed,935,2012-09-24 07:16:00-04,72,2012-09-24 07:31:00-04,74,T01335,Registered,02142,1965,Male
601631,Closed,201,2012-09-24 07:16:00-04,22,2012-09-24 07:19:00-04,43
601632,Closed,716,2012-09-24 07:16:00-04,55,2012-09-24 07:28:00-04,13
601633,Closed,279,2012-09-24 07:17:00-04,53,2012-09-24 07:22:00-04,36
601636,Closed,625,2012-09-24 07:18:00-04,36,2012-09-24 07:29:00-04,48,T01352,Registered,02116,1987,Male
601637,Closed,885,2012-09-24 07:20:00-04,86,2012-09-24 07:35:00-04,5
601638,Closed,670,2012-09-24 07:21:00-04,94,2012-09-24 07:32:00-04,64,T01266,Registered,02129,1985,Male
601639,Closed,762,2012-09-24 07:22:00-04,57,2012-09-24 07:34:00-04,23
601640,Closed,1067,2012-09-24 07:23:00-04,23,2012-09-24 07:41:00-04,11
601641,Closed,295,2012-09-24 07:23:00-04,47,2012-09-24 07:28:00-04,48,T01305,Registered,01801,1960,Male
601642,Closed,1799,2012-09-24 07:24:00-04,79,2012-09-24 07:54:00-04,22
601643,Closed,731,2012-09-24 07:23:00-04,38,2012-09-24 07:36:00-04,61
601644,Closed,553,2012-09-24 07:23:00-04,38,2012-09-24 07:33:00-04,22
601645,Closed,1756,2012-09-24 07:24:00-04,79,2012-09-24 07:54:00-04,22
601646,Closed,105,2012-09-24 07:24:00-04,3,2012-09-24 07:26:00-04,14
601647,Closed,416,2012-09-24 07:24:00-04,38,2012-09-24 07:31:00-04,23,T01099,Registered,01944,1968,Male
601648,Closed,675,2012-09-24 07:24:00-04,22,2012-09-24 07:36:00-04,98
601649,Closed,341,2012-09-24 07:25:00-04,60,2012-09-24 07:31:00-04,54
601650,Closed,199,2012-09-24 07:25:00-04,22,2012-09-24 07:29:00-04,65
601651,Closed,1090,2012-09-24 07:25:00-04,22,2012-09-24 07:44:00-04,3
601653,Closed,761,2012-09-24 07:26:00-04,87,2012-09-24 07:39:00-04,10
601654,Closed,746,2012-09-24 07:26:00-04,75,2012-09-24 07:38:00-04,84
601655,Closed,530,2012-09-24 07:27:00-04,50,2012-09-24 07:35:00-04,23
601657,Closed,466,2012-09-24 07:28:00-04,22,2012-09-24 07:35:00-04,50
601658,Closed,770,2012-09-24 07:29:00-04,16,2012-09-24 07:41:00-04,14
601659,Closed,754,2012-09-24 07:29:00-04,16,2012-09-24 07:41:00-04,14
601660,Closed,441,2012-09-24 07:29:00-04,26,2012-09-24 07:36:00-04,22
601661,Closed,335,2012-09-24 07:29:00-04,58,2012-09-24 07:34:00-04,61,T01183,Registered,02108,1983,Male
601662,Closed,1595,2012-09-24 07:29:00-04,98,2012-09-24 07:56:00-04,40
601663,Closed,558,2012-09-24 07:29:00-04,57,2012-09-24 07:39:00-04,22,T01047,Registered,02118,1989,Male
601664,Closed,793,2012-09-24 07:30:00-04,41,2012-09-24 07:43:00-04,74,T01106,Registered,02138,1975,Male
601665,Closed,442,2012-09-24 07:30:00-04,38,2012-09-24 07:37:00-04,48,T01347,Registered,01867,1962,Male
601666,Closed,453,2012-09-24 07:30:00-04,22,2012-09-24 07:37:00-04,38,T01139,Registered,02067,1979,Male
601667,Closed,496,2012-09-24 07:30:00-04,54,2012-09-24 07:38:00-04,63,T01322,Registered,02215,1988,Male
601668,Closed,575,2012-09-24 07:30:00-04,38,2012-09-24 07:40:00-04,50,T01279,Registered,01984,1971,Male
601669,Closed,383,2012-09-24 07:30:00-04,34,2012-09-24 07:37:00-04,11
601670,Closed,301,2012-09-24 07:31:00-04,54,2012-09-24 07:36:00-04,50,T01108,Registered,02118,1982,Male
601671,Closed,878,2012-09-24 07:31:00-04,26,2012-09-24 07:46:00-04,32,T01072,Registered,02118,1971,Male
601672,Closed,4684,2012-09-24 07:32:00-04,63,2012-09-24 08:50:00-04,63
601673,Closed,4606,2012-09-24 07:33:00-04,63,2012-09-24 08:50:00-04,63
601674,Closed,135,2012-09-24 07:33:00-04,22,2012-09-24 07:35:00-04,64
601675,Closed,297,2012-09-24 07:33:00-04,39,2012-09-24 07:38:00-04,21
601676,Closed,340,2012-09-24 07:33:00-04,58,2012-09-24 07:39:00-04,35
601677,Closed,823,2012-09-24 07:33:00-04,34,2012-09-24 07:47:00-04,39
601678,Closed,339,2012-09-24 07:33:00-04,43,2012-09-24 07:39:00-04,64,T01192,Registered,02113,1986,Male
601679,Closed,862,2012-09-24 07:34:00-04,60,2012-09-24 07:48:00-04,63,T01190,Registered,02114,1988,Female
601680,Closed,684,2012-09-24 07:34:00-04,19,2012-09-24 07:46:00-04,57,T01015,Registered,02215,1989,Male
601681,Closed,803,2012-09-24 07:34:00-04,53,2012-09-24 07:48:00-04,23,T01002,Registered,02115,1989,Male
601682,Closed,790,2012-09-24 07:35:00-04,57,2012-09-24 07:48:00-04,22,T01401,Registered,02118,1971,Male
601685,Closed,584,2012-09-24 07:35:00-04,76,2012-09-24 07:45:00-04,53
601687,Closed,394,2012-09-24 07:36:00-04,61,2012-09-24 07:42:00-04,39
601689,Closed,1108,2012-09-24 07:36:00-04,36,2012-09-24 07:54:00-04,22
601692,Closed,531,2012-09-24 07:37:00-04,6,2012-09-24 07:45:00-04,91
601693,Closed,617,2012-09-24 07:37:00-04,40,2012-09-24 07:47:00-04,31
601694,Closed,129,2012-09-24 07:37:00-04,25,2012-09-24 07:39:00-04,39
601695,Closed,782,2012-09-24 07:37:00-04,68,2012-09-24 07:50:00-04,49,T01012,Registered,02139,1984,Male
601696,Closed,1574,2012-09-24 07:37:00-04,25,2012-09-24 08:03:00-04,13,T01214,Registered,02118,1978,Female
601697,Closed,1103,2012-09-24 07:37:00-04,79,2012-09-24 07:56:00-04,21
601698,Closed,1171,2012-09-24 07:37:00-04,6,2012-09-24 07:57:00-04,14,T01437,Registered,02114,1978,Male
601699,Closed,672,2012-09-24 07:38:00-04,45,2012-09-24 07:49:00-04,13
601700,Closed,338,2012-09-24 07:40:00-04,43,2012-09-24 07:46:00-04,31
601702,Closed,439,2012-09-24 07:40:00-04,21,2012-09-24 07:47:00-04,54
601704,Closed,981,2012-09-24 07:41:00-04,58,2012-09-24 07:57:00-04,14
601705,Closed,550,2012-09-24 07:41:00-04,61,2012-09-24 07:50:00-04,48
601706,Closed,637,2012-09-24 07:41:00-04,38,2012-09-24 07:51:00-04,31
601707,Closed,803,2012-09-24 07:41:00-04,16,2012-09-24 07:54:00-04,14,T01088,Registered,02116,1987,Male
601708,Closed,292,2012-09-24 07:41:00-04,38,2012-09-24 07:46:00-04,44,T01139,Registered,01938,1969,Male
601709,Closed,984,2012-09-24 07:41:00-04,76,2012-09-24 07:57:00-04,35,T01360,Registered,02139,1970,Male
601710,Closed,1003,2012-09-24 07:41:00-04,38,2012-09-24 07:58:00-04,80,T01206,Registered,01938,1971,Female
601711,Closed,439,2012-09-24 07:41:00-04,38,2012-09-24 07:48:00-04,43,T01119,Registered,02110,1955,Male
601712,Closed,620,2012-09-24 07:41:00-04,64,2012-09-24 07:52:00-04,49,T01192,Registered,02112,1976,Male
601713,Closed,571,2012-09-24 07:42:00-04,38,2012-09-24 07:51:00-04,31
601714,Closed,1415,2012-09-24 07:42:00-04,38,2012-09-24 08:06:00-04,9
601715,Closed,817,2012-09-24 07:42:00-04,57,2012-09-24 07:56:00-04,60,T01079,Registered,02118,1982,Male
601717,Closed,992,2012-09-24 07:42:00-04,38,2012-09-24 07:59:00-04,55
601719,Closed,964,2012-09-24 07:43:00-04,40,2012-09-24 07:59:00-04,50,T01110,Registered,02109,1985,Male
601720,Closed,447,2012-09-24 07:43:00-04,22,2012-09-24 07:51:00-04,58,T01047,Registered,02066,1967,Male
601721,Closed,324,2012-09-24 07:43:00-04,57,2012-09-24 07:49:00-04,36
601722,Closed,1200,2012-09-24 07:43:00-04,22,2012-09-24 08:04:00-04,32
601724,Closed,415,2012-09-24 07:44:00-04,25,2012-09-24 07:51:00-04,21
601725,Closed,251,2012-09-24 07:44:00-04,64,2012-09-24 07:48:00-04,59,T01406,Registered,02210,1989,Male
601726,Closed,1069,2012-09-24 07:44:00-04,51,2012-09-24 08:02:00-04,22
601727,Closed,584,2012-09-24 07:44:00-04,38,2012-09-24 07:54:00-04,42,T01169,Registered,01876,1975,Male
601729,Closed,719,2012-09-24 07:44:00-04,25,2012-09-24 07:56:00-04,46
601730,Closed,351,2012-09-24 07:44:00-04,26,2012-09-24 07:50:00-04,35
601731,Closed,778,2012-09-24 07:44:00-04,35,2012-09-24 07:57:00-04,51,T01188,Registered,02332,1950,Male
601732,Closed,785,2012-09-24 07:45:00-04,46,2012-09-24 07:58:00-04,9,T01255,Registered,02132,1949,Male
601735,Closed,773,2012-09-24 07:45:00-04,22,2012-09-24 07:58:00-04,16
601736,Closed,549,2012-09-24 07:45:00-04,38,2012-09-24 07:54:00-04,22,T01175,Registered,01824,1962,Male
601739,Closed,253,2012-09-24 07:46:00-04,47,2012-09-24 07:50:00-04,6
601741,Closed,560,2012-09-24 07:46:00-04,94,2012-09-24 07:55:00-04,44,T01327,Registered,02129,1969,Male
601742,Closed,510,2012-09-24 07:46:00-04,40,2012-09-24 07:54:00-04,64
601743,Closed,1156,2012-09-24 07:46:00-04,76,2012-09-24 08:05:00-04,4,T01036,Registered,02139,1973,Male
601745,Closed,535,2012-09-24 07:46:00-04,22,2012-09-24 07:55:00-04,39,T01344,Registered,02043,1968,Male
601746,Closed,835,2012-09-24 07:47:00-04,38,2012-09-24 08:01:00-04,42
601747,Closed,1155,2012-09-24 07:47:00-04,93,2012-09-24 08:06:00-04,81
601748,Closed,434,2012-09-24 07:47:00-04,47,2012-09-24 07:55:00-04,31
601750,Closed,385,2012-09-24 07:47:00-04,61,2012-09-24 07:54:00-04,33
601754,Closed,401,2012-09-24 07:48:00-04,88,2012-09-24 07:54:00-04,68
601756,Closed,382,2012-09-24 07:48:00-04,40,2012-09-24 07:54:00-04,22,T01331,Registered,02113,1956,Female
601757,Closed,690,2012-09-24 07:48:00-04,21,2012-09-24 08:00:00-04,58
601759,Closed,411,2012-09-24 07:48:00-04,22,2012-09-24 07:55:00-04,40,T01401,Registered,02110,1982,Male
601760,Closed,250,2012-09-24 07:48:00-04,45,2012-09-24 07:53:00-04,19,T01089,Registered,02215,1992,Male
601761,Closed,541,2012-09-24 07:49:00-04,47,2012-09-24 07:58:00-04,31,T01146,Registered,02113,1984,Male
601762,Closed,399,2012-09-24 07:49:00-04,46,2012-09-24 07:56:00-04,39
