id,status,duration,start_date,start_station,end_date,end_station
555372,Closed,83015,2012-09-10 21:38:00-04,22,2012-09-11 20:41:00-04,65
555408,Closed,25264,2012-09-10 22:11:00-04,32,2012-09-11 05:12:00-04,16
555490,Closed,817,2012-09-10 23:50:00-04,55,2012-09-11 00:04:00-04,60,T01013,Registered,02116,1991,Male
555495,Closed,391,2012-09-10 23:57:00-04,70,2012-09-11 00:03:00-04,18
555496,Closed,252,2012-09-10 23:57:00-04,50,2012-09-11 00:02:00-04,59,T01270,Registered,02111,1969,Male
555497,Closed,1536,2012-09-11 00:01:00-04,81,2012-09-11 00:27:00-04,30
555498,Closed,1512,2012-09-11 00:02:00-04,81,2012-09-11 00:27:00-04,30
555499,Closed,1525,2012-09-11 00:01:00-04,81,2012-09-11 00:27:00-04,30
555500,Closed,1012,2012-09-11 00:04:00-04,72,2012-09-11 00:21:00-04,77
555501,Closed,336,2012-09-11 00:07:00-04,33,2012-09-11 00:12:00-04,67
555502,Closed,373,2012-09-11 00:09:00-04,60,2012-09-11 00:15:00-04,42,T01013,Registered,02116,1991,Male
555503,Closed,408,2012-09-11 00:14:00-04,64,2012-09-11 00:21:00-04,44
555504,Closed,751,2012-09-11 00:16:00-04,48,2012-09-11 00:28:00-04,52,T01096,Registered,02116,1982,Female
555505,Closed,846,2012-09-11 00:26:00-04,68,2012-09-11 00:40:00-04,16
555506,Closed,63629,2012-09-11 00:28:00-04,80,2012-09-11 18:09:00-04,71,T01150,Casual,,,
555507,Closed,739,2012-09-11 00:57:00-04,53,2012-09-11 01:09:00-04,88
555508,Closed,1205,2012-09-11 01:01:00-04,54,2012-09-11 01:21:00-04,74
555509,Closed,897,2012-09-11 01:02:00-04,80,2012-09-11 01:17:00-04,57
555510,Closed,569,2012-09-11 01:05:00-04,36,2012-09-11 01:14:00-04,63
555511,Closed,352,2012-09-11 01:12:00-04,57,2012-09-11 01:17:00-04,27
555512,Closed,347,2012-09-11 01:38:00-04,67,2012-09-11 01:43:00-04,55
555513,Closed,167,2012-09-11 01:38:00-04,18,2012-09-11 01:41:00-04,17
555514,Closed,218,2012-09-11 01:44:00-04,10,2012-09-11 01:47:00-04,45
555515,Closed,1234,2012-09-11 01:51:00-04,22,2012-09-11 02:12:00-04,19,T01448,Casual,,,
555517,Closed,710,2012-09-11 01:56:00-04,36,2012-09-11 02:08:00-04,33,T01045,Registered,02067,1989,Male
555518,Closed,1181,2012-09-11 01:58:00-04,61,2012-09-11 02:18:00-04,44
555520,Closed,764,2012-09-11 02:11:00-04,67,2012-09-11 02:23:00-04,41,T01094,Registered,02135,1982,Male
555522,Closed,290,2012-09-11 03:32:00-04,45,2012-09-11 03:37:00-04,5
555523,Closed,346,2012-09-11 04:02:00-04,55,2012-09-11 04:08:00-04,19
555524,Closed,1223,2012-09-11 04:18:00-04,66,2012-09-11 04:38:00-04,23
555526,Closed,750,2012-09-11 04:23:00-04,39,2012-09-11 04:35:00-04,31
555527,Closed,1379,2012-09-11 05:05:00-04,12,2012-09-11 05:28:00-04,15,T01134,Casual,,,
555528,Closed,470,2012-09-11 05:21:00-04,57,2012-09-11 05:29:00-04,30
555529,Closed,389,2012-09-11 05:30:00-04,25,2012-09-11 05:37:00-04,50,T01095,Registered,03051,1961,Male
555530,Closed,453,2012-09-11 05:34:00-04,22,2012-09-11 05:41:00-04,50
555531,Closed,477,2012-09-11 05:37:00-04,32,2012-09-11 05:44:00-04,36
