id,status,duration,start_date,start_station,end_date,end_station
586809,Closed,52322,2012-09-19 17:38:00-04,72,2012-09-20 08:10:00-04,35,T01401,Casual,,,
587727,Closed,45934,2012-09-19 21:03:00-04,10,2012-09-20 09:48:00-04,10,T01085,Casual,,,
587728,Closed,53212,2012-09-19 21:03:00-04,10,2012-09-20 11:50:00-04,9
587826,Closed,66327,2012-09-19 21:51:00-04,10,2012-09-20 16:16:00-04,58,T01266,Registered,02215,1992,Female
587945,Closed,2014,2012-09-19 23:30:00-04,96,2012-09-20 00:04:00-04,4,T01219,Casual,,,
587950,Closed,1513,2012-09-19 23:36:00-04,75,2012-09-20 00:01:00-04,83,T01271,Registered,02119,1987,Female
587951,Closed,1501,2012-09-19 23:36:00-04,75,2012-09-20 00:01:00-04,83
587956,Closed,1331,2012-09-19 23:40:00-04,75,2012-09-20 00:02:00-04,80
587964,Closed,569,2012-09-19 23:53:00-04,32,2012-09-20 00:02:00-04,30
587967,Closed,532,2012-09-19 23:58:00-04,10,2012-09-20 00:07:00-04,66
587968,Closed,1823,2012-09-19 23:59:00-04,78,2012-09-20 00:29:00-04,39
587969,Closed,376,2012-09-20 00:06:00-04,75,2012-09-20 00:12:00-04,88
587970,Closed,171,2012-09-20 00:07:00-04,80,2012-09-20 00:10:00-04,67
587971,Closed,6110,2012-09-20 00:08:00-04,82,2012-09-20 01:50:00-04,82
587972,Closed,591,2012-09-20 00:08:00-04,52,2012-09-20 00:17:00-04,68
587973,Closed,5941,2012-09-20 00:11:00-04,82,2012-09-20 01:50:00-04,82
587975,Closed,8163,2012-09-20 00:17:00-04,73,2012-09-20 02:33:00-04,72,T01445,Casual,,,
587976,Closed,8156,2012-09-20 00:17:00-04,73,2012-09-20 02:33:00-04,72,T01160,Casual,,,
587977,Closed,748,2012-09-20 00:18:00-04,91,2012-09-20 00:31:00-04,23
587978,Closed,1405,2012-09-20 00:20:00-04,3,2012-09-20 00:43:00-04,3,T01211,Casual,,,
587979,Closed,1394,2012-09-20 00:20:00-04,3,2012-09-20 00:44:00-04,3,T01216,Casual,,,
587980,Closed,684,2012-09-20 00:23:00-04,89,2012-09-20 00:34:00-04,75
587981,Closed,1173,2012-09-20 00:25:00-04,57,2012-09-20 00:45:00-04,27
587982,Closed,876,2012-09-20 00:25:00-04,60,2012-09-20 00:40:00-04,53,T01329,Registered,02215,1983,Male
587983,Closed,117,2012-09-20 00:29:00-04,32,2012-09-20 00:31:00-04,45
587984,Closed,292,2012-09-20 00:44:00-04,72,2012-09-20 00:49:00-04,53
587985,Closed,1478,2012-09-20 00:52:00-04,78,2012-09-20 01:17:00-04,46
587986,Closed,33,2012-09-20 00:53:00-04,33,2012-09-20 00:53:00-04,33
587987,Closed,605,2012-09-20 00:54:00-04,33,2012-09-20 01:04:00-04,41
587988,Closed,947,2012-09-20 00:54:00-04,60,2012-09-20 01:10:00-04,44,T01172,Registered,02142,1985,Male
587989,Closed,497,2012-09-20 01:04:00-04,76,2012-09-20 01:13:00-04,53,T01270,Registered,02115,1984,Female
587990,Closed,1164,2012-09-20 01:10:00-04,73,2012-09-20 01:29:00-04,80
587991,Closed,803,2012-09-20 01:12:00-04,75,2012-09-20 01:25:00-04,39
587992,Closed,1216,2012-09-20 01:31:00-04,22,2012-09-20 01:51:00-04,72
587993,Closed,575,2012-09-20 01:33:00-04,53,2012-09-20 01:42:00-04,13
587994,Closed,589,2012-09-20 01:43:00-04,80,2012-09-20 01:53:00-04,88
587995,Closed,707,2012-09-20 01:45:00-04,8,2012-09-20 01:57:00-04,82
587996,Closed,450,2012-09-20 01:45:00-04,13,2012-09-20 01:53:00-04,85
587997,Closed,353,2012-09-20 01:49:00-04,17,2012-09-20 01:55:00-04,75
587999,Closed,182,2012-09-20 02:32:00-04,75,2012-09-20 02:35:00-04,68
588000,Closed,1374,2012-09-20 02:35:00-04,31,2012-09-20 02:58:00-04,78
588001,Closed,783,2012-09-20 02:38:00-04,30,2012-09-20 02:51:00-04,66
588002,Closed,168,2012-09-20 02:42:00-04,12,2012-09-20 02:45:00-04,57
588003,Closed,766,2012-09-20 02:49:00-04,76,2012-09-20 03:01:00-04,36
588004,Closed,244,2012-09-20 03:05:00-04,45,2012-09-20 03:09:00-04,5
588005,Closed,668,2012-09-20 03:16:00-04,72,2012-09-20 03:27:00-04,61,T01160,Registered,02116,1993,Male
588006,Closed,1599,2012-09-20 03:18:00-04,41,2012-09-20 03:45:00-04,41,T01119,Registered,02215,1991,Male
588007,Closed,636,2012-09-20 03:47:00-04,70,2012-09-20 03:58:00-04,67
588008,Closed,749,2012-09-20 04:26:00-04,61,2012-09-20 04:38:00-04,63,T01160,Registered,02114,1979,Female
588009,Closed,458,2012-09-20 05:01:00-04,45,2012-09-20 05:09:00-04,39
588010,Closed,367,2012-09-20 05:06:00-04,59,2012-09-20 05:12:00-04,16
588011,Closed,635,2012-09-20 05:16:00-04,26,2012-09-20 05:27:00-04,60
588012,Closed,484,2012-09-20 05:18:00-04,57,2012-09-20 05:26:00-04,30
588013,Closed,239,2012-09-20 05:29:00-04,57,2012-09-20 05:33:00-04,39
588014,Closed,561,2012-09-20 05:32:00-04,12,2012-09-20 05:41:00-04,32
588015,Closed,695,2012-09-20 05:34:00-04,85,2012-09-20 05:45:00-04,16
588016,Closed,636,2012-09-20 05:38:00-04,53,2012-09-20 05:49:00-04,48
588017,Closed,437,2012-09-20 05:39:00-04,10,2012-09-20 05:46:00-04,9
588018,Closed,289,2012-09-20 05:39:00-04,69,2012-09-20 05:43:00-04,19,T01050,Registered,02215,1987,Male
588019,Closed,422,2012-09-20 05:41:00-04,25,2012-09-20 05:48:00-04,42
588020,Closed,160,2012-09-20 05:44:00-04,36,2012-09-20 05:47:00-04,61,T01381,Registered,02116,1970,Female
588021,Closed,174,2012-09-20 05:46:00-04,40,2012-09-20 05:49:00-04,43
588022,Closed,295,2012-09-20 05:48:00-04,69,2012-09-20 05:53:00-04,11
588025,Closed,750,2012-09-20 05:51:00-04,26,2012-09-20 06:03:00-04,40
588026,Closed,262,2012-09-20 05:57:00-04,20,2012-09-20 06:01:00-04,22,T01175,Registered,02109,1985,Male
588027,Closed,1025,2012-09-20 05:58:00-04,68,2012-09-20 06:15:00-04,38
588028,Closed,230,2012-09-20 05:59:00-04,58,2012-09-20 06:03:00-04,36
588029,Closed,1140,2012-09-20 06:00:00-04,94,2012-09-20 06:19:00-04,16
588030,Closed,358,2012-09-20 06:00:00-04,4,2012-09-20 06:06:00-04,22
588031,Closed,479,2012-09-20 06:01:00-04,21,2012-09-20 06:09:00-04,13
588032,Closed,384,2012-09-20 06:05:00-04,58,2012-09-20 06:11:00-04,48
588033,Closed,882,2012-09-20 06:05:00-04,98,2012-09-20 06:20:00-04,31
588034,Closed,1036,2012-09-20 06:06:00-04,98,2012-09-20 06:23:00-04,50,T01442,Registered,02129,1957,Female
588035,Closed,291,2012-09-20 06:08:00-04,67,2012-09-20 06:13:00-04,68
588036,Closed,7,2012-09-20 06:09:00-04,44,2012-09-20 06:09:00-04,44
588037,Closed,1372,2012-09-20 06:11:00-04,30,2012-09-20 06:34:00-04,60
588038,Closed,449,2012-09-20 06:11:00-04,36,2012-09-20 06:19:00-04,35
588041,Closed,379,2012-09-20 06:13:00-04,26,2012-09-20 06:20:00-04,57,T01341,Registered,02118,1989,Male
588042,Closed,560,2012-09-20 06:15:00-04,45,2012-09-20 06:24:00-04,25
588043,Closed,165,2012-09-20 06:15:00-04,45,2012-09-20 06:18:00-04,32
588044,Closed,467,2012-09-20 06:16:00-04,46,2012-09-20 06:23:00-04,14,T01209,Registered,02115,1985,Female
588045,Closed,260,2012-09-20 06:19:00-04,6,2012-09-20 06:24:00-04,48
588046,Closed,487,2012-09-20 06:20:00-04,71,2012-09-20 06:28:00-04,74
588047,Closed,496,2012-09-20 06:20:00-04,38,2012-09-20 06:28:00-04,72
588048,Closed,857,2012-09-20 06:20:00-04,38,2012-09-20 06:34:00-04,64
588049,Closed,508,2012-09-20 06:21:00-04,38,2012-09-20 06:29:00-04,42
588050,Closed,255,2012-09-20 06:22:00-04,40,2012-09-20 06:27:00-04,48
588051,Closed,957,2012-09-20 06:25:00-04,49,2012-09-20 06:41:00-04,14,T01095,Registered,02118,1981,Male
588052,Closed,409,2012-09-20 06:25:00-04,38,2012-09-20 06:32:00-04,64,T01254,Registered,01730,1958,Male
588053,Closed,424,2012-09-20 06:29:00-04,38,2012-09-20 06:36:00-04,22
588054,Closed,184,2012-09-20 06:30:00-04,47,2012-09-20 06:33:00-04,48
588055,Closed,430,2012-09-20 06:30:00-04,25,2012-09-20 06:38:00-04,45,T01038,Registered,02215,1986,Male
588056,Closed,439,2012-09-20 06:34:00-04,32,2012-09-20 06:41:00-04,9
588057,Closed,156,2012-09-20 06:33:00-04,43,2012-09-20 06:36:00-04,22,T01035,Registered,02043,1968,Male
588058,Closed,408,2012-09-20 06:34:00-04,32,2012-09-20 06:41:00-04,9,T01206,Registered,02215,1980,Male
588059,Closed,1411,2012-09-20 06:35:00-04,86,2012-09-20 06:58:00-04,48,T01130,Registered,02445,1968,Male
588060,Closed,102,2012-09-20 06:36:00-04,45,2012-09-20 06:38:00-04,32
588061,Closed,439,2012-09-20 06:38:00-04,60,2012-09-20 06:46:00-04,36
588062,Closed,727,2012-09-20 06:38:00-04,20,2012-09-20 06:51:00-04,84
