id,status,duration,start_date,start_station,end_date,end_station
485135,Closed,44863,2012-08-19 18:35:00-04,52,2012-08-20 07:02:00-04,4,T01328,Casual,,,
485748,Closed,383,2012-08-20 01:11:00-04,12,2012-08-20 01:18:00-04,46
485749,Closed,455,2012-08-20 01:12:00-04,69,2012-08-20 01:20:00-04,45
485750,Closed,261,2012-08-20 01:14:00-04,53,2012-08-20 01:18:00-04,53,T01071,Registered,02215,1990,Male
485752,Closed,31652,2012-08-20 01:53:00-04,39,2012-08-20 10:41:00-04,13
485753,Closed,2837,2012-08-20 01:56:00-04,77,2012-08-20 02:43:00-04,33
485754,Closed,2643,2012-08-20 01:59:00-04,77,2012-08-20 02:43:00-04,33,T01155,Casual,,,
485755,Closed,1714,2012-08-20 02:06:00-04,26,2012-08-20 02:35:00-04,26
485756,Closed,1736,2012-08-20 02:06:00-04,26,2012-08-20 02:35:00-04,26,T01296,Casual,,,
485757,Closed,2730,2012-08-20 02:08:00-04,61,2012-08-20 02:54:00-04,61
485758,Closed,2753,2012-08-20 02:08:00-04,61,2012-08-20 02:54:00-04,61
485759,Closed,1741,2012-08-20 02:09:00-04,81,2012-08-20 02:38:00-04,75,T01235,Registered,02118,1989,Male
485760,Closed,1531,2012-08-20 02:12:00-04,81,2012-08-20 02:38:00-04,75,T01437,Casual,,,
485761,Closed,636,2012-08-20 04:13:00-04,46,2012-08-20 04:23:00-04,60
485762,Closed,367,2012-08-20 05:18:00-04,16,2012-08-20 05:24:00-04,21,T01425,Registered,02116,1945,Male
485765,Closed,525,2012-08-20 05:33:00-04,22,2012-08-20 05:42:00-04,50,T01219,Registered,02537,1956,Male
485766,Closed,585,2012-08-20 05:38:00-04,59,2012-08-20 05:48:00-04,60
485768,Closed,303,2012-08-20 05:41:00-04,43,2012-08-20 05:46:00-04,22
485769,Closed,1316,2012-08-20 05:48:00-04,45,2012-08-20 06:10:00-04,59
485770,Closed,559,2012-08-20 05:48:00-04,57,2012-08-20 05:58:00-04,48
485771,Closed,1144,2012-08-20 05:51:00-04,45,2012-08-20 06:10:00-04,59
485772,Closed,451,2012-08-20 05:52:00-04,60,2012-08-20 05:59:00-04,22,T01410,Registered,02114,1970,Male
485773,Closed,533,2012-08-20 05:52:00-04,45,2012-08-20 06:01:00-04,36,T01347,Registered,02215,1977,Female
485774,Closed,323,2012-08-20 05:54:00-04,64,2012-08-20 05:59:00-04,23
485775,Closed,416,2012-08-20 05:54:00-04,52,2012-08-20 06:01:00-04,80,T01025,Registered,02115,1956,Male
485776,Closed,236,2012-08-20 05:57:00-04,57,2012-08-20 06:00:00-04,13
485777,Closed,798,2012-08-20 05:57:00-04,68,2012-08-20 06:11:00-04,6
485778,Closed,201,2012-08-20 05:58:00-04,61,2012-08-20 06:01:00-04,16
485779,Closed,883,2012-08-20 05:59:00-04,33,2012-08-20 06:14:00-04,9
485780,Closed,1111,2012-08-20 06:00:00-04,57,2012-08-20 06:18:00-04,60,T01344,Registered,02118,1980,Male
485781,Closed,536,2012-08-20 06:06:00-04,6,2012-08-20 06:15:00-04,22
485782,Closed,410,2012-08-20 06:08:00-04,58,2012-08-20 06:14:00-04,48,T01161,Registered,02116,1986,Male
485783,Closed,447,2012-08-20 06:10:00-04,47,2012-08-20 06:17:00-04,22,T01127,Registered,02113,1986,Female
485784,Closed,335,2012-08-20 06:10:00-04,66,2012-08-20 06:15:00-04,9,T01306,Registered,02134,1992,Male
485785,Closed,496,2012-08-20 06:11:00-04,21,2012-08-20 06:19:00-04,54
485786,Closed,737,2012-08-20 06:16:00-04,57,2012-08-20 06:28:00-04,22
485787,Closed,171,2012-08-20 06:16:00-04,22,2012-08-20 06:19:00-04,43,T01172,Registered,02111,1962,Male
485788,Closed,351,2012-08-20 06:19:00-04,51,2012-08-20 06:25:00-04,21
485789,Closed,297,2012-08-20 06:20:00-04,49,2012-08-20 06:25:00-04,48
485790,Closed,174,2012-08-20 06:20:00-04,47,2012-08-20 06:23:00-04,48
485791,Closed,796,2012-08-20 06:20:00-04,60,2012-08-20 06:34:00-04,57,T01344,Registered,02118,1980,Male
485792,Closed,609,2012-08-20 06:22:00-04,38,2012-08-20 06:32:00-04,61
485793,Closed,405,2012-08-20 06:23:00-04,22,2012-08-20 06:30:00-04,40
485794,Closed,615,2012-08-20 06:23:00-04,81,2012-08-20 06:33:00-04,65
485795,Closed,439,2012-08-20 06:22:00-04,38,2012-08-20 06:29:00-04,42
485796,Closed,1380,2012-08-20 06:22:00-04,72,2012-08-20 06:45:00-04,18
485797,Closed,547,2012-08-20 06:23:00-04,38,2012-08-20 06:32:00-04,72,T01339,Registered,01923,1963,Male
485798,Closed,833,2012-08-20 06:24:00-04,38,2012-08-20 06:38:00-04,64
485799,Closed,369,2012-08-20 06:25:00-04,22,2012-08-20 06:31:00-04,40
485800,Closed,277,2012-08-20 06:25:00-04,38,2012-08-20 06:30:00-04,43
485801,Closed,949,2012-08-20 06:25:00-04,38,2012-08-20 06:41:00-04,64,T01049,Registered,01730,1958,Male
485802,Closed,1132,2012-08-20 06:26:00-04,18,2012-08-20 06:45:00-04,32
485803,Closed,283,2012-08-20 06:27:00-04,53,2012-08-20 06:32:00-04,45,T01135,Registered,02215,1988,Female
485804,Closed,1211,2012-08-20 06:29:00-04,6,2012-08-20 06:49:00-04,11,T01200,Registered,02114,1981,Female
485805,Closed,910,2012-08-20 06:31:00-04,69,2012-08-20 06:46:00-04,36
485806,Closed,316,2012-08-20 06:30:00-04,30,2012-08-20 06:36:00-04,62
485807,Closed,984,2012-08-20 06:31:00-04,61,2012-08-20 06:48:00-04,43
485808,Closed,859,2012-08-20 06:32:00-04,49,2012-08-20 06:47:00-04,49
485809,Closed,796,2012-08-20 06:32:00-04,41,2012-08-20 06:46:00-04,33
485814,Closed,917,2012-08-20 06:35:00-04,77,2012-08-20 06:50:00-04,80
485815,Closed,702,2012-08-20 06:37:00-04,13,2012-08-20 06:49:00-04,14
485816,Closed,523,2012-08-20 06:38:00-04,57,2012-08-20 06:46:00-04,21,T01113,Casual,,,
485817,Closed,514,2012-08-20 06:40:00-04,40,2012-08-20 06:48:00-04,81
485818,Closed,630,2012-08-20 06:41:00-04,66,2012-08-20 06:52:00-04,14,T01194,Registered,02134,1990,Female
485819,Closed,209,2012-08-20 06:42:00-04,25,2012-08-20 06:45:00-04,16
485820,Closed,689,2012-08-20 06:42:00-04,4,2012-08-20 06:54:00-04,20
485822,Closed,493,2012-08-20 06:43:00-04,20,2012-08-20 06:51:00-04,81,T01163,Registered,02109,1985,Female
485823,Closed,794,2012-08-20 06:43:00-04,16,2012-08-20 06:56:00-04,80,T01015,Registered,02110,1964,Male
485824,Closed,1241,2012-08-20 06:45:00-04,26,2012-08-20 07:06:00-04,14
485825,Closed,2126,2012-08-20 06:46:00-04,46,2012-08-20 07:22:00-04,46,T01151,Registered,02066,1961,Female
485826,Closed,569,2012-08-20 06:47:00-04,4,2012-08-20 06:57:00-04,48
485827,Closed,501,2012-08-20 06:47:00-04,18,2012-08-20 06:55:00-04,37
485828,Closed,362,2012-08-20 06:47:00-04,47,2012-08-20 06:53:00-04,22
485829,Closed,593,2012-08-20 06:48:00-04,41,2012-08-20 06:58:00-04,62,T01152,Casual,,,
485830,Closed,603,2012-08-20 06:48:00-04,38,2012-08-20 06:58:00-04,64,T01352,Registered,01720,1967,Male
485831,Closed,1301,2012-08-20 06:49:00-04,38,2012-08-20 07:10:00-04,5,T01284,Registered,01886,1956,Male
485832,Closed,289,2012-08-20 06:49:00-04,62,2012-08-20 06:54:00-04,30
485833,Closed,326,2012-08-20 06:49:00-04,58,2012-08-20 06:55:00-04,61,T01420,Registered,02116,1977,Male
485834,Closed,327,2012-08-20 06:49:00-04,58,2012-08-20 06:55:00-04,61
485835,Closed,474,2012-08-20 06:50:00-04,58,2012-08-20 06:57:00-04,48,T01326,Registered,02116,1986,Male
485836,Closed,1219,2012-08-20 06:50:00-04,41,2012-08-20 07:10:00-04,72
485837,Closed,903,2012-08-20 06:51:00-04,53,2012-08-20 07:06:00-04,22,T01315,Registered,02215,1989,Male
485838,Closed,308,2012-08-20 06:52:00-04,58,2012-08-20 06:57:00-04,36
485839,Closed,581,2012-08-20 06:52:00-04,22,2012-08-20 07:01:00-04,6
485840,Closed,470,2012-08-20 06:52:00-04,4,2012-08-20 07:00:00-04,22
485841,Closed,477,2012-08-20 06:52:00-04,40,2012-08-20 07:00:00-04,22,T01329,Casual,,,
485842,Closed,579,2012-08-20 06:53:00-04,38,2012-08-20 07:02:00-04,64,T01323,Registered,02129,1979,Male
485843,Closed,1444,2012-08-20 06:53:00-04,38,2012-08-20 07:17:00-04,14,T01009,Registered,02129,1957,Female
485844,Closed,646,2012-08-20 06:53:00-04,38,2012-08-20 07:04:00-04,64,T01007,Registered,01864,1957,Male
485845,Closed,627,2012-08-20 06:54:00-04,57,2012-08-20 07:04:00-04,11
485846,Closed,469,2012-08-20 06:54:00-04,21,2012-08-20 07:01:00-04,54
485847,Closed,507,2012-08-20 06:55:00-04,26,2012-08-20 07:03:00-04,48,T01241,Registered,02118,1962,Male
485848,Closed,77,2012-08-20 06:55:00-04,14,2012-08-20 06:56:00-04,11
485849,Closed,730,2012-08-20 06:55:00-04,57,2012-08-20 07:07:00-04,14,T01344,Registered,02118,1981,Male
485850,Closed,1177,2012-08-20 06:55:00-04,38,2012-08-20 07:15:00-04,14,T01295,Registered,01460,1966,Male
485851,Closed,478,2012-08-20 06:56:00-04,26,2012-08-20 07:04:00-04,48
485852,Closed,997,2012-08-20 06:58:00-04,45,2012-08-20 07:14:00-04,54,T01050,Casual,,,
485853,Closed,339,2012-08-20 06:57:00-04,69,2012-08-20 07:03:00-04,11
485854,Closed,651,2012-08-20 06:58:00-04,59,2012-08-20 07:09:00-04,47
485855,Closed,335,2012-08-20 06:59:00-04,17,2012-08-20 07:04:00-04,70
485856,Closed,392,2012-08-20 06:58:00-04,26,2012-08-20 07:05:00-04,50,T01296,Registered,02118,1967,Male
485857,Closed,860,2012-08-20 06:59:00-04,13,2012-08-20 07:13:00-04,30
485858,Closed,294,2012-08-20 07:00:00-04,17,2012-08-20 07:05:00-04,70
485859,Closed,1040,2012-08-20 07:01:00-04,60,2012-08-20 07:18:00-04,9,T01013,Registered,02114,1984,Male
485860,Closed,464,2012-08-20 07:02:00-04,4,2012-08-20 07:10:00-04,48,T01328,Registered,02118,1984,Male
485861,Closed,617,2012-08-20 07:03:00-04,23,2012-08-20 07:13:00-04,61
485863,Closed,379,2012-08-20 07:04:00-04,53,2012-08-20 07:10:00-04,36,T01325,Registered,02215,1986,Male
485864,Closed,336,2012-08-20 07:06:00-04,39,2012-08-20 07:12:00-04,50
485865,Closed,1461,2012-08-20 07:07:00-04,76,2012-08-20 07:31:00-04,7
485866,Closed,582,2012-08-20 07:08:00-04,41,2012-08-20 07:18:00-04,62
485867,Closed,250,2012-08-20 07:08:00-04,47,2012-08-20 07:13:00-04,48
485868,Closed,400,2012-08-20 07:08:00-04,38,2012-08-20 07:15:00-04,48
485869,Closed,279,2012-08-20 07:09:00-04,38,2012-08-20 07:14:00-04,20,T01214,Registered,01864,1956,Male
485870,Closed,418,2012-08-20 07:10:00-04,38,2012-08-20 07:17:00-04,48
485871,Closed,431,2012-08-20 07:11:00-04,38,2012-08-20 07:18:00-04,35,T01078,Registered,01826,1966,Male
485872,Closed,448,2012-08-20 07:11:00-04,26,2012-08-20 07:18:00-04,35
485873,Closed,328,2012-08-20 07:12:00-04,40,2012-08-20 07:17:00-04,64
485874,Closed,604,2012-08-20 07:14:00-04,57,2012-08-20 07:24:00-04,63
485875,Closed,823,2012-08-20 07:15:00-04,59,2012-08-20 07:29:00-04,58
485876,Closed,1265,2012-08-20 07:15:00-04,59,2012-08-20 07:36:00-04,66,T01331,Registered,02135,1981,Male
485877,Closed,697,2012-08-20 07:15:00-04,25,2012-08-20 07:27:00-04,80,T01130,Registered,02116,1960,Male
485878,Closed,754,2012-08-20 07:16:00-04,59,2012-08-20 07:29:00-04,58
485879,Closed,647,2012-08-20 07:16:00-04,36,2012-08-20 07:27:00-04,32,T01347,Registered,02215,1977,Female
485880,Closed,380,2012-08-20 07:20:00-04,30,2012-08-20 07:26:00-04,5
485881,Closed,425,2012-08-20 07:22:00-04,42,2012-08-20 07:29:00-04,52
485883,Closed,142,2012-08-20 07:22:00-04,6,2012-08-20 07:25:00-04,60
485884,Closed,365,2012-08-20 07:23:00-04,20,2012-08-20 07:29:00-04,7,T01431,Registered,02110,1963,Female
485885,Closed,313,2012-08-20 07:23:00-04,22,2012-08-20 07:29:00-04,20,T01281,Registered,02171,1958,Female
485886,Closed,972,2012-08-20 07:23:00-04,38,2012-08-20 07:40:00-04,3
485887,Closed,866,2012-08-20 07:24:00-04,45,2012-08-20 07:38:00-04,48
485888,Closed,354,2012-08-20 07:24:00-04,38,2012-08-20 07:30:00-04,43,T01030,Registered,01890,1978,Male
485889,Closed,712,2012-08-20 07:24:00-04,38,2012-08-20 07:36:00-04,31,T01447,Registered,02421,1966,Male
485890,Closed,702,2012-08-20 07:25:00-04,38,2012-08-20 07:36:00-04,31
485891,Closed,284,2012-08-20 07:25:00-04,60,2012-08-20 07:30:00-04,42,T01243,Registered,02114,1978,Male
485892,Closed,1370,2012-08-20 07:25:00-04,35,2012-08-20 07:48:00-04,73,T01078,Registered,02478,1983,Male
485893,Closed,312,2012-08-20 07:26:00-04,47,2012-08-20 07:31:00-04,6,T01069,Registered,02113,1985,Male
485894,Closed,1176,2012-08-20 07:26:00-04,33,2012-08-20 07:45:00-04,48
485895,Closed,1260,2012-08-20 07:26:00-04,47,2012-08-20 07:47:00-04,53
485896,Closed,518,2012-08-20 07:26:00-04,6,2012-08-20 07:35:00-04,80
485898,Closed,411,2012-08-20 07:26:00-04,22,2012-08-20 07:33:00-04,38,T01329,Registered,02067,1979,Male
485899,Closed,952,2012-08-20 07:26:00-04,39,2012-08-20 07:42:00-04,72,T01012,Registered,02118,1973,Male
485900,Closed,831,2012-08-20 07:27:00-04,61,2012-08-20 07:41:00-04,11
485902,Closed,687,2012-08-20 07:27:00-04,22,2012-08-20 07:38:00-04,25,T01315,Registered,02118,1967,Male
485903,Closed,1181,2012-08-20 07:27:00-04,22,2012-08-20 07:47:00-04,3
485904,Closed,165,2012-08-20 07:27:00-04,22,2012-08-20 07:30:00-04,64
485905,Closed,743,2012-08-20 07:27:00-04,25,2012-08-20 07:39:00-04,60,T01121,Registered,02118,1952,Female
485906,Closed,302,2012-08-20 07:27:00-04,22,2012-08-20 07:32:00-04,20,T01410,Registered,02368,1953,Male
485907,Closed,1668,2012-08-20 07:29:00-04,70,2012-08-20 07:57:00-04,70
485908,Closed,882,2012-08-20 07:28:00-04,68,2012-08-20 07:42:00-04,49
485912,Closed,684,2012-08-20 07:29:00-04,58,2012-08-20 07:40:00-04,48,T01206,Registered,02116,1983,Male
485913,Closed,608,2012-08-20 07:29:00-04,22,2012-08-20 07:39:00-04,50
485914,Closed,796,2012-08-20 07:29:00-04,38,2012-08-20 07:43:00-04,50
485915,Closed,1012,2012-08-20 07:30:00-04,38,2012-08-20 07:47:00-04,22
485916,Closed,1086,2012-08-20 07:30:00-04,38,2012-08-20 07:48:00-04,75,T01014,Registered,02176,1981,Male
485917,Closed,420,2012-08-20 07:30:00-04,58,2012-08-20 07:37:00-04,61,T01160,Registered,02108,1983,Male
485918,Closed,644,2012-08-20 07:31:00-04,16,2012-08-20 07:41:00-04,67
485919,Closed,502,2012-08-20 07:31:00-04,22,2012-08-20 07:39:00-04,20
485920,Closed,512,2012-08-20 07:31:00-04,14,2012-08-20 07:40:00-04,36,T01295,Registered,06488,1963,Male
485921,Closed,765,2012-08-20 07:31:00-04,39,2012-08-20 07:44:00-04,11
485922,Closed,425,2012-08-20 07:31:00-04,4,2012-08-20 07:38:00-04,22
485923,Closed,658,2012-08-20 07:32:00-04,50,2012-08-20 07:42:00-04,48,T01219,Registered,02116,1987,Male
485924,Closed,168,2012-08-20 07:32:00-04,22,2012-08-20 07:35:00-04,64
485925,Closed,1056,2012-08-20 07:32:00-04,23,2012-08-20 07:50:00-04,11
485926,Closed,269,2012-08-20 07:32:00-04,53,2012-08-20 07:37:00-04,67
485927,Closed,619,2012-08-20 07:33:00-04,62,2012-08-20 07:43:00-04,5,T01152,Registered,02461,1957,Male
485928,Closed,1396,2012-08-20 07:34:00-04,76,2012-08-20 07:57:00-04,81
485929,Closed,192,2012-08-20 07:34:00-04,47,2012-08-20 07:37:00-04,23
485930,Closed,1771,2012-08-20 07:37:00-04,33,2012-08-20 08:07:00-04,33,T01217,Casual,,,
485931,Closed,1291,2012-08-20 07:35:00-04,51,2012-08-20 07:57:00-04,22
485932,Closed,608,2012-08-20 07:36:00-04,57,2012-08-20 07:46:00-04,22,T01182,Registered,02118,1989,Male
485933,Closed,2025,2012-08-20 07:36:00-04,73,2012-08-20 08:10:00-04,38
485934,Closed,484,2012-08-20 07:36:00-04,36,2012-08-20 07:44:00-04,48
485937,Closed,657,2012-08-20 07:37:00-04,38,2012-08-20 07:48:00-04,7
485938,Closed,548,2012-08-20 07:37:00-04,61,2012-08-20 07:46:00-04,48
485939,Closed,472,2012-08-20 07:38:00-04,27,2012-08-20 07:45:00-04,11,T01124,Registered,02130,1970,Female
485941,Closed,728,2012-08-20 07:38:00-04,41,2012-08-20 07:50:00-04,74,T01119,Registered,02215,1992,Male
485942,Closed,418,2012-08-20 07:38:00-04,50,2012-08-20 07:45:00-04,48
485943,Closed,56,2012-08-20 07:38:00-04,38,2012-08-20 07:39:00-04,38,T01234,Registered,02748,1976,Male
485944,Closed,346,2012-08-20 07:38:00-04,59,2012-08-20 07:44:00-04,50
485946,Closed,1493,2012-08-20 07:38:00-04,6,2012-08-20 08:03:00-04,11
485947,Closed,503,2012-08-20 07:39:00-04,57,2012-08-20 07:47:00-04,26,T01150,Registered,02118,1986,Male
485949,Closed,885,2012-08-20 07:39:00-04,40,2012-08-20 07:53:00-04,50
485950,Closed,329,2012-08-20 07:39:00-04,39,2012-08-20 07:44:00-04,21,T01291,Registered,02118,1979,Male
485951,Closed,567,2012-08-20 07:40:00-04,16,2012-08-20 07:49:00-04,33,T01406,Registered,02130,1959,Male
485952,Closed,241,2012-08-20 07:40:00-04,25,2012-08-20 07:44:00-04,16
485953,Closed,328,2012-08-20 07:40:00-04,30,2012-08-20 07:46:00-04,11,T01269,Registered,02120,1972,Male
485954,Closed,1601,2012-08-20 07:42:00-04,21,2012-08-20 08:08:00-04,65
485955,Closed,1132,2012-08-20 07:40:00-04,23,2012-08-20 07:59:00-04,74
485956,Closed,700,2012-08-20 07:41:00-04,16,2012-08-20 07:53:00-04,22,T01144,Registered,02116,1981,Male
485957,Closed,1339,2012-08-20 07:41:00-04,82,2012-08-20 08:04:00-04,80
485960,Closed,610,2012-08-20 07:42:00-04,53,2012-08-20 07:52:00-04,23
485961,Closed,1340,2012-08-20 07:42:00-04,22,2012-08-20 08:05:00-04,32
485962,Closed,1,2012-08-20 07:43:00-04,4,2012-08-20 07:43:00-04,4
485963,Closed,394,2012-08-20 07:43:00-04,22,2012-08-20 07:50:00-04,58
485964,Closed,442,2012-08-20 07:43:00-04,4,2012-08-20 07:51:00-04,6
485965,Closed,580,2012-08-20 07:45:00-04,72,2012-08-20 07:54:00-04,6,T01339,Casual,,,
485966,Closed,1005,2012-08-20 07:44:00-04,76,2012-08-20 08:00:00-04,4
485967,Closed,277,2012-08-20 07:44:00-04,20,2012-08-20 07:48:00-04,22,T01214,Registered,02152,1979,Male
485968,Closed,498,2012-08-20 07:44:00-04,38,2012-08-20 07:52:00-04,42,T01408,Registered,01876,1975,Male
485969,Closed,437,2012-08-20 07:44:00-04,60,2012-08-20 07:51:00-04,49
485970,Closed,708,2012-08-20 07:44:00-04,25,2012-08-20 07:56:00-04,23,T01255,Registered,02118,1967,Male
485971,Closed,333,2012-08-20 07:44:00-04,20,2012-08-20 07:50:00-04,22,T01410,Registered,01915,1985,Male
485972,Closed,341,2012-08-20 07:44:00-04,47,2012-08-20 07:50:00-04,35
485973,Closed,455,2012-08-20 07:44:00-04,51,2012-08-20 07:52:00-04,21
485974,Closed,600,2012-08-20 07:44:00-04,16,2012-08-20 07:54:00-04,3,T01330,Registered,02852,1959,Male
485975,Closed,543,2012-08-20 07:45:00-04,40,2012-08-20 07:54:00-04,35,T01172,Registered,02109,1979,Male
485976,Closed,742,2012-08-20 07:45:00-04,57,2012-08-20 07:57:00-04,48,T01369,Registered,02118,1987,Male
485977,Closed,733,2012-08-20 07:45:00-04,41,2012-08-20 07:57:00-04,55
485978,Closed,523,2012-08-20 07:45:00-04,61,2012-08-20 07:54:00-04,25
485979,Closed,389,2012-08-20 07:45:00-04,22,2012-08-20 07:51:00-04,40,T01127,Registered,02110,1982,Male
485980,Closed,841,2012-08-20 07:45:00-04,13,2012-08-20 07:59:00-04,30,T01183,Registered,02151,1977,Male
485981,Closed,474,2012-08-20 07:46:00-04,61,2012-08-20 07:54:00-04,25,T01160,Casual,,,
485982,Closed,404,2012-08-20 07:46:00-04,38,2012-08-20 07:52:00-04,20,T01266,Registered,01890,1959,Male
485983,Closed,443,2012-08-20 07:46:00-04,12,2012-08-20 07:53:00-04,11
485984,Closed,541,2012-08-20 07:46:00-04,20,2012-08-20 07:55:00-04,31
485985,Closed,253,2012-08-20 07:47:00-04,27,2012-08-20 07:51:00-04,30,T01156,Registered,02186,1953,Male
485986,Closed,436,2012-08-20 07:47:00-04,14,2012-08-20 07:54:00-04,32,T01194,Registered,02120,1976,Male
485987,Closed,585,2012-08-20 07:47:00-04,40,2012-08-20 07:57:00-04,31,T01299,Registered,02129,1990,Male
485988,Closed,372,2012-08-20 07:48:00-04,61,2012-08-20 07:54:00-04,25
485989,Closed,304,2012-08-20 07:48:00-04,47,2012-08-20 07:53:00-04,43
485990,Closed,735,2012-08-20 07:49:00-04,60,2012-08-20 08:01:00-04,58,T01121,Casual,,,
485991,Closed,644,2012-08-20 07:49:00-04,39,2012-08-20 07:59:00-04,35
485992,Closed,580,2012-08-20 07:49:00-04,32,2012-08-20 07:59:00-04,12
485993,Closed,1110,2012-08-20 07:50:00-04,38,2012-08-20 08:09:00-04,42
485995,Closed,1548,2012-08-20 07:51:00-04,4,2012-08-20 08:17:00-04,17,T01159,Registered,02116,1961,Female
485996,Closed,1326,2012-08-20 07:51:00-04,38,2012-08-20 08:13:00-04,64
485997,Closed,996,2012-08-20 07:51:00-04,58,2012-08-20 08:07:00-04,14,T01429,Registered,02108,1979,Female
485998,Closed,493,2012-08-20 07:51:00-04,39,2012-08-20 07:59:00-04,52,T01257,Registered,02118,1988,Female
485999,Closed,385,2012-08-20 07:51:00-04,58,2012-08-20 07:57:00-04,35,T01094,Registered,02116,1983,Male
486000,Closed,385,2012-08-20 07:51:00-04,70,2012-08-20 07:58:00-04,68
486001,Closed,206,2012-08-20 07:51:00-04,64,2012-08-20 07:55:00-04,43,T01323,Registered,02030,1966,Male
486002,Closed,674,2012-08-20 07:51:00-04,8,2012-08-20 08:03:00-04,33,T01122,Registered,02135,1982,Male
486003,Closed,647,2012-08-20 07:52:00-04,22,2012-08-20 08:02:00-04,38,T01214,Registered,02771,1986,Male
486004,Closed,449,2012-08-20 07:52:00-04,42,2012-08-20 07:59:00-04,61,T01243,Registered,02020,1967,Female
486005,Closed,527,2012-08-20 07:52:00-04,40,2012-08-20 08:01:00-04,64
486006,Closed,647,2012-08-20 07:52:00-04,25,2012-08-20 08:03:00-04,3,T01315,Registered,02118,1981,Male
486008,Closed,769,2012-08-20 07:53:00-04,16,2012-08-20 08:06:00-04,68
486010,Closed,539,2012-08-20 07:53:00-04,38,2012-08-20 08:02:00-04,22,T01234,Registered,01720,1950,Male
486011,Closed,1047,2012-08-20 07:53:00-04,43,2012-08-20 08:10:00-04,60,T01007,Registered,02114,1962,Male
486012,Closed,627,2012-08-20 07:53:00-04,38,2012-08-20 08:03:00-04,7,T01190,Registered,01720,1975,Male
486013,Closed,287,2012-08-20 07:53:00-04,60,2012-08-20 07:58:00-04,23
486014,Closed,544,2012-08-20 07:53:00-04,59,2012-08-20 08:02:00-04,16
486015,Closed,666,2012-08-20 07:53:00-04,38,2012-08-20 08:04:00-04,64
486016,Closed,478,2012-08-20 07:53:00-04,57,2012-08-20 08:01:00-04,50,T01432,Registered,02115,1989,Male
486017,Closed,332,2012-08-20 07:53:00-04,4,2012-08-20 07:59:00-04,59
486018,Closed,310,2012-08-20 07:54:00-04,38,2012-08-20 07:59:00-04,48
486019,Closed,349,2012-08-20 07:54:00-04,40,2012-08-20 08:00:00-04,48,T01352,Registered,02109,1966,Male
486020,Closed,822,2012-08-20 07:54:00-04,25,2012-08-20 08:08:00-04,64
486021,Closed,407,2012-08-20 07:54:00-04,34,2012-08-20 08:01:00-04,21
486022,Closed,1253,2012-08-20 07:54:00-04,23,2012-08-20 08:15:00-04,11
486023,Closed,650,2012-08-20 07:54:00-04,16,2012-08-20 08:05:00-04,80
486024,Closed,849,2012-08-20 07:54:00-04,16,2012-08-20 08:08:00-04,14
486025,Closed,685,2012-08-20 07:55:00-04,38,2012-08-20 08:06:00-04,7
