id,status,duration,start_date,start_station,end_date,end_station
537923,Closed,434698,2012-09-05 12:38:00-04,31,2012-09-10 13:23:00-04,
549263,Closed,70648,2012-09-08 20:38:00-04,61,2012-09-09 16:15:00-04,45
549369,Closed,2909,2012-09-08 23:27:00-04,11,2012-09-09 00:16:00-04,86
549390,Closed,1075,2012-09-08 23:51:00-04,74,2012-09-09 00:09:00-04,67
549391,Closed,1706,2012-09-08 23:50:00-04,32,2012-09-09 00:18:00-04,5
549392,Closed,1693,2012-09-08 23:50:00-04,32,2012-09-09 00:18:00-04,5
549393,Closed,777,2012-09-08 23:50:00-04,11,2012-09-09 00:03:00-04,62,T01340,Registered,02215,1978,Male
549398,Closed,705,2012-09-08 23:53:00-04,54,2012-09-09 00:05:00-04,46,T01448,Registered,02115,1984,Male
549399,Closed,44934,2012-09-08 23:55:00-04,76,2012-09-09 12:24:00-04,68
549400,Closed,1784,2012-09-08 23:59:00-04,34,2012-09-09 00:29:00-04,52
549401,Closed,2351,2012-09-08 23:58:00-04,16,2012-09-09 00:37:00-04,16
549402,Closed,1782,2012-09-08 23:59:00-04,34,2012-09-09 00:29:00-04,52,T01223,Casual,,,
549405,Closed,379,2012-09-08 23:59:00-04,72,2012-09-09 00:05:00-04,60
549406,Closed,1073,2012-09-09 00:03:00-04,34,2012-09-09 00:21:00-04,55,T01446,Casual,,,
549407,Closed,1128,2012-09-09 00:02:00-04,34,2012-09-09 00:21:00-04,55
549408,Closed,887,2012-09-09 00:05:00-04,34,2012-09-09 00:19:00-04,55,T01405,Casual,,,
549409,Closed,1428,2012-09-09 00:06:00-04,39,2012-09-09 00:30:00-04,81
549410,Closed,1391,2012-09-09 00:07:00-04,39,2012-09-09 00:30:00-04,81
549411,Closed,1141,2012-09-09 00:08:00-04,60,2012-09-09 00:27:00-04,80,T01169,Registered,01915,1958,Male
549412,Closed,200,2012-09-09 00:10:00-04,23,2012-09-09 00:13:00-04,47
549413,Closed,156,2012-09-09 00:11:00-04,43,2012-09-09 00:14:00-04,40
549414,Closed,889,2012-09-09 00:14:00-04,10,2012-09-09 00:29:00-04,27
549415,Closed,653,2012-09-09 00:15:00-04,52,2012-09-09 00:26:00-04,4,T01279,Registered,02215,1957,Male
549416,Closed,523,2012-09-09 00:17:00-04,17,2012-09-09 00:26:00-04,68
549417,Closed,518,2012-09-09 00:17:00-04,17,2012-09-09 00:26:00-04,68
549418,Closed,15160,2012-09-09 00:20:00-04,65,2012-09-09 04:33:00-04,65,T01306,Casual,,,
549419,Closed,15119,2012-09-09 00:21:00-04,65,2012-09-09 04:33:00-04,65,T01327,Casual,,,
549420,Closed,934,2012-09-09 00:23:00-04,67,2012-09-09 00:39:00-04,14
549422,Closed,925,2012-09-09 00:21:00-04,42,2012-09-09 00:36:00-04,63
549423,Closed,541,2012-09-09 00:23:00-04,39,2012-09-09 00:32:00-04,63
549424,Closed,1343,2012-09-09 00:27:00-04,55,2012-09-09 00:49:00-04,71
549425,Closed,1400,2012-09-09 00:27:00-04,55,2012-09-09 00:50:00-04,71
549427,Closed,763,2012-09-09 00:33:00-04,45,2012-09-09 00:46:00-04,81
549428,Closed,6411,2012-09-09 00:38:00-04,4,2012-09-09 02:25:00-04,21
549429,Closed,246,2012-09-09 00:38:00-04,4,2012-09-09 00:43:00-04,36
549430,Closed,571,2012-09-09 00:40:00-04,33,2012-09-09 00:49:00-04,9
549431,Closed,508,2012-09-09 00:41:00-04,33,2012-09-09 00:49:00-04,9
549432,Closed,340,2012-09-09 00:40:00-04,19,2012-09-09 00:46:00-04,9
549433,Closed,1511,2012-09-09 00:41:00-04,91,2012-09-09 01:07:00-04,41,T01437,Casual,,,
549434,Closed,548,2012-09-09 00:41:00-04,60,2012-09-09 00:50:00-04,52,T01040,Registered,02134,1985,Male
549435,Closed,1561,2012-09-09 00:42:00-04,75,2012-09-09 01:08:00-04,75
549436,Closed,178,2012-09-09 00:44:00-04,33,2012-09-09 00:47:00-04,19,T01190,Registered,02067,1956,Male
549437,Closed,458,2012-09-09 00:46:00-04,75,2012-09-09 00:53:00-04,17
549438,Closed,584,2012-09-09 00:46:00-04,75,2012-09-09 00:56:00-04,55
549439,Closed,10,2012-09-09 00:47:00-04,19,2012-09-09 00:47:00-04,19
549440,Closed,500,2012-09-09 00:47:00-04,19,2012-09-09 00:56:00-04,68,T01190,Registered,02215,1983,Male
549441,Closed,1000,2012-09-09 00:54:00-04,41,2012-09-09 01:11:00-04,6
549442,Closed,597,2012-09-09 00:54:00-04,50,2012-09-09 01:04:00-04,12
549443,Closed,581,2012-09-09 00:57:00-04,42,2012-09-09 01:07:00-04,55
549444,Closed,1236,2012-09-09 01:03:00-04,67,2012-09-09 01:23:00-04,58
549445,Closed,1177,2012-09-09 01:04:00-04,67,2012-09-09 01:23:00-04,58
549446,Closed,820,2012-09-09 01:03:00-04,26,2012-09-09 01:17:00-04,51
549447,Closed,158,2012-09-09 01:04:00-04,26,2012-09-09 01:06:00-04,39
549448,Closed,841,2012-09-09 01:06:00-04,50,2012-09-09 01:20:00-04,11,T01026,Casual,,,
549449,Closed,819,2012-09-09 01:06:00-04,50,2012-09-09 01:20:00-04,11,T01234,Casual,,,
549450,Closed,212,2012-09-09 01:07:00-04,12,2012-09-09 01:11:00-04,51
549451,Closed,1597,2012-09-09 01:08:00-04,69,2012-09-09 01:34:00-04,63
549452,Closed,303,2012-09-09 01:09:00-04,32,2012-09-09 01:14:00-04,55
549453,Closed,121,2012-09-09 01:10:00-04,47,2012-09-09 01:12:00-04,47
549455,Closed,706,2012-09-09 01:13:00-04,4,2012-09-09 01:25:00-04,56
549456,Closed,525,2012-09-09 01:14:00-04,47,2012-09-09 01:23:00-04,60
549457,Closed,437,2012-09-09 01:15:00-04,16,2012-09-09 01:22:00-04,55
549459,Closed,785,2012-09-09 01:19:00-04,59,2012-09-09 01:32:00-04,31
549460,Closed,1550,2012-09-09 01:23:00-04,54,2012-09-09 01:49:00-04,40
549461,Closed,1538,2012-09-09 01:23:00-04,54,2012-09-09 01:49:00-04,40
549462,Closed,1153,2012-09-09 01:23:00-04,34,2012-09-09 01:43:00-04,32,T01251,Casual,,,
549463,Closed,1129,2012-09-09 01:24:00-04,34,2012-09-09 01:43:00-04,32,T01231,Casual,,,
549464,Closed,295,2012-09-09 01:25:00-04,17,2012-09-09 01:30:00-04,18,T01047,Registered,02134,1985,Male
549465,Closed,1031,2012-09-09 01:26:00-04,34,2012-09-09 01:43:00-04,32
549466,Closed,279,2012-09-09 01:26:00-04,36,2012-09-09 01:31:00-04,81
549467,Closed,1031,2012-09-09 01:30:00-04,49,2012-09-09 01:47:00-04,33
549468,Closed,1018,2012-09-09 01:30:00-04,49,2012-09-09 01:47:00-04,33,T01049,Casual,,,
549469,Closed,975,2012-09-09 01:31:00-04,49,2012-09-09 01:47:00-04,33,T01007,Casual,,,
549470,Closed,377,2012-09-09 01:31:00-04,55,2012-09-09 01:38:00-04,57,T01405,Registered,02134,1985,Male
549471,Closed,1148,2012-09-09 01:32:00-04,9,2012-09-09 01:51:00-04,4
549472,Closed,857,2012-09-09 01:33:00-04,50,2012-09-09 01:47:00-04,33
549473,Closed,38,2012-09-09 01:33:00-04,50,2012-09-09 01:34:00-04,50
549474,Closed,787,2012-09-09 01:34:00-04,50,2012-09-09 01:47:00-04,33,T01431,Registered,02129,1989,Female
549475,Closed,1079,2012-09-09 01:35:00-04,81,2012-09-09 01:53:00-04,90,T01312,Casual,,,
549476,Closed,1063,2012-09-09 01:35:00-04,81,2012-09-09 01:53:00-04,90,T01371,Casual,,,
549477,Closed,412,2012-09-09 01:35:00-04,32,2012-09-09 01:42:00-04,86,T01311,Registered,02445,1987,Male
549479,Closed,522,2012-09-09 01:38:00-04,41,2012-09-09 01:47:00-04,33,T01437,Registered,02116,1993,Male
549480,Closed,407,2012-09-09 01:39:00-04,20,2012-09-09 01:46:00-04,54
549481,Closed,484,2012-09-09 01:40:00-04,45,2012-09-09 01:48:00-04,55
549482,Closed,738,2012-09-09 01:42:00-04,49,2012-09-09 01:55:00-04,40
549483,Closed,298,2012-09-09 01:42:00-04,20,2012-09-09 01:47:00-04,22
549484,Closed,573,2012-09-09 01:43:00-04,10,2012-09-09 01:52:00-04,41
549485,Closed,541,2012-09-09 01:43:00-04,20,2012-09-09 01:52:00-04,59
549486,Closed,1219,2012-09-09 01:44:00-04,24,2012-09-09 02:04:00-04,44
549487,Closed,1243,2012-09-09 01:44:00-04,24,2012-09-09 02:04:00-04,44
549488,Closed,1218,2012-09-09 01:44:00-04,24,2012-09-09 02:05:00-04,44
549489,Closed,420,2012-09-09 01:45:00-04,20,2012-09-09 01:52:00-04,59
549491,Closed,492,2012-09-09 01:49:00-04,44,2012-09-09 01:57:00-04,65
549496,Closed,1617,2012-09-09 01:52:00-04,44,2012-09-09 02:19:00-04,63,T01085,Casual,,,
549501,Closed,699,2012-09-09 01:54:00-04,59,2012-09-09 02:06:00-04,47
549502,Closed,965,2012-09-09 01:55:00-04,59,2012-09-09 02:11:00-04,52
549504,Closed,39779,2012-09-09 01:55:00-04,59,2012-09-09 12:58:00-04,52,T01450,Casual,,,
549505,Closed,1203,2012-09-09 02:00:00-04,48,2012-09-09 02:20:00-04,12
549506,Closed,406,2012-09-09 01:57:00-04,36,2012-09-09 02:04:00-04,54
549507,Closed,1127,2012-09-09 02:01:00-04,48,2012-09-09 02:20:00-04,12,T01139,Casual,,,
549510,Closed,710,2012-09-09 01:59:00-04,64,2012-09-09 02:11:00-04,22
549512,Closed,30,2012-09-09 01:59:00-04,43,2012-09-09 01:59:00-04,43
549513,Closed,1276,2012-09-09 01:59:00-04,20,2012-09-09 02:20:00-04,63
549514,Closed,730,2012-09-09 02:01:00-04,23,2012-09-09 02:14:00-04,16,T01151,Casual,,,
549515,Closed,462,2012-09-09 02:02:00-04,48,2012-09-09 02:09:00-04,49
549516,Closed,2231,2012-09-09 02:05:00-04,20,2012-09-09 02:42:00-04,17
549517,Closed,2197,2012-09-09 02:06:00-04,20,2012-09-09 02:42:00-04,17
549518,Closed,958,2012-09-09 02:05:00-04,4,2012-09-09 02:21:00-04,33,T01279,Registered,02215,1957,Male
549519,Closed,1057,2012-09-09 02:07:00-04,50,2012-09-09 02:25:00-04,78,T01296,Casual,,,
549520,Closed,1139,2012-09-09 02:08:00-04,50,2012-09-09 02:27:00-04,78
549522,Closed,654,2012-09-09 02:07:00-04,16,2012-09-09 02:18:00-04,45
549523,Closed,147,2012-09-09 02:07:00-04,12,2012-09-09 02:09:00-04,27
549525,Closed,1001,2012-09-09 02:10:00-04,24,2012-09-09 02:27:00-04,40
549526,Closed,915,2012-09-09 02:09:00-04,23,2012-09-09 02:24:00-04,44
549527,Closed,245,2012-09-09 02:08:00-04,61,2012-09-09 02:12:00-04,42,T01172,Registered,02114,1985,Male
549528,Closed,240,2012-09-09 02:08:00-04,61,2012-09-09 02:12:00-04,42,T01176,Registered,02108,1987,Female
549529,Closed,347,2012-09-09 02:11:00-04,60,2012-09-09 02:17:00-04,72
549530,Closed,2121,2012-09-09 02:11:00-04,11,2012-09-09 02:46:00-04,11,T01219,Casual,,,
549531,Closed,959,2012-09-09 02:11:00-04,24,2012-09-09 02:27:00-04,40
549532,Closed,2201,2012-09-09 02:12:00-04,11,2012-09-09 02:48:00-04,11,T01006,Casual,,,
549533,Closed,1398,2012-09-09 02:13:00-04,23,2012-09-09 02:36:00-04,45,T01244,Casual,,,
549534,Closed,1004,2012-09-09 02:14:00-04,42,2012-09-09 02:30:00-04,32,T01339,Casual,,,
549535,Closed,569,2012-09-09 02:13:00-04,6,2012-09-09 02:23:00-04,22
549538,Closed,1223,2012-09-09 02:14:00-04,58,2012-09-09 02:35:00-04,41
549539,Closed,1278,2012-09-09 02:15:00-04,23,2012-09-09 02:36:00-04,45
549540,Closed,1215,2012-09-09 02:15:00-04,58,2012-09-09 02:35:00-04,41
549541,Closed,82,2012-09-09 02:14:00-04,54,2012-09-09 02:16:00-04,54
549542,Closed,539,2012-09-09 02:15:00-04,16,2012-09-09 02:24:00-04,13,T01151,Casual,,,
549543,Closed,842,2012-09-09 02:16:00-04,42,2012-09-09 02:30:00-04,32,T01176,Casual,,,
549544,Closed,774,2012-09-09 02:18:00-04,21,2012-09-09 02:31:00-04,75
549545,Closed,946,2012-09-09 02:16:00-04,20,2012-09-09 02:32:00-04,4,T01037,Registered,02127,1988,Male
549547,Closed,1860,2012-09-09 02:20:00-04,11,2012-09-09 02:51:00-04,11,T01026,Casual,,,
549548,Closed,674,2012-09-09 02:18:00-04,75,2012-09-09 02:29:00-04,57
549549,Closed,1858,2012-09-09 02:19:00-04,11,2012-09-09 02:50:00-04,11,T01234,Casual,,,
549550,Closed,1766,2012-09-09 02:19:00-04,52,2012-09-09 02:49:00-04,75
549551,Closed,409,2012-09-09 02:20:00-04,88,2012-09-09 02:27:00-04,74
549552,Closed,768,2012-09-09 02:21:00-04,65,2012-09-09 02:33:00-04,22
549553,Closed,567,2012-09-09 02:20:00-04,63,2012-09-09 02:29:00-04,4
549554,Closed,746,2012-09-09 02:21:00-04,65,2012-09-09 02:34:00-04,22,T01138,Casual,,,
549555,Closed,1023,2012-09-09 02:21:00-04,27,2012-09-09 02:38:00-04,6
549556,Closed,719,2012-09-09 02:21:00-04,49,2012-09-09 02:33:00-04,21
549557,Closed,705,2012-09-09 02:22:00-04,65,2012-09-09 02:34:00-04,22
549558,Closed,1606,2012-09-09 02:23:00-04,22,2012-09-09 02:50:00-04,5
549559,Closed,1613,2012-09-09 02:23:00-04,22,2012-09-09 02:50:00-04,5
549560,Closed,1490,2012-09-09 02:24:00-04,52,2012-09-09 02:49:00-04,75
