id,status,duration,start_date,start_station,end_date,end_station
525720,Closed,131763,2012-08-31 22:06:00-04,26,2012-09-02 10:42:00-04,22
528729,Closed,12732,2012-09-01 20:32:00-04,50,2012-09-02 00:04:00-04,50
528806,Closed,150062,2012-09-01 21:15:00-04,53,2012-09-03 14:56:00-04,41
528882,Closed,7842,2012-09-01 22:10:00-04,45,2012-09-02 00:21:00-04,33
528905,Closed,48214,2012-09-01 22:30:00-04,72,2012-09-02 11:53:00-04,71,T01067,Casual,,,
528919,Closed,6635,2012-09-01 22:49:00-04,42,2012-09-02 00:40:00-04,54,T01151,Casual,,,
528920,Closed,6624,2012-09-01 22:49:00-04,42,2012-09-02 00:40:00-04,54
528959,Closed,4831,2012-09-01 23:37:00-04,5,2012-09-02 00:57:00-04,5
528962,Closed,1969,2012-09-01 23:37:00-04,54,2012-09-02 00:09:00-04,75
528964,Closed,4817,2012-09-01 23:37:00-04,5,2012-09-02 00:57:00-04,5
528966,Closed,4680,2012-09-01 23:38:00-04,54,2012-09-02 00:56:00-04,73
528974,Closed,1068,2012-09-01 23:43:00-04,90,2012-09-02 00:01:00-04,38
528979,Closed,1992,2012-09-01 23:47:00-04,23,2012-09-02 00:21:00-04,65
528980,Closed,1034,2012-09-01 23:48:00-04,40,2012-09-02 00:05:00-04,7
528982,Closed,1045,2012-09-01 23:48:00-04,40,2012-09-02 00:06:00-04,7
528983,Closed,1918,2012-09-01 23:48:00-04,23,2012-09-02 00:20:00-04,65,T01446,Casual,,,
528984,Closed,1027,2012-09-01 23:48:00-04,40,2012-09-02 00:06:00-04,7
528987,Closed,1818,2012-09-01 23:50:00-04,23,2012-09-02 00:21:00-04,65
528989,Closed,1039,2012-09-01 23:51:00-04,80,2012-09-02 00:08:00-04,77
528990,Closed,1270,2012-09-01 23:52:00-04,75,2012-09-02 00:13:00-04,26
528991,Closed,693,2012-09-01 23:56:00-04,67,2012-09-02 00:08:00-04,88,T01419,Casual,,,
528992,Closed,605,2012-09-01 23:57:00-04,74,2012-09-02 00:07:00-04,75
528993,Closed,374,2012-09-01 23:57:00-04,46,2012-09-02 00:03:00-04,51
528994,Closed,620,2012-09-01 23:57:00-04,74,2012-09-02 00:08:00-04,75
528995,Closed,1142,2012-09-01 23:58:00-04,67,2012-09-02 00:17:00-04,74
528996,Closed,990,2012-09-02 00:01:00-04,67,2012-09-02 00:18:00-04,74
528997,Closed,550,2012-09-02 00:01:00-04,60,2012-09-02 00:11:00-04,54
528998,Closed,539,2012-09-02 00:02:00-04,60,2012-09-02 00:11:00-04,54,T01448,Casual,,,
528999,Closed,1148,2012-09-02 00:02:00-04,16,2012-09-02 00:21:00-04,74
529000,Closed,3038,2012-09-02 00:04:00-04,73,2012-09-02 00:55:00-04,22,T01329,Casual,,,
529001,Closed,411,2012-09-02 00:03:00-04,21,2012-09-02 00:10:00-04,12
529002,Closed,2964,2012-09-02 00:05:00-04,73,2012-09-02 00:55:00-04,22,T01254,Casual,,,
529003,Closed,832,2012-09-02 00:03:00-04,67,2012-09-02 00:17:00-04,74
529004,Closed,374,2012-09-02 00:05:00-04,60,2012-09-02 00:11:00-04,54
529005,Closed,358,2012-09-02 00:05:00-04,60,2012-09-02 00:11:00-04,54,T01183,Casual,,,
529006,Closed,919,2012-09-02 00:04:00-04,32,2012-09-02 00:19:00-04,55
529007,Closed,476,2012-09-02 00:05:00-04,71,2012-09-02 00:13:00-04,78
529008,Closed,264,2012-09-02 00:06:00-04,60,2012-09-02 00:11:00-04,54
529009,Closed,354,2012-09-02 00:07:00-04,71,2012-09-02 00:13:00-04,78
529010,Closed,281,2012-09-02 00:07:00-04,75,2012-09-02 00:12:00-04,68,T01149,Casual,,,
529011,Closed,305,2012-09-02 00:09:00-04,36,2012-09-02 00:15:00-04,26,T01011,Registered,02118,1980,Male
529012,Closed,382,2012-09-02 00:15:00-04,19,2012-09-02 00:21:00-04,9
529013,Closed,421,2012-09-02 00:14:00-04,9,2012-09-02 00:21:00-04,33
529014,Closed,862,2012-09-02 00:15:00-04,75,2012-09-02 00:30:00-04,53
529015,Closed,2045,2012-09-02 00:16:00-04,50,2012-09-02 00:50:00-04,61
529016,Closed,208,2012-09-02 00:15:00-04,46,2012-09-02 00:18:00-04,61
529017,Closed,852,2012-09-02 00:15:00-04,75,2012-09-02 00:30:00-04,53
529018,Closed,2060,2012-09-02 00:16:00-04,50,2012-09-02 00:51:00-04,61
529019,Closed,847,2012-09-02 00:16:00-04,53,2012-09-02 00:30:00-04,23,T01330,Registered,02109,1988,Male
529020,Closed,1074,2012-09-02 00:16:00-04,74,2012-09-02 00:34:00-04,55
529021,Closed,262,2012-09-02 00:17:00-04,48,2012-09-02 00:22:00-04,54,T01445,Registered,02115,1989,Male
529022,Closed,532,2012-09-02 00:18:00-04,54,2012-09-02 00:27:00-04,53
529023,Closed,651,2012-09-02 00:20:00-04,31,2012-09-02 00:31:00-04,22
529024,Closed,1176,2012-09-02 00:21:00-04,76,2012-09-02 00:41:00-04,46
529025,Closed,1184,2012-09-02 00:21:00-04,76,2012-09-02 00:40:00-04,46,T01071,Casual,,,
529026,Closed,1127,2012-09-02 00:22:00-04,76,2012-09-02 00:40:00-04,46
529027,Closed,1080,2012-09-02 00:22:00-04,76,2012-09-02 00:40:00-04,46
529028,Closed,531,2012-09-02 00:22:00-04,31,2012-09-02 00:31:00-04,22,T01015,Casual,,,
529029,Closed,496,2012-09-02 00:23:00-04,31,2012-09-02 00:31:00-04,22,T01072,Casual,,,
529030,Closed,232,2012-09-02 00:22:00-04,16,2012-09-02 00:26:00-04,57
529031,Closed,203,2012-09-02 00:22:00-04,16,2012-09-02 00:25:00-04,57
529032,Closed,785,2012-09-02 00:23:00-04,49,2012-09-02 00:36:00-04,56
529033,Closed,317,2012-09-02 00:33:00-04,6,2012-09-02 00:38:00-04,47
529034,Closed,493,2012-09-02 00:34:00-04,6,2012-09-02 00:42:00-04,40
529035,Closed,262,2012-09-02 00:34:00-04,6,2012-09-02 00:39:00-04,47,T01269,Casual,,,
529036,Closed,491,2012-09-02 00:40:00-04,55,2012-09-02 00:48:00-04,4
529037,Closed,858,2012-09-02 00:41:00-04,74,2012-09-02 00:55:00-04,53,T01228,Registered,02115,1979,Male
529039,Closed,255,2012-09-02 00:49:00-04,80,2012-09-02 00:53:00-04,67,T01049,Registered,02139,1988,Male
529040,Closed,553,2012-09-02 00:54:00-04,71,2012-09-02 01:03:00-04,74,T01119,Casual,,,
529041,Closed,553,2012-09-02 00:54:00-04,71,2012-09-02 01:03:00-04,74
529042,Closed,401,2012-09-02 00:57:00-04,49,2012-09-02 01:04:00-04,61
529043,Closed,344,2012-09-02 01:01:00-04,6,2012-09-02 01:07:00-04,54
529044,Closed,502,2012-09-02 01:02:00-04,42,2012-09-02 01:11:00-04,53
529046,Closed,1613,2012-09-02 01:05:00-04,45,2012-09-02 01:32:00-04,8
529047,Closed,254,2012-09-02 01:09:00-04,67,2012-09-02 01:13:00-04,75,T01049,Registered,02139,1988,Male
529048,Closed,1335,2012-09-02 01:09:00-04,45,2012-09-02 01:31:00-04,8
529049,Closed,1404,2012-09-02 01:11:00-04,36,2012-09-02 01:34:00-04,55,T01136,Casual,,,
529050,Closed,1289,2012-09-02 01:11:00-04,36,2012-09-02 01:32:00-04,55,T01089,Casual,,,
529051,Closed,1014,2012-09-02 01:13:00-04,44,2012-09-02 01:30:00-04,75,T01159,Casual,,,
529052,Closed,967,2012-09-02 01:14:00-04,44,2012-09-02 01:30:00-04,75,T01291,Casual,,,
529053,Closed,435,2012-09-02 01:14:00-04,26,2012-09-02 01:22:00-04,63
529054,Closed,1237,2012-09-02 01:17:00-04,20,2012-09-02 01:37:00-04,36,T01078,Casual,,,
529055,Closed,850,2012-09-02 01:20:00-04,32,2012-09-02 01:34:00-04,32
529057,Closed,740,2012-09-02 01:21:00-04,67,2012-09-02 01:33:00-04,19
529058,Closed,624,2012-09-02 01:23:00-04,51,2012-09-02 01:33:00-04,83
529059,Closed,564,2012-09-02 01:23:00-04,51,2012-09-02 01:33:00-04,83,T01437,Casual,,,
529060,Closed,944,2012-09-02 01:24:00-04,91,2012-09-02 01:40:00-04,46
529063,Closed,585,2012-09-02 01:34:00-04,68,2012-09-02 01:44:00-04,33
529064,Closed,912,2012-09-02 01:35:00-04,53,2012-09-02 01:50:00-04,5
529065,Closed,889,2012-09-02 01:35:00-04,53,2012-09-02 01:50:00-04,5
529066,Closed,592,2012-09-02 01:36:00-04,5,2012-09-02 01:46:00-04,30
529067,Closed,1339,2012-09-02 01:37:00-04,47,2012-09-02 01:59:00-04,68,T01269,Casual,,,
529068,Closed,563,2012-09-02 01:37:00-04,5,2012-09-02 01:46:00-04,30
529069,Closed,386,2012-09-02 01:40:00-04,19,2012-09-02 01:46:00-04,69,T01436,Registered,02446,1985,Male
529070,Closed,381,2012-09-02 01:40:00-04,19,2012-09-02 01:46:00-04,69,T01094,Registered,02446,1985,Female
529071,Closed,955,2012-09-02 01:41:00-04,60,2012-09-02 01:56:00-04,68,T01096,Registered,02139,1987,Male
529072,Closed,237,2012-09-02 01:41:00-04,10,2012-09-02 01:45:00-04,9
529073,Closed,1087,2012-09-02 01:45:00-04,53,2012-09-02 02:03:00-04,5,T01228,Casual,,,
529074,Closed,1505,2012-09-02 01:46:00-04,11,2012-09-02 02:11:00-04,86,T01200,Casual,,,
529075,Closed,1014,2012-09-02 01:46:00-04,19,2012-09-02 02:03:00-04,90,T01135,Registered,02215,1982,Male
529076,Closed,930,2012-09-02 01:48:00-04,53,2012-09-02 02:03:00-04,5
529077,Closed,15,2012-09-02 01:49:00-04,69,2012-09-02 01:49:00-04,69,T01094,Registered,02446,1985,Female
529078,Closed,14,2012-09-02 01:57:00-04,44,2012-09-02 01:57:00-04,44
529079,Closed,575,2012-09-02 02:00:00-04,60,2012-09-02 02:09:00-04,57
529080,Closed,356,2012-09-02 02:04:00-04,3,2012-09-02 02:10:00-04,46,T01322,Registered,02115,1982,Male
529081,Closed,746,2012-09-02 02:06:00-04,49,2012-09-02 02:18:00-04,21
529083,Closed,560,2012-09-02 02:08:00-04,45,2012-09-02 02:17:00-04,57
529084,Closed,3305,2012-09-02 02:13:00-04,49,2012-09-02 03:08:00-04,17
