id,status,duration,start_date,start_station,end_date,end_station
267789,Closed,5351083,2012-05-23 09:20:00-04,22,2012-07-24 07:45:00-04,38
316441,Closed,1358846,2012-06-14 23:02:00-04,24,2012-06-30 16:29:00-04,21
333142,Closed,644688,2012-06-22 09:31:00-04,26,2012-06-29 20:36:00-04,23
341079,Closed,273347,2012-06-26 11:51:00-04,60,2012-06-29 15:47:00-04,11
341758,Closed,55202,2012-06-26 17:10:00-04,36,2012-06-27 08:31:00-04,36
342574,Closed,50031,2012-06-26 23:49:00-04,7,2012-06-27 13:43:00-04,64
342577,Closed,321,2012-06-27 00:00:00-04,22,2012-06-27 00:05:00-04,65
342578,Closed,258,2012-06-27 00:19:00-04,36,2012-06-27 00:24:00-04,52
342579,Closed,1664,2012-06-27 00:20:00-04,54,2012-06-27 00:47:00-04,54
342580,Closed,479,2012-06-27 00:21:00-04,22,2012-06-27 00:29:00-04,26
342581,Closed,861,2012-06-27 00:23:00-04,60,2012-06-27 00:37:00-04,20
342582,Closed,1113,2012-06-27 00:23:00-04,60,2012-06-27 00:42:00-04,23
342583,Closed,817,2012-06-27 00:50:00-04,54,2012-06-27 01:03:00-04,33
342584,Closed,451,2012-06-27 00:57:00-04,39,2012-06-27 01:05:00-04,52
342587,Closed,570,2012-06-27 01:21:00-04,45,2012-06-27 01:31:00-04,52
342591,Closed,240,2012-06-27 01:52:00-04,9,2012-06-27 01:56:00-04,10
342593,Closed,230,2012-06-27 01:52:00-04,9,2012-06-27 01:56:00-04,10
342594,Closed,289,2012-06-27 02:01:00-04,21,2012-06-27 02:05:00-04,39
342595,Closed,275,2012-06-27 02:01:00-04,21,2012-06-27 02:05:00-04,39
342596,Closed,1758,2012-06-27 02:13:00-04,6,2012-06-27 02:42:00-04,30
342597,Closed,496,2012-06-27 04:21:00-04,13,2012-06-27 04:29:00-04,45
342599,Closed,454,2012-06-27 04:55:00-04,36,2012-06-27 05:03:00-04,63
342600,Closed,251,2012-06-27 05:09:00-04,46,2012-06-27 05:14:00-04,61
342601,Closed,323,2012-06-27 05:08:00-04,60,2012-06-27 05:13:00-04,36
342603,Closed,186,2012-06-27 05:31:00-04,57,2012-06-27 05:35:00-04,16
342604,Closed,590,2012-06-27 05:37:00-04,57,2012-06-27 05:47:00-04,48
342605,Closed,711,2012-06-27 05:39:00-04,41,2012-06-27 05:50:00-04,5
342606,Closed,824,2012-06-27 05:40:00-04,13,2012-06-27 05:54:00-04,30
342607,Closed,1112,2012-06-27 05:45:00-04,57,2012-06-27 06:03:00-04,29
342608,Closed,432,2012-06-27 05:45:00-04,25,2012-06-27 05:52:00-04,42
342610,Closed,249,2012-06-27 05:48:00-04,58,2012-06-27 05:52:00-04,36
342611,Closed,198,2012-06-27 05:51:00-04,32,2012-06-27 05:55:00-04,11
342612,Closed,1449,2012-06-27 05:52:00-04,52,2012-06-27 06:16:00-04,52
342614,Closed,222,2012-06-27 05:52:00-04,57,2012-06-27 05:56:00-04,13
342615,Closed,337,2012-06-27 05:59:00-04,32,2012-06-27 06:05:00-04,53
342616,Closed,310,2012-06-27 06:02:00-04,16,2012-06-27 06:07:00-04,39
342617,Closed,877,2012-06-27 06:02:00-04,25,2012-06-27 06:17:00-04,11
342618,Closed,495,2012-06-27 06:03:00-04,64,2012-06-27 06:11:00-04,6
342619,Closed,323,2012-06-27 06:05:00-04,49,2012-06-27 06:11:00-04,48
342620,Closed,169,2012-06-27 06:08:00-04,36,2012-06-27 06:10:00-04,42
342621,Closed,556,2012-06-27 06:11:00-04,16,2012-06-27 06:20:00-04,22
342622,Closed,334,2012-06-27 06:12:00-04,27,2012-06-27 06:17:00-04,14
342623,Closed,686,2012-06-27 06:12:00-04,32,2012-06-27 06:23:00-04,35
342624,Closed,403,2012-06-27 06:15:00-04,58,2012-06-27 06:22:00-04,48
342625,Closed,556,2012-06-27 06:15:00-04,25,2012-06-27 06:24:00-04,48
342626,Closed,862,2012-06-27 06:18:00-04,22,2012-06-27 06:33:00-04,60
342627,Closed,650,2012-06-27 06:19:00-04,38,2012-06-27 06:29:00-04,61
342628,Closed,632,2012-06-27 06:19:00-04,38,2012-06-27 06:29:00-04,49
342629,Closed,263,2012-06-27 06:19:00-04,22,2012-06-27 06:23:00-04,43
342630,Closed,368,2012-06-27 06:19:00-04,38,2012-06-27 06:25:00-04,60
342631,Closed,860,2012-06-27 06:20:00-04,38,2012-06-27 06:34:00-04,64
342632,Closed,371,2012-06-27 06:21:00-04,24,2012-06-27 06:28:00-04,43
342633,Closed,829,2012-06-27 06:23:00-04,60,2012-06-27 06:36:00-04,33
342634,Closed,339,2012-06-27 06:23:00-04,53,2012-06-27 06:29:00-04,50
342635,Closed,391,2012-06-27 06:24:00-04,45,2012-06-27 06:31:00-04,11
342636,Closed,884,2012-06-27 06:25:00-04,61,2012-06-27 06:40:00-04,43
342637,Closed,1323,2012-06-27 06:32:00-04,46,2012-06-27 06:54:00-04,18
342638,Closed,412,2012-06-27 06:33:00-04,49,2012-06-27 06:40:00-04,16
342639,Closed,385,2012-06-27 06:33:00-04,22,2012-06-27 06:39:00-04,50
342640,Closed,376,2012-06-27 06:34:00-04,38,2012-06-27 06:40:00-04,22
342641,Closed,689,2012-06-27 06:34:00-04,38,2012-06-27 06:46:00-04,7
342642,Closed,424,2012-06-27 06:35:00-04,38,2012-06-27 06:42:00-04,64
342643,Closed,760,2012-06-27 06:36:00-04,13,2012-06-27 06:48:00-04,58
342644,Closed,304,2012-06-27 06:40:00-04,57,2012-06-27 06:45:00-04,50
342645,Closed,431,2012-06-27 06:40:00-04,22,2012-06-27 06:48:00-04,50
342646,Closed,415,2012-06-27 06:41:00-04,40,2012-06-27 06:48:00-04,22
342647,Closed,196,2012-06-27 06:43:00-04,22,2012-06-27 06:46:00-04,43
342648,Closed,951,2012-06-27 06:44:00-04,23,2012-06-27 07:00:00-04,33
342649,Closed,575,2012-06-27 06:45:00-04,22,2012-06-27 06:54:00-04,6
342650,Closed,183,2012-06-27 06:45:00-04,23,2012-06-27 06:48:00-04,54
342651,Closed,421,2012-06-27 06:46:00-04,60,2012-06-27 06:53:00-04,50
342652,Closed,438,2012-06-27 06:46:00-04,38,2012-06-27 06:53:00-04,64
342653,Closed,441,2012-06-27 06:46:00-04,53,2012-06-27 06:54:00-04,32
342654,Closed,258,2012-06-27 06:49:00-04,40,2012-06-27 06:53:00-04,43
342655,Closed,1253,2012-06-27 06:49:00-04,38,2012-06-27 07:10:00-04,14
342656,Closed,369,2012-06-27 06:51:00-04,4,2012-06-27 06:57:00-04,22
342657,Closed,298,2012-06-27 06:52:00-04,53,2012-06-27 06:57:00-04,36
342658,Closed,1575,2012-06-27 06:53:00-04,38,2012-06-27 07:19:00-04,64
342659,Closed,1389,2012-06-27 06:54:00-04,6,2012-06-27 07:17:00-04,11
342660,Closed,632,2012-06-27 06:54:00-04,40,2012-06-27 07:05:00-04,31
342661,Closed,357,2012-06-27 06:55:00-04,26,2012-06-27 07:01:00-04,50
342662,Closed,218,2012-06-27 06:55:00-04,26,2012-06-27 06:59:00-04,16
342663,Closed,159,2012-06-27 06:57:00-04,6,2012-06-27 07:00:00-04,23
342664,Closed,1365,2012-06-27 06:57:00-04,38,2012-06-27 07:20:00-04,11
342665,Closed,456,2012-06-27 06:58:00-04,40,2012-06-27 07:05:00-04,22
342666,Closed,439,2012-06-27 06:58:00-04,41,2012-06-27 07:06:00-04,9
342667,Closed,327,2012-06-27 06:58:00-04,22,2012-06-27 07:03:00-04,43
342668,Closed,386,2012-06-27 06:58:00-04,39,2012-06-27 07:05:00-04,50
342669,Closed,257,2012-06-27 06:59:00-04,46,2012-06-27 07:04:00-04,12
342670,Closed,337,2012-06-27 07:00:00-04,40,2012-06-27 07:05:00-04,23
342671,Closed,501,2012-06-27 07:00:00-04,42,2012-06-27 07:08:00-04,25
342672,Closed,880,2012-06-27 07:00:00-04,53,2012-06-27 07:15:00-04,48
342673,Closed,1082,2012-06-27 07:00:00-04,58,2012-06-27 07:18:00-04,14
342674,Closed,199,2012-06-27 07:01:00-04,47,2012-06-27 07:04:00-04,48
342675,Closed,546,2012-06-27 07:01:00-04,61,2012-06-27 07:10:00-04,60
342676,Closed,346,2012-06-27 07:02:00-04,53,2012-06-27 07:07:00-04,34
342677,Closed,550,2012-06-27 07:02:00-04,25,2012-06-27 07:11:00-04,3
342678,Closed,391,2012-06-27 07:05:00-04,47,2012-06-27 07:11:00-04,22
342679,Closed,203,2012-06-27 07:06:00-04,22,2012-06-27 07:09:00-04,43
342680,Closed,843,2012-06-27 07:06:00-04,53,2012-06-27 07:20:00-04,48
342681,Closed,420,2012-06-27 07:07:00-04,49,2012-06-27 07:14:00-04,48
342682,Closed,509,2012-06-27 07:07:00-04,26,2012-06-27 07:16:00-04,48
342683,Closed,601,2012-06-27 07:07:00-04,52,2012-06-27 07:17:00-04,35
342684,Closed,304,2012-06-27 07:08:00-04,14,2012-06-27 07:13:00-04,34
342685,Closed,985,2012-06-27 07:09:00-04,53,2012-06-27 07:25:00-04,22
342686,Closed,731,2012-06-27 07:09:00-04,38,2012-06-27 07:21:00-04,7
342687,Closed,546,2012-06-27 07:10:00-04,38,2012-06-27 07:19:00-04,42
342688,Closed,540,2012-06-27 07:10:00-04,22,2012-06-27 07:19:00-04,38
342689,Closed,559,2012-06-27 07:11:00-04,61,2012-06-27 07:20:00-04,35
342690,Closed,305,2012-06-27 07:11:00-04,38,2012-06-27 07:16:00-04,43
342691,Closed,423,2012-06-27 07:11:00-04,38,2012-06-27 07:18:00-04,35
342692,Closed,879,2012-06-27 07:11:00-04,38,2012-06-27 07:26:00-04,26
