id,status,duration,start_date,start_station,end_date,end_station
608017,Closed,48307,2012-09-25 19:06:00-04,43,2012-09-26 08:32:00-04,40
608663,Closed,191,2012-09-26 03:39:00-04,80,2012-09-26 03:42:00-04,91
608664,Closed,1812,2012-09-26 04:20:00-04,39,2012-09-26 04:50:00-04,37
608665,Closed,734,2012-09-26 04:20:00-04,68,2012-09-26 04:32:00-04,23
608666,Closed,8,2012-09-26 04:37:00-04,79,2012-09-26 04:37:00-04,79
608667,Closed,2188,2012-09-26 04:51:00-04,8,2012-09-26 05:27:00-04,42,T01030,Casual,,,
608669,Closed,642,2012-09-26 04:59:00-04,75,2012-09-26 05:09:00-04,55
608670,Closed,1005,2012-09-26 05:04:00-04,76,2012-09-26 05:20:00-04,22
608671,Closed,702,2012-09-26 05:07:00-04,11,2012-09-26 05:19:00-04,57
608672,Closed,342,2012-09-26 05:13:00-04,40,2012-09-26 05:19:00-04,64
608673,Closed,623,2012-09-26 05:17:00-04,53,2012-09-26 05:28:00-04,49,T01306,Registered,02115,1978,Female
608674,Closed,487,2012-09-26 05:19:00-04,57,2012-09-26 05:27:00-04,30,T01311,Registered,02118,1986,Male
608675,Closed,325,2012-09-26 05:26:00-04,58,2012-09-26 05:32:00-04,50
608676,Closed,274,2012-09-26 05:30:00-04,57,2012-09-26 05:34:00-04,13,T01128,Registered,02115,1985,Female
608677,Closed,717,2012-09-26 05:30:00-04,85,2012-09-26 05:42:00-04,16
608678,Closed,640,2012-09-26 05:32:00-04,53,2012-09-26 05:43:00-04,48,T01425,Registered,02118,1989,Male
608681,Closed,1010,2012-09-26 05:35:00-04,98,2012-09-26 05:52:00-04,81
608682,Closed,882,2012-09-26 05:42:00-04,98,2012-09-26 05:56:00-04,31
608683,Closed,1253,2012-09-26 05:56:00-04,49,2012-09-26 06:17:00-04,29,T01091,Registered,02116,1991,Male
608684,Closed,257,2012-09-26 05:56:00-04,20,2012-09-26 06:01:00-04,22
608685,Closed,1069,2012-09-26 05:57:00-04,52,2012-09-26 06:15:00-04,29
608686,Closed,1046,2012-09-26 05:58:00-04,61,2012-09-26 06:15:00-04,29
608687,Closed,1207,2012-09-26 06:03:00-04,57,2012-09-26 06:23:00-04,18
608688,Closed,270,2012-09-26 06:04:00-04,39,2012-09-26 06:08:00-04,16
608690,Closed,813,2012-09-26 06:08:00-04,36,2012-09-26 06:22:00-04,38,T01439,Registered,02116,1977,Male
608691,Closed,300,2012-09-26 06:09:00-04,57,2012-09-26 06:14:00-04,16
608692,Closed,1712,2012-09-26 06:09:00-04,85,2012-09-26 06:38:00-04,22,T01074,Registered,02171,1994,Male
608693,Closed,383,2012-09-26 06:12:00-04,58,2012-09-26 06:18:00-04,48,T01450,Registered,02116,1986,Male
608694,Closed,416,2012-09-26 06:16:00-04,40,2012-09-26 06:23:00-04,81
608695,Closed,1453,2012-09-26 06:16:00-04,26,2012-09-26 06:40:00-04,18,T01144,Registered,02134,1976,Male
608696,Closed,406,2012-09-26 06:16:00-04,12,2012-09-26 06:23:00-04,11,T01277,Registered,02067,1956,Male
608697,Closed,557,2012-09-26 06:17:00-04,4,2012-09-26 06:26:00-04,12,T01104,Casual,,,
608698,Closed,250,2012-09-26 06:17:00-04,61,2012-09-26 06:21:00-04,16,T01132,Registered,02116,1985,Female
608700,Closed,355,2012-09-26 06:18:00-04,22,2012-09-26 06:24:00-04,40
608701,Closed,758,2012-09-26 06:18:00-04,85,2012-09-26 06:31:00-04,54,T01111,Registered,02215,1988,Male
608702,Closed,850,2012-09-26 06:20:00-04,25,2012-09-26 06:34:00-04,14,T01161,Registered,02118,1985,Female
608703,Closed,488,2012-09-26 06:20:00-04,38,2012-09-26 06:29:00-04,72,T01194,Registered,01923,1963,Male
608704,Closed,799,2012-09-26 06:21:00-04,38,2012-09-26 06:34:00-04,22
608705,Closed,207,2012-09-26 06:21:00-04,25,2012-09-26 06:24:00-04,16,T01149,Registered,02118,1984,Female
608706,Closed,274,2012-09-26 06:22:00-04,6,2012-09-26 06:27:00-04,48
608707,Closed,762,2012-09-26 06:25:00-04,40,2012-09-26 06:38:00-04,35
608708,Closed,220,2012-09-26 06:26:00-04,89,2012-09-26 06:30:00-04,70,T01345,Registered,02144,1970,Female
608710,Closed,352,2012-09-26 06:27:00-04,30,2012-09-26 06:33:00-04,32
608714,Closed,319,2012-09-26 06:27:00-04,39,2012-09-26 06:33:00-04,50
608715,Closed,803,2012-09-26 06:27:00-04,8,2012-09-26 06:41:00-04,11
608716,Closed,390,2012-09-26 06:28:00-04,58,2012-09-26 06:35:00-04,61
608717,Closed,568,2012-09-26 06:29:00-04,49,2012-09-26 06:38:00-04,53,T01306,Registered,02115,1978,Female
608718,Closed,406,2012-09-26 06:29:00-04,38,2012-09-26 06:36:00-04,64,T01284,Registered,01730,1958,Male
608719,Closed,330,2012-09-26 06:29:00-04,38,2012-09-26 06:35:00-04,43
608720,Closed,356,2012-09-26 06:29:00-04,53,2012-09-26 06:35:00-04,5,T01054,Registered,02215,1962,Male
608721,Closed,1190,2012-09-26 06:30:00-04,38,2012-09-26 06:49:00-04,14,T01330,Registered,02113,1985,Male
608722,Closed,586,2012-09-26 06:31:00-04,54,2012-09-26 06:41:00-04,16
608723,Closed,418,2012-09-26 06:31:00-04,38,2012-09-26 06:38:00-04,22
608725,Closed,451,2012-09-26 06:32:00-04,38,2012-09-26 06:40:00-04,64
608726,Closed,411,2012-09-26 06:32:00-04,22,2012-09-26 06:39:00-04,50
608727,Closed,158,2012-09-26 06:33:00-04,47,2012-09-26 06:35:00-04,48,T01371,Registered,02113,1986,Male
608728,Closed,287,2012-09-26 06:33:00-04,21,2012-09-26 06:38:00-04,39
608729,Closed,173,2012-09-26 06:34:00-04,59,2012-09-26 06:37:00-04,48,T01276,Registered,02472,1960,Male
608730,Closed,336,2012-09-26 06:34:00-04,58,2012-09-26 06:39:00-04,35
608731,Closed,298,2012-09-26 06:34:00-04,58,2012-09-26 06:39:00-04,35
608732,Closed,408,2012-09-26 06:36:00-04,64,2012-09-26 06:42:00-04,6
608733,Closed,630,2012-09-26 06:38:00-04,20,2012-09-26 06:48:00-04,84
608734,Closed,427,2012-09-26 06:41:00-04,55,2012-09-26 06:48:00-04,13
608735,Closed,340,2012-09-26 06:42:00-04,49,2012-09-26 06:47:00-04,60
608736,Closed,550,2012-09-26 06:42:00-04,81,2012-09-26 06:51:00-04,81
608737,Closed,264,2012-09-26 06:42:00-04,58,2012-09-26 06:47:00-04,61,T01344,Registered,02116,1977,Male
608738,Closed,653,2012-09-26 06:42:00-04,13,2012-09-26 06:53:00-04,14,T01128,Registered,02339,1971,Male
608739,Closed,1157,2012-09-26 06:44:00-04,16,2012-09-26 07:03:00-04,17
608740,Closed,891,2012-09-26 06:43:00-04,22,2012-09-26 06:58:00-04,67
608741,Closed,308,2012-09-26 06:44:00-04,46,2012-09-26 06:49:00-04,39
608742,Closed,162,2012-09-26 06:44:00-04,3,2012-09-26 06:46:00-04,11,T01163,Registered,02215,1983,Male
608743,Closed,13,2012-09-26 06:44:00-04,58,2012-09-26 06:44:00-04,58
608744,Closed,986,2012-09-26 06:44:00-04,60,2012-09-26 07:01:00-04,9
608745,Closed,370,2012-09-26 06:45:00-04,22,2012-09-26 06:51:00-04,50
608746,Closed,422,2012-09-26 06:45:00-04,58,2012-09-26 06:52:00-04,53,T01130,Registered,02116,1983,Male
608747,Closed,705,2012-09-26 06:45:00-04,21,2012-09-26 06:57:00-04,76,T01312,Registered,02118,1964,Male
608748,Closed,868,2012-09-26 06:46:00-04,76,2012-09-26 07:00:00-04,36
608749,Closed,532,2012-09-26 06:47:00-04,53,2012-09-26 06:56:00-04,14
608750,Closed,879,2012-09-26 06:47:00-04,22,2012-09-26 07:02:00-04,33
608751,Closed,506,2012-09-26 06:48:00-04,25,2012-09-26 06:56:00-04,54
608752,Closed,279,2012-09-26 06:47:00-04,26,2012-09-26 06:52:00-04,50,T01190,Registered,02118,1967,Male
608753,Closed,244,2012-09-26 06:48:00-04,59,2012-09-26 06:52:00-04,49,T01332,Registered,02171,1994,Male
608754,Closed,209,2012-09-26 06:49:00-04,22,2012-09-26 06:52:00-04,43
608755,Closed,267,2012-09-26 06:49:00-04,4,2012-09-26 06:53:00-04,59,T01137,Registered,02116,1974,Male
608756,Closed,8339,2012-09-26 06:52:00-04,74,2012-09-26 09:11:00-04,74,T01211,Casual,,,
608757,Closed,1161,2012-09-26 06:50:00-04,6,2012-09-26 07:10:00-04,11
608759,Closed,464,2012-09-26 06:53:00-04,38,2012-09-26 07:01:00-04,64
608760,Closed,855,2012-09-26 06:55:00-04,13,2012-09-26 07:10:00-04,30
608761,Closed,237,2012-09-26 06:56:00-04,58,2012-09-26 07:00:00-04,36
608762,Closed,449,2012-09-26 06:56:00-04,46,2012-09-26 07:03:00-04,13
608763,Closed,205,2012-09-26 06:59:00-04,26,2012-09-26 07:02:00-04,16
608766,Closed,537,2012-09-26 06:59:00-04,91,2012-09-26 07:08:00-04,58
608767,Closed,769,2012-09-26 07:00:00-04,53,2012-09-26 07:13:00-04,22
608768,Closed,1265,2012-09-26 07:02:00-04,69,2012-09-26 07:23:00-04,13
608769,Closed,692,2012-09-26 07:02:00-04,61,2012-09-26 07:13:00-04,80,T01344,Registered,02110,1964,Male
608770,Closed,495,2012-09-26 07:02:00-04,55,2012-09-26 07:10:00-04,13
608771,Closed,939,2012-09-26 07:04:00-04,46,2012-09-26 07:19:00-04,84
608773,Closed,564,2012-09-26 07:06:00-04,25,2012-09-26 07:15:00-04,35,T01047,Registered,02118,1973,Male
608774,Closed,275,2012-09-26 07:07:00-04,22,2012-09-26 07:12:00-04,20,T01074,Registered,02171,1958,Female
608775,Closed,596,2012-09-26 07:07:00-04,78,2012-09-26 07:17:00-04,76,T01178,Registered,02139,1987,Female
608777,Closed,526,2012-09-26 07:09:00-04,4,2012-09-26 07:18:00-04,60
608778,Closed,1003,2012-09-26 07:10:00-04,17,2012-09-26 07:27:00-04,62
608779,Closed,867,2012-09-26 07:11:00-04,76,2012-09-26 07:25:00-04,42
608780,Closed,1380,2012-09-26 07:12:00-04,76,2012-09-26 07:35:00-04,7,T01312,Registered,02139,1983,Male
608781,Closed,226,2012-09-26 07:15:00-04,22,2012-09-26 07:19:00-04,43
608783,Closed,358,2012-09-26 07:16:00-04,42,2012-09-26 07:22:00-04,52,T01030,Registered,02115,1959,Male
608784,Closed,401,2012-09-26 07:16:00-04,40,2012-09-26 07:23:00-04,22
608785,Closed,642,2012-09-26 07:16:00-04,22,2012-09-26 07:27:00-04,6
608786,Closed,1505,2012-09-26 07:17:00-04,26,2012-09-26 07:42:00-04,14
608787,Closed,293,2012-09-26 07:17:00-04,7,2012-09-26 07:22:00-04,43
608788,Closed,177,2012-09-26 07:17:00-04,58,2012-09-26 07:20:00-04,50
608789,Closed,864,2012-09-26 07:18:00-04,26,2012-09-26 07:32:00-04,32,T01150,Registered,02118,1971,Male
608790,Closed,646,2012-09-26 07:19:00-04,61,2012-09-26 07:30:00-04,11,T01338,Casual,,,
608791,Closed,1766,2012-09-26 07:19:00-04,69,2012-09-26 07:48:00-04,22,T01261,Registered,02446,1979,Male
608792,Closed,1732,2012-09-26 07:19:00-04,69,2012-09-26 07:48:00-04,48,T01341,Registered,02446,1986,Female
608793,Closed,306,2012-09-26 07:19:00-04,38,2012-09-26 07:24:00-04,43
608794,Closed,409,2012-09-26 07:19:00-04,38,2012-09-26 07:26:00-04,35
608797,Closed,595,2012-09-26 07:20:00-04,45,2012-09-26 07:30:00-04,36
608798,Closed,397,2012-09-26 07:21:00-04,16,2012-09-26 07:28:00-04,54
608800,Closed,325,2012-09-26 07:21:00-04,16,2012-09-26 07:27:00-04,39
608801,Closed,500,2012-09-26 07:22:00-04,38,2012-09-26 07:30:00-04,54,T01381,Registered,02112,1976,Male
608802,Closed,952,2012-09-26 07:23:00-04,54,2012-09-26 07:39:00-04,85,T01111,Registered,02215,1988,Male
608803,Closed,418,2012-09-26 07:23:00-04,63,2012-09-26 07:30:00-04,65
608804,Closed,386,2012-09-26 07:24:00-04,86,2012-09-26 07:30:00-04,11,T01131,Registered,02445,1980,Male
608805,Closed,263,2012-09-26 07:24:00-04,20,2012-09-26 07:28:00-04,22,T01074,Registered,02113,1983,Male
608806,Closed,210,2012-09-26 07:24:00-04,38,2012-09-26 07:28:00-04,44
608807,Closed,253,2012-09-26 07:26:00-04,64,2012-09-26 07:30:00-04,43
608808,Closed,1026,2012-09-26 07:26:00-04,19,2012-09-26 07:43:00-04,72
608809,Closed,257,2012-09-26 07:27:00-04,38,2012-09-26 07:31:00-04,43
608810,Closed,1481,2012-09-26 07:27:00-04,30,2012-09-26 07:51:00-04,64
608811,Closed,568,2012-09-26 07:27:00-04,58,2012-09-26 07:36:00-04,48
608812,Closed,566,2012-09-26 07:27:00-04,38,2012-09-26 07:37:00-04,50
608814,Closed,949,2012-09-26 07:28:00-04,22,2012-09-26 07:44:00-04,20,T01235,Registered,02339,1960,Female
608815,Closed,656,2012-09-26 07:29:00-04,46,2012-09-26 07:40:00-04,30,T01006,Registered,02133,1956,Male
608818,Closed,847,2012-09-26 07:31:00-04,22,2012-09-26 07:46:00-04,51
608819,Closed,1011,2012-09-26 07:31:00-04,38,2012-09-26 07:48:00-04,22
608820,Closed,895,2012-09-26 07:32:00-04,72,2012-09-26 07:47:00-04,74,T01194,Registered,02142,1965,Male
608821,Closed,848,2012-09-26 07:32:00-04,38,2012-09-26 07:46:00-04,36
608822,Closed,692,2012-09-26 07:32:00-04,76,2012-09-26 07:44:00-04,9,T01377,Registered,02139,1974,Male
608823,Closed,238,2012-09-26 07:33:00-04,53,2012-09-26 07:37:00-04,61,T01130,Registered,02115,1980,Female
608824,Closed,586,2012-09-26 07:34:00-04,98,2012-09-26 07:43:00-04,40
608825,Closed,439,2012-09-26 07:34:00-04,4,2012-09-26 07:41:00-04,48
608826,Closed,613,2012-09-26 07:35:00-04,43,2012-09-26 07:45:00-04,50
608827,Closed,537,2012-09-26 07:35:00-04,68,2012-09-26 07:44:00-04,53
608828,Closed,232,2012-09-26 07:36:00-04,16,2012-09-26 07:39:00-04,25
608829,Closed,1139,2012-09-26 07:36:00-04,45,2012-09-26 07:55:00-04,22,T01180,Casual,,,
608830,Closed,1541,2012-09-26 07:36:00-04,18,2012-09-26 08:01:00-04,61,T01144,Registered,02116,1980,Female
608831,Closed,1538,2012-09-26 07:36:00-04,18,2012-09-26 08:02:00-04,61,T01327,Casual,,,
608832,Closed,350,2012-09-26 07:37:00-04,25,2012-09-26 07:43:00-04,55,T01251,Casual,,,
608833,Closed,650,2012-09-26 07:38:00-04,58,2012-09-26 07:48:00-04,64
608834,Closed,494,2012-09-26 07:38:00-04,36,2012-09-26 07:46:00-04,67
608835,Closed,1346,2012-09-26 07:38:00-04,87,2012-09-26 08:01:00-04,11,T01011,Registered,02138,1980,Male
608836,Closed,351,2012-09-26 07:39:00-04,25,2012-09-26 07:44:00-04,16
608837,Closed,580,2012-09-26 07:39:00-04,39,2012-09-26 07:49:00-04,63
608838,Closed,704,2012-09-26 07:39:00-04,53,2012-09-26 07:51:00-04,23,T01306,Registered,02115,1989,Male
608839,Closed,313,2012-09-26 07:39:00-04,25,2012-09-26 07:45:00-04,16
608840,Closed,581,2012-09-26 07:39:00-04,53,2012-09-26 07:49:00-04,76,T01328,Registered,02115,1979,Female
608841,Closed,407,2012-09-26 07:39:00-04,58,2012-09-26 07:46:00-04,35
608842,Closed,548,2012-09-26 07:40:00-04,52,2012-09-26 07:49:00-04,35,T01030,Registered,02115,1981,Male
608843,Closed,483,2012-09-26 07:40:00-04,25,2012-09-26 07:48:00-04,22
608844,Closed,456,2012-09-26 07:40:00-04,6,2012-09-26 07:47:00-04,64
608845,Closed,655,2012-09-26 07:40:00-04,57,2012-09-26 07:51:00-04,22
608846,Closed,648,2012-09-26 07:41:00-04,36,2012-09-26 07:51:00-04,48
608847,Closed,356,2012-09-26 07:40:00-04,38,2012-09-26 07:46:00-04,35
608848,Closed,705,2012-09-26 07:42:00-04,36,2012-09-26 07:53:00-04,80
608849,Closed,869,2012-09-26 07:42:00-04,40,2012-09-26 07:56:00-04,50,T01209,Registered,02109,1985,Male
608850,Closed,529,2012-09-26 07:42:00-04,38,2012-09-26 07:51:00-04,48
608852,Closed,556,2012-09-26 07:43:00-04,38,2012-09-26 07:52:00-04,24,T01342,Registered,01742,1972,Male
608853,Closed,1200,2012-09-26 07:43:00-04,22,2012-09-26 08:03:00-04,32
608855,Closed,477,2012-09-26 07:43:00-04,22,2012-09-26 07:51:00-04,58,T01057,Registered,02066,1967,Male
608856,Closed,396,2012-09-26 07:43:00-04,22,2012-09-26 07:50:00-04,50,T01074,Registered,02025,1970,Male
608857,Closed,1203,2012-09-26 07:43:00-04,20,2012-09-26 08:03:00-04,12
608858,Closed,597,2012-09-26 07:43:00-04,16,2012-09-26 07:53:00-04,80,T01257,Registered,02116,1980,Male
608859,Closed,760,2012-09-26 07:43:00-04,16,2012-09-26 07:56:00-04,14,T01097,Registered,02116,1983,Female
608860,Closed,266,2012-09-26 07:44:00-04,88,2012-09-26 07:49:00-04,91
608861,Closed,464,2012-09-26 07:44:00-04,47,2012-09-26 07:52:00-04,60
608863,Closed,891,2012-09-26 07:45:00-04,46,2012-09-26 08:00:00-04,9,T01373,Registered,02132,1949,Male
608864,Closed,885,2012-09-26 07:45:00-04,16,2012-09-26 08:00:00-04,38
608865,Closed,1091,2012-09-26 07:45:00-04,16,2012-09-26 08:03:00-04,62
608866,Closed,825,2012-09-26 07:45:00-04,52,2012-09-26 07:59:00-04,62
608867,Closed,462,2012-09-26 07:46:00-04,6,2012-09-26 07:54:00-04,50,T01256,Registered,02446,1986,Male
608868,Closed,464,2012-09-26 07:46:00-04,4,2012-09-26 07:54:00-04,22
608869,Closed,710,2012-09-26 07:46:00-04,19,2012-09-26 07:58:00-04,27
608870,Closed,743,2012-09-26 07:46:00-04,61,2012-09-26 07:58:00-04,48,T01130,Registered,02468,1959,Male
608871,Closed,488,2012-09-26 07:46:00-04,4,2012-09-26 07:54:00-04,35,T01035,Registered,02118,1985,Male
608873,Closed,338,2012-09-26 07:46:00-04,38,2012-09-26 07:52:00-04,48
608874,Closed,193,2012-09-26 07:46:00-04,81,2012-09-26 07:50:00-04,22
608875,Closed,535,2012-09-26 07:47:00-04,50,2012-09-26 07:56:00-04,33,T01190,Registered,02116,1984,Male
608876,Closed,551,2012-09-26 07:47:00-04,60,2012-09-26 07:56:00-04,64
608877,Closed,562,2012-09-26 07:47:00-04,47,2012-09-26 07:57:00-04,31,T01365,Registered,02113,1981,Male
608878,Closed,224,2012-09-26 07:48:00-04,81,2012-09-26 07:52:00-04,22
608879,Closed,341,2012-09-26 07:49:00-04,49,2012-09-26 07:54:00-04,22,T01332,Casual,,,
608880,Closed,966,2012-09-26 07:48:00-04,38,2012-09-26 08:04:00-04,55
608881,Closed,1122,2012-09-26 07:48:00-04,26,2012-09-26 08:07:00-04,72
608883,Closed,495,2012-09-26 07:49:00-04,40,2012-09-26 07:57:00-04,22
608884,Closed,304,2012-09-26 07:49:00-04,4,2012-09-26 07:54:00-04,59
608885,Closed,1352,2012-09-26 07:49:00-04,38,2012-09-26 08:11:00-04,43
608886,Closed,785,2012-09-26 07:49:00-04,45,2012-09-26 08:02:00-04,35
608887,Closed,665,2012-09-26 07:49:00-04,38,2012-09-26 08:00:00-04,31
608888,Closed,648,2012-09-26 07:49:00-04,94,2012-09-26 08:00:00-04,44,T01049,Registered,02129,1969,Male
608889,Closed,593,2012-09-26 07:49:00-04,43,2012-09-26 07:59:00-04,60
608890,Closed,269,2012-09-26 07:49:00-04,43,2012-09-26 07:54:00-04,23
608891,Closed,955,2012-09-26 07:50:00-04,38,2012-09-26 08:06:00-04,80,T01439,Registered,01938,1971,Female
608892,Closed,403,2012-09-26 07:50:00-04,22,2012-09-26 07:57:00-04,40,T01261,Registered,02110,1982,Male
608893,Closed,622,2012-09-26 07:50:00-04,60,2012-09-26 08:01:00-04,4
608895,Closed,333,2012-09-26 07:51:00-04,43,2012-09-26 07:56:00-04,23
608896,Closed,390,2012-09-26 07:51:00-04,67,2012-09-26 07:57:00-04,55,T01305,Registered,02215,1989,Male
608897,Closed,433,2012-09-26 07:51:00-04,4,2012-09-26 07:58:00-04,22
608898,Closed,445,2012-09-26 07:51:00-04,43,2012-09-26 07:59:00-04,38
608899,Closed,1581,2012-09-26 07:51:00-04,18,2012-09-26 08:18:00-04,57,T01136,Casual,,,
608900,Closed,409,2012-09-26 07:51:00-04,39,2012-09-26 07:58:00-04,52,T01036,Registered,02118,1988,Female
608901,Closed,439,2012-09-26 07:53:00-04,47,2012-09-26 08:00:00-04,54,T01072,Registered,02113,1977,Male
608902,Closed,620,2012-09-26 07:53:00-04,16,2012-09-26 08:03:00-04,75
608903,Closed,245,2012-09-26 07:53:00-04,43,2012-09-26 07:57:00-04,47
608904,Closed,149,2012-09-26 07:53:00-04,32,2012-09-26 07:56:00-04,19,T01150,Registered,02215,1992,Male
608906,Closed,414,2012-09-26 07:54:00-04,22,2012-09-26 08:01:00-04,31
608907,Closed,249,2012-09-26 07:54:00-04,7,2012-09-26 07:58:00-04,43,T01312,Registered,02467,1969,Female
608908,Closed,1085,2012-09-26 07:54:00-04,40,2012-09-26 08:12:00-04,61,T01360,Registered,02113,1990,Male
608909,Closed,925,2012-09-26 07:54:00-04,22,2012-09-26 08:09:00-04,31,T01125,Registered,02038,1958,Male
608910,Closed,940,2012-09-26 07:54:00-04,98,2012-09-26 08:10:00-04,64,T01165,Registered,02129,1979,Male
608911,Closed,723,2012-09-26 07:55:00-04,50,2012-09-26 08:07:00-04,31,T01256,Registered,02210,1982,Male
608912,Closed,816,2012-09-26 07:55:00-04,16,2012-09-26 08:08:00-04,48
608913,Closed,518,2012-09-26 07:55:00-04,35,2012-09-26 08:04:00-04,42
608914,Closed,1021,2012-09-26 07:55:00-04,76,2012-09-26 08:12:00-04,35,T01328,Registered,02139,1970,Male
608915,Closed,414,2012-09-26 07:55:00-04,58,2012-09-26 08:02:00-04,61
608919,Closed,194,2012-09-26 07:57:00-04,32,2012-09-26 08:00:00-04,11
608920,Closed,216,2012-09-26 07:57:00-04,10,2012-09-26 08:00:00-04,9
608922,Closed,379,2012-09-26 07:57:00-04,38,2012-09-26 08:03:00-04,48,T01406,Registered,01460,1986,Male
608923,Closed,549,2012-09-26 07:58:00-04,63,2012-09-26 08:07:00-04,48
608925,Closed,241,2012-09-26 07:58:00-04,64,2012-09-26 08:02:00-04,35
608926,Closed,826,2012-09-26 07:58:00-04,53,2012-09-26 08:12:00-04,22
