id,status,duration,start_date,start_station,end_date,end_station
502775,Closed,120577,2012-08-24 21:02:00-04,73,2012-08-26 06:32:00-04,73
503242,Closed,84820,2012-08-25 03:02:00-04,16,2012-08-26 02:35:00-04,38
503243,Closed,84817,2012-08-25 03:02:00-04,16,2012-08-26 02:35:00-04,38
503247,Closed,84449,2012-08-25 03:07:00-04,16,2012-08-26 02:35:00-04,38
504658,Closed,39086,2012-08-25 13:56:00-04,36,2012-08-26 00:48:00-04,35
506338,Closed,32849,2012-08-25 18:45:00-04,21,2012-08-26 03:52:00-04,41
506865,Closed,8708,2012-08-25 22:02:00-04,36,2012-08-26 00:27:00-04,36
506867,Closed,8714,2012-08-25 22:02:00-04,36,2012-08-26 00:28:00-04,36,T01233,Casual,,,
506974,Closed,147107,2012-08-25 23:03:00-04,59,2012-08-27 15:55:00-04,63
506992,Closed,4296,2012-08-25 23:16:00-04,23,2012-08-26 00:27:00-04,54
506993,Closed,4225,2012-08-25 23:15:00-04,23,2012-08-26 00:26:00-04,54,T01291,Casual,,,
507020,Closed,2931,2012-08-25 23:44:00-04,76,2012-08-26 00:33:00-04,76
507027,Closed,1894,2012-08-25 23:49:00-04,52,2012-08-26 00:20:00-04,67,T01400,Casual,,,
507028,Closed,588,2012-08-25 23:51:00-04,39,2012-08-26 00:01:00-04,67,T01432,Registered,02118,1979,Male
507029,Closed,611,2012-08-25 23:51:00-04,39,2012-08-26 00:01:00-04,67
507032,Closed,1105,2012-08-25 23:58:00-04,10,2012-08-26 00:17:00-04,41,T01188,Casual,,,
507033,Closed,1091,2012-08-25 23:59:00-04,10,2012-08-26 00:17:00-04,41
507034,Closed,292,2012-08-25 23:59:00-04,73,2012-08-26 00:04:00-04,18,T01047,Registered,02134,1985,Male
507035,Closed,863,2012-08-26 00:00:00-04,45,2012-08-26 00:15:00-04,26,T01235,Registered,02118,1974,Male
507036,Closed,538,2012-08-26 00:00:00-04,44,2012-08-26 00:09:00-04,36
507037,Closed,272,2012-08-26 00:01:00-04,48,2012-08-26 00:05:00-04,54
507038,Closed,1190,2012-08-26 00:03:00-04,41,2012-08-26 00:23:00-04,21
